N	2gram	Vygotskiy_	VeschiIm
1305	в третьем	1	1
1306	по этому	4	1
1307	идеализма и	1	1
1308	и вопрос	1	1
1309	поэтому не	1	1
1310	лежит в	3	1
1311	тому же	1	1
1312	ли можно	1	1
1313	видит в	2	1
1314	к самой	1	1
1315	содержат в	1	1
1316	понимании и	1	1
1317	который делает	1	1
1318	чем в	1	1
1319	на каком	1	1
1320	для иллюстрации	2	1
1321	ум его	1	1
1322	они понимают	1	1
1323	что составляет	1	1
1324	ибо вещи	1	1
1325	этого рода	2	1
1326	истории философии	1	1
1327	они вначале	1	1
1328	что к	1	1
1329	как по	2	1
1330	на несколько	1	1
1331	работы с	1	1
1332	знаем сейчас	1	1
1333	ощущениях и	1	1
1334	никакой нужды	1	1
1335	она содержит	1	1
1336	в общем	5	1
1337	чтобы с	2	1
1338	во внимание	1	1
1339	и которая	2	1
1340	как таковое	1	1
1341	чисто словесной	1	1
1342	как его	2	1
1343	в ту	2	1
1344	книги или	1	1
1345	всегда относится	1	1
1346	опыта и	3	1
1347	себя уже	1	1
1348	мышлением и	7	1
1349	или хотя	1	1
1350	из своих	1	1
1351	в таком	1	1
1352	что их	1	1
1353	на еще	1	1
1354	пустота и	1	1
1355	превратилось бы	1	1
1356	между этими	7	1
1357	свое проявление	1	1
1358	происходит и	1	1
1359	и исторической	1	1
1360	не остается	3	1
1361	в стороне	2	1
1362	на известный	3	1
1363	что-нибудь это	1	1
1364	такого воззрения	1	1
1365	очевидно на	1	1
1366	к абстрактному	1	1
1367	своей структуре	2	1
1368	когда говорят	2	1
1369	в какой	5	1
1370	ряду других	1	1
1371	личности с	1	1
1372	иметь нечто	2	1
1373	обстоятельство что	2	1
1374	нас к	10	1
1375	делает таковым	1	1
1376	эти три	2	1
1377	сделать хотя	1	1
1378	но по	1	1
1379	существом которое	1	1
1380	говорили но	1	1
1381	не заслуживает	1	1
1382	что звук	2	1
1383	и вместе	1	1
1384	эту проблему	3	1
1385	понимание не	1	1
1386	в этих	3	1
1387	силу этого	4	1
1388	и этих	1	1
1389	этим самым	1	1
1390	этого слова	7	1
1391	в ряду	1	1
1392	ли не	1	1
1393	на одном	3	1
1394	данного типа	1	1
1395	словом как	1	1
1396	это понятие	2	1
1397	должно стать	1	1
1398	с любым	2	1
1399	не могут	1	1
1400	сразу же	1	1
1401	концепции к	1	1
1402	по его	2	1
1403	и отличает	1	1
1404	в новом	3	1
1405	говоря она	1	1
1406	бы мы	3	1
1407	что наука	1	1
1408	может явиться	3	1
1409	в двух	3	1
1410	с как	2	1
1411	картину в	2	1
1412	к мысли	3	1
1413	что слово	1	1
1414	что окружает	1	1
1415	ее сторона	1	1
1416	бы совершенно	1	1
1417	этих элементов	1	1
1418	полагает что	7	1
1419	как именно	2	1
1420	говорит об	1	1
1421	говорят и	1	1
1422	могло бы	2	1
1423	его душа	1	1
1424	на другом	1	1
1425	что как	4	1
1426	в других	2	1
1427	к фактам	1	1
1428	не иначе	1	1
1429	говорили выше	4	1
1430	этого учения	1	1
1431	самой себе	1	1
1432	социальных форм	2	1
1433	и по	3	1
1434	всех своих	2	1
1435	но самая	1	1
1436	и мир	1	1
1437	сами вещи	1	1
1438	что та	2	1
1439	на которую	1	1
1440	вопрос не	2	1
1441	которая как	1	1
1442	интересующей нас	6	1
1443	же деле	1	1
1444	и оставаться	1	1
1445	только лишь	1	1
1446	могли бы	10	1
1447	того или	1	1
1448	разница между	1	1
1449	несколько более	2	1
1450	магической силы	1	1
1451	целое в	1	1
1452	личности в	1	1
1453	первый план	3	1
1454	как ни	1	1
1455	своей части	1	1
1456	от других	1	1
1457	вообще в	1	1
1458	с самого	9	1
1459	в вопросе	1	1
1460	это различение	1	1
1461	необходимо должна	1	1
1462	оно в	1	1
1463	он ни	1	1
1464	другое но	1	1
1465	отличие от	3	1
1466	действие в	1	1
1467	мы увидим	3	1
1468	первый способ	1	1
1469	данный момент	1	1
1470	в целях	1	1
1471	чистом виде	1	1
1472	и представляющее	1	1
1473	действительности ибо	2	1
1474	психологической точки	1	1
1475	но просто	1	1
1476	с с	2	1
1477	в самых	4	1
1478	мере как	1	1
1479	не могу	3	1
1480	зрения в	1	1
1481	из ряда	1	1
1482	простой вопрос	1	1
1483	путем чисто	1	1
1484	не дает	1	1
1485	во всей	8	1
1486	и речи	45	1
1487	личности и	1	1
1488	восприятие и	1	1
1489	с полным	1	1
1490	которое приводит	2	1
1491	к новым	1	1
1492	в теории	10	1
1493	сторону в	2	1
1494	только так	1	1
1495	он находится	2	1
1496	с совершенно	1	1
1497	самому себе	2	1
1498	отношение между	5	1
1499	еще яснее	1	1
1500	же типа	1	1
1501	первое и	1	1
1502	если попробовать	1	1
1503	в одинаковой	2	1
1504	содержащее в	1	1
1505	все основные	3	1
1506	связана с	4	1
1507	то обстоятельство	2	1
1508	как тем	1	1
1509	в чистое	1	1
1510	в системе	1	1
1511	с уже	1	1
1512	еще только	1	1
1513	эта сторона	1	1
1514	личность и	1	1
1515	для их	1	1
1516	идея есть	1	1
1517	всех других	1	1
1518	хотя в	1	1
1519	все те	2	1
1520	из него	1	1
1521	не могла	1	1
1522	и тот	1	1
1523	между обоими	1	1
1524	мысль есть	1	1
1525	проблему понимания	1	1
1526	от самого	1	1
1527	его чисто	1	1
1528	у кого	1	1
1529	в нашей	1	1
1530	факт что	3	1
1531	действительность не	3	1
1532	что нам	3	1
1533	учесть и	1	1
1534	такое что	1	1
1535	имеет свое	1	1
1536	выводы из	1	1
1537	не следует	1	1
1538	в пределах	1	1
1539	также не	2	1
1540	и я	2	1
1541	как явление	2	1
1542	в современной	3	1
1543	пр и	1	1
1544	но так	1	1
1545	и другая	1	1
1546	в настоящий	1	1
1547	собой при	1	1
1548	более частных	1	1
1549	к которой	1	1
1550	думать что	1	1
1551	самое время	1	1
1552	исследования на	1	1
1553	с то	1	1
1554	в какое-то	1	1
1555	нам о	1	1
1556	входить в	1	1
1557	уже у	1	1
1558	это действительно	1	1
1559	еще на	4	1
1560	из своей	1	1
1561	идет о	5	1
1562	само понятие	4	1
1563	другой форме	1	1
1564	если только	1	1
1565	нам теперь	1	1
1566	если идти	1	1
1567	как из	1	1
1568	проблемы в	1	1
1569	могло быть	1	1
1570	на некоторые	1	1
1571	поэтому если	1	1
1572	предметов и	1	1
1573	это простой	1	1
1574	же самое	4	1
1575	общение только	1	1
1576	так значит	1	1
1577	ведь это	1	1
1578	ту сторону	2	1
1579	вопрос в	2	1
1580	тот или	1	1
1581	в книге	3	1
1582	среды и	1	1
1583	не связанных	1	1
1584	и материализма	1	1
1585	на бумаге	1	1
1586	критический период	1	1
1587	чем она	2	1
1588	это потому	1	1
1589	оно должно	1	1
1590	новое понимание	2	1
1591	для обозначения	1	1
1592	и свойств	1	1
1593	нам необходимо	1	1
1594	в плане	1	1
1595	и самого	1	1
1596	этот путь	2	1
1597	подход к	2	1
1598	части в	1	1
1599	эту схему	1	1
1600	это приводит	1	1
1601	и строит	1	1
1602	их к	1	1
1603	могут быть	5	1
1604	но нет	1	1
1605	и развитии	2	1
1606	в зависимости	8	1
1607	бы он	3	1
1608	опыт говорит	2	1
1609	одним из	1	1
1610	могло не	1	1
1611	звуков а	1	1
1612	результате этого	1	1
1613	которое мы	6	1
1614	речь и	7	1
1615	и развить	1	1
1616	совершенно иначе	1	1
1617	анализа и	1	1
1618	что может	5	1
1619	на отдельные	3	1
1620	это ни	2	1
1621	стоит только	5	1
1622	еще одно	1	1
1623	стороне и	1	1
1624	с которым	1	1
1625	я также	1	1
1626	значение этих	1	1
1627	или иной	3	1
1628	нее не	1	1
1629	языка у	1	1
1630	говорим об	2	1
1631	этой простой	1	1
1632	представление об	1	1
1633	из анализа	1	1
1634	в данный	1	1
1635	всей полнотой	1	1
1636	все другие	2	1
1637	той которую	2	1
1638	в эти	1	1
1639	и новые	1	1
1640	та и	1	1
1641	это в	1	1
1642	реальности этот	1	1
1643	сознании в	1	1
1644	такой постановки	1	1
1645	смысле мы	1	1
1646	всех этих	2	1
1647	таким же	4	1
1648	которой мы	3	1
1649	имеет свою	2	1
1650	в один	4	1
1651	от них	2	1
1652	он с	1	1
1653	не надо	2	1
1654	и наконец	3	1
1655	со всяким	1	1
1656	нас это	1	1
1657	воззрений на	1	1
1658	есть функция	2	1
1659	его сознания	1	1
1660	проблему как	1	1
1661	и самый	2	1
1662	себя но	1	1
1663	и идея	1	1
