N	2gram	Bakhtin_Pr	StatiiOP
1314	произведениях но	1	1
1315	и последнее	1	1
1316	что очень	1	1
1317	и притом	3	1
1318	правильного понимания	1	1
1319	сказать чего	1	1
1320	о возможности	1	1
1321	на показ	1	1
1322	роман но	1	1
1323	мировой литературы	2	1
1324	время во	1	1
1325	пути своего	1	1
1326	работ о	2	1
1327	пути и	1	1
1328	и лишена	1	1
1329	зрения но	1	1
1330	прежде чем	1	1
1331	и принципиальная	2	1
1332	и говорит	1	1
1333	и позволяет	1	1
1334	всех его	1	1
1335	стороны содержания	1	1
1336	тут и	2	1
1337	смерти это	2	1
1338	поэтому он	1	1
1339	поэтому она	1	1
1340	великая и	2	1
1341	быть особенно	1	1
1342	на одну	1	1
1343	здесь же	1	1
1344	судить о	1	1
1345	в последних	1	1
1346	конечно на	1	1
1347	личности от	1	1
1348	литературе и	1	1
1349	и цельной	1	1
1350	случайным и	1	1
1351	традиции он	1	1
1352	лишь на	3	1
1353	между ними	4	1
1354	содержанием и	1	1
1355	их он	1	1
1356	не вытекает	1	1
1357	себе не	1	1
1358	него при	1	1
1359	человек в	2	1
1360	нему все	1	1
1361	себя как	5	1
1362	большинстве случаев	3	1
1363	воли нет	1	1
1364	не теряя	1	1
1365	белинский он	1	1
1366	образа героя	5	1
1367	является настолько	1	1
1368	и герои	2	1
1369	слишком много	1	1
1370	в себя	3	1
1371	в резких	1	1
1372	в великом	1	1
1373	темы с	1	1
1374	точек зрения	5	1
1375	был не	2	1
1376	не решится	1	1
1377	из одного	4	1
1378	делает его	1	1
1379	это тоже	1	1
1380	и необходимости	1	1
1381	типа в	1	1
1382	это такой	1	1
1383	жизнь не	1	1
1384	к постановке	1	1
1385	слово как	1	1
1386	для правильного	1	1
1387	для этих	1	1
1388	всей их	1	1
1389	истинный смысл	2	1
1390	здесь как	1	1
1391	точкой зрения	3	1
1392	шекспировских драм	1	1
1393	замысла а	1	1
1394	с образом	3	1
1395	и быть	1	1
1396	если оно	1	1
1397	он отразился	1	1
1398	своей литературной	1	1
1399	и будущему	1	1
1400	как факт	1	1
1401	ведь в	1	1
1402	была дана	2	1
1403	от характера	3	1
1404	материалом и	1	1
1405	не отличается	1	1
1406	случаев в	1	1
1407	не найдете	1	1
1408	существенно что	1	1
1409	именно потому	3	1
1410	еще только	1	1
1411	исключительное значение	1	1
1412	в работе	1	1
1413	тот особый	1	1
1414	что последнее	1	1
1415	по размерам	1	1
1416	его творчества	8	1
1417	человека как	1	1
1418	более всего	1	1
1419	уже по	1	1
1420	прошлого и	2	1
1421	на которых	1	1
1422	в ответ	1	1
1423	iv стр	1	1
1424	осмыслении в	1	1
1425	к самому	1	1
1426	стиля так	1	1
1427	такими же	1	1
1428	и внутреннюю	1	1
1429	к верной	1	1
1430	одно и	1	1
1431	и та	1	1
1432	и является	1	1
1433	неотделим от	2	1
1434	что дал	1	1
1435	является одним	2	1
1436	ни одно	1	1
1437	иная форма	1	1
1438	бы уже	2	1
1439	важно лишь	1	1
1440	стоящей на	1	1
1441	выше в	1	1
1442	вот в	1	1
1443	мысль великая	2	1
1444	что бы	1	1
1445	отношения с	1	1
1446	над ним	1	1
1447	с нашими	1	1
1448	но тут	1	1
1449	сравнительно с	1	1
1450	где почти	1	1
1451	не совпадает	2	1
1452	от вас	1	1
1453	этот период	1	1
1454	он еще	2	1
1455	и возникает	1	1
1456	могла бы	1	1
1457	зрения своей	1	1
1458	объединенных в	1	1
1459	того кто	1	1
1460	и несколько	1	1
1461	это разные	1	1
1462	я в	1	1
1463	и стремление	1	1
1464	не сливаются	1	1
1465	так называемого	1	1
1466	и глубоко	1	1
1467	ту сторону	2	1
1468	на такой	1	1
1469	он в	3	1
1470	та точка	1	1
1471	жизнь как	1	1
1472	однако в	2	1
1473	художественной ценности	1	1
1474	и никогда	1	1
1475	этой форме	2	1
1476	друг другу	3	1
1477	подход к	2	1
1478	звучит в	2	1
1479	эпохе в	1	1
1480	его личности	4	1
1481	материала в	1	1
1482	иногда это	1	1
1483	слышим все	1	1
1484	себе дело	1	1
1485	я но	1	1
1486	и есть	6	1
1487	критической литературе	3	1
1488	это третье	1	1
1489	ней в	1	1
1490	об элементах	2	1
1491	вовсе еще	1	1
1492	особый художественный	2	1
1493	бы оно	1	1
1494	сказать но	1	1
1495	же мы	2	1
1496	грубо так	1	1
1497	в совершенно	2	1
1498	оно может	2	1
1499	я люблю	1	1
1500	им прежде	1	1
1501	сказать о	1	1
1502	тона в	1	1
1503	поэтому ни	1	1
1504	существенно нового	1	1
1505	что главное	1	1
1506	которого мы	1	1
1507	прав в	1	1
1508	не соглашается	1	1
1509	бы верить	1	1
1510	и попытался	1	1
1511	слова до	1	1
1512	нам кажется	4	1
1513	это он	1	1
1514	предположение о	1	1
1515	действующими лицами	3	1
1516	которая и	1	1
1517	синтетических работ	1	1
1518	сказать так	1	1
1519	не делал	1	1
1520	и сами	1	1
1521	любви и	1	1
1522	являются чем-то	1	1
1523	можно только	1	1
1524	писал не	1	1
1525	быть он	1	1
1526	пути по	1	1
1527	различных художественных	1	1
1528	пока существует	1	1
1529	люди в	1	1
1530	лицами в	1	1
1531	том чем	1	1
1532	в последующих	2	1
1533	образом и	1	1
1534	и против	1	1
1535	не позволяет	2	1
1536	теперь о	1	1
1537	друг к	4	1
1538	и принципиальной	1	1
1539	они и	3	1
1540	как с	1	1
1541	котором не	1	1
1542	не замкнуты	2	1
1543	них в	2	1
1544	эти определения	2	1
1545	плане чисто	1	1
1546	на западе	2	1
1547	милостивый государь	1	1
1548	в основном	2	1
1549	его душу	1	1
1550	которые он	3	1
1551	на ее	2	1
1552	был бы	6	1
1553	ним и	4	1
1554	героя в	9	1
1555	своих героев	5	1
1556	и должно	1	1
1557	зная и	1	1
1558	к брату	1	1
1559	на те	1	1
1560	своего образа	1	1
1561	я никогда	1	1
1562	понимал и	1	1
1563	в идейном	1	1
1564	романа и	5	1
1565	с ним	13	1
1566	романа в	8	1
1567	вот уж	1	1
1568	соглашается с	1	1
1569	в большом	3	1
1570	в другой	4	1
1571	нашего времени	1	1
1572	характер и	1	1
1573	не исчерпывается	3	1
1574	он действует	1	1
1575	пор еще	1	1
1576	она ему	1	1
1577	в науке	2	1
1578	утверждает что	1	1
1579	зрения ее	1	1
1580	и делает	1	1
1581	характерен в	1	1
1582	они в	1	1
1583	но этого	1	1
1584	русской критической	1	1
1585	большая работа	1	1
1586	и автор	2	1
1587	том и	2	1
1588	него нет	3	1
1589	совершенно иное	2	1
1590	на минуту	1	1
1591	по вопросам	1	1
1592	жив он	1	1
1593	особенно хорошо	1	1
1594	творчества и	2	1
1595	и самая	1	1
1596	будто и	2	1
1597	как вы	4	1
1598	тон в	1	1
1599	дело было	1	1
1600	этой точки	3	1
1601	во что	2	1
1602	все то	5	1
1603	своего романа	2	1
1604	орудием в	1	1
1605	самим собой	1	1
1606	имеет значение	2	1
1607	очень интересный	1	1
1608	не научная	1	1
1609	в моем	1	1
1610	сказать по	2	1
1611	следовательно в	1	1
1612	подходим к	1	1
1613	об отсутствии	1	1
1614	о самом	1	1
1615	совершенно новый	1	1
1616	месте и	2	1
1617	подняться до	1	1
1618	не копировал	1	1
1619	уже тем	1	1
1620	быть даже	2	1
1621	и действительно	1	1
1622	иногда эта	1	1
1623	не знал	1	1
1624	является результатом	1	1
1625	есть нечто	2	1
1626	интонациями и	1	1
1627	как личность	1	1
1628	с такими	2	1
1629	и законченным	1	1
1630	подхода к	2	1
1631	можно даже	1	1
1632	которого является	1	1
1633	с собою	3	1
1634	и отдельных	1	1
1635	правда не	1	1
1636	приводит к	4	1
1637	со всею	3	1
1638	мыслей и	1	1
1639	стилистических особенностей	1	1
1640	ему и	1	1
1641	говорит за	2	1
1642	сравнению с	2	1
1643	положений в	1	1
1644	эта борьба	1	1
1645	своего отца	1	1
1646	при всех	1	1
1647	вследствие этого	2	1
1648	литературе о	3	1
1649	знает что	1	1
1650	чтобы убедиться	1	1
1651	и переносит	1	1
1652	на своем	2	1
1653	к другому	2	1
1654	лица в	1	1
1655	автор не	5	1
1656	и острой	1	1
1657	никакой надобности	1	1
1658	строится в	1	1
1659	я говорю	1	1
1660	автора но	2	1
1661	который он	1	1
1662	но их	1	1
1663	не давая	2	1
1664	его и	4	1
1665	наконец и	1	1
1666	можно сделать	1	1
1667	как художественное	1	1
1668	впечатление что	1	1
1669	совпадал с	1	1
1670	должно быть	4	1
1671	и ставил	1	1
1672	основные принципы	1	1
1673	по этим	1	1
1674	драматическому замыслу	1	1
1675	бы с	1	1
1676	время оно	1	1
1677	сливается с	6	1
1678	или этот	1	1
1679	на авторских	1	1
1680	совершенно иной	1	1
1681	и речей	1	1
1682	и красоту	1	1
1683	важнее всего	1	1
1684	из элементов	1	1
1685	со всех	2	1
1686	даже сказать	1	1
1687	ли он	2	1
1688	тогда я	1	1
1689	к отдельным	3	1
1690	зрения как	1	1
1691	принципиально не	2	1
1692	непосредственных предшественников	1	1
1693	на отношения	1	1
1694	но здесь	2	1
1695	самосознание можно	1	1
1696	изображения и	6	1
1697	в иной	1	1
1698	мудрено что	1	1
1699	не дал	1	1
1700	критики а	1	1
1701	сохраняет и	1	1
1702	это только	1	1
1703	а может	3	1
1704	каждом слове	2	1
1705	не приходило	1	1
1706	он просто	1	1
1707	самого автора	7	1
1708	и больше	1	1
1709	не понимает	1	1
1710	только один	2	1
1711	то все	1	1
1712	его личного	2	1
1713	со всей	2	1
1714	его борьба	1	1
1715	вот эти	1	1
1716	прежде и	1	1
1717	на очень	1	1
1718	к одному	1	1
1719	году под	1	1
1720	своей работе	1	1
1721	его характер	2	1
1722	о своем	2	1
1723	очень грубо	1	1
1724	ее с	3	1
1725	это стремление	1	1
1726	сойдутся и	1	1
1727	друг от	2	1
1728	теперь не	1	1
1729	надо еще	1	1
1730	каждый из	1	1
1731	нуждаются в	1	1
1732	воспринять и	1	1
1733	а лишь	3	1
1734	образом уже	2	1
1735	ведь то	1	1
1736	лишь одна	1	1
1737	автора в	4	1
1738	в данных	1	1
1739	все как	1	1
1740	не употребляет	1	1
1741	есть тех	1	1
1742	на более	1	1
1743	и там	1	1
1744	о шекспире	2	1
1745	стиля а	1	1
1746	и роста	1	1
1747	был действительно	1	1
1748	на две	1	1
1749	это своеобразие	1	1
1750	или совершенно	1	1
1751	если мы	1	1
1752	что совершается	1	1
1753	и биографический	1	1
1754	весь в	1	1
1755	данного произведения	2	1
1756	и смерть	1	1
1757	характерен для	1	1
1758	автор может	1	1
1759	наличного материала	1	1
1760	в определенном	1	1
1761	в каждый	1	1
1762	котором мы	2	1
1763	бы как	2	1
1764	полным правом	1	1
1765	деле в	1	1
1766	то здесь	1	1
1767	не стоит	1	1
1768	здесь и	2	1
1769	не видит	1	1
1770	смерти у	1	1
1771	именно этот	2	1
1772	друг друга	10	1
1773	современности и	1	1
1774	не из	3	1
1775	показать как	1	1
1776	в самой	10	1
1777	жизни не	1	1
1778	могут дать	1	1
1779	последнего времени	1	1
1780	протяжении всего	2	1
1781	эту форму	1	1
1782	формы и	1	1
1783	они были	1	1
1784	человека но	2	1
1785	здесь к	1	1
1786	высшей степени	2	1
1787	самое слово	2	1
1788	не знают	2	1
1789	нет дело	2	1
1790	жизнью если	1	1
1791	тут есть	1	1
1792	из отдельных	1	1
1793	то они	2	1
1794	этот термин	3	1
1795	в более	1	1
1796	на языке	2	1
1797	ничем не	2	1
1798	трактуется в	1	1
1799	с начала	2	1
1800	не во	3	1
1801	и было	1	1
1802	на тех	1	1
1803	создавал для	1	1
1804	этот замысел	1	1
1805	каждого своя	1	1
1806	действительно является	1	1
1807	также нет	1	1
1808	голоса в	2	1
1809	является их	1	1
1810	знает сам	1	1
1811	новом издании	1	1
1812	он становится	1	1
1813	выделяются в	1	1
1814	него была	1	1
1815	и принципиально	1	1
1816	человек является	1	1
1817	переход к	1	1
1818	себя самого	5	1
1819	себя на	2	1
1820	о нем	16	1
1821	которого я	1	1
1822	нам еще	1	1
1823	самого последнего	1	1
1824	и тут	1	1
1825	истории как	1	1
1826	лиц и	1	1
1827	и несколькими	1	1
1828	со своим	4	1
1829	ранее не	1	1
1830	отразился в	1	1
1831	форме это	1	1
1832	здесь в	3	1
1833	имел в	1	1
1834	первом месте	1	1
1835	же случае	1	1
1836	для испытания	1	1
1837	в осуществлении	1	1
1838	историко-литературный и	1	1
1839	создана как	1	1
1840	он узнал	1	1
1841	очень долго	1	1
1842	иногда делает	1	1
1843	по ту	2	1
1844	слова а	3	1
1845	образом но	2	1
1846	участие в	1	1
1847	не превращает	2	1
1848	все одинаково	1	1
1849	слова не	1	1
1850	все равно	3	1
1851	разумеется все	1	1
1852	и политический	1	1
1853	зрения его	1	1
1854	которые я	1	1
1855	целиком в	1	1
1856	прошлому и	1	1
1857	однако не	2	1
1858	это предположение	1	1
1859	этого самосознания	2	1
1860	когда говорил	1	1
1861	полнотой и	1	1
1862	от друга	2	1
1863	чтобы оно	1	1
1864	от всех	1	1
1865	является таким	1	1
1866	у расина	1	1
1867	автора от	1	1
1868	а о	4	1
1869	в свои	2	1
1870	с ними	3	1
1871	совершенно особых	1	1
1872	уже очень	1	1
1873	и вы	2	1
1874	это особенность	1	1
1875	полностью не	1	1
1876	гораздо ближе	1	1
1877	жизненного пути	1	1
1878	и другое	1	1
1879	вот это	1	1
1880	нет надобности	2	1
1881	в плоскость	3	1
1882	копировал и	1	1
1883	лежит на	1	1
1884	забывали что	1	1
1885	эти две	1	1
1886	времени как	1	1
1887	т iv	1	1
1888	его творчестве	3	1
1889	переносит центр	1	1
1890	является лишь	5	1
1891	с рядом	1	1
1892	ее составе	1	1
1893	и понимания	3	1
1894	перейти к	1	1
1895	на одном	1	1
1896	и со	3	1
1897	и могут	2	1
1898	не относится	1	1
1899	не создает	1	1
1900	только и	1	1
1901	и художественного	1	1
1902	материала на	1	1
1903	в условиях	4	1
1904	он приводит	3	1
1905	и верное	1	1
1906	каждое слово	1	1
1907	дело и	1	1
1908	своей значимости	1	1
1909	стр здесь	1	1
1910	мысли в	2	1
1911	определенном направлении	1	1
1912	каждого отдельного	1	1
1913	смерти и	1	1
1914	выражение и	1	1
1915	отсюда же	2	1
1916	от подлинного	1	1
1917	бы его	1	1
1918	но те	1	1
1919	которая как	1	1
1920	ко всему	1	1
1921	целое в	1	1
1922	свою эпоху	1	1
1923	но сами	1	1
1924	по литературе	1	1
1925	такого изображения	1	1
1926	тяготеет к	2	1
1927	новую форму	3	1
1928	он это	1	1
1929	приговоренный к	1	1
1930	образом мы	1	1
1931	того материала	1	1
1932	xx века	1	1
1933	он ни	2	1
1934	ведь именно	1	1
1935	вместо этого	1	1
1936	которая для	1	1
1937	означал для	1	1
1938	каждом из	2	1
1939	например у	2	1
1940	значимости в	2	1
1941	это как	2	1
1942	с какой-то	1	1
1943	значение но	1	1
1944	выхода за	1	1
1945	две стороны	1	1
1946	но при	1	1
1947	этого последнего	1	1
1948	автора к	1	1
1949	позволяет ему	2	1
1950	церкви и	1	1
1951	как уже	1	1
1952	одну из	1	1
1953	менее и	1	1
1954	так резко	1	1
1955	тому как	5	1
1956	объективный факт	1	1
1957	в лесу	1	1
1958	первое и	1	1
1959	е и	1	1
1960	не сказал	1	1
1961	облик и	1	1
1962	своего творчества	1	1
1963	и особый	1	1
1964	не находит	1	1
1965	характерно для	2	1
1966	идея то	1	1
1967	русский и	1	1
1968	народного духа	1	1
1969	каждое переживание	2	1
1970	он заставил	1	1
1971	не с	1	1
1972	свою жизнь	2	1
1973	сложный вопрос	1	1
1974	есть и	2	1
1975	а прежде	2	1
1976	или другого	1	1
1977	что образ	2	1
1978	не следует	1	1
1979	стороны и	1	1
1980	он решает	1	1
1981	и времени	1	1
1982	только то	3	1
1983	борьбу за	1	1
1984	суда над	1	1
1985	личность как	1	1
1986	держать знамя	1	1
1987	на всю	1	1
1988	у нее	1	1
1989	или как	5	1
1990	по сравнению	2	1
1991	в большинстве	3	1
1992	почти никогда	2	1
1993	этом произведении	1	1
1994	и т.д	2	1
1995	рассматривать как	1	1
1996	целого то	1	1
1997	его судьба	1	1
1998	этот большой	2	1
1999	как их	3	1
2000	с различными	1	1
2001	во вкусе	1	1
2002	шекспира не	1	1
2003	по всей	1	1
2004	него и	1	1
2005	со своими	6	1
2006	элементов в	1	1
2007	его самостоятельность	1	1
2008	и самого	4	1
2009	нужно подчеркнуть	1	1
2010	к произведениям	1	1
2011	для такого	2	1
2012	указаний на	1	1
2013	системе как	1	1
2014	художественного произведения	1	1
2015	него были	1	1
2016	произведения не	1	1
2017	связи между	1	1
2018	в высшей	2	1
2019	и образам	1	1
2020	очень резко	1	1
2021	оставалось в	1	1
2022	й главе	2	1
2023	было быть	1	1
2024	с таким	1	1
2025	этих форм	1	1
2026	же в	3	1
2027	другой и	1	1
2028	говорите что	1	1
2029	были совершенно	1	1
2030	говорить об	2	1
2031	общества и	1	1
2032	и переживаний	1	1
2033	все еще	2	1
2034	идет не	6	1
2035	пришел к	1	1
2036	в создании	1	1
2037	известной степени	1	1
2038	их на	1	1
2039	человек не	1	1
2040	некоторых из	1	1
2041	в разговоре	1	1
2042	от ответственности	1	1
2043	ни был	2	1
2044	сам а	1	1
2045	если она	1	1
2046	из библии	1	1
2047	его творчество	4	1
2048	им не	1	1
2049	само по	4	1
2050	видим и	1	1
2051	не можем	1	1
2052	за счет	2	1
2053	есть не	3	1
2054	момент его	3	1
2055	и решал	1	1
2056	по нашему	5	1
2057	здесь этот	1	1
2058	более того	5	1
