N	2gram	Ircho_Kome	Marksizm
1307	не говоря	4	1
1308	и внешних	1	1
1309	и внутреннее	1	1
1310	и эти	1	1
1311	явления из	1	1
1312	честности и	1	1
1313	оно в	1	1
1314	его произведениях	1	1
1315	приходится с	1	1
1316	получили в	2	1
1317	избавиться от	1	1
1318	всю свою	1	1
1319	в сердцах	1	1
1320	и толстой	1	1
1321	были для	1	1
1322	или совсем	1	1
1323	принадлежали к	1	1
1324	однако если	1	1
1325	а из	2	1
1326	отпечаток на	1	1
1327	тому как	1	1
1328	но всегда	1	1
1329	способен на	1	1
1330	и пониманием	1	1
1331	но этой	1	1
1332	отделен от	1	1
1333	то эта	2	1
1334	на меня	1	1
1335	пор не	1	1
1336	отказ от	1	1
1337	случаях когда	1	1
1338	убеждение в	1	1
1339	можно найти	2	1
1340	к которой	1	1
1341	хотя она	1	1
1342	на всю	3	1
1343	у нее	2	1
1344	с человеком	1	1
1345	большого числа	1	1
1346	и всех	1	1
1347	году он	1	1
1348	создает в	1	1
1349	за ними	1	1
1350	значение слова	1	1
1351	последнее слово	1	1
1352	в рамках	3	1
1353	или еще	1	1
1354	в отрыве	1	1
1355	времени с	1	1
1356	отношение к	3	1
1357	к ней	2	1
1358	этого нет	1	1
1359	которой можно	1	1
1360	наконец что	1	1
1361	именно та	1	1
1362	пути к	1	1
1363	в театре	1	1
1364	сказать в	1	1
1365	того времени	3	1
1366	даже для	2	1
1367	вызвать в	1	1
1368	черт наконец	1	1
1369	его до	2	1
1370	периода в	1	1
1371	как будто	3	1
1372	грамматики и	1	1
1373	случаях речь	2	1
1374	социальную позицию	1	1
1375	для этого	2	1
1376	он с	1	1
1377	в лице	2	1
1378	как для	1	1
