N	2gram	Losev_Vesc	slovoVRo
1307	один и	2	1
1308	должно было	1	1
1309	и полному	1	1
1310	как не	2	1
1311	бы мы	1	1
1312	для освещения	1	1
1313	себе и	2	1
1314	его значение	1	1
1315	степени что	1	1
1316	изменяются в	1	1
1317	фактором и	1	1
1318	которые с	1	1
1319	много и	1	1
1320	раз в	2	1
1321	и таким	2	1
1322	этот смысл	1	1
1323	словами не	2	1
1324	на другом	1	1
1325	это так	4	1
1326	которая есть	1	1
1327	в меру	1	1
1328	бы в	9	1
1329	быть настолько	1	1
1330	словом или	1	1
1331	сказать и	1	1
1332	нее нет	1	1
1333	ни при	1	1
1334	же деле	1	1
1335	отказа от	1	1
1336	конечно это	1	1
1337	реагирует на	1	1
1338	в самое	1	1
1339	другую из	2	1
1340	в понимаемом	1	1
1341	абстрактно в	1	1
1342	что такое	20	1
1343	этот уже	1	1
1344	д если	1	1
1345	что же?	1	1
1346	оба эти	3	1
1347	жизнь и	2	1
1348	и мира	2	1
1349	тем более	3	1
1350	действительности все	1	1
1351	бы так	1	1
1352	оно в	1	1
1353	он ни	1	1
1354	и вместо	1	1
1355	но между	2	1
1356	случае и	1	1
1357	и становление	1	1
1358	таково например	1	1
1359	текстов и	2	1
1360	в отдельных	1	1
1361	в наше	1	1
1362	для ее	2	1
1363	образ и	3	1
1364	с новыми	1	1
1365	другими словами	9	1
1366	может идти	2	1
1367	всяком другом	1	1
1368	именно потому	2	1
1369	не дает	1	1
1370	от самого	1	1
1371	этим он	1	1
1372	совсем не	2	1
1373	тому как	5	1
1374	только действительность	1	1
1375	к новым	1	1
1376	мы опять	1	1
1377	взглянуть на	1	1
1378	мы должны	5	1
1379	и самостоятельность	1	1
1380	нами уже	1	1
1381	когда этот	1	1
1382	отношении они	2	1
1383	и раскрывается	1	1
1384	когда он	2	1
1385	философского и	1	1
1386	но зато	2	1
1387	если же	5	1
1388	от которых	1	1
1389	должны быть	6	1
1390	за ними	2	1
1391	но даже	3	1
1392	в изучении	1	1
1393	есть и	13	1
1394	и является	1	1
1395	совершенно невозможно	2	1
1396	в применении	2	1
1397	и тот	1	1
1398	определенным образом	6	1
1399	различных типов	1	1
1400	что образ	2	1
1401	данности и	1	1
1402	когда оно	2	1
1403	который мы	4	1
1404	даже не	8	1
1405	словом все	1	1
1406	приходится брать	1	1
1407	как явление	1	1
1408	тем самым	2	1
1409	в деталях	1	1
1410	из видов	1	1
1411	в xix	1	1
1412	как чисто	2	1
1413	слово из	1	1
1414	конечно нет	2	1
1415	говорили что	2	1
1416	из общего	2	1
1417	у нее	1	1
1418	и последовательное	1	1
1419	и всякая	1	1
1420	в которое	1	1
1421	то ни	13	1
1422	конечно для	1	1
1423	и всех	1	1
1424	что социальное	1	1
1425	тем или	2	1
1426	человек имеет	2	1
1427	и действует	1	1
1428	могла бы	3	1
1429	зная ее	1	1
1430	на это	5	1
1431	категорий и	1	1
1432	как из	1	1
1433	с большой	1	1
1434	восприятие и	1	1
1435	в отдельности	4	1
1436	на свет	1	1
1437	мы отвлекаемся	1	1
1438	есть предмет	2	1
1439	реальными вещами	1	1
1440	заставляет нас	1	1
1441	него и	1	1
1442	находиться в	1	1
1443	этих границ	1	1
1444	оно должно	1	1
1445	на их	2	1
1446	сосредоточивается на	1	1
1447	время на	1	1
1448	до сознания	1	1
1449	момент своего	1	1
1450	но есть	1	1
1451	этот путь	1	1
1452	притом как	1	1
1453	существует в	3	1
1454	сущности как	4	1
1455	только так	1	1
1456	бы он	1	1
1457	как вещи	3	1
1458	этом и	2	1
1459	что может	1	1
1460	самому себе	1	1
1461	это ощущение	1	1
1462	с чем	7	1
1463	в первой	2	1
1464	есть его	1	1
1465	есть образ	2	1
1466	в общем	1	1
1467	имени которое	1	1
1468	говорить об	2	1
1469	как таковое	1	1
1470	своей и	1	1
1471	иной раз	1	1
1472	же мы	2	1
1473	и преломления	1	1
1474	от живой	1	1
1475	на двух	2	1
1476	себе без	2	1
1477	в данный	1	1
1478	все другие	1	1
1479	в эти	1	1
1480	и новые	1	1
1481	если на	1	1
1482	отнюдь не	8	1
1483	полным и	1	1
1484	и имен	5	1
1485	речи о	1	1
1486	существуют другие	1	1
1487	бытия в	2	1
1488	говорит только	1	1
1489	таким же	1	1
1490	чтобы не	2	1
1491	именно это	1	1
1492	которой мы	1	1
1493	себе а	1	1
1494	и совершенно	2	1
1495	искать ее	1	1
1496	требует не	1	1
1497	само по	4	1
1498	нас это	1	1
1499	на эту	1	1
1500	как символ	1	1
1501	в каком	6	1
1502	как общее	1	1
1503	и ничего	2	1
1504	должны сказать	2	1
1505	самой действительности	3	1
1506	можно только	6	1
