N	2gram	Losev_Prob	Myshleni
1312	и независимо	2	3
1313	из которой	1	3
1314	остается только	2	3
1315	для меня	4	3
1316	имеет никакого	3	3
1317	подобного рода	13	3
1318	абстрактного понятия	3	3
1319	это различие	1	3
1320	настоящей работы	2	3
1321	видели выше	2	3
1322	ее особенностей	1	3
1323	но который	1	3
1324	логики в	1	3
1325	что самый	1	3
1326	это является	3	3
1327	о структуре	2	3
1328	является только	8	3
1329	которые возникают	1	3
1330	для ясности	1	3
1331	от всякого	3	3
1332	для выражения	1	3
1333	именно к	3	3
1334	о нем	2	3
1335	нам еще	1	3
1336	не содержит	1	3
1337	этом в	1	3
1338	как именно	1	3
1339	ни при	1	3
1340	как нечто	9	3
1341	эту точку	1	3
1342	для примера	1	3
1343	действительности мы	3	3
1344	дало нам	1	3
1345	но уже	4	3
1346	эта связь	1	3
1347	бы совершенно	1	3
1348	нас и	2	3
1349	план в	1	3
1350	такие же	1	3
1351	мы сделали	1	3
1352	что всякий	14	3
1353	освобождение от	1	3
1354	данное слово	5	3
1355	кто не	1	3
1356	действительность не	2	3
1357	этих случаях	1	3
1358	и всегда	2	3
1359	самое время	10	3
1360	момент в	1	3
1361	представляется как	1	3
1362	же это	2	3
1363	если она	1	3
1364	он с	1	3
1365	себя но	2	3
1366	вещи не	1	3
1367	новое и	3	3
1368	другом но	1	3
1369	бы даже	3	3
1370	самое понятие	1	3
1371	случае мы	1	3
1372	признаков и	1	3
1373	или во	1	3
1374	она является	3	3
1375	и связь	1	3
1376	всегда в	1	3
1377	значение не	1	3
1378	в это	1	3
1379	поставить вопрос	1	3
1380	нам представляется	4	3
1381	случае они	1	3
1382	при наличии	2	3
1383	предметов то	1	3
1384	в любом	3	3
1385	в языке	4	3
1386	здесь у	1	3
1387	во многих	1	3
1388	значительной мере	2	3
1389	точно и	1	3
1390	отдельных слов	1	3
1391	даже с	1	3
1392	в глаза	1	3
1393	мере не	2	3
1394	и поставить	1	3
1395	настоящее время	4	3
1396	с большим	2	3
1397	они могут	1	3
1398	действительно в	1	3
1399	и муравей	1	3
1400	от ее	1	3
1401	и всей	2	3
1402	от вещи	1	3
1403	являются в	2	3
1404	предмета на	2	3
1405	как же	3	3
1406	ли мы	1	3
1407	и можно	3	3
1408	что за	1	3
1409	смысле и	1	3
1410	теми или	3	3
1411	чем иным	2	3
1412	следовательно и	1	3
1413	то при	1	3
1414	зрения и	1	3
1415	нам предстоит	1	3
1416	но к	2	3
1417	не имеющие	1	3
1418	здесь как	1	3
1419	образом с	1	3
1420	то ни	7	3
1421	всей этой	1	3
1422	огромное количество	1	3
1423	если же	4	3
1424	всех других	2	3
1425	для человека	1	3
1426	в новое	3	3
1427	участвующих в	1	3
1428	начинаем понимать	1	3
1429	условия для	1	3
1430	это делает	1	3
1431	с чем	3	3
1432	которое имеет	3	3
1433	бы быть	5	3
1434	же мы	1	3
1435	структуры а	2	3
1436	или иного	5	3
1437	отношении является	1	3
1438	сказать так	2	3
1439	и ничего	1	3
1440	представляет себе	1	3
1441	речи может	1	3
1442	и этот	3	3
1443	но также	2	3
1444	действительно ли	1	3
1445	часть вещи	1	3
1446	месте и	1	3
1447	живой речи	1	3
1448	ту или	3	3
1449	к нам	1	3
1450	сути дела	1	3
1451	ли он	1	3
1452	дальше и	1	3
1453	знака или	2	3
1454	сразу и	3	3
1455	указать на	1	3
1456	является так	1	3
1457	слово или	1	3
1458	сливается с	1	3
1459	он хочет	1	3
1460	друга и	2	3
1461	образом не	1	3
1462	имеем в	4	3
1463	чем его	1	3
1464	а и	2	3
1465	а скорее	1	3
1466	оно стало	1	3
1467	предмета к	2	3
1468	но именно	4	3
1469	не знаем	2	3
1470	время является	1	3
1471	определение понятия	1	3
1472	о предмете	1	3
1473	та или	4	3
1474	в настоящее	4	3
1475	только о	3	3
1476	сделать это	1	3
1477	представления и	1	3
1478	о функции	2	3
1479	этого термина	6	3
1480	вещей как	1	3
1481	многих других	2	3
1482	от которого	1	3
1483	на одно	2	3
1484	что каждый	1	3
1485	со словами	1	3
1486	же не	2	3
1487	представлять себе	2	3
1488	слова есть	1	3
1489	без всяких	1	3
1490	не выражается	1	3
1491	говорим о	5	3
1492	или иначе	2	3
1493	самые разнообразные	2	3
1494	в ту	2	3
1495	и без	9	3
1496	при таком	2	3
1497	это происходит	1	3
1498	к своему	1	3
1499	для нашей	1	3
1500	что тот	1	3
1501	он прежде	1	3
1502	без всякой	3	3
1503	поскольку она	2	3
1504	всем их	1	3
1505	за то	1	3
1506	а к	2	3
1507	на всех	1	3
1508	мы наблюдали	1	3
1509	конечно в	1	3
1510	далеко не	1	3
1511	свое значение	3	3
1512	что из	2	3
1513	это все	1	3
1514	и часто	2	3
1515	скажем что	2	3
1516	на это	1	3
1517	в отдельности	2	3
1518	он и	3	3
1519	быть не	1	3
1520	совершенно то	1	3
1521	и благодаря	1	3
1522	в порядке	3	3
1523	перейти от	1	3
1524	языка с	1	3
1525	делает возможным	1	3
1526	об этой	1	3
1527	тех или	10	3
1528	говорит не	1	3
1529	форме и	1	3
1530	а эти	1	3
1531	особенности и	1	2
1532	этой проблеме	1	2
1533	что всякая	2	2
1534	же и	7	2
1535	являются только	4	2
1536	какого бы	1	2
1537	структуре и	1	2
1538	некоторой степени	1	2
1539	таком понимании	2	2
1540	очень хорошо	1	2
1541	выступают в	2	2
1542	развития языка	1	2
1543	в общую	2	2
1544	какой бы	2	2
1545	так можно	1	2
1546	не хочет	1	2
1547	представлений о	2	2
1548	структурами и	1	2
1549	есть самая	1	2
1550	и самые	1	2
1551	что чем	2	2
1552	ни одна	2	2
1553	относится и	3	2
1554	знаком который	1	2
1555	до полного	1	2
1556	понятным почему	1	2
1557	для любого	1	2
1558	на свою	2	2
1559	самостоятельно и	1	2
1560	сам собой	1	2
1561	из той	1	2
1562	мы получаем	1	2
1563	эти черты	1	2
1564	есть тот	2	2
1565	кроме самого	1	2
1566	систему отношений	2	2
1567	тем или	1	2
1568	функций в	1	2
1569	называем его	1	2
1570	не имели	2	2
1571	действительности а	1	2
1572	действительность и	4	2
1573	стрекоза и	1	2
1574	не служит	1	2
1575	этим мы	2	2
1576	смысле она	2	2
1577	или вернее	1	2
1578	явлений но	1	2
1579	если понимать	1	2
1580	отражает действительность	3	2
1581	говорим что	1	2
1582	поэтому если	2	2
1583	у самого	1	2
1584	не всегда	1	2
1585	как отражение	1	2
1586	своим собственным	4	2
1587	с самой	4	2
1588	развернутом виде	1	2
1589	сказать как	1	2
1590	так называемых	1	2
1591	конкретных вещей	1	2
1592	и формы	1	2
1593	известным образом	1	2
1594	с самим	4	2
1595	на второй	1	2
1596	вещи и	9	2
1597	понятием которое	1	2
1598	вопросов о	1	2
1599	иметь ничего	1	2
1600	из трех	2	2
1601	иного кроме	1	2
1602	для этой	1	2
1603	обобщения в	1	2
1604	между фактом	1	2
1605	образом на	1	2
1606	мы скажем	4	2
1607	вещь не	2	2
1608	каждый отдельный	1	2
1609	в указании	1	2
1610	жить и	1	2
1611	в принципе	1	2
1612	время и	2	2
1613	сильнее чем	1	2
1614	от всякой	3	2
1615	к необходимости	1	2
1616	и кажется	1	2
1617	или иную	3	2
1618	а есть	1	2
1619	до их	1	2
1620	этого объяснения	1	2
1621	другими предметами	2	2
1622	тем больше	3	2
1623	для иллюстрации	1	2
1624	наконец мы	1	2
1625	наконец не	1	2
1626	ряд и	3	2
1627	на себя	1	2
1628	но когда	3	2
1629	в человеческом	2	2
1630	такое положение	1	2
1631	же самим	5	2
1632	понятия оно	1	2
1633	и представить	2	2
1634	в сторону	1	2
1635	не нужно	2	2
1636	за другой	1	2
1637	образом до	1	2
1638	от предмета	1	2
1639	окружающая его	1	2
1640	в математике	4	2
1641	оно уже	1	2
1642	что хотя	1	2
1643	складывается из	1	2
1644	это вполне	2	2
1645	что поэтому	1	2
1646	что общность	1	2
1647	говоря в	1	2
1648	бы она	2	2
1649	структуры но	2	2
1650	понятии но	1	2
1651	зрения в	1	2
1652	и собственно	1	2
1653	голове каждого	1	2
1654	их структуры	1	2
1655	остается на	1	2
1656	для тех	2	2
1657	языком и	1	2
1658	не будет	3	2
1659	здесь на	2	2
1660	оно и	2	2
1661	не тем	2	2
1662	при такой	1	2
1663	иметь в	2	2
1664	что научное	1	2
1665	доходит до	2	2
1666	вот в	1	2
1667	понимает что	1	2
1668	где каждый	1	2
1669	тот или	4	2
1670	конца и	1	2
1671	его как	3	2
1672	которые выступают	1	2
1673	этой действительности	1	2
1674	является законом	1	2
1675	необходимо чтобы	2	2
1676	особенно ясным	1	2
1677	бы ни	1	2
1678	который был	1	2
1679	существует только	1	2
1680	для чего	3	2
1681	себе как	4	2
1682	прав в	2	2
1683	отношения друг	1	2
1684	понятия потому	1	2
1685	для самого	2	2
1686	поля зрения	1	2
1687	не мешает	5	2
1688	с полной	1	2
1689	мы просто	1	2
1690	является ее	1	2
1691	его из	1	2
1692	он только	2	2
1693	анализа не	2	2
1694	отличное от	2	2
1695	объективной действительности	1	2
1696	и закон	3	2
1697	синтеза и	1	2
1698	которого оно	1	2
1699	от нас	3	2
1700	бы привести	1	2
1701	что лежит	1	2
1702	до всякого	1	2
1703	будет иметь	2	2
1704	себе не	2	2
1705	значение может	2	2
1706	думал он	1	2
1707	особого рода	1	2
1708	имел бы	1	2
1709	однако мы	2	2
1710	качестве орудия	1	2
1711	возможных для	2	2
1712	только одной	2	2
1713	можно назвать	1	2
1714	и они	1	2
1715	для каждого	2	2
1716	и так	1	2
1717	и т	20	2
1718	явлений и	3	2
1719	к какому	2	2
1720	или об	1	2
1721	в логическом	1	2
1722	познания но	1	2
1723	они ни	1	2
1724	в конкретном	1	2
1725	с удивлением	1	2
1726	нет ничего	6	2
1727	но у	1	2
1728	теория которая	1	2
1729	это бесконечно	1	2
1730	на какой	1	2
1731	предмет в	1	2
1732	ним ни	1	2
1733	то совершенно	1	2
1734	на два	1	2
1735	чем именно	1	2
1736	тезис о	1	2
1737	а тем	1	2
1738	то все	1	2
1739	ряд с	2	2
1740	которые можно	1	2
1741	но сам	1	2
1742	чтобы она	1	2
1743	него с	2	2
1744	что такая	2	2
1745	и возможность	1	2
1746	определенного рода	7	2
1747	себе является	1	2
1748	и сильной	1	2
1749	ли можно	2	2
1750	и значит	3	2
1751	так называемое	1	2
1752	исключительно в	2	2
1753	другого и	1	2
1754	не прав	1	2
1755	указанием на	1	2
1756	с каким	1	2
1757	уже с	1	2
1758	понятие или	1	2
1759	операции не	1	2
1760	этих слов	1	2
1761	тот не	1	2
1762	речь именно	1	2
1763	виду нечто	1	2
1764	в определенном	1	2
1765	мы выше	4	2
1766	же ли	1	2
1767	прямые и	1	2
1768	для данной	1	2
1769	в наличии	1	2
1770	мысли во	1	2
1771	а все	1	2
1772	слова а	2	2
1773	когда же	1	2
1774	речь но	1	2
1775	всех прочих	1	2
1776	в таких	3	2
1777	что ни	1	2
1778	которая так	2	2
1779	как впрочем	1	2
1780	это возможно	1	2
1781	и новых	1	2
1782	вот это	2	2
1783	анна каренина	1	2
1784	бы нам	1	2
1785	однако это	6	2
1786	он состоит	1	2
1787	о понятии	2	2
1788	поставить в	1	2
1789	особенно в	2	2
1790	она только	1	2
1791	на них	1	2
1792	этой функции	1	2
1793	мертвых душ	2	2
1794	а просто	1	2
1795	данное понятие	1	2
1796	никакие другие	1	2
1797	существуют в	2	2
1798	структуру и	2	2
1799	даже самое	2	2
1800	но она	2	2
1801	независимая от	2	2
1802	или другого	3	2
1803	мысль мы	1	2
1804	виду только	1	2
1805	как то	1	2
1806	и всякая	1	2
1807	чем те	1	2
1808	ведь мы	1	2
1809	бы если	1	2
1810	поскольку оно	1	2
1811	резким образом	1	2
1812	самую мысль	1	2
1813	каждого из	1	2
1814	есть закон	2	2
1815	анализу и	1	2
1816	и самого	2	2
1817	возникает та	1	2
1818	это можно	2	2
1819	может показаться	1	2
1820	но я	1	2
1821	эта общность	1	2
1822	эти предметы	1	2
1823	говорим об	1	2
1824	что такие	1	2
1825	мы сказали	2	2
1826	и слишком	3	2
1827	всякий предмет	1	2
1828	вплоть до	3	2
1829	и конец	1	2
1830	себе а	3	2
1831	ничего иного	1	2
1832	уже во	2	2
1833	и очень	6	2
1834	известно и	1	2
1835	вообще говоря	2	2
1836	он всегда	1	2
1837	диалектической логики	1	2
1838	говорят что	1	2
1839	никак нельзя	4	2
1840	самом же	7	2
1841	собой разумеется	1	2
1842	все необходимые	1	2
1843	случае он	1	2
1844	в языкознании	2	2
1845	всякого научного	2	2
1846	мыслится как	1	2
1847	в предыдущей	1	2
1848	имеет для	2	2
1849	и метод	1	2
1850	виде или	1	2
1851	от всего	3	2
1852	том или	6	2
1853	заключение этой	1	2
1854	вещей в	1	2
1855	виде все	2	2
1856	указывает только	1	2
1857	исследования по	1	2
1858	которое не	1	2
1859	относящихся сюда	1	2
1860	понятий здесь	1	2
1861	он по	1	2
1862	художественное произведение	9	2
1863	так если	1	2
1864	себе представить	2	2
1865	перестает быть	3	2
1866	природы в	1	2
1867	самое относится	1	2
1868	тем в	1	2
1869	жизни а	4	2
1870	не прямо	1	2
1871	дело заключается	1	2
1872	всякой другой	1	2
1873	зрения диалектической	1	2
1874	каждая вещь	2	2
1875	слов на	1	2
1876	не должен	1	2
1877	иной мере	3	2
1878	являются не	2	2
1879	отрыве от	1	2
1880	отвлеченных понятий	2	2
1881	одному тому	1	2
1882	не имеем	1	2
1883	правда и	1	2
1884	которых она	2	2
1885	в чистом	4	2
1886	настолько что	1	2
1887	так то	2	2
1888	учения об	1	2
1889	они сами	1	2
1890	отсюда возникает	1	2
1891	бы так	1	2
1892	смысле но	1	2
1893	является самой	1	2
1894	из главнейших	1	2
1895	стороны к	1	2
1896	но этим	1	2
1897	понятием с	1	2
1898	это будет	7	2
1899	имеют в	1	2
1900	но еще	1	2
1901	такая же	1	2
1902	просто в	2	2
1903	в поисках	2	2
1904	сама же	4	2
1905	понимая под	1	2
1906	своими собственными	1	2
1907	самим же	1	2
1908	из моментов	1	2
1909	обычно не	1	2
1910	представлена в	1	2
1911	не обладает	1	2
1912	там и	4	2
1913	все прочие	1	2
1914	есть такая	2	2
1915	основной закон	1	2
1916	столько же	2	2
1917	является основой	1	2
1918	всех его	1	2
1919	которое в	3	2
1920	она стремится	1	2
1921	когда говорят	1	2
1922	и она	2	2
1923	нового предмета	1	2
1924	других отношениях	1	2
1925	структуру но	1	2
1926	словами мы	1	2
1927	например как	2	2
1928	если эта	2	2
1929	понятие которое	2	2
1930	как сказано	1	2
1931	всех своих	1	2
1932	на которую	3	2
1933	именно как	1	2
1934	который является	2	2
1935	указании на	1	2
1936	существующее между	1	2
1937	мы конечно	1	2
1938	в руки	1	2
1939	для ее	3	2
1940	же процесс	1	2
1941	от самого	2	2
1942	не связанных	1	2
1943	для первого	1	2
1944	на нем	3	2
1945	но зато	1	2
1946	укажем только	1	2
1947	даже не	3	2
1948	из общего	1	2
1949	воздействовать на	3	2
1950	не произносится	1	2
1951	свете того	1	2
1952	нашего анализа	2	2
1953	и никогда	1	2
1954	говорят и	1	2
1955	и понятия	2	2
1956	и синтеза	1	2
1957	такой форме	1	2
1958	что обычно	1	2
1959	предполагать что	1	2
1960	то понимание	1	2
1961	что лишь	1	2
1962	что круг	1	2
1963	изолированным и	1	2
1964	внутри которого	1	2
1965	по определенному	4	2
1966	можно только	3	2
1967	такого мышления	1	2
1968	и максимально	2	2
1969	к такому	1	2
1970	и можем	1	2
1971	в состав	1	2
1972	над ними	1	2
1973	одном случае	4	2
1974	что сказать	1	2
1975	переходит в	2	2
1976	которая по	1	2
1977	обладает всеми	1	2
1978	значении этого	1	2
1979	основании этого	1	2
1980	действительность но	2	2
1981	выходящих за	1	2
1982	до некоторой	1	2
1983	синего цвета	2	2
1984	не исчерпывается	1	2
1985	этот принцип	1	2
1986	их как	1	2
1987	действий и	1	2
1988	однако он	1	2
1989	затруднения и	1	2
1990	его ни	1	2
1991	мертвые души	2	2
1992	образом если	1	2
1993	стороны это	1	2
1994	определения и	1	2
1995	следовательно в	1	2
1996	прибавить еще	1	2
1997	но вот	4	2
1998	себя понятие	1	2
1999	же о	4	2
2000	и действительно	2	2
2001	это общее	2	2
2002	только оно	1	2
2003	оно всегда	3	2
2004	к самым	1	2
2005	анализа в	1	2
2006	состоит из	6	2
2007	мы ни	4	2
2008	и отдельных	1	2
2009	и решить	1	2
2010	окажется в	1	2
2011	ни к	3	2
2012	функцию в	1	2
2013	а если	1	2
2014	я должен	1	2
2015	является также	1	2
2016	взятое в	1	2
2017	другие области	1	2
2018	этого общего	1	2
2019	но здесь	1	2
2020	автора и	1	2
2021	не должны	1	2
2022	само это	1	2
2023	значением и	1	2
2024	те или	9	2
2025	этот переход	1	2
2026	о своем	1	2
2027	и наша	1	2
2028	только тем	2	2
2029	имеет здесь	1	2
2030	если у	1	2
2031	даже самый	1	2
2032	а во	2	2
2033	делает его	1	2
2034	собой но	1	2
2035	же есть	2	2
2036	с нею	2	2
2037	ведут себя	1	2
2038	легко может	1	2
2039	ступень развития	1	2
2040	близка к	1	2
2041	будет в	2	2
2042	нее и	1	2
2043	мы возьмем	5	2
2044	внешним и	1	2
2045	дает нам	2	2
2046	не указывает	4	2
2047	наших представлений	1	2
2048	выходит за	2	2
2049	что остается	1	2
2050	делать в	1	2
2051	даже для	1	2
2052	который может	2	2
2053	не давая	1	2
2054	это особенно	1	2
2055	и определенной	1	2
2056	этого анализа	1	2
2057	структурой и	1	2
2058	мы сейчас	4	2
2059	этих предметов	1	2
2060	здесь нет	1	2
2061	же именно	2	2
2062	является таким	1	2
2063	в конкретной	1	2
2064	и бесконечно	1	2
2065	а то	4	2
2066	значение эта	1	2
2067	как целое	1	2
2068	тогда это	3	2
2069	что звук	2	2
2070	среди других	1	2
2071	единицы в	1	2
2072	войти в	1	2
2073	есть простая	1	2
2074	то можно	1	2
2075	его же	1	2
2076	является еще	1	2
2077	другом случае	2	2
2078	разумеется что	1	2
2079	на свете	2	2
2080	же деле	7	2
2081	ко всему	1	2
2082	часто бывает	3	2
2083	никакой роли	1	2
2084	целое в	1	2
2085	что от	1	2
2086	действительности то	1	2
2087	или другой	6	2
2088	значение но	2	2
2089	структура и	4	2
2090	речи оказывается	1	2
2091	и почти	2	2
2092	обстоит дело	1	2
2093	развития человеческого	1	2
2094	важно то	1	2
2095	есть как	1	2
2096	даже при	2	2
2097	по сути	1	2
2098	уже видели	1	2
2099	слова если	1	2
2100	имели в	2	2
2101	в категориях	1	2
2102	также еще	1	2
2103	тем чтобы	1	2
2104	или несколько	1	2
2105	отношении не	1	2
2106	при изучении	1	2
2107	образом связаны	1	2
2108	отличаются друг	2	2
2109	хотя это	2	2
2110	быть сформулирован	1	2
2111	мы исчерпали	1	2
2112	же самым	1	2
2113	мы выбрали	1	2
2114	котором он	2	2
2115	данного слова	4	2
2116	и множество	1	1
2117	более не	2	1
2118	вещей и	2	1
2119	важным и	1	1
2120	образов в	1	1
2121	говоря уже	1	1
2122	если его	3	1
2123	знаком является	1	1
2124	предмет весьма	1	1
2125	самого предмета	2	1
2126	или других	4	1
2127	и возможных	1	1
2128	констатировать наличие	1	1
2129	как носитель	1	1
2130	или только	1	1
2131	которые здесь	2	1
2132	понятие отличается	1	1
2133	кажется вот-вот	1	1
2134	самым исключает	1	1
2135	мы рассматривали	1	1
2136	области где	1	1
2137	но является	2	1
2138	выступает на	1	1
2139	отдельные черты	1	1
2140	мы исходим	1	1
2141	воспоминания о	1	1
2142	они у	1	1
2143	и лучше	1	1
2144	письма только	1	1
2145	и говорить	2	1
2146	понятия тем	2	1
2147	внутри которой	1	1
2148	впрочем и	1	1
2149	рода объяснение	1	1
2150	исторического процесса	1	1
2151	каренина ч	1	1
2152	не сказать	1	1
2153	вывод о	1	1
2154	понимается как	1	1
2155	науки чем	1	1
2156	всех отдельных	1	1
2157	чтобы в	1	1
2158	в схематическом	1	1
2159	возражать против	1	1
2160	значение это	1	1
2161	о необходимости	2	1
2162	именно он	4	1
2163	еще раз	2	1
2164	обобщения а	1	1
2165	сделать некоторые	1	1
2166	возможны самые	1	1
2167	автономность и	1	1
2168	как об	1	1
2169	участвует в	1	1
2170	в некотором	2	1
2171	и полное	1	1
2172	большое распространение	2	1
2173	вовсе для	1	1
2174	этого необходимо	3	1
2175	исключения из	1	1
2176	прямо сказать	1	1
2177	от рода	1	1
2178	пор мы	2	1
2179	водой это	1	1
2180	следовательно все	1	1
2181	может функционировать	1	1
2182	можно поставить	1	1
2183	этого типа	1	1
2184	более высокую	2	1
2185	всего с	1	1
2186	и буквально	1	1
2187	всю эту	1	1
2188	даже сливаться	1	1
2189	или ином	3	1
2190	это суждение	2	1
2191	же прикосновении	1	1
2192	структуры это	2	1
2193	есть возможность	1	1
2194	предметом на	1	1
2195	не его	1	1
2196	широком смысле	2	1
2197	возможностями в	1	1
2198	есть миф	3	1
2199	отражается в	1	1
2200	структуры так	1	1
2201	говорится о	1	1
2202	является их	1	1
2203	отдельный звук	1	1
2204	только благодаря	2	1
2205	и научная	1	1
2206	понимать под	1	1
2207	еще от	1	1
2208	требует для	1	1
2209	при условии	4	1
2210	настолько чтобы	1	1
2211	или другим	1	1
2212	редких случаях	1	1
2213	отмеченные нами	1	1
2214	действительности как	2	1
2215	что фактически	1	1
2216	когда у	1	1
2217	от человеческого	1	1
2218	деле для	1	1
2219	речью на	1	1
2220	его действительность	1	1
2221	внутри себя	2	1
2222	его чистом	1	1
2223	здесь нам	2	1
2224	можем назвать	2	1
2225	нечто целое	6	1
2226	дела заключается	1	1
2227	о совершенно	1	1
2228	функционировать и	1	1
2229	то если	1	1
2230	из самого	1	1
2231	знака как	1	1
2232	но может	1	1
2233	мы все	5	1
2234	знака и	4	1
2235	одной области	1	1
2236	не обязательно	4	1
2237	заключение мы	1	1
2238	есть знак	6	1
2239	для своей	1	1
2240	свободу для	1	1
2241	же возможно	1	1
2242	от своей	1	1
2243	существовать и	1	1
2244	и каждого	1	1
2245	мы тоже	2	1
2246	отметить что	1	1
2247	же его	2	1
2248	учению о	1	1
2249	к нулю	1	1
2250	будут иметь	1	1
2251	промежуточные звенья	1	1
2252	то чтобы	2	1
2253	здесь мыслится	1	1
2254	собой проблему	1	1
2255	еще нет	2	1
2256	отдельности и	2	1
2257	во всякой	1	1
2258	почему-то не	1	1
2259	этот человек	1	1
2260	и каждая	1	1
2261	точки для	1	1
2262	значит и	4	1
2263	уже сама	2	1
2264	же формы	1	1
2265	предметами если	1	1
2266	постоянной и	1	1
2267	в атмосфере	1	1
2268	стало возможным	1	1
2269	без которой	1	1
2270	воплощена в	1	1
2271	не мыслится	1	1
2272	к следующему	1	1
2273	которая способна	1	1
2274	в чем-нибудь	2	1
2275	потому его	1	1
2276	не будут	2	1
2277	крайней мере	9	1
2278	ни даже	2	1
2279	жизни с	1	1
2280	есть один	1	1
2281	речи вообще	1	1
2282	понятии с	1	1
2283	состоящая из	1	1
2284	но содержат	1	1
2285	мы коснулись	1	1
2286	и действовать	1	1
2287	возможность превращения	1	1
2288	всякая вещь	2	1
2289	везде в	1	1
2290	рисуется в	1	1
2291	для раскрытия	1	1
2292	большим или	1	1
2293	бы вполне	1	1
2294	каждый элемент	2	1
2295	назвать то	1	1
2296	а поскольку	1	1
2297	возникает с	1	1
2298	обо всем	1	1
2299	вещь то	1	1
2300	понимать его	2	1
2301	виде ни	1	1
2302	как другие	1	1
2303	состоящий из	1	1
2304	структура но	1	1
2305	а наоборот	3	1
2306	несет на	3	1
2307	как нам	1	1
2308	тысячи лет	1	1
2309	и реалистическим	1	1
2310	в какую-нибудь	1	1
2311	первом же	1	1
2312	своему содержанию	6	1
2313	исчерпывается мы	1	1
2314	вообще а	1	1
2315	где это	1	1
2316	виду не	1	1
2317	о разных	1	1
2318	самое большее	2	1
2319	принципом является	1	1
2320	вещь которая	1	1
2321	своих математических	1	1
2322	есть просто	4	1
2323	сделать только	1	1
2324	а ведь	4	1
2325	действительности тех	1	1
2326	однако этот	1	1
2327	о себе	2	1
2328	и учения	1	1
2329	ведь никто	1	1
2330	употребляются и	1	1
2331	является чистым	1	1
2332	толстой как	1	1
2333	аксиомой для	1	1
2334	теории а	1	1
2335	можем ли	1	1
2336	этом понятии	2	1
2337	им обозначается	1	1
2338	есть с	2	1
2339	структуры не	1	1
2340	даже сами	1	1
2341	предметом который	1	1
2342	даже вовсе	2	1
2343	бы только	2	1
2344	форме которая	1	1
2345	понятие еще	1	1
2346	ее полноте	1	1
2347	истории философии	1	1
2348	не нуждается	1	1
2349	эти точки	1	1
2350	каком случае	5	1
2351	и структуры	1	1
2352	и настолько	1	1
2353	теоретически имеет	1	1
2354	по улице	1	1
2355	этого можно	1	1
2356	мышления есть	1	1
2357	с одним	1	1
2358	и исторической	1	1
2359	человек и	1	1
2360	отличие этого	1	1
2361	другой вещи	1	1
2362	мыслящего человека	1	1
2363	на глаза	1	1
2364	объема и	1	1
2365	выделить в	2	1
2366	этого вида	1	1
2367	я скажу	1	1
2368	данного типа	1	1
2369	принципом их	1	1
2370	абстрактных понятий	1	1
2371	знака с	3	1
2372	дело тут	1	1
2373	метода как	1	1
2374	большим трудом	1	1
2375	пожалуй только	1	1
2376	выходящее за	2	1
2377	выше нам	1	1
2378	ее внешние	1	1
2379	мы вообще	1	1
2380	пародии на	1	1
2381	есть своя	2	1
2382	установили что	1	1
2383	разнообразные формы	1	1
2384	и называем	1	1
2385	самого круга	1	1
2386	будет сказать	2	1
2387	имеет ничего	3	1
2388	смысл и	1	1
2389	но можно	1	1
2390	толстого не	2	1
2391	когда имеется	1	1
2392	спросим себя	3	1
2393	в математическом	2	1
2394	общности не	1	1
2395	значения данного	2	1
2396	между внешним	1	1
2397	как иначе	6	1
2398	ведь в	2	1
2399	этой схеме	1	1
2400	никакого существенного	1	1
2401	или это	2	1
2402	определяется только	1	1
2403	м и	1	1
2404	содержания к	1	1
2405	он нашел	1	1
2406	взятая в	5	1
2407	и научно	1	1
2408	привести некоторые	1	1
2409	не отличаются	2	1
2410	еще яснее	1	1
2411	однако эта	1	1
2412	роль знака	1	1
2413	от которых	1	1
2414	и эту	1	1
2415	которые нами	1	1
2416	так просто	1	1
2417	время когда	1	1
2418	где же	1	1
2419	которые сами	1	1
2420	с общим	1	1
2421	математическом смысле	1	1
2422	человека по	1	1
2423	на момент	1	1
2424	не сами	1	1
2425	обобщения но	1	1
2426	перечислить то	1	1
2427	математика дает	1	1
2428	не вещи	1	1
2429	связанные со	1	1
2430	самого но	1	1
2431	его поведение	1	1
2432	на бумаге	1	1
2433	заставляет думать	1	1
2434	или о	1	1
2435	и никакого	1	1
2436	возникает только	2	1
2437	является на	1	1
2438	другом исследовании	1	1
2439	мышления совершенно	1	1
2440	них не	1	1
2441	несомненно и	2	1
2442	предметы как	1	1
2443	есть движение	1	1
2444	близкий к	1	1
2445	и глубокий	1	1
2446	вещами как	1	1
2447	акт а	1	1
2448	повседневной жизни	1	1
2449	бы далеко	1	1
2450	сказать о	2	1
2451	этой системе	1	1
2452	к каким	1	1
2453	известной группе	1	1
2454	есть отсутствие	1	1
2455	прямом смысле	1	1
2456	он действительно	1	1
2457	количественного нарастания	1	1
2458	являются чем-то	1	1
2459	других ведь	1	1
2460	мыслит себе	1	1
2461	утверждать что	3	1
2462	так ли	1	1
2463	не скажет	2	1
2464	он уже	1	1
2465	и связанные	1	1
2466	например что	1	1
2467	в самый	1	1
2468	необходимые данные	1	1
2469	о той	1	1
2470	не сможем	1	1
2471	следовательно от	1	1
2472	и свое	1	1
2473	то понятие	1	1
2474	становиться на	1	1
2475	чем-то наиболее	1	1
2476	непосредственно но	1	1
2477	или иные	6	1
2478	являются совершенно	1	1
2479	свои особые	1	1
2480	вообще без	1	1
2481	что подобная	1	1
