N	2gram	Potebnia_M	StatiiOP
1319	сказать несколько	2	1
1320	из одного	3	1
1321	например как	1	1
1322	быть очень	1	1
1323	полагает что	1	1
1324	жизни то	2	1
1325	его деятельность	1	1
1326	словами не	1	1
1327	через а	1	1
1328	идет от	2	1
1329	свое место	2	1
1330	понятно если	2	1
1331	слово как	5	1
1332	общей массе	1	1
1333	против мнения	1	1
1334	а потом	2	1
1335	в немногих	1	1
1336	я был	1	1
1337	целью изучить	1	1
1338	следует однако	2	1
1339	имеет такое	1	1
1340	здесь как	3	1
1341	точкой зрения	1	1
1342	с образом	1	1
1343	же образ	1	1
1344	от их	1	1
1345	но можно	1	1
1346	есть точно	1	1
1347	и быть	3	1
1348	если оно	1	1
1349	об особенностях	1	1
1350	в современном	1	1
1351	увидим ниже	1	1
1352	случаях как	1	1
1353	только путем	1	1
1354	границы между	1	1
1355	можно сравнить	2	1
1356	носит на	2	1
1357	и внешнюю	1	1
1358	был уже	1	1
1359	отразилось в	1	1
1360	не составляет	2	1
1361	бы она	2	1
1362	что настоящее	1	1
1363	близко к	1	1
1364	так мы	1	1
1365	некоторое различие	1	1
1366	именно потому	1	1
1367	еще только	2	1
1368	на другой	2	1
1369	которая без	1	1
1370	не один	2	1
1371	оснований для	1	1
1372	самому себе	1	1
1373	для понятия	2	1
1374	и прочно	1	1
1375	уже по	3	1
1376	языком и	3	1
1377	именно что	1	1
1378	к самому	2	1
1379	что новые	2	1
1380	мысль что	4	1
1381	есть символ	1	1
1382	к прошедшему	1	1
1383	такими же	1	1
1384	и внутреннюю	2	1
1385	одно и	7	1
1386	что нельзя	2	1
1387	и та	5	1
1388	еще для	1	1
1389	в приведенном	3	1
1390	разговорной речи	1	1
1391	уже потому	1	1
1392	ни одно	2	1
1393	такое что	1	1
1394	имеет много	1	1
1395	и хотя	3	1
1396	бы уже	1	1
1397	да рядом	1	1
1398	на стороне	2	1
1399	но так	3	1
1400	образом если	1	1
1401	находит для	1	1
1402	и другая	2	1
1403	которых один	1	1
1404	значения в	1	1
1405	это может	1	1
1406	что бы	1	1
1407	с нашими	1	1
1408	сравнительно с	6	1
1409	вещи то	1	1
1410	мы здесь	1	1
1411	знак и	1	1
1412	могла бы	2	1
1413	и эстетическим	1	1
1414	вдаваясь в	1	1
1415	того кто	2	1
1416	я в	1	1
1417	те люди	1	1
1418	что создание	1	1
1419	мысли чтобы	1	1
1420	но без	2	1
1421	на такой	1	1
1422	он в	1	1
1423	язык не	6	1
1424	чем она	1	1
1425	жизнь как	1	1
1426	однако в	1	1
1427	мы называем	2	1
1428	и никогда	1	1
1429	не дай	1	1
1430	которому ведет	1	1
1431	в систему	2	1
1432	друг другу	2	1
1433	его личности	1	1
1434	частных случаев	1	1
1435	и речь	1	1
1436	быть результатом	1	1
1437	которая связана	1	1
1438	чем меньше	1	1
1439	такой форме	1	1
1440	условиях и	1	1
1441	нашей точки	1	1
1442	шаг к	1	1
1443	и есть	4	1
1444	довольно часто	1	1
1445	в некотором	2	1
1446	показывают что	1	1
1447	в силу	7	1
1448	это третье	1	1
1449	хотя все	1	1
1450	бы оно	2	1
1451	этот элемент	1	1
1452	в совершенно	1	1
1453	значение как	1	1
1454	догадаться что	1	1
1455	которых нельзя	1	1
1456	следует заметить	1	1
1457	им прежде	1	1
1458	сказать о	2	1
1459	с с	1	1
1460	наконец самый	1	1
1461	заключается именно	1	1
1462	для чего	1	1
1463	что хотя	8	1
1464	чем и	1	1
1465	разве только	2	1
1466	с естественным	1	1
1467	чтобы не	1	1
1468	слова до	1	1
1469	нам кажется	7	1
1470	тем фактом	1	1
1471	понять что	1	1
1472	и сами	2	1
1473	можно только	3	1
1474	пути по	1	1
1475	не составляют	3	1
1476	видеть за	1	1
1477	на деле	8	1
1478	собственном смысле	2	1
1479	образом и	3	1
1480	и против	1	1
1481	разной мере	2	1
1482	того чем	1	1
1483	цельное и	1	1
1484	при некотором	2	1
1485	и конечно	1	1
1486	друг к	1	1
1487	как с	1	1
1488	об одной	2	1
1489	но вытекает	1	1
1490	что этим	1	1
1491	них в	2	1
1492	но за	1	1
1493	себе представить	4	1
1494	большого значения	1	1
1495	его душу	1	1
1496	следует из	1	1
1497	на ее	2	1
1498	был бы	2	1
1499	что цель	2	1
1500	ребенок в	1	1
1501	именно только	1	1
1502	что называют	1	1
1503	каким он	1	1
1504	романа и	1	1
1505	с ним	10	1
1506	этого мало	1	1
1507	нас за	1	1
1508	в другой	3	1
1509	нашего времени	2	1
1510	понимать что	1	1
1511	было связано	2	1
1512	на таких	1	1
1513	в действии	1	1
1514	зрения той	1	1
1515	пор еще	1	1
1516	в науке	3	1
1517	более глубокое	1	1
1518	совершенно серьезно	1	1
1519	исчерпывается тем	1	1
1520	над другими	1	1
1521	но этого	1	1
1522	то с	1	1
1523	будет иметь	1	1
1524	время когда	3	1
1525	том и	1	1
1526	связанная с	3	1
1527	такого же	1	1
1528	и самая	1	1
1529	будто и	1	1
1530	все то	3	1
1531	отличаются от	1	1
1532	то на	1	1
1533	в основание	2	1
1534	тесную связь	1	1
1535	имел бы	1	1
1536	имеет значение	6	1
1537	первый шаг	1	1
1538	простым и	1	1
1539	следовательно в	1	1
1540	частью в	2	1
1541	об отсутствии	1	1
1542	человек обращается	1	1
1543	о самом	1	1
1544	мы говорим	2	1
1545	кажется не	1	1
1546	также вопросы	1	1
1547	было такое	1	1
1548	необходимой для	1	1
1549	значения и	1	1
1550	живой речи	3	1
1551	значении этого	1	1
1552	это относится	1	1
1553	не знал	1	1
1554	и силы	2	1
1555	и такая	1	1
1556	есть нечто	6	1
1557	целый мир	2	1
1558	с такими	1	1
1559	масс в	1	1
1560	которые могут	1	1
1561	с собою	1	1
1562	последней форме	1	1
1563	правда не	1	1
1564	таких случаях	2	1
1565	о единстве	3	1
1566	форма слова	4	1
1567	форме а	1	1
1568	известная доля	1	1
1569	эта последняя	4	1
1570	знает что	1	1
1571	к другому	3	1
1572	и обратно	1	1
1573	словами и	1	1
1574	самом языке	1	1
1575	смысл этих	1	1
1576	к какой	1	1
1577	я говорю	1	1
1578	смотреть как	3	1
1579	но оно	6	1
1580	тому кто	1	1
1581	нет ничего	2	1
1582	общий тон	1	1
1583	его и	1	1
1584	можно сделать	1	1
1585	что эту	1	1
1586	изменяет и	1	1
1587	нее то	1	1
1588	должно быть	9	1
1589	истории не	1	1
1590	по этим	1	1
1591	разуметь под	1	1
1592	формул и	1	1
1593	бы с	1	1
1594	сливается с	2	1
1595	со всех	3	1
1596	же после	1	1
1597	разумеется это	1	1
1598	чем то	1	1
1599	на отношения	2	1
1600	но здесь	1	1
1601	степени ее	1	1
1602	истории но	1	1
1603	это только	2	1
1604	на два	1	1
1605	а может	2	1
1606	речи не	1	1
1607	каждом слове	1	1
1608	ими в	1	1
1609	окажется что	1	1
1610	нельзя более	1	1
1611	мне представляется	1	1
1612	только один	3	1
1613	то все	1	1
1614	что многие	1	1
1615	к одному	7	1
1616	ответа в	1	1
1617	с первой	1	1
1618	а при	1	1
1619	ее с	2	1
1620	это стремление	1	1
1621	этой жизни	1	1
1622	не отдает	1	1
1623	что такая	1	1
1624	друг от	2	1
1625	теперь не	2	1
1626	и любовью	1	1
1627	которое будет	1	1
1628	еще один	1	1
1629	каждый из	1	1
1630	общем смысле	1	1
1631	нуждаются в	1	1
1632	что современные	1	1
1633	в обществе	1	1
1634	не представляет	1	1
1635	принадлежит уже	1	1
1636	на которые	1	1
1637	видели выше	1	1
1638	на более	2	1
1639	и там	1	1
1640	переход от	3	1
1641	ли могут	1	1
1642	в молитве	1	1
1643	если мы	2	1
1644	речи в	1	1
1645	с словом	1	1
1646	странным что	1	1
1647	раз при	1	1
1648	при котором	2	1
1649	слов в	6	1
1650	сложнее и	1	1
1651	что чувство	1	1
1652	уста и	1	1
1653	образом слово	1	1
1654	человечества и	1	1
1655	котором мы	2	1
1656	том самом	1	1
1657	что появляется	1	1
1658	относиться к	2	1
1659	весьма мало	1	1
1660	деле в	2	1
1661	и проч	25	1
1662	имеет и	1	1
1663	это значение	1	1
1664	тот который	1	1
1665	и значит	1	1
1666	где бы	1	1
1667	ответу на	1	1
1668	не видит	1	1
1669	друг друга	6	1
1670	и после	2	1
1671	не из	4	1
1672	в самой	1	1
1673	тесной связи	2	1
1674	сторону от	1	1
1675	жизни не	3	1
1676	что конечно	3	1
1677	ж не	2	1
1678	невозможна без	2	1
1679	некоторое понятие	2	1
1680	собственно говоря	2	1
1681	душою и	1	1
1682	а об	1	1
1683	формы и	2	1
1684	они были	1	1
1685	нам только	1	1
1686	человека но	1	1
1687	здесь к	1	1
1688	пример в	1	1
1689	на время	1	1
1690	самое слово	4	1
1691	не ради	2	1
1692	не знают	1	1
1693	как нельзя	1	1
1694	новый и	1	1
1695	хотя эти	1	1
1696	то они	1	1
1697	к самим	1	1
1698	в более	4	1
1699	из прежних	2	1
1700	на языке	2	1
1701	с но	3	1
1702	ему в	2	1
1703	ничем не	1	1
1704	жизнь человека	1	1
1705	есть такой	1	1
1706	не сложил	1	1
1707	не во	1	1
1708	и было	1	1
1709	звуков а	2	1
1710	слов одного	1	1
1711	время своего	1	1
1712	раз дает	1	1
1713	не нужен	1	1
1714	второй половине	1	1
1715	народа о	1	1
1716	народа к	1	1
1717	при таких	2	1
1718	не будем	1	1
1719	к соединению	1	1
1720	упускать из	2	1
1721	думаю и	1	1
1722	тому чтобы	1	1
1723	есть но	1	1
1724	есть первое	1	1
1725	на одно	1	1
1726	именно тем	1	1
1727	переход к	1	1
1728	не отражается	1	1
1729	то тем	3	1
1730	которое должно	1	1
1731	образ который	3	1
1732	о нем	1	1
1733	мало того	1	1
1734	и наоборот	5	1
1735	время было	1	1
1736	многое в	1	1
1737	все связанное	1	1
1738	со своим	2	1
1739	с т	2	1
1740	в обширном	1	1
1741	ее содержания	1	1
1742	а все	1	1
1743	слова а	1	1
1744	участие в	1	1
1745	слова не	2	1
1746	должно стать	1	1
1747	все равно	5	1
1748	в горе	1	1
1749	от своих	4	1
1750	однако не	1	1
1751	слово имеющее	1	1
1752	всю природу	1	1
1753	нечто совершенно	1	1
1754	от друга	2	1
1755	от всех	1	1
1756	а о	1	1
1757	этого не	3	1
1758	с ними	6	1
1759	что к	2	1
1760	основаны на	2	1
1761	входить в	1	1
1762	то к	4	1
1763	связано то	1	1
1764	что будет	3	1
1765	и которая	1	1
1766	ему самому	3	1
1767	своими глазами	1	1
1768	и начинается	1	1
1769	значение есть	1	1
1770	же нет	1	1
1771	здесь все	1	1
1772	в ту	2	1
1773	виду что	2	1
1774	теперь еще	1	1
1775	им с	1	1
1776	и другое	3	1
1777	которое было	2	1
1778	жизни поэта	1	1
1779	вещь как	1	1
1780	впрочем не	1	1
1781	языка может	1	1
1782	смотрели на	1	1
1783	х годах	1	1
1784	можно однако	1	1
1785	возможно и	1	1
1786	много слов	1	1
1787	сначала это	2	1
1788	из тюрьмы	1	1
1789	всего прочего	1	1
1790	перейти к	1	1
1791	на одном	2	1
1792	показаться странным	1	1
1793	и со	1	1
1794	и могут	1	1
1795	разницы между	2	1
1796	половины xix	1	1
1797	право на	1	1
1798	приблизительно так	1	1
1799	и художественного	1	1
1800	причем и	1	1
1801	и смысл	1	1
1802	форма в	5	1
1803	та что	1	1
1804	и верное	1	1
1805	из разных	1	1
1806	вследствие чего	1	1
1807	то можно	1	1
1808	стороне этого	1	1
1809	как все	1	1
1810	мысли в	2	1
1811	можно утверждать	1	1
1812	категорий есть	1	1
1813	смерти и	1	1
1814	не нуждаются	1	1
1815	именно вследствие	3	1
1816	единство есть	1	1
1817	посторонний и	1	1
1818	этого он	1	1
1819	доказательств что	1	1
1820	том случае	2	1
1821	кто счел	1	1
1822	образ ведет	1	1
1823	из следующего	1	1
1824	образом мы	1	1
1825	этот взгляд	1	1
1826	он ни	1	1
1827	ко второму	2	1
1828	мы на	1	1
1829	деле может	1	1
1830	и слияния	1	1
1831	значение но	1	1
1832	более для	2	1
1833	но при	1	1
1834	самого своего	1	1
1835	этого последнего	4	1
1836	к чему-то	1	1
1837	на той	2	1
1838	и образов	1	1
1839	однако если	1	1
1840	тому как	6	1
1841	здесь можно	1	1
1842	эти общие	1	1
1843	в разной	2	1
1844	языку и	2	1
1845	есть произведение	2	1
1846	для таких	1	1
1847	больше и	1	1
1848	первое и	1	1
1849	е и	1	1
1850	не находит	1	1
1851	к тем	4	1
1852	им мысль	1	1
1853	то ее	1	1
1854	первоначального значения	1	1
1855	образа в	4	1
1856	не с	4	1
1857	есть и	3	1
1858	общем не	1	1
1859	а прежде	1	1
1860	пор не	2	1
1861	что образ	1	1
1862	поэзия и	1	1
1863	не следует	6	1
1864	например и	2	1
1865	стороны и	1	1
1866	до появления	2	1
1867	только то	1	1
1868	которую я	1	1
1869	или как	1	1
1870	с двумя	1	1
1871	в большинстве	2	1
1872	с первого	2	1
1873	развивается в	1	1
1874	и т.д	1	1
1875	его места	1	1
1876	первоначально не	1	1
1877	сказано выше	1	1
1878	и б	2	1
1879	зависимость от	1	1
1880	мысли об	3	1
1881	следует сделать	1	1
1882	слова имеют	1	1
1883	есть такое	1	1
1884	например а	1	1
1885	вполне определенного	1	1
1886	по всей	1	1
1887	не быть	1	1
1888	что подобные	1	1
1889	своей цели	1	1
1890	он останавливается	1	1
1891	в понимании	1	1
1892	что среди	1	1
1893	для такого	1	1
1894	системе как	1	1
1895	художественного произведения	6	1
1896	все содержание	2	1
1897	бы одним	1	1
1898	произведения не	2	1
1899	связи между	1	1
1900	ее из	1	1
1901	эту мысль	1	1
1902	было быть	1	1
1903	с таким	3	1
1904	же в	3	1
1905	нет как	1	1
1906	же будет	1	1
1907	как увидим	1	1
1908	другой и	2	1
1909	читаем в	1	1
1910	том виде	2	1
1911	в одинаковой	1	1
1912	к новому	1	1
1913	только после	1	1
1914	об этой	1	1
1915	как скоро	1	1
1916	пришел к	1	1
1917	поэзии с	1	1
1918	очень трудно	1	1
1919	известной степени	1	1
1920	чем та	1	1
1921	внешних влияний	1	1
1922	человек не	4	1
1923	в разговоре	2	1
1924	к работе	1	1
1925	важную роль	1	1
1926	ни был	3	1
1927	первое впечатление	1	1
1928	нетрудно заметить	2	1
1929	то звук	1	1
1930	само по	6	1
1931	не можем	8	1
1932	с соответствующими	1	1
1933	есть не	9	1
1934	степени и	1	1
1935	такие явления	1	1
