N	2gram	Bakhtin_Pr	Problema
1320	а без	1	2
1321	вот это	2	2
1322	в стороне	1	2
1323	мы ее	2	2
1324	является по	1	2
1325	разных типов	1	2
1326	на фоне	5	2
1327	и со	4	2
1328	и могут	3	2
1329	со своей	1	2
1330	говорит об	1	2
1331	а так	1	2
1332	и другого	3	2
1333	бы это	1	2
1334	которые были	2	2
1335	друга но	1	2
1336	и эти	1	2
1337	такие же	1	2
1338	случае если	1	2
1339	не с	1	2
1340	же что	5	2
1341	собою но	2	2
1342	ним как	3	2
1343	существа в	1	2
1344	он здесь	1	2
1345	лишь как	9	2
1346	человека с	1	2
1347	и всякая	1	2
1348	ведь мы	2	2
1349	рассматривать как	1	2
1350	такое изображение	1	2
1351	во многом	1	2
1352	в плане	6	2
1353	есть если	1	2
1354	дня и	1	2
1355	может показаться	1	2
1356	никому не	2	2
1357	такой же	4	2
1358	и художественного	2	2
1359	и эта	2	2
1360	хотя он	1	2
1361	теории искусства	1	2
1362	человек не	1	2
1363	со своими	2	2
1364	становится в	1	2
1365	быть самым	1	2
1366	мы наблюдаем	1	2
1367	в момент	1	2
1368	роль и	1	2
1369	логика и	1	2
1370	познания и	1	2
1371	общества но	1	2
1372	к учению	1	2
1373	строго говоря	1	2
1374	одно это	1	2
1375	или иному	1	2
1376	художественный смысл	1	2
1377	а особенно	1	2
1378	есть а	2	2
1379	в борьбе	1	2
1380	черты в	1	2
1381	самого понятия	1	2
1382	и должен	1	2
1383	духа в	1	2
1384	действительности так	1	2
1385	роль в	1	2
1386	но у	4	2
1387	ли не	1	2
1388	я живу	1	2
1389	было не	1	2
1390	при наличии	1	2
1391	трех линий	1	2
1392	именно такие	1	2
1393	силы и	1	2
1394	говорить не	1	2
1395	но то	1	2
1396	а пока	1	2
1397	мыслить и	2	2
1398	своих героев	2	2
1399	самый факт	3	2
1400	ни одного	3	2
1401	даже с	1	2
1402	является как	2	2
1403	данного художественного	1	2
1404	будет и	2	2
1405	к свободе	1	2
1406	бы совершенно	1	2
1407	на самое	1	2
1408	о тех	1	2
1409	жизни как	1	2
1410	же она	2	2
1411	это а	1	2
1412	простое и	1	2
1413	идея в	1	2
1414	для понимания	4	2
1415	от себя	1	2
1416	нем не	1	2
1417	они могут	4	2
1418	основное и	1	2
1419	чисто смысловой	1	2
1420	не давая	2	2
1421	искусства не	1	2
1422	ряд или	1	2
1423	на почве	5	2
1424	не возникает	2	2
1425	человеческим голосом	1	2
1426	то оно	2	2
1427	конечно есть	1	2
1428	вполне понятно	2	2
1429	в состоянии	1	2
1430	узком смысле	2	2
1431	есть его	1	2
1432	а и	1	2
1433	имеется и	2	2
1434	значит не	1	2
1435	мыслится и	2	2
1436	отношения между	1	2
1437	самый предмет	2	2
1438	что за	1	2
1439	в изображении	2	2
1440	он теперь	1	2
1441	не кто	1	2
1442	человек в	1	2
1443	нет нужды	1	2
1444	а эта	1	2
1445	как например	2	2
1446	собою а	2	2
1447	типа в	2	2
1448	никакой объективной	1	2
1449	остается в	2	2
1450	оказалось бы	1	2
1451	не дает	3	2
1452	слова мы	2	2
1453	ту же	2	2
1454	или же	2	2
1455	не приходится	1	2
1456	все те	3	2
1457	и критика	1	2
1458	является одним	1	2
1459	не место	2	2
1460	их и	2	2
1461	другому и	1	2
1462	т п	10	2
1463	я вам	2	2
1464	но несмотря	1	2
1465	сам в	1	2
1466	деле это	1	2
1467	в один	2	2
1468	если уж	2	2
1469	то перед	8	2
1470	что до	1	2
1471	сказать так	1	2
1472	писал не	1	2
1473	в содержании	1	2
1474	они и	1	2
1475	как с	1	2
1476	утверждает что	1	2
1477	здесь с	5	2
1478	он несет	1	2
1479	подходит к	2	2
1480	но чтобы	1	2
1481	этих отношений	1	2
1482	нового не	1	2
1483	произведения в	2	2
1484	весь свой	1	2
1485	принципом не	1	2
1486	о своей	1	2
1487	может стать	5	2
1488	за свое	1	2
1489	с собою	4	2
1490	в которые	2	2
1491	степени с	1	2
1492	самое это	1	2
1493	выходить за	1	2
1494	входящее в	1	2
1495	именно тем	1	2
1496	наконец и	1	2
1497	признать что	1	2
1498	сливается с	6	2
1499	чего нет	1	2
1500	внутренняя жизнь	1	2
1501	совпадает с	2	2
1502	и между	1	2
1503	сознание и	6	2
1504	в чистой	1	2
1505	идею от	1	2
1506	его изображение	1	2
1507	и два	1	2
1508	тому или	1	2
1509	друга и	2	2
1510	среди которых	1	2
1511	быть это	2	2
1512	а во	1	2
1513	автора в	4	2
1514	известной степени	2	2
1515	данного произведения	2	2
1516	произведения и	2	2
1517	что я	7	2
1518	с мыслью	1	2
1519	основная особенность	2	2
1520	то она	1	2
1521	у лермонтова	1	2
1522	красный цвет	1	2
1523	в литературном	1	2
1524	ивана карамазова	5	2
1525	нет то	1	2
1526	в романах	8	2
1527	является уже	1	2
1528	же он	1	2
1529	в едином	4	2
1530	в другое	2	2
1531	в прямом	1	2
1532	произведения как	2	2
1533	и вот	1	2
1534	всякого человека	1	2
1535	вы меня	1	2
1536	на одно	1	2
1537	развитии и	1	2
1538	как у	1	2
1539	что каждый	1	2
1540	слово в	10	2
1541	а на	1	2
1542	является таким	1	2
1543	как этот	1	2
1544	которые обычно	1	2
1545	где нет	1	2
1546	в обычном	2	2
1547	чтобы быть	1	2
1548	словом и	3	2
1549	лишь с	1	2
1550	бы дать	1	2
1551	единство и	1	2
1552	является поэтому	1	2
1553	качеств и	1	2
1554	на свои	1	2
1555	его момент	1	2
1556	идею в	1	2
1557	это заставляет	1	2
1558	на всех	1	2
1559	всей истории	1	2
1560	не находит	1	2
1561	всеми этими	1	2
1562	всего его	1	2
1563	резко отличается	2	2
1564	на друга	2	2
1565	это однако	1	2
1566	вы не	1	2
1567	идею и	1	2
1568	этом произведении	1	2
1569	него и	1	2
1570	действительности не	2	2
1571	даже как	1	2
1572	отношению к	12	2
1573	слова в	12	2
1574	в узком	2	2
1575	и художественной	1	2
1576	и дальше	1	2
1577	все более	1	2
1578	а я	1	2
1579	и совершенно	1	2
1580	понял что	1	1
1581	дает не	1	1
1582	и ценное	1	1
1583	особенности и	1	1
1584	бы мир	1	1
1585	в центре	1	1
1586	не слово	2	1
1587	бы несколько	1	1
1588	типа как	1	1
1589	этом уже	1	1
1590	которой строится	1	1
1591	этого вывода	2	1
1592	как носитель	1	1
1593	творчества в	1	1
1594	теперь что	1	1
1595	подходом к	2	1
1596	роман или	1	1
1597	свое дело	1	1
1598	тоже из	1	1
1599	достоевского можно	1	1
1600	а перед	1	1
1601	одно общее	1	1
1602	всего во	1	1
1603	следует что	1	1
1604	остался в	1	1
1605	в разгаре	2	1
1606	правда это	2	1
1607	предполагает наличие	1	1
1608	к смысловой	1	1
1609	сам автор	1	1
1610	и лучше	1	1
1611	а затем	1	1
1612	далее что	1	1
1613	литературном произведении	1	1
1614	голядкина в	1	1
1615	наш герой	1	1
1616	плане в	1	1
1617	между ними	6	1
1618	литературной речи	2	1
1619	и самые	1	1
1620	в драматическом	1	1
1621	особой точки	1	1
1622	имеет смысл	1	1
1623	именно и	3	1
1624	по природе	2	1
1625	это те	1	1
1626	что весь	1	1
1627	слово может	4	1
1628	мир как	1	1
1629	все исторические	1	1
1630	прямо сказать	1	1
1631	в речи	3	1
1632	эти черты	1	1
1633	литературе как	1	1
1634	ум у	1	1
1635	приходит в	2	1
1636	и буквально	1	1
1637	место и	1	1
1638	свои слова	1	1
1639	случайно и	2	1
1640	они ни	2	1
1641	же если	1	1
1642	по своим	4	1
1643	и нисколько	1	1
1644	дурную бесконечность	1	1
1645	не его	1	1
1646	как обычно	1	1
1647	при полном	1	1
1648	понятно что	2	1
1649	не служит	2	1
1650	правда только	1	1
1651	знаем о	1	1
1652	же то	1	1
1653	сам и	2	1
1654	жизни кроме	1	1
1655	противоречия между	1	1
1656	на рынок	1	1
1657	эти проблемы	2	1
1658	собой как	1	1
1659	сорок лет	1	1
1660	в нескольких	1	1
1661	неподвижный а	1	1
1662	словами к	1	1
1663	идеей и	1	1
1664	сталкивается в	1	1
1665	у самого	1	1
1666	цельное художественное	1	1
1667	слов но	1	1
1668	вид что	1	1
1669	из самого	2	1
1670	всеми ее	1	1
1671	того нового	1	1
1672	слова при	1	1
1673	но может	1	1
1674	каждое слово	1	1
1675	на пути	2	1
1676	настоящее в	1	1
1677	прямо переходит	1	1
1678	к мысли	1	1
1679	на практике	1	1
1680	любовь к	1	1
1681	отметить что	1	1
1682	человек мы	1	1
1683	целей и	1	1
1684	природы но	1	1
1685	эти типы	1	1
1686	на ней	2	1
1687	соприкасается с	1	1
1688	слов о	1	1
1689	в поэтический	1	1
1690	и противостоящие	1	1
1691	сохранить за	1	1
1692	именно его	1	1
1693	иногда до	1	1
1694	поэтому все	1	1
1695	для всей	1	1
1696	в основу	1	1
1697	все внешнее	1	1
1698	есть конечно	4	1
1699	почти нет	2	1
1700	будем говорить	1	1
1701	более подходящего	1	1
1702	не исчерпали	1	1
1703	и объединения	1	1
1704	строится так	2	1
1705	как такое	1	1
1706	к этим	2	1
1707	слово как	5	1
1708	видения мира	1	1
1709	идея или	1	1
1710	достоевский прежде	2	1
1711	не делал	1	1
1712	или иным	1	1
1713	всего в	2	1
1714	в распоряжении	1	1
1715	подлинно реалистическое	1	1
1716	она имеет	2	1
1717	уже здесь	1	1
1718	или наоборот	2	1
1719	он уж	1	1
1720	обычном смысле	1	1
1721	его чрезвычайно	1	1
1722	литературы о	5	1
1723	которая от	1	1
1724	всей их	1	1
1725	об одном	1	1
1726	говорите что	1	1
1727	к себе	6	1
1728	нашей работы	2	1
1729	их живого	1	1
1730	мы знаем	1	1
1731	и типов	1	1
1732	объективный мир	3	1
1733	это я	2	1
1734	к творчеству	1	1
1735	сильнее чем	1	1
1736	форма является	1	1
1737	вопрос мы	1	1
1738	или иными	1	1
1739	фантастической и	1	1
1740	не должна	3	1
1741	не имея	1	1
1742	содержательной стороны	1	1
1743	при чем	3	1
1744	вопрос для	1	1
1745	такой художественной	1	1
1746	принципом его	1	1
1747	как можно	2	1
1748	и всякой	1	1
1749	вокруг себя	1	1
1750	не путем	1	1
1751	и рассказ	3	1
1752	в самые	1	1
1753	словом в	4	1
1754	одного момента	1	1
1755	наконец мы	1	1
1756	здесь дан	1	1
1757	сознания на	1	1
1758	одного человека	2	1
1759	пути и	3	1
1760	ее от	1	1
1761	сознанию то	1	1
1762	другие а	1	1
1763	его романов	3	1
1764	того он	1	1
1765	для историка	1	1
1766	наконец не	1	1
1767	например у	3	1
1768	противоречит тому	1	1
1769	исчерпали всех	1	1
1770	своей работы	1	1
1771	xviii века	1	1
1772	предмет как	1	1
1773	предмете и	1	1
1774	оно достаточно	1	1
1775	этом последнем	1	1
1776	характер и	1	1
1777	от какой	1	1
1778	эти три	1	1
1779	другой точке	1	1
1780	после появления	1	1
1781	рядом с	19	1
1782	одном из	2	1
1783	его ведь	1	1
1784	дан на	1	1
1785	сознания как	2	1
1786	и изображать	3	1
1787	так сказать	9	1
1788	данного типа	1	1
1789	у байрона	1	1
1790	это путь	1	1
1791	вся природа	1	1
1792	ими самими	1	1
1793	иван карамазов	1	1
1794	человеческое сознание	1	1
1795	в сторону	2	1
1796	из одного	8	1
1797	единицей была	1	1
1798	с иной	1	1
1799	и изображает	1	1
1800	сходно с	1	1
1801	с новой	1	1
1802	фантастическим но	1	1
1803	художественно уже	1	1
1804	и быть	1	1
1805	его творчестве	3	1
1806	форме этого	1	1
1807	чисто художественную	1	1
1808	и пространства	1	1
1809	в устах	2	1
1810	как факт	1	1
1811	героя и	14	1
1812	не жизнь	1	1
1813	в философии	1	1
1814	к последней	1	1
1815	и остался	1	1
1816	него есть	1	1
1817	способы своего	1	1
1818	он ничего	2	1
1819	сюда же	1	1
1820	и необходимость	1	1
1821	в работе	1	1
1822	человека как	1	1
1823	речи и	4	1
1824	в объективном	2	1
1825	в ответ	1	1
1826	романы достоевского	2	1
1827	нашего рассмотрения	1	1
1828	как объект	5	1
1829	реалистического романа	2	1
1830	не могла	1	1
1831	главного героя	1	1
1832	сознания что	1	1
1833	и ярко	1	1
1834	которые сами	1	1
1835	с планом	1	1
1836	поэтому даже	1	1
1837	также не	2	1
1838	человека по	2	1
1839	с прямым	2	1
1840	суждение не	1	1
1841	различны но	1	1
1842	смотрит и	1	1
1843	как один	2	1
1844	внешнее выражение	1	1
1845	самих и	1	1
1846	или наконец	4	1
1847	могла бы	1	1
1848	и какое	1	1
1849	того кто	1	1
1850	опять к	1	1
1851	и оскорбленных	1	1
1852	определенными и	1	1
1853	так значит	1	1
1854	ту сторону	2	1
1855	мы дадим	1	1
1856	но прежде	1	1
1857	слова что	2	1
1858	все остальное	2	1
1859	критической литературе	3	1
1860	и гораздо	1	1
1861	теми же	1	1
1862	но вовсе	1	1
1863	к окружающей	1	1
1864	каждый член	1	1
1865	значимость и	2	1
1866	наоборот все	1	1
1867	только такое	1	1
1868	радости и	1	1
1869	условность и	1	1
1870	существовало бы	1	1
1871	случае это	1	1
1872	наше художественное	1	1
1873	что другое	1	1
1874	строится то	1	1
1875	с идеей	4	1
1876	это он	1	1
1877	эту последнюю	1	1
1878	он действительно	1	1
1879	в особенности	1	1
1880	так всегда	1	1
1881	так ли	2	1
1882	пределы данного	1	1
1883	всем своим	1	1
1884	в процесс	1	1
1885	опирается на	2	1
1886	всякого смыслового	1	1
1887	его уже	1	1
1888	также что	1	1
1889	к художественному	1	1
1890	которые он	1	1
1891	нет дело	1	1
1892	и стиль	1	1
1893	ним и	3	1
1894	и отражает	1	1
1895	непосредственно но	1	1
1896	которым она	1	1
1897	другого человека	7	1
1898	на те	1	1
1899	мысль не	4	1
1900	не находим	1	1
1901	типа мы	1	1
1902	лермонтова и	1	1
1903	романа и	3	1
1904	еще мало	1	1
1905	сделать с	1	1
1906	она дана	1	1
1907	оглядки на	1	1
1908	не знаете	1	1
1909	в другой	4	1
1910	его внутреннего	1	1
1911	ответ на	1	1
1912	другому от	1	1
1913	в человеке	6	1
1914	социального положения	1	1
1915	является он	1	1
1916	и слов	1	1
1917	слезами и	1	1
1918	творчество как	1	1
1919	автор в	1	1
1920	же самыми	1	1
1921	произведении как	1	1
1922	в плоскости	6	1
1923	и сделать	1	1
1924	часто не	1	1
1925	но функция	1	1
1926	и одновременно	3	1
1927	концов так	1	1
1928	изображения в	3	1
1929	с таким	1	1
1930	героев но	1	1
1931	художественное изображение	1	1
1932	вступает с	1	1
1933	мы остановимся	3	1
1934	развития в	1	1
1935	его сознания	2	1
1936	что романы	1	1
1937	другой вопрос	1	1
1938	спор двух	1	1
1939	и соответственно	1	1
1940	для сознания	1	1
1941	те же	3	1
1942	и представляя	1	1
1943	все элементы	1	1
1944	чтобы тут	2	1
1945	и герой	3	1
1946	современности в	1	1
1947	пределу который	1	1
1948	не тип	1	1
1949	ведь именно	1	1
1950	нет а	1	1
1951	и конструируется	1	1
1952	эта внутренняя	1	1
1953	на их	2	1
1954	выводы в	1	1
1955	которую она	1	1
1956	жизни является	1	1
1957	еще такое	1	1
1958	времени он	1	1
1959	и резко	1	1
1960	можно в	1	1
1961	его и	3	1
1962	в поэзии	2	1
1963	в диалоге	3	1
1964	возможно в	1	1
1965	в главе	1	1
1966	перейти в	1	1
1967	не такую	1	1
1968	сознание о	1	1
1969	ставрогина и	1	1
1970	или этот	1	1
1971	в композиционном	1	1
1972	речи он	1	1
1973	тогда я	1	1
1974	мы два	1	1
1975	всех элементов	2	1
1976	во мне	1	1
1977	результате их	1	1
1978	последнего периода	1	1
1979	теоретические проблемы	1	1
1980	быть не	1	1
1981	этом рассказе	1	1
1982	из его	3	1
1983	человека от	1	1
1984	глубже и	1	1
1985	отношении к	5	1
1986	которую он	3	1
1987	слова с	7	1
1988	истории и	1	1
1989	и завершения	1	1
1990	у данте	1	1
1991	еще один	1	1
1992	концы и	1	1
1993	вне его	4	1
1994	меняется и	1	1
1995	связанных с	1	1
1996	речь именно	1	1
1997	предмет но	1	1
1998	но художественно	1	1
1999	статьи в	1	1
2000	глубокое и	3	1
2001	и превращается	1	1
2002	и отражать	1	1
2003	впервые в	1	1
2004	тоже может	2	1
2005	достоевского нет	5	1
2006	функционирует в	1	1
2007	в самую	1	1
2008	о смысле	1	1
2009	совершенно особая	1	1
2010	слова он	2	1
2011	речи на	1	1
2012	бы сказать	2	1
2013	мысли но	1	1
2014	смысла не	1	1
2015	до известной	1	1
2016	смерти не	1	1
2017	воспитания и	1	1
2018	не видит	1	1
2019	кроме этого	1	1
2020	образов как	1	1
2021	именно этот	1	1
2022	каждый входящий	1	1
2023	его моментов	1	1
2024	в особом	4	1
2025	во времени	3	1
2026	при изображении	1	1
2027	в первых	2	1
2028	последнего времени	1	1
2029	к очень	1	1
2030	к содержанию	1	1
2031	заставляет его	3	1
2032	как к	3	1
2033	себе достаточно	1	1
2034	мысли а	1	1
2035	тут есть	1	1
2036	и получилось	1	1
2037	тех конкретных	1	1
2038	мир в	4	1
2039	уже само	1	1
2040	ценность именно	1	1
2041	за собою	3	1
2042	всякий человек	2	1
2043	нет например	1	1
2044	жизни здесь	1	1
2045	всех возможных	4	1
2046	существа и	1	1
2047	хотя у	1	1
2048	которых он	1	1
2049	этой мысли	1	1
2050	кто он	3	1
2051	и создал	1	1
2052	романах достоевского	6	1
2053	для автора	4	1
2054	их уже	1	1
2055	он становится	1	1
2056	здесь таким	1	1
2057	сама является	1	1
2058	смысле этого	1	1
2059	в движение	1	1
2060	два примера	1	1
2061	различия между	1	1
2062	в третьей	1	1
2063	сам себе	1	1
2064	быть еще	1	1
2065	быть прежде	1	1
2066	герой как	3	1
2067	своей книге	1	1
2068	может сохранить	2	1
2069	в чувствах	1	1
2070	этом не	2	1
2071	каждого явления	1	1
2072	такое слово	4	1
2073	здесь возможны	1	1
2074	не забывает	1	1
2075	слова слово	3	1
2076	конечно далеко	1	1
2077	необходимо заметить	1	1
2078	такой образ	3	1
2079	человеком в	1	1
2080	нового типа	2	1
2081	стремление к	1	1
2082	он никогда	1	1
2083	идеального человека	1	1
2084	такая идея	1	1
2085	а другого	1	1
2086	бы эти	1	1
2087	и глубиной	1	1
2088	дело и	2	1
2089	логику и	1	1
2090	тончайшие и	1	1
2091	она только	2	1
2092	ему не	2	1
2093	свобода и	1	1
2094	критиков и	1	1
2095	которая как	3	1
2096	твердый и	1	1
2097	перед тем	1	1
2098	в данную	1	1
2099	или отрицания	1	1
2100	слова среди	1	1
2101	сходство но	1	1
2102	получили в	1	1
2103	каждого слова	1	1
2104	всерьез и	1	1
2105	истину в	1	1
2106	предмет изображения	3	1
2107	выше всего	1	1
2108	на другое	1	1
2109	контекстов в	1	1
2110	в христе	1	1
2111	окружающие нас	1	1
2112	но дело	1	1
2113	не следует	1	1
2114	содержания а	1	1
2115	людей он	1	1
2116	людях и	1	1
2117	превращаем в	1	1
2118	к которой	1	1
2119	идеи но	2	1
2120	типичность для	2	1
2121	каковы бы	1	1
2122	в рамках	2	1
2123	иное и	2	1
2124	он их	1	1
2125	но человек	1	1
2126	образом даже	1	1
2127	и цельное	1	1
2128	явление в	1	1
2129	твердого и	1	1
2130	у толстого	3	1
2131	типа но	2	1
2132	униженных и	1	1
2133	они тоже	1	1
2134	возникает та	1	1
2135	будут к	1	1
2136	слова она	2	1
2137	произведения не	2	1
2138	вся структура	1	1
2139	самого последнего	1	1
2140	действительно не	1	1
2141	в строгих	1	1
2142	далека от	1	1
2143	а впрочем	1	1
2144	предметом и	1	1
2145	значит есть	1	1
2146	что о	1	1
2147	бытия и	1	1
2148	для своих	2	1
2149	и теоретические	1	1
2150	их пределы	2	1
2151	метафора но	1	1
2152	гораздо ближе	1	1
2153	представьте себе	1	1
2154	как впрочем	1	1
2155	в мышлении	1	1
2156	замысел автора	2	1
2157	противоречии с	1	1
2158	мечты и	1	1
2159	к идее	2	1
2160	степени и	1	1
2161	слово имеет	1	1
2162	одно или	1	1
2163	мир не	1	1
2164	собой никаких	1	1
2165	этого в	1	1
2166	уж не	1	1
2167	его изображения	1	1
2168	момент художественного	1	1
2169	другом но	1	1
2170	для непосредственного	1	1
2171	всего человека	1	1
2172	его построения	1	1
2173	порядка в	3	1
2174	я знаю	1	1
2175	совершенно очевидно	1	1
2176	это лишь	1	1
2177	истины нет	1	1
2178	они уже	3	1
2179	человек есть	1	1
2180	ты не	1	1
2181	как художественная	2	1
2182	он совершенно	1	1
2183	стать не	1	1
2184	самых глубоких	1	1
2185	по мере	4	1
2186	или между	1	1
2187	контекст в	1	1
2188	среди других	2	1
2189	было как	1	1
2190	был человек	1	1
2191	свое и	1	1
2192	утверждения или	1	1
2193	а между	2	1
2194	ему но	3	1
2195	на свой	6	1
2196	для осуществления	2	1
2197	ему тоже	1	1
2198	вы мне	1	1
2199	к более	2	1
2200	ведет к	1	1
2201	в музыке	2	1
2202	никому в	2	1
2203	но самое	1	1
2204	показаться что	1	1
2205	и внутренне	4	1
2206	в точном	1	1
2207	буквально в	1	1
2208	быть носителем	1	1
2209	и слово	4	1
2210	он по	1	1
2211	в какие	1	1
2212	на таком	1	1
2213	и относится	1	1
2214	совершенно безразлично	1	1
2215	если уже	2	1
2216	были лишь	1	1
2217	если наш	1	1
2218	не я	1	1
2219	одно время	1	1
2220	при всей	2	1
2221	установок и	2	1
2222	уже сам	1	1
2223	случае они	1	1
2224	в основном	2	1
2225	речь то	1	1
2226	среди всех	1	1
2227	не боится	1	1
2228	это последнее	2	1
2229	отсюда и	3	1
2230	вмещается в	1	1
2231	где приводятся	1	1
2232	тело и	2	1
2233	все наличные	1	1
2234	место с	1	1
2235	в руках	3	1
2236	но каждая	1	1
2237	не заходит	1	1
2238	его действия	1	1
2239	во-вторых в	1	1
2240	в различных	3	1
2241	существу своему	1	1
2242	в соединении	1	1
2243	за ней	1	1
2244	чем его	1	1
2245	что речь	1	1
2246	совершенно неправильно	2	1
2247	на своего	1	1
2248	что еще	1	1
2249	не вмещается	1	1
2250	без труда	1	1
2251	перед ним	1	1
2252	но как-то	1	1
2253	часто глубоко	1	1
2254	ему угодно	1	1
2255	художественного изображения	2	1
2256	когда-то было	1	1
2257	у себя	1	1
2258	ней и	1	1
2259	структура образа	1	1
2260	становится сама	1	1
2261	в самое	1	1
2262	вы и	2	1
2263	содержание его	1	1
2264	гораздо правильнее	1	1
2265	входят в	2	1
2266	отсюда возникает	1	1
2267	времени а	1	1
2268	он этой	1	1
2269	здесь ничего	1	1
2270	это направление	1	1
2271	его голоса	2	1
2272	и входит	2	1
2273	действительности является	1	1
2274	так у	1	1
2275	кто является	1	1
2276	но конечно	1	1
2277	и становится	1	1
2278	котором в	1	1
2279	отсутствует но	1	1
2280	того о	1	1
2281	предметом изображения	2	1
2282	нам важно	2	1
2283	себе самом	12	1
2284	героя не	5	1
2285	сливаться с	1	1
2286	тон и	4	1
2287	была именно	1	1
2288	пусть и	1	1
2289	надо понимать	1	1
2290	ум и	1	1
2291	что нечего	1	1
2292	от автора	6	1
2293	к одному	7	1
2294	она как	1	1
2295	первом случае	1	1
2296	эту метафору	1	1
2297	была слишком	1	1
2298	это принцип	1	1
2299	и заставляет	1	1
2300	какой-то другой	1	1
2301	есть у	1	1
2302	сознание в	3	1
2303	получает в	1	1
2304	свете формулированного	1	1
2305	своими собственными	2	1
2306	речи как	3	1
2307	второй план	1	1
2308	читатель всегда	1	1
2309	на этих	1	1
2310	их слияния	1	1
2311	довольно ясно	1	1
2312	и художественно	1	1
2313	чем у	2	1
2314	и этим	5	1
2315	слово не	8	1
2316	которых ни	1	1
2317	не от	1	1
2318	это очень	2	1
2319	зрения которого	1	1
2320	лежит в	2	1
2321	и человек	2	1
2322	же их	1	1
2323	не была	4	1
2324	упоминали выше	1	1
2325	говорит он	6	1
2326	не мир	2	1
2327	о возможности	1	1
2328	такое понимание	1	1
2329	всех его	1	1
2330	в идее	1	1
2331	смысле он	1	1
2332	и последняя	1	1
2333	упорно и	1	1
2334	здесь же	1	1
2335	диалектическое становление	1	1
2336	такова что	1	1
2337	первой любви	1	1
2338	бы глупо	1	1
2339	себя как	3	1
2340	эту особенность	3	1
2341	в мире	7	1
2342	в пределы	4	1
2343	можно прямо	1	1
2344	не существенно	2	1
2345	своей идее	1	1
2346	мы пытались	1	1
2347	от обычного	1	1
2348	зрения и	5	1
2349	это прежде	1	1
2350	тут в	3	1
2351	лишь для	2	1
2352	его значение	1	1
2353	тезис что	1	1
2354	дан или	1	1
2355	говорит сам	2	1
2356	достоевского но	9	1
2357	в противоречии	1	1
2358	и исследователей	1	1
2359	и отсюда	1	1
2360	слово об	1	1
2361	абсолютного духа	1	1
2362	она или	1	1
2363	выражение в	6	1
2364	вошел в	1	1
2365	в уста	4	1
2366	слово во	1	1
2367	сознания а	1	1
2368	в содержание	1	1
2369	мы думаем	1	1
2370	сознания то	1	1
2371	в идеале	1	1
2372	нет но	2	1
2373	личности и	1	1
2374	все то	5	1
2375	хочет чтобы	1	1
2376	бытием и	1	1
2377	из романов	1	1
2378	явления в	2	1
2379	является его	1	1
2380	если б	2	1
2381	и существенно	1	1
2382	оно ни	2	1
2383	свой предмет	8	1
2384	но самый	1	1
2385	в форме	8	1
2386	ее художественного	1	1
2387	его жизнь	3	1
2388	большое значение	1	1
2389	своей типичности	1	1
2390	драматическом диалоге	1	1
2391	обязательно с	1	1
2392	глубине и	1	1
2393	стиль и	2	1
2394	своего осознания	2	1
2395	принцип единства	1	1
2396	друг мой	1	1
2397	появляются в	2	1
2398	в последний	3	1
2399	все он	2	1
2400	знает все	1	1
2401	слова из	1	1
2402	самому этому	1	1
2403	найти в	1	1
2404	условия для	1	1
2405	и спокойно	1	1
2406	и синтеза	1	1
2407	случайна и	1	1
2408	структуры у	1	1
2409	мире поэтому	1	1
2410	это ощущение	1	1
2411	с идеями	1	1
2412	заданием которое	1	1
2413	делает эти	1	1
2414	и разнообразное	1	1
2415	и цельных	1	1
2416	ни одно	1	1
2417	смысле или	1	1
2418	до его	1	1
2419	в пространстве	3	1
2420	и рождается	1	1
2421	которых у	1	1
2422	бы тогда	1	1
2423	но построение	1	1
2424	только их	1	1
2425	не самостоятельно	1	1
2426	логике и	1	1
2427	для литературоведа	1	1
2428	оно или	1	1
2429	из возможных	2	1
2430	от несущественного	1	1
2431	теперь о	1	1
2432	вне себя	1	1
2433	достоевского в	15	1
2434	в объективной	1	1
2435	достоевского и	9	1
2436	речи но	1	1
2437	что сказать	1	1
2438	почти не	3	1
2439	сознания о	2	1
2440	в литературной	2	1
2441	не идет	1	1
2442	рассказа и	1	1
2443	своего образа	1	1
2444	или словом	1	1
2445	предмета изображения	1	1
2446	особенности этого	1	1
2447	и наглядно	1	1
2448	имеет с	1	1
2449	иванов не	1	1
2450	мы замечаем	2	1
2451	не исчерпывается	2	1
2452	от этой	1	1
2453	этот принцип	3	1
2454	с внешней	1	1
2455	их как	1	1
2456	он почти	1	1
2457	тип может	1	1
2458	становящийся ряд	1	1
2459	в единый	1	1
2460	кроме одного	1	1
2461	вполне возможна	1	1
2462	него нет	3	1
2463	в единстве	9	1
2464	этом как	1	1
2465	даны как	1	1
2466	она становится	1	1
2467	как идея	1	1
2468	очень легко	1	1
2469	в двойнике	2	1
2470	и сердце	1	1
2471	как не	9	1
2472	могут стать	1	1
2473	к пределу	1	1
2474	дух и	2	1
2475	сводить на	1	1
2476	что казалось	1	1
2477	и навсегда	1	1
2478	только идея	1	1
2479	драму в	1	1
2480	месте и	2	1
2481	и совершенной	1	1
2482	одно слово	1	1
2483	этих слов	1	1
2484	что когда-то	1	1
2485	же самый	1	1
2486	строгий и	1	1
2487	мысль мы	1	1
2488	это та	1	1
2489	независимость от	1	1
2490	типа или	2	1
2491	которые могут	1	1
2492	же остается	1	1
2493	них он	1	1
2494	эта тема	2	1
2495	речь в	2	1
2496	образ действительности	2	1
