N	2gram	Bakhtin_Pr	Mirosoze
1297	котором может	1	1
1298	только может	1	1
1299	выходят за	1	1
1300	т п	10	1
1301	и глубоко	2	1
1302	ту сторону	2	1
1303	с людьми	1	1
1304	человеческих отношений	1	1
1305	что для	2	1
1306	но есть	2	1
1307	и др	7	1
1308	когда они	1	1
1309	нет этой	1	1
1310	сам в	1	1
1311	было дано	1	1
1312	них не	1	1
1313	что может	4	1
1314	слова от	1	1
1315	лучше сказать	2	1
1316	но сознание	1	1
1317	я но	1	1
1318	весь свой	1	1
1319	сама идея	1	1
1320	пределы своего	1	1
1321	ней в	1	1
1322	платоновском смысле	1	1
1323	своими слезами	1	1
1324	его ум	1	1
1325	раскрывается с	1	1
1326	же мы	1	1
1327	в другое	2	1
1328	ценность личности	1	1
1329	которые были	2	1
1330	плача рыдая	1	1
1331	слова как	3	1
1332	что кроме	1	1
1333	сказать о	2	1
1334	на мир	6	1
1335	отдельные мысли	1	1
1336	обливая своими	1	1
1337	раскольников и	2	1
1338	исступленно клялся	1	1
1339	независимо от	1	1
1340	от ее	3	1
1341	с ее	1	1
1342	всех этих	2	1
1343	не соглашается	1	1
1344	и чем	1	1
1345	определяется в	1	1
1346	он его	1	1
1347	с идеей	4	1
1348	я сам	1	1
1349	мира его	1	1
1350	в пространстве	3	1
1351	я ты	1	1
1352	что до	1	1
1353	к более	2	1
1354	достоевский во	1	1
1355	только их	1	1
1356	живая жизнь	1	1
1357	своего рода	1	1
1358	целом мире	1	1
1359	была основная	1	1
1360	построен так	1	1
1361	как теперь	1	1
1362	слова это	1	1
1363	относится ко	1	1
1364	в содержании	1	1
1365	разрешить ее	1	1
1366	достоевского становится	5	1
1367	занимает очень	1	1
1368	за ним	4	1
1369	и навсегда	1	1
1370	идея у	1	1
1371	как с	1	1
1372	его уже	1	1
1373	по замыслу	2	1
1374	также что	1	1
1375	к одной	1	1
1376	не поглощает	1	1
1377	своего собственного	1	1
1378	одного или	1	1
1379	оформления в	1	1
1380	кризис и	1	1
1381	остались одни	1	1
1382	выйти за	2	1
1383	разрушена он	1	1
1384	явление но	1	1
1385	есть я	2	1
1386	с миром	1	1
1387	сложное и	1	1
1388	дороги и	1	1
1389	мысль не	4	1
1390	переносится в	1	1
1391	потому они	1	1
1392	мы чувствуем	1	1
1393	человек с	2	1
1394	него мысль	1	1
1395	и души	2	1
1396	нужно сказать	1	1
1397	никак не	4	1
1398	из тех	2	1
1399	в другой	4	1
1400	действует в	1	1
1401	знает и	1	1
1402	этот не	1	1
1403	поэтому в	3	1
1404	ответ на	1	1
1405	рыдая и	1	1
1406	он мыслится	1	1
1407	одному знаменателю	2	1
1408	да ведь	2	1
1409	лишь из	1	1
1410	он несет	1	1
1411	слезами и	1	1
1412	ни под	1	1
1413	я все	1	1
1414	поэтому она	1	1
1415	формальные и	1	1
1416	не на	7	1
1417	она становится	1	1
1418	они требуют	1	1
1419	менее чем	1	1
1420	и форм	1	1
1421	и оскорбленным	1	1
1422	внутренние противоречия	1	1
1423	вместо того	1	1
1424	все то	5	1
1425	он всем	1	1
1426	у меня	6	1
1427	самим собой	1	1
1428	от идеи	2	1
1429	имеет значение	2	1
1430	заключается в	1	1
1431	достоевскому дано	1	1
1432	ему плохо	1	1
1433	нему как	1	1
1434	в различные	1	1
1435	в романе	12	1
1436	вихревое движение	2	1
1437	униженным и	1	1
1438	переживает кризис	2	1
1439	стремятся к	1	1
1440	можно назвать	1	1
1441	правда у	1	1
1442	есть что	1	1
1443	к которым	1	1
1444	как момент	1	1
1445	с ними	2	1
1446	возможности и	1	1
1447	подхода к	2	1
1448	что такой	1	1
1449	способна на	1	1
1450	в творческом	1	1
1451	в слове	3	1
1452	достоевского глубоко	3	1
1453	проникнуть в	1	1
1454	тезис достоевского	1	1
1455	влияния на	1	1
1456	и т	14	1
1457	смертной казни	1	1
1458	души все	1	1
1459	будет все	2	1
1460	правде правда	1	1
1461	который не	2	1
1462	дает никакой	1	1
1463	его творений	1	1
1464	зависимости от	5	1
1465	знает что	2	1
1466	он от	1	1
1467	на их	2	1
1468	духа поэтому	1	1
1469	ничего общего	1	1
1470	пушкина но	1	1
1471	слова о	3	1
1472	в словах	4	1
1473	нему и	2	1
1474	но оно	1	1
1475	все они	2	1
1476	как последняя	1	1
1477	и резко	1	1
1478	существовании этого	1	1
1479	ни на	3	1
1480	признать что	1	1
1481	порядка как	1	1
1482	не допускает	1	1
1483	своих романах	1	1
1484	в главе	1	1
1485	и истину	1	1
1486	значение не	1	1
1487	или этот	1	1
1488	вернемся к	1	1
1489	для всякой	1	1
1490	вся новая	1	1
1491	знал бы	1	1
1492	и социальной	1	1
1493	она впервые	1	1
1494	то и	3	1
1495	не любил	1	1
1496	он еще	1	1
1497	и великого	1	1
1498	наконец в	4	1
1499	путь которым	1	1
1500	в платоновском	1	1
1501	за ней	1	1
1502	а может	1	1
1503	остается только	1	1
1504	сознании и	4	1
1505	творчество не	1	1
1506	не могло	2	1
1507	значение для	3	1
1508	вступает в	1	1
1509	впрочем и	1	1
1510	человека до	1	1
1511	и наиболее	1	1
1512	идет не	2	1
1513	он по	1	1
1514	но таков	1	1
1515	идеи в	10	1
1516	всеми своими	3	1
1517	раскрыть и	1	1
1518	в совершенно	1	1
1519	друга и	2	1
1520	же время	13	1
1521	он есть	6	1
1522	это имеет	1	1
1523	тогда как	1	1
1524	другому и	1	1
1525	как например	2	1
1526	она все	1	1
1527	замкнутость и	1	1
1528	когда нет	1	1
1529	несмотря на	7	1
1530	в какие	1	1
1531	имеем в	1	1
1532	и идеи	2	1
1533	выбора в	1	1
1534	остается как	1	1
1535	между людьми	1	1
1536	в отличие	4	1
1537	на две	1	1
1538	впервые в	1	1
1539	осуществляется эта	1	1
1540	действие романа	2	1
1541	тем же	3	1
1542	замыслу достоевского	2	1
1543	она неизбежно	1	1
1544	своего я	1	1
1545	законно и	2	1
1546	его отношения	1	1
1547	одной из	1	1
1548	с нею	2	1
1549	показал как	1	1
1550	пути своего	1	1
1551	в сознании	3	1
1552	выход за	1	1
1553	внешних условий	1	1
1554	к прошлому	1	1
1555	до известной	1	1
1556	эпохи достоевского	1	1
1557	для достижения	1	1
1558	а вовсе	2	1
1559	не жизнь	1	1
1560	на этих	1	1
1561	материал и	4	1
1562	не из	3	1
1563	бы тот	1	1
1564	его творческой	1	1
1565	к полному	1	1
1566	достигается в	1	1
1567	точку зрения	7	1
1568	подойти к	1	1
1569	словом о	2	1
1570	этого нового	2	1
1571	а что	5	1
1572	важное место	1	1
1573	меня не	1	1
1574	есть правда	1	1
1575	изменения в	1	1
1576	влагает в	1	1
1577	всего того	1	1
1578	так глубоко	1	1
1579	мире так	1	1
1580	слова так	1	1
1581	связан с	1	1
1582	вполне и	1	1
1583	может найти	2	1
1584	эти миры	3	1
1585	как объективный	1	1
1586	то они	2	1
1587	и устойчивого	1	1
1588	что ему	1	1
1589	необходимый момент	1	1
1590	не образ	2	1
1591	значение в	2	1
1592	трактуется в	1	1
1593	берет на	1	1
1594	столкновение двух	2	1
1595	хоть и	4	1
1596	его героев	6	1
1597	с начала	2	1
1598	не во	5	1
1599	ли бы	1	1
1600	на вопрос	2	1
1601	ее на	1	1
1602	называть себя	1	1
1603	за собою	3	1
1604	в первый	1	1
1605	не всякая	1	1
1606	человек он	1	1
1607	как такие	1	1
1608	для третьих	1	1
1609	для всякого	1	1
1610	высшей и	1	1
1611	он становится	1	1
1612	мы имеем	1	1
1613	этом новом	1	1
1614	и хоть	1	1
1615	еще большую	1	1
1616	этой мысли	1	1
1617	мира но	2	1
1618	для всего	1	1
1619	и сознание	1	1
1620	то мы	1	1
1621	раскрыть в	1	1
1622	на которой	1	1
1623	его сознание	1	1
1624	со словами	1	1
1625	чем он	1	1
1626	несет в	1	1
1627	по ту	2	1
1628	слово в	10	1
1629	слова а	2	1
1630	не превращает	1	1
1631	клялся любить	1	1
1632	мы находим	1	1
1633	гофмана но	1	1
1634	зрения его	1	1
1635	раз в	1	1
1636	целиком в	1	1
1637	а на	1	1
1638	что ни	1	1
1639	соня мармеладова	1	1
1640	ее нельзя	1	1
1641	эту исключительную	1	1
1642	а о	1	1
1643	как этот	1	1
1644	для других	2	1
1645	у толстого	3	1
1646	ибо все	2	1
1647	униженных и	1	1
1648	как другое	1	1
1649	есть если	1	1
1650	на нее	1	1
1651	знает может	1	1
1652	же нет	2	1
1653	по существу	6	1
1654	всего романа	1	1
1655	он видел	1	1
1656	вместить в	1	1
1657	противоречит самым	1	1
1658	указывает на	2	1
1659	между собою	5	1
1660	чтобы быть	1	1
1661	в сферу	1	1
1662	сама по	5	1
1663	мира эти	1	1
1664	в стороне	1	1
1665	простым материалом	1	1
1666	иван и	2	1
1667	лежит на	1	1
1668	человеком в	1	1
1669	была для	3	1
1670	перестать быть	1	1
1671	иной раз	1	1
1672	стремление к	1	1
1673	так в	1	1
1674	является лишь	4	1
1675	собственной идеи	1	1
1676	же идея	1	1
1677	ней так	1	1
1678	на одном	1	1
1679	в еще	1	1
1680	и могут	3	1
1681	в новом	1	1
1682	человека или	1	1
1683	были не	1	1
1684	и оно	1	1
1685	и спокойствия	1	1
1686	с другом	3	1
1687	оно обращено	1	1
1688	говорит об	1	1
1689	эту атмосферу	1	1
1690	вовсе не	12	1
1691	в одной	8	1
1692	мысли в	2	1
1693	только он	2	1
1694	чтобы сделать	2	1
1695	этих двух	1	1
1696	но те	1	1
1697	этого он	1	1
1698	и тех	1	1
1699	но сколько	1	1
1700	искать в	2	1
1701	может иметь	1	1
1702	перед тем	1	1
1703	и эти	1	1
1704	стремиться к	1	1
1705	это свое	1	1
1706	как ни	1	1
1707	он говорит	2	1
1708	правда о	1	1
1709	эпоху в	1	1
1710	ибо они	1	1
1711	сам его	1	1
1712	идей или	1	1
1713	есть одна	1	1
1714	голос самого	2	1
1715	человека все	1	1
1716	видит и	1	1
1717	это за	1	1
1718	такова концепция	1	1
1719	этим он	1	1
1720	выходящим за	1	1
1721	в новый	1	1
1722	самой жизни	1	1
1723	характерный для	1	1
1724	может понять	1	1
1725	себе что	2	1
1726	в искусстве	1	1
1727	во второй	2	1
1728	в частности	1	1
1729	тема в	1	1
1730	нему не	1	1
1731	сознания на	1	1
1732	в нескольких	1	1
1733	пор не	1	1
1734	к области	1	1
1735	от земли	1	1
1736	ним как	3	1
1737	которой должен	1	1
1738	существа в	1	1
1739	только у	3	1
1740	на друга	2	1
1741	ним не	1	1
1742	или как	8	1
1743	и всякая	1	1
1744	или наташи	1	1
1745	и всех	1	1
1746	идет о	5	1
1747	которых они	1	1
1748	на это	1	1
1749	он часто	1	1
1750	последнее слово	8	1
1751	и всякое	3	1
1752	человек мы	1	1
1753	оно должно	2	1
1754	царство царство	1	1
1755	та или	1	1
1756	для такого	1	1
1757	сказать в	1	1
1758	дух в	1	1
1759	бы еще	1	1
1760	и всякую	1	1
1761	человек человек	1	1
1762	мира иного	1	1
1763	достоевского почти	1	1
1764	может показаться	1	1
1765	слова в	12	1
1766	в узком	2	1
1767	вдруг как	1	1
1768	не поддаются	1	1
1769	же в	2	1
1770	говорить об	1	1
1771	то стало	1	1
1772	об этой	1	1
1773	себе он	2	1
1774	ним связаны	1	1
1775	в области	1	1
1776	правильного сознания	1	1
1777	в эти	1	1
1778	образ его	1	1
1779	романа он	1	1
1780	же это	1	1
1781	это в	2	1
1782	ставрогина ивана	1	1
1783	что вся	2	1
1784	в мышлении	1	1
1785	бытия в	3	1
1786	ни был	2	1
1787	достоевского так	1	1
1788	лишь с	1	1
1789	достоевского идея	2	1
1790	твердое и	1	1
1791	становится в	1	1
1792	эпохи и	1	1
1793	в целом	8	1
1794	или точнее	1	1
1795	достоевского отношение	1	1
1796	достоевского они	1	1
1797	самосознания в	5	1
1798	и наконец	7	1
1799	что на	1	1
1800	за их	2	1
1801	корчится в	1	1
1802	и решал	1	1
