N	2gram	Ircho_Kome	FransuaR
1321	дома и	1	2
1322	в речах	1	2
1323	и внутренней	3	2
1324	отличается от	1	2
1325	к своим	1	2
1326	речь идет	6	2
1327	вслед за	4	2
1328	и нет	1	2
1329	как почти	1	2
1330	без труда	1	2
1331	широкое распространение	1	2
1332	время от	4	2
1333	не должен	1	2
1334	формы его	1	2
1335	только под	1	2
1336	ii в	4	2
1337	чем его	1	2
1338	вернуться к	2	2
1339	однако эти	1	2
1340	партия в	1	2
1341	землю в	1	2
1342	за его	1	2
1343	это отношение	1	2
1344	можно привести	2	2
1345	развенчания в	1	2
1346	встречаем в	1	2
1347	этой роли	1	2
1348	античной литературы	5	2
1349	так у	1	2
1350	не представляется	1	2
1351	этом же	2	2
1352	от ее	1	2
1353	гораздо более	2	2
1354	за несколько	1	2
1355	с это	1	2
1356	и столь	3	2
1357	то оно	1	2
1358	содержится в	1	2
1359	вокруг этого	1	2
1360	собой в	2	2
1361	по прозвищу	1	2
1362	не стремится	1	2
1363	в реальном	1	2
1364	по содержанию	5	2
1365	пор остается	1	2
1366	об их	1	2
1367	связывается с	1	2
1368	напомнить что	1	2
1369	что под	1	2
1370	из уст	1	2
1371	и по-видимому	1	2
1372	выражение и	1	2
1373	встречается в	1	2
1374	по ее	1	2
1375	всего его	1	2
1376	в комедиях	13	2
1377	а только	1	2
1378	нельзя недооценивать	1	2
1379	и отдельные	1	2
1380	с радостью	1	2
1381	необходимость в	1	2
1382	внешней и	3	2
1383	в пьесе	1	2
1384	значительное место	2	2
1385	и фигура	1	2
1386	игры слов	1	2
1387	с традициями	1	2
1388	объясняется и	1	2
1389	идет в	1	2
1390	но зато	1	2
1391	не приходится	1	2
1392	в комедии	36	2
1393	на стороне	1	2
1394	ко времени	3	2
1395	но без	1	2
1396	с людьми	1	2
1397	но чем	1	2
1398	бы его	1	2
1399	существующего строя	1	2
1400	от которой	2	2
1401	условия для	1	2
1402	объектом осмеяния	1	2
1403	которое мы	1	2
1404	широких кругов	1	2
1405	у плутарха	1	2
1406	за все	1	2
1407	случаев не	1	2
1408	обращается к	1	2
1409	там они	1	2
1410	лет спустя	2	2
1411	в состав	2	2
1412	в столь	1	2
1413	самым существенным	1	2
1414	его с	2	2
1415	время только	1	2
1416	же образом	1	2
1417	в науке	1	2
1418	не обходится	2	2
1419	приблизился к	1	2
1420	филологов и	1	2
1421	если не	1	2
1422	xviii в	1	2
1423	не более	2	2
1424	и чрезвычайно	1	2
1425	границу между	1	2
1426	не делает	1	2
1427	за свое	2	2
1428	чтобы убедиться	1	2
1429	мог не	1	2
1430	совпадает с	1	2
1431	знали что	1	2
1432	пира в	1	2
1433	современной ему	1	2
1434	в современном	1	2
1435	в середине	5	2
1436	том насколько	2	2
1437	спускается в	1	2
1438	действия и	1	2
1439	ко всей	1	2
1440	соответствии с	2	2
1441	этого нет	1	2
1442	время не	1	2
1443	и служит	1	2
1444	мог бы	3	2
1445	со словом	1	2
1446	где бы	1	2
1447	прибегает к	1	2
1448	в обоих	3	2
1449	было у	1	2
1450	общественное значение	1	2
1451	в названных	1	2
1452	в коем	1	2
1453	не больше	1	2
1454	vii века	1	2
1455	с участием	5	2
1456	в могилу	1	2
1457	бы на	1	2
1458	катастрофы и	1	2
1459	что теперь	1	2
1460	в средней	3	2
1461	в честь	3	2
1462	эта часть	1	2
1463	богатство и	1	2
1464	характеризует как	1	2
1465	затем и	2	2
1466	и единственного	1	2
1467	этого не	1	2
1468	что к	2	2
1469	этом что	2	2
1470	власть в	3	2
1471	понимать как	1	2
1472	мира а	1	2
1473	площадях и	1	2
1474	не столь	2	2
1475	эпизод в	1	2
1476	другом случае	1	2
1477	общественной жизни	2	2
1478	в юности	1	2
1479	он понимал	1	2
1480	были две	1	2
1481	возникновения и	1	2
1482	чем объяснить	1	2
1483	так называемой	3	2
1484	этой комедии	5	2
1485	войну и	1	2
1486	от всяких	1	2
1487	а из	2	2
1488	комедии в	12	2
1489	слова с	1	2
1490	пор не	1	2
1491	дело доходит	1	2
1492	несколько раз	2	2
1493	с кем	1	2
1494	имеет свои	1	2
1495	и всех	1	2
1496	и самой	1	2
1497	которой можно	1	2
1498	при таком	1	2
1499	речь и	1	2
1500	от времени	1	2
1501	этих словах	1	2
1502	политики и	2	2
1503	ее содержание	1	2
1504	принадлежали к	1	2
1505	иногда даже	1	2
1506	как для	1	2
1507	пути к	1	2
1508	и произведениях	1	2
1509	еще несколько	1	1
1510	о некоем	1	1
1511	к действительности	1	1
1512	было показано	1	1
1513	идти на	1	1
1514	в александрии	1	1
1515	в душе	1	1
1516	г за	1	1
1517	в малейшей	1	1
1518	главного в	1	1
1519	только что	2	1
1520	изменилось и	1	1
1521	что два	1	1
1522	нечто подобное	1	1
1523	но функции	1	1
1524	а у	3	1
1525	найдена в	1	1
1526	следует что	1	1
1527	была либо	1	1
1528	является в	1	1
1529	и осознание	1	1
1530	сам автор	3	1
1531	в последние	2	1
1532	он захватил	1	1
1533	вообще одна	1	1
1534	же году	1	1
1535	женщина могла	1	1
1536	к жанру	1	1
1537	древняя аттическая	2	1
1538	около г	3	1
1539	них почти	1	1
1540	оно все	1	1
1541	и действиях	1	1
1542	как было	1	1
1543	приобщиться к	1	1
1544	комический эффект	3	1
1545	этим объясняется	3	1
1546	легла в	1	1
1547	одновременно не	1	1
1548	всю историю	1	1
1549	в мыслях	1	1
1550	и всяким	1	1
1551	и чувством	1	1
1552	получил в	1	1
1553	и позже	1	1
1554	с горечью	1	1
1555	существенное различие	1	1
1556	им по	1	1
1557	и опять	4	1
1558	каким образом	1	1
1559	часть этих	1	1
1560	часто эти	1	1
1561	отсюда у	1	1
1562	уже на	1	1
1563	из всего	2	1
1564	в ноги	1	1
1565	облике и	1	1
1566	из комедий	5	1
1567	самого и	1	1
1568	в соответствии	2	1
1569	настаивает на	1	1
1570	драмы в	1	1
1571	прошлого века	1	1
1572	получившего право	1	1
1573	за ней	1	1
1574	притом очень	1	1
1575	войнами между	1	1
1576	из героев	1	1
1577	борьба за	1	1
1578	отцов с	1	1
1579	в форму	2	1
1580	которые шли	1	1
1581	историю в	1	1
1582	его считали	1	1
1583	в древности	2	1
1584	ход действия	1	1
1585	жизни к	1	1
1586	примеров этого	1	1
1587	либо вовсе	1	1
1588	природой человека	1	1
1589	свое влияние	1	1
1590	знаем и	1	1
1591	сложившихся в	1	1
1592	война с	1	1
1593	этом празднике	1	1
1594	темы и	1	1
1595	последних лет	1	1
1596	и комедия	1	1
1597	вопрос о	5	1
1598	были с	1	1
1599	не встречаем	1	1
1600	служит для	1	1
1601	она могла	1	1
1602	направленная против	1	1
1603	сорок лет	2	1
1604	еще две	1	1
1605	был тот	1	1
1606	в нескольких	2	1
1607	комические маски	1	1
1608	даже те	1	1
1609	он помогает	1	1
1610	представляет собой	1	1
1611	из числа	6	1
1612	и скромностью	1	1
1613	по богатству	1	1
1614	начал писать	1	1
1615	с традиционными	1	1
1616	положительных или	1	1
1617	с трудом	1	1
1618	о совершенно	1	1
1619	даже самых	2	1
1620	а всего	1	1
1621	для защиты	1	1
1622	достаточно сказать	1	1
1623	борьбе с	1	1
1624	им от	1	1
1625	а между	1	1
1626	в ранних	2	1
1627	что же	2	1
1628	явления которые	1	1
1629	яркий пример	1	1
1630	отношений с	1	1
1631	же его	1	1
1632	на уровень	1	1
1633	хотел сказать	1	1
1634	в когда	4	1
1635	литературного творчества	1	1
1636	в безопасности	1	1
1637	утверждал что	1	1
1638	стариков и	1	1
1639	является конечно	1	1
1640	же так	1	1
1641	в подземное	1	1
1642	на себе	1	1
1643	затем в	2	1
1644	замечает что	1	1
1645	люди знатные	1	1
1646	по которым	6	1
1647	а сам	2	1
1648	политической жизни	1	1
1649	это что	1	1
1650	систему его	2	1
1651	его помощью	1	1
1652	из трех	2	1
1653	до нашей	1	1
1654	коль скоро	2	1
1655	прямо указывает	1	1
1656	шаг вперед	1	1
1657	даже у	1	1
1658	нет никаких	1	1
1659	чем это	2	1
1660	раз на	3	1
1661	всю вторую	1	1
1662	быта и	1	1
1663	из пепла	1	1
1664	не найдем	1	1
1665	римской империи	2	1
1666	относят к	1	1
1667	пристрастие к	1	1
1668	это целая	1	1
1669	оснований предполагать	1	1
1670	лишь тогда	1	1
1671	совершенно определенную	1	1
1672	какое влияние	1	1
1673	сущности одна	1	1
1674	и основательно	1	1
1675	возвращение к	1	1
1676	а наоборот	1	1
1677	похожи на	2	1
1678	не слишком	1	1
1679	жизни так	2	1
1680	действию в	1	1
1681	своему содержанию	1	1
1682	еще больше	1	1
1683	творчестве в	1	1
1684	правды с	1	1
1685	сравнить с	1	1
1686	за всех	1	1
1687	с новой	2	1
1688	времени их	1	1
1689	всех остальных	2	1
1690	элементов и	1	1
1691	однако этот	1	1
1692	с тех	1	1
1693	древнеаттической комедии	4	1
1694	с половиной	1	1
1695	сценка с	1	1
1696	с известной	2	1
1697	из названных	1	1
1698	ярко выраженный	1	1
1699	отклик на	2	1
1700	как единственного	1	1
1701	второстепенные персонажи	1	1
1702	следующем году	1	1
1703	бы только	1	1
1704	создаваемый им	1	1
1705	за основу	1	1
1706	на конях	1	1
1707	почему его	1	1
1708	довольства и	1	1
1709	этим и	2	1
1710	по аналогии	1	1
1711	оружием в	2	1
1712	торжество и	1	1
1713	это картина	1	1
1714	женщины на	1	1
1715	государства и	2	1
1716	на характер	1	1
1717	порождает и	1	1
1718	под его	1	1
1719	и писатели	1	1
1720	в вольную	1	1
1721	только усиливала	1	1
1722	дома в	2	1
1723	лет до	1	1
1724	и уступала	1	1
1725	по одному	2	1
1726	и занятия	2	1
1727	сознания как	1	1
1728	в явление	1	1
1729	заимствованные из	1	1
1730	защиты и	1	1
1731	сожаление что	1	1
1732	этой целью	2	1
1733	частной жизни	1	1
1734	на праздниках	1	1
1735	было устроено	1	1
1736	широкие перспективы	1	1
1737	отрывки из	4	1
1738	понятий и	1	1
1739	об античной	1	1
1740	войне и	1	1
1741	осмеяния и	2	1
1742	были конечно	1	1
1743	участию в	1	1
1744	как составная	1	1
1745	люди и	1	1
1746	этого ряда	1	1
1747	был назван	1	1
1748	героя и	1	1
1749	в наше	1	1
1750	яств и	1	1
1751	которые и	1	1
1752	не один	2	1
1753	время осады	1	1
1754	обычно на	1	1
1755	остается на	1	1
1756	и признание	1	1
1757	остаться в	3	1
1758	реакции на	2	1
1759	себе на	1	1
1760	и силами	1	1
1761	появление в	1	1
1762	был построен	1	1
1763	отношения с	2	1
1764	родился в	1	1
1765	или от	1	1
1766	уже несколько	1	1
1767	почти каждый	1	1
1768	знаешь ли	1	1
1769	и фантастические	1	1
1770	типов или	1	1
1771	выходят за	1	1
1772	предназначены для	1	1
1773	в вину	1	1
1774	действующего лица	2	1
1775	произведениях и	1	1
1776	появиться на	1	1
1777	известны в	1	1
1778	даже самого	1	1
1779	его приняли	1	1
1780	всю жизнь	1	1
1781	раскрывается с	1	1
1782	в несравненно	1	1
1783	часть в	1	1
1784	с комической	1	1
1785	отнюдь не	2	1
1786	с величайшей	1	1
1787	до начала	5	1
1788	роль троянского	1	1
1789	в число	3	1
1790	сложнее обстоит	1	1
1791	вызвать у	1	1
1792	еще одно	1	1
1793	действующими лицами	1	1
1794	концы с	1	1
1795	г как	2	1
1796	доказывает что	2	1
1797	и гипербол	1	1
1798	от греческого	1	1
1799	всех вещей	2	1
1800	этому времени	3	1
1801	и против	1	1
1802	к индивидуальным	1	1
1803	по всем	2	1
1804	философы и	1	1
1805	жанра и	1	1
1806	в подарок	1	1
1807	к древнейшему	2	1
1808	начале нашего	1	1
1809	вместе со	1	1
1810	доказательства этому	1	1
1811	целого ряда	1	1
1812	чувствует свое	1	1
1813	действует в	1	1
1814	и художественные	1	1
1815	бы привести	1	1
1816	из отдельных	1	1
1817	в живых	1	1
1818	социального положения	1	1
1819	человека во	1	1
1820	хотя эти	1	1
1821	сводится к	1	1
1822	разговоре с	1	1
1823	перед ними	2	1
1824	т i	1	1
1825	из комедии	11	1
1826	под этим	1	1
1827	один человек	1	1
1828	был благороден	1	1
1829	с он	1	1
1830	и одной	1	1
1831	гг и	1	1
1832	эти годы	2	1
1833	сатира на	1	1
1834	с целью	2	1
1835	землю как	1	1
1836	ведущие к	1	1
1837	еще с	1	1
1838	и будет	1	1
1839	обоих случаях	3	1
1840	его также	1	1
1841	него либо	1	1
1842	к которым	1	1
1843	и пока	1	1
1844	в памяти	1	1
1845	в в	8	1
1846	лицами и	1	1
1847	с такими	1	1
1848	и обнаруживает	1	1
1849	для гостей	1	1
1850	не приводит	1	1
1851	художественного мышления	4	1
1852	и т	11	1
1853	это убеждение	2	1
1854	уважение к	1	1
1855	у платона	1	1
1856	не знали	1	1
1857	был первым	1	1
1858	говорить и	1	1
1859	одно существенное	1	1
1860	намеков на	1	1
1861	при общем	1	1
1862	он гонит	1	1
1863	того на	1	1
1864	из духовной	1	1
1865	аристофана в	5	1
1866	власти на	1	1
1867	так уже	1	1
1868	всех оценок	1	1
1869	типов но	1	1
1870	широких кругах	2	1
1871	близости к	1	1
1872	нуждаясь в	1	1
1873	было сделать	1	1
1874	более чем	4	1
1875	мира как	1	1
1876	близости или	1	1
1877	и независимо	1	1
1878	повлек за	1	1
1879	тех пор	2	1
1880	и теперь	3	1
1881	приводит в	1	1
1882	отношении к	1	1
1883	v веке	2	1
1884	плутарха и	1	1
1885	от других	1	1
1886	мнение о	1	1
1887	на основании	7	1
1888	не принято	1	1
1889	дня и	1	1
1890	не заметил	1	1
1891	v с	1	1
1892	никаких оснований	1	1
1893	площади были	1	1
1894	г вот	1	1
1895	состоит в	1	1
1896	впервые только	1	1
1897	его поведение	1	1
1898	протеста против	1	1
1899	которые его	1	1
1900	в данной	1	1
1901	источника для	1	1
1902	или отрицательных	1	1
1903	их образов	1	1
1904	происходит их	1	1
1905	небом и	2	1
1906	отвадить от	1	1
1907	с концами	1	1
1908	пришли на	1	1
1909	только потому	2	1
1910	так построен	1	1
1911	же ты	1	1
1912	в год	1	1
1913	известных нам	1	1
1914	а напротив	1	1
1915	другого и	1	1
1916	этой маленькой	1	1
1917	направлены на	1	1
1918	и какой	1	1
1919	чувством нового	1	1
1920	конца и	1	1
1921	писателей и	1	1
1922	пришли к	1	1
1923	политической сатиры	1	1
1924	v а	1	1
1925	объясняется что	1	1
1926	est de	1	1
1927	драматические представления	1	1
1928	тирсо де	1	1
1929	зрителей то	1	1
1930	до последних	1	1
1931	хотя у	1	1
1932	искать в	3	1
1933	были заново	1	1
1934	чем-то исключительным	1	1
1935	находились в	1	1
1936	которых говорится	1	1
1937	легенде о	1	1
1938	стоит только	1	1
1939	чисто бытовых	1	1
1940	для внутреннего	1	1
1941	же кто	1	1
1942	его временным	1	1
1943	заново открыты	1	1
1944	все равно	1	1
1945	особенно его	1	1
1946	вещей от	1	1
1947	течение всей	1	1
1948	комического а	1	1
1949	в свои	4	1
1950	самых важных	1	1
1951	двадцатых годов	2	1
1952	жары и	1	1
1953	к молодому	1	1
1954	которые как	1	1
1955	как впрочем	1	1
1956	родном городе	1	1
1957	отрицать что	2	1
1958	и сыном	1	1
1959	и продолжает	1	1
1960	вместе они	1	1
1961	от рук	1	1
1962	и мелких	1	1
1963	более что	1	1
1964	что против	1	1
1965	в любом	3	1
1966	этот раз	5	1
1967	но нельзя	1	1
1968	а их	2	1
1969	если они	3	1
1970	можно выразить	1	1
1971	его отец	1	1
1972	в законном	1	1
1973	их слух	1	1
1974	и людей	2	1
1975	что им	1	1
1976	по тем	1	1
1977	достаточной степени	1	1
1978	переводе это	1	1
1979	не принимает	1	1
1980	со времени	1	1
1981	и объясняются	1	1
1982	о роли	1	1
1983	было нельзя	1	1
1984	далекой от	1	1
1985	человека не	1	1
1986	эти же	1	1
1987	вмешивающейся в	1	1
1988	и серьезного	1	1
1989	всему народу	1	1
1990	брань по	1	1
1991	буквальном смысле	1	1
1992	и внешних	1	1
1993	того или	1	1
1994	бедного человека	1	1
1995	сам не	1	1
1996	шесть раз	1	1
1997	действительности но	1	1
1998	же от	1	1
1999	ей в	1	1
2000	случае если	1	1
2001	которые очень	1	1
2002	наконец по	1	1
2003	в городах	1	1
2004	отвечает что	1	1
2005	лучше всего	1	1
2006	против нее	1	1
2007	отношении является	1	1
2008	пока в	2	1
2009	чтобы я	1	1
2010	не исключено	1	1
2011	этой пьесе	1	1
2012	своему сыну	1	1
2013	на меня	1	1
2014	а по	1	1
2015	других авторов	3	1
2016	одежду и	1	1
2017	чтобы потом	1	1
2018	на четыре	1	1
2019	исключительно важный	1	1
2020	начала с	1	1
2021	жизни нашего	1	1
2022	веры в	1	1
2023	и римской	1	1
2024	хотя она	1	1
2025	у нашего	1	1
2026	к эпохе	2	1
2027	означает что	2	1
2028	из дошедших	1	1
2029	первой группе	1	1
2030	идет о	5	1
2031	нему же	1	1
2032	или еще	1	1
2033	общественные пороки	1	1
2034	люди не	1	1
2035	и ближайших	1	1
2036	в большой	1	1
2037	на путь	1	1
2038	в ходе	1	1
2039	мы бы	1	1
2040	течение всего	1	1
2041	к участию	1	1
2042	в голову	1	1
2043	них-то и	1	1
2044	его до	2	1
2045	шекспировского фальстафа	1	1
2046	для своих	1	1
2047	суда и	1	1
2048	все еще	1	1
2049	грамматики и	1	1
2050	и относительно	1	1
2051	комедии к	5	1
2052	вкусом которые	1	1
2053	не имеющий	1	1
2054	премудрость с	1	1
2055	в разговоре	1	1
2056	к совершенно	1	1
2057	и обычных	1	1
2058	это подтверждается	1	1
2059	не воспринимались	1	1
2060	любви и	1	1
2061	все внимание	1	1
2062	действия вокруг	1	1
2063	богатого и	1	1
2064	несомненно что	1	1
2065	мира мир	1	1
2066	его участников	1	1
2067	морем и	1	1
2068	законном браке	1	1
2069	у аристофана	8	1
2070	многое в	1	1
2071	этих событий	1	1
2072	надежного и	1	1
2073	исходя из	1	1
2074	изображение в	1	1
2075	что был	1	1
2076	или по	3	1
2077	по плану	1	1
2078	написал не	1	1
2079	герцен и	1	1
2080	жалобы и	1	1
2081	часть пьесы	1	1
2082	был сборник	1	1
2083	которой они	1	1
2084	не вызывает	1	1
2085	по общему	1	1
2086	по свидетельству	3	1
2087	с утра	1	1
2088	остановиться на	2	1
2089	ты не	1	1
2090	народ и	1	1
2091	античной комедии	2	1
2092	и постоянных	1	1
2093	сторон этой	1	1
2094	собой разумеется	1	1
2095	в широких	2	1
2096	тысячи лет	1	1
2097	из многочисленных	1	1
2098	между небом	2	1
2099	среди других	1	1
2100	научная литература	1	1
2101	является время	1	1
2102	заботится о	1	1
2103	он имеет	1	1
2104	не следует	2	1
2105	имеет для	1	1
2106	тридцати двух	1	1
2107	можно понять	1	1
2108	во ii	1	1
2109	герои и	1	1
2110	к более	1	1
2111	найти еще	1	1
2112	и философия	1	1
2113	могла дать	1	1
2114	родных мест	1	1
2115	их за	1	1
2116	почти ни	1	1
2117	и оттенки	1	1
2118	для их	3	1
2119	выходит далеко	1	1
2120	здесь первая	1	1
2121	обращение к	1	1
2122	соединение в	1	1
2123	в театральном	1	1
2124	представляла собой	1	1
2125	одно время	1	1
2126	природы в	1	1
2127	влияние оказали	1	1
2128	бы однако	1	1
2129	приводит все	1	1
2130	всегда с	1	1
2131	характерно при	1	1
2132	восходит к	4	1
2133	ii веке	1	1
2134	на очень	1	1
2135	два с	1	1
2136	последние три	1	1
2137	ее у	1	1
2138	каждого праздника	1	1
2139	существенно изменилось	1	1
2140	нам по	1	1
2141	кем не	1	1
2142	вся его	1	1
2143	уже о	4	1
2144	следует остановиться	1	1
2145	подземное царство	1	1
2146	все прочее	1	1
2147	он получает	1	1
2148	которым в	1	1
2149	шла о	1	1
2150	приходит к	1	1
2151	этому мы	1	1
2152	и называлось	1	1
2153	дошли до	1	1
2154	если им	1	1
2155	связан в	1	1
2156	половине vii	1	1
2157	так мы	1	1
2158	убедиться в	1	1
2159	я думаю	2	1
2160	силу в	1	1
2161	среди них	1	1
2162	хуже чем	2	1
2163	исключение составляют	1	1
2164	гетеры и	1	1
2165	по случаю	3	1
2166	по которой	1	1
2167	тех случаях	1	1
2168	как правило	5	1
2169	власть на	1	1
2170	следующим образом	1	1
2171	объяснение в	1	1
2172	две причины	1	1
2173	вошедших в	1	1
2174	есть по	1	1
2175	еще одна	1	1
2176	материал в	1	1
2177	как результат	1	1
2178	исходит из	1	1
2179	и комедии	2	1
2180	по объему	1	1
2181	с именем	1	1
2182	воли и	1	1
2183	речь о	2	1
2184	стремлением к	1	1
2185	не получает	1	1
2186	форм комического	1	1
2187	имеется довольно	1	1
2188	творчестве не	1	1
2189	или лучше	1	1
2190	едва ли	16	1
2191	он считал	1	1
2192	и взять	1	1
2193	заимствует у	1	1
2194	концов в	1	1
2195	являются ее	1	1
2196	уже упоминавшаяся	1	1
2197	жителей всех	1	1
2198	шаги на	1	1
2199	не противоречит	1	1
2200	ее была	1	1
2201	в обеих	3	1
2202	отдельные его	1	1
2203	почти совсем	1	1
2204	в поисках	1	1
2205	до эпохи	1	1
2206	перспективы и	1	1
2207	и легко	1	1
2208	обычно к	1	1
2209	его себе	1	1
2210	была большая	1	1
2211	обычно не	1	1
2212	него самого	1	1
2213	обстояло дело	1	1
2214	бытовом плане	1	1
2215	тем не	3	1
2216	по мнению	2	1
2217	аналогии с	2	1
2218	почти нет	1	1
2219	богатым и	1	1
2220	был применен	1	1
2221	и никакой	1	1
2222	спустя после	3	1
2223	даже на	1	1
2224	из людей	1	1
2225	в зависимости	1	1
2226	в ожидании	1	1
2227	не говорит	1	1
2228	и справедливости	1	1
2229	стихи на	1	1
2230	открытым небом	1	1
2231	вовлеченными в	1	1
2232	форме эта	1	1
2233	первую очередь	6	1
2234	же для	1	1
2235	или хотя	1	1
2236	отчего же	1	1
2237	эта сцена	1	1
2238	происходит и	1	1
2239	речь шла	1	1
2240	как видим	2	1
2241	слово здесь	1	1
2242	и страх	1	1
2243	лучшие времена	1	1
2244	ему же	1	1
2245	как абсолютный	1	1
2246	если эти	1	1
2247	позволяют нам	1	1
2248	других современных	1	1
2249	для трех	1	1
2250	и одностороннее	1	1
2251	от литературы	1	1
2252	что стало	1	1
2253	что исторический	1	1
2254	вот на	1	1
2255	iv в	36	1
2256	возможности для	1	1
2257	же касается	1	1
2258	для подготовки	1	1
2259	если ему	1	1
2260	мы употребляем	1	1
2261	влияния в	1	1
2262	могло бы	1	1
2263	указывая что	1	1
2264	и дал	1	1
2265	и своей	1	1
2266	чтобы понять	1	1
2267	два противоположных	1	1
2268	в поход	1	1
2269	и автору	1	1
2270	царей в	1	1
2271	материалом для	1	1
2272	античных авторов	3	1
2273	как следует	1	1
2274	действия в	1	1
2275	центром вокруг	1	1
2276	де молина	1	1
2277	земле и	1	1
2278	не пытался	1	1
2279	со многими	1	1
2280	здесь она	1	1
2281	за столом	1	1
2282	к новым	1	1
2283	человека который	1	1
2284	и различных	1	1
2285	было только	2	1
2286	по другому	1	1
2287	всей этой	1	1
2288	огромное количество	1	1
2289	устроено пиршество	1	1
2290	них носили	1	1
2291	i с	4	1
2292	к ее	2	1
2293	составная часть	1	1
2294	важно что	3	1
2295	чтобы проверить	1	1
2296	рассматривали как	1	1
2297	какой мере	1	1
2298	с большой	1	1
2299	же источники	1	1
2300	не зная	1	1
2301	оба они	1	1
2302	и каждый	1	1
2303	из пролога	2	1
2304	их к	3	1
2305	наконец из	2	1
2306	в достаточной	1	1
2307	свадьбы с	1	1
2308	образа жизни	1	1
2309	для пира	1	1
2310	удар по	3	1
2311	из фрагментов	2	1
2312	шаг к	1	1
2313	почти всех	1	1
2314	с которым	1	1
2315	а вслед	1	1
2316	столь же	9	1
2317	еще остается	1	1
2318	на празднестве	1	1
2319	чаще всего	3	1
2320	в ходу	1	1
2321	о войне	1	1
2322	его влияние	1	1
2323	платон в	3	1
2324	речи о	1	1
2325	или иного	1	1
2326	его времени	1	1
2327	не одна	1	1
2328	каждого из	2	1
2329	войны не	1	1
2330	нее не	1	1
2331	наше время	2	1
2332	друзья его	1	1
2333	то для	1	1
2334	были бы	1	1
2335	всех отношениях	1	1
2336	средством для	1	1
2337	предложение и	1	1
2338	романа с	1	1
2339	не нашел	1	1
2340	для античных	1	1
2341	одном случае	1	1
2342	как таковой	1	1
2343	был очень	1	1
2344	в традиционный	1	1
2345	либо просто	1	1
2346	времени от	1	1
2347	по замыслу	1	1
2348	смертью за	1	1
2349	в специальном	1	1
2350	с и	5	1
2351	но едва	1	1
2352	на ее	2	1
2353	пока же	2	1
2354	с развитием	1	1
2355	от человека	1	1
2356	для себя	2	1
2357	городской площади	1	1
2358	и одно	1	1
2359	еду на	1	1
2360	особенно показательны	1	1
2361	под открытым	1	1
2362	была направлена	3	1
2363	встречаем у	2	1
2364	два основных	1	1
2365	нашего времени	1	1
2366	заключение что	1	1
2367	времени когда	1	1
2368	и землей	2	1
2369	он почти	1	1
2370	наконец ряд	1	1
2371	имена нарицательные	1	1
2372	выступает не	1	1
2373	отдали дань	1	1
2374	чтобы установить	1	1
2375	котором каждый	1	1
2376	наиболее известных	1	1
2377	оказывается в	1	1
2378	для каждого	1	1
2379	претендует на	1	1
2380	если это	2	1
2381	общественного строя	1	1
2382	судить по	3	1
2383	был одним	1	1
2384	но основная	1	1
2385	словом у	1	1
2386	и мелкие	3	1
2387	в шесть	1	1
2388	граждан в	1	1
2389	образов служит	1	1
2390	также направлены	1	1
2391	родить и	1	1
2392	на узкой	1	1
2393	у одного	1	1
2394	была возможна	1	1
2395	следующие слова	2	1
2396	стало быть	1	1
2397	один пример	1	1
2398	современности в	1	1
2399	в разработке	1	1
2400	вскоре после	2	1
2401	в постоянной	1	1
2402	других менее	1	1
2403	художественный образ	2	1
2404	так здесь	1	1
2405	большого числа	1	1
2406	задачу не	1	1
2407	сначала в	1	1
2408	который с	1	1
2409	была найдена	1	1
2410	нового порядка	1	1
2411	бы с	1	1
2412	пророчеств и	1	1
2413	не имеют	1	1
2414	оставляют в	1	1
2415	который начал	1	1
2416	в платье	1	1
2417	то были	1	1
2418	интересующих нас	1	1
2419	дичи и	1	1
2420	то и	3	1
2421	острый характер	1	1
2422	аттическая комедия	5	1
2423	не дал	1	1
2424	интересный пример	1	1
2425	и другой	1	1
2426	одно понятие	1	1
2427	зависимости от	1	1
2428	ими в	1	1
2429	комедии с	7	1
2430	вернуть мир	1	1
2431	но о	1	1
2432	в рамках	3	1
2433	эта мысль	1	1
2434	какую бы	1	1
2435	впрочем и	2	1
2436	народ в	1	1
2437	его материального	1	1
2438	ему надо	1	1
2439	как участник	1	1
2440	выступает против	2	1
2441	почти одновременно	1	1
2442	судя по	6	1
2443	своего выражения	1	1
2444	в комическом	1	1
2445	актеры в	1	1
2446	автора в	1	1
2447	следующих за	1	1
2448	произведения созданные	1	1
2449	современном смысле	1	1
2450	с текстом	1	1
2451	в делах	1	1
2452	основное содержание	1	1
2453	его лежит	1	1
2454	ответа на	1	1
2455	в состояние	1	1
2456	среди этих	1	1
2457	историческая действительность	1	1
2458	обвинение в	1	1
2459	к целому	1	1
2460	тенденции к	1	1
2461	менее известных	1	1
2462	в собрании	1	1
2463	на искусство	1	1
2464	до трех	1	1
2465	то она	1	1
2466	в сознании	4	1
2467	распространение в	1	1
2468	маска и	1	1
2469	содержатся в	1	1
2470	прямое обращение	1	1
2471	этого же	1	1
2472	и богатая	1	1
2473	и первой	1	1
2474	месте в	1	1
2475	бы сравнить	1	1
2476	он произвел	1	1
2477	театральных представлений	1	1
2478	наиболее ярко	1	1
2479	резко выступает	1	1
2480	представления и	1	1
2481	чуть ли	2	1
2482	с меньшим	1	1
2483	высшей степени	1	1
2484	что автор	1	1
2485	близок к	1	1
2486	на положение	1	1
2487	известные нам	1	1
2488	представленная в	2	1
2489	стояла в	1	1
2490	к индивидуальному	1	1
2491	этой области	2	1
