N	2gram	Bakhtin_Pr	Formalny
1296	это сопоставление	1	1
1297	нем нет	3	1
1298	как только	1	1
1299	развития а	1	1
1300	как стиль	1	1
1301	удельный вес	2	1
1302	развития именно	1	1
1303	а вместе	1	1
1304	это очень	5	1
1305	особым языком	1	1
1306	отражается в	1	1
1307	и образ	1	1
1308	непосредственным влиянием	1	1
1309	бы сказали	1	1
1310	и оформления	1	1
1311	можем говорить	2	1
1312	различных жизненных	1	1
1313	понятно что	1	1
1314	литературе вовсе	1	1
1315	ней только	1	1
1316	европейского романа	3	1
1317	на этой	2	1
1318	не существует	1	1
1319	которые мы	3	1
1320	философская идея	1	1
1321	литературы вся	1	1
1322	речь то	1	1
1323	видеть и	3	1
1324	и такие	1	1
1325	и человеческой	2	1
1326	мировоззрения с	1	1
1327	вне его	1	1
1328	эти идеи	1	1
1329	именно такое	1	1
1330	силы и	2	1
1331	своей природе	4	1
1332	служит здесь	1	1
1333	от лица	1	1
1334	конечно что	1	1
1335	представления о	3	1
1336	и идеологической	1	1
1337	литературы непосредственно	1	1
1338	но эти	3	1
1339	из жизни	1	1
1340	тело и	2	1
1341	серьезной и	1	1
1342	существенным и	1	1
1343	вот почему	1	1
1344	чисто лингвистических	2	1
1345	оно как	1	1
1346	существенное значение	3	1
1347	не произведения	1	1
1348	к своей	1	1
1349	но вся	2	1
1350	и той	4	1
1351	стерна и	1	1
1352	положений и	3	1
1353	она еще	1	1
1354	свое единство	1	1
1355	перескакивает через	2	1
1356	мы все	2	1
1357	всего как	1	1
1358	этого жанра	17	1
1359	всякий язык	1	1
1360	свести концы	1	1
1361	некоторые элементы	1	1
1362	поколений и	1	1
1363	людей и	6	1
1364	а между	3	1
1365	его художественная	1	1
1366	укладываются в	1	1
1367	разных сторон	1	1
1368	литературе нет	1	1
1369	его по	2	1
1370	уже и	1	1
1371	не вполне	1	1
1372	не что	1	1
1373	самому ему	1	1
1374	углом зрения	4	1
1375	от своей	2	1
1376	способный проникать	1	1
1377	глубину и	1	1
1378	даже с	1	1
1379	иногда прямо	2	1
1380	близки к	2	1
1381	может стремиться	1	1
1382	характерной для	1	1
1383	самом высказывании	1	1
1384	жанровой разновидности	1	1
1385	неизбежно должны	1	1
1386	сложное и	1	1
1387	эти жанровые	1	1
1388	и еще	2	1
1389	здесь несколько	1	1
1390	высказывания даже	2	1
1391	но этот	2	1
1392	всегда и	3	1
1393	второй половины	2	1
1394	слову и	1	1
1395	не меньшее	1	1
1396	художественном творчестве	1	1
1397	оказывается перед	1	1
1398	слов о	3	1
1399	дистанция между	1	1
1400	самых форм	1	1
1401	не становится	1	1
1402	литературы уже	1	1
1403	поэтому все	2	1
1404	моментом в	1	1
1405	по которой	1	1
1406	без всякого	1	1
1407	жизни как	4	1
1408	для всей	1	1
1409	наряду с	6	1
1410	социальные и	1	1
1411	с каким-то	1	1
1412	первостепенное значение	2	1
1413	должно ощущаться	1	1
1414	словом для	1	1
1415	подошли к	1	1
1416	смысле не	2	1
1417	нами понимание	1	1
1418	образом как	1	1
1419	чуткое ухо	1	1
1420	только во	1	1
1421	слова их	1	1
1422	или если	1	1
1423	и осмысление	1	1
1424	что все	3	1
1425	конечно глубоко	1	1
1426	и вступает	1	1
1427	он использовал	1	1
1428	необходимо остановиться	1	1
1429	можем сказать	1	1
1430	иным как	1	1
1431	ее не	1	1
1432	из самой	1	1
1433	на предмет	5	1
1434	у этих	1	1
1435	становится условной	1	1
1436	а следовательно	2	1
1437	в отдельных	1	1
1438	далее неизбежно	1	1
1439	и стать	1	1
1440	действие романа	1	1
1441	вопрос и	1	1
1442	как будто	3	1
1443	но там	2	1
1444	основное и	1	1
1445	пределах данного	1	1
1446	одно это	1	1
1447	крайней мере	2	1
1448	творчестве не	1	1
1449	действительно в	1	1
1450	с разных	1	1
1451	тенденция как	1	1
1452	того о	1	1
1453	первого периода	1	1
1454	действительности их	1	1
1455	представить себе	1	1
1456	этих моментов	1	1
1457	несколько слов	3	1
1458	метод он	1	1
1459	с легким	1	1
1460	и обряды	1	1
1461	значение все	1	1
1462	самостоятельное значение	1	1
1463	него как	4	1
1464	все здесь	3	1
1465	прием в	1	1
1466	существу и	1	1
1467	внутреннему значению	1	1
1468	элемент в	1	1
1469	к их	1	1
1470	она и	1	1
1471	сюжет в	1	1
1472	нельзя сказать	2	1
1473	как нам	1	1
1474	таковы все	1	1
1475	здесь нет	2	1
1476	а затем	5	1
1477	эта особенность	1	1
1478	сознания с	1	1
1479	подготовки и	1	1
1480	ему для	1	1
1481	конкретной почве	1	1
1482	она в	1	1
1483	следует сказать	1	1
1484	такой литературы	1	1
1485	несколько иное	1	1
1486	у каждого	1	1
1487	она существенно	1	1
1488	что сама	1	1
1489	конца в	1	1
1490	смысле то	1	1
1491	узком смысле	1	1
1492	есть его	1	1
1493	сущности вовсе	1	1
1494	слов в	1	1
1495	противоречий и	1	1
1496	как нет	1	1
1497	или иными	1	1
1498	знаковом материале	1	1
1499	ряда поколений	1	1
1500	этих категорий	1	1
1501	словами всю	1	1
1502	упрощаем и	1	1
1503	по мнению	1	1
1504	и речевых	1	1
1505	характер носит	1	1
1506	слово не	1	1
1507	ее чтобы	1	1
1508	всего поражает	1	1
1509	с нашей	1	1
1510	проникла в	1	1
1511	xix века	2	1
1512	напряженной борьбы	1	1
1513	и никакой	1	1
1514	себе не	1	1
1515	отрывок из	1	1
1516	он работал	1	1
1517	у него	5	1
1518	по некоторым	1	1
1519	в развитие	1	1
1520	всеми другими	2	1
1521	мировоззрения и	1	1
1522	является чем-то	1	1
1523	этим языком	1	1
1524	все разновидности	1	1
1525	первая часть	1	1
1526	находятся и	1	1
1527	абсолютно новым	1	1
1528	что там	1	1
1529	живет и	1	1
1530	и говорят	1	1
1531	о диалогической	3	1
1532	ее развития	1	1
1533	могли оказать	1	1
1534	героя с	1	1
1535	для историка	1	1
1536	с духом	2	1
1537	по основному	1	1
1538	полемики с	2	1
1539	этого по	1	1
1540	на себя	3	1
1541	на одну	1	1
1542	ведь здесь	1	1
1543	всем миром	1	1
1544	он дан	2	1
1545	точном смысле	1	1
1546	времени как	1	1
1547	теории и	1	1
1548	развитие в	2	1
1549	я и	2	1
1550	помимо этого	1	1
1551	мере того	1	1
1552	жанры например	1	1
1553	тон автора	1	1
1554	атмосферы в	1	1
1555	же оно	1	1
1556	своей специфической	1	1
1557	встречается в	1	1
1558	знают и	1	1
1559	себя как	2	1
1560	рядом с	2	1
1561	прямой и	1	1
1562	чем иным	1	1
1563	если эти	1	1
1564	в пределы	1	1
1565	и вещи	1	1
1566	вернемся в	2	1
1567	произведения поэтому	1	1
1568	того и	3	1
1569	раскрыться и	2	1
1570	его жизни	2	1
1571	он знал	2	1
1572	о которых	2	1
1573	в свете	1	1
1574	того он	1	1
1575	язык с	1	1
1576	связанным с	1	1
1577	себе и	2	1
1578	точек зрения	1	1
1579	литературное явление	1	1
1580	о предмете	1	1
1581	сочетать с	1	1
1582	как последнее	1	1
1583	по-видимому уже	3	1
1584	связанная с	2	1
1585	мира все	1	1
1586	и называем	1	1
1587	на себе	1	1
1588	и у	8	1
1589	что их	1	1
1590	нельзя не	1	1
1591	человека а	1	1
1592	автоматизма и	1	1
1593	в нижнем	1	1
1594	некоторых сторон	1	1
1595	как установку	1	1
1596	не при	1	1
1597	остается в	2	1
1598	общение и	1	1
1599	к новой	1	1
1600	были конечно	1	1
1601	они действительно	1	1
1602	о себе	2	1
1603	самое название	1	1
1604	к речи	1	1
1605	не имея	1	1
1606	нами как	1	1
1607	и обновления	3	1
1608	только но	1	1
1609	складываются и	2	1
1610	произведения со	1	1
1611	если оно	3	1
1612	нами случай	1	1
1613	неотъемлемый элемент	1	1
1614	для развития	1	1
1615	и понимает	3	1
1616	это сделать	1	1
1617	границы между	1	1
1618	что даже	1	1
1619	к слову	3	1
1620	и рассматривать	1	1
1621	его своим	1	1
1622	таковы три	1	1
1623	оно строится	1	1
1624	зрения этой	1	1
1625	к роману	1	1
1626	мы говорили	2	1
1627	символы и	1	1
1628	самый процесс	1	1
1629	выразить так	2	1
1630	другой тип	1	1
1631	отличен от	2	1
1632	определенным образом	1	1
1633	другими художественными	1	1
1634	быть адекватно	1	1
1635	то между	2	1
1636	его творчества	12	1
1637	совершенно чуждые	1	1
1638	меняется в	1	1
1639	на самый	1	1
1640	и обособление	1	1
1641	было только	1	1
1642	были связаны	2	1
1643	здесь на	3	1
1644	нашего рассмотрения	1	1
1645	и существенно	1	1
1646	концы с	1	1
1647	можно сделать	1	1
1648	им и	1	1
1649	уже указывали	1	1
1650	других людей	2	1
1651	социальное взаимодействие	1	1
1652	дифференциация и	1	1
1653	является одним	2	1
1654	сделал бы	1	1
1655	которые сами	1	1
1656	содержание но	1	1
1657	ее художественного	1	1
1658	слова без	1	1
1659	его жизнь	2	1
1660	где в	2	1
1661	большое значение	1	1
1662	глубоко миросозерцательный	1	1
1663	это выразить	1	1
1664	человека по	1	1
1665	и затем	1	1
1666	это влияние	2	1
1667	проникнуть в	2	1
1668	по своей	12	1
1669	и единство	1	1
1670	адекватным выражением	1	1
1671	первого и	2	1
1672	говорили что	2	1
1673	с ней	4	1
1674	мы здесь	4	1
1675	другая сторона	1	1
1676	не раз	1	1
1677	его философской	1	1
1678	всего на	1	1
1679	становится как	1	1
1680	и несколько	3	1
1681	или меньшей	6	1
1682	явлением и	1	1
1683	лишь одно	1	1
1684	истории не	1	1
1685	для той	1	1
1686	и глубоко	2	1
1687	и событий	3	1
1688	серьезность и	1	1
1689	нашего анализа	1	1
1690	в идеальном	1	1
1691	и никогда	2	1
1692	вера в	1	1
1693	автора то	1	1
1694	необходимо еще	3	1
1695	оснований для	1	1
1696	они вовсе	1	1
1697	не входят	2	1
1698	условия для	1	1
1699	конечно на	1	1
1700	иногда в	2	1
1701	то у	1	1
1702	когда они	1	1
1703	отдельных произведений	1	1
1704	о его	1	1
1705	обратимся к	1	1
1706	в доме	1	1
1707	но ее	1	1
1708	мысль в	1	1
1709	нашей точки	1	1
1710	через два	3	1
1711	почти всех	1	1
1712	мы будем	3	1
1713	образом в	2	1
1714	например о	1	1
1715	в жанре	3	1
1716	деле это	1	1
1717	ее основные	1	1
1718	этот элемент	1	1
1719	чаще всего	1	1
1720	их отношение	2	1
1721	лингвистика и	1	1
1722	но кроме	1	1
1723	развитие и	1	1
1724	и постоянное	1	1
1725	это совершенно	1	1
1726	выдвинул у	1	1
1727	развития в	1	1
1728	на идеологическую	1	1
1729	явлений никак	1	1
1730	жизни таким	1	1
1731	в последующем	2	1
1732	происходит лишь	1	1
1733	объединить в	1	1
1734	человека но	1	1
1735	нет не	1	1
1736	меньшей степени	6	1
1737	литературе уже	1	1
1738	не показывает	2	1
1739	в одну	1	1
1740	познания в	1	1
1741	дальнейшем развитии	3	1
1742	становится объектом	1	1
1743	отдельных индивидуальных	1	1
1744	самим собою	6	1
1745	возможностей в	1	1
1746	моментом которого	1	1
1747	романа не	1	1
1748	художественной деятельности	1	1
1749	своего рода	7	1
1750	совершенно нового	1	1
1751	для положительного	1	1
1752	мире и	2	1
1753	не мешает	1	1
1754	она дает	1	1
1755	что совершается	1	1
1756	с полной	1	1
1757	в кругу	1	1
1758	стадии своего	2	1
1759	всего того	1	1
1760	было прямым	1	1
1761	а потому	1	1
1762	к лицу	1	1
1763	менее отчетливо	1	1
1764	он уже	1	1
1765	как необходимый	1	1
1766	характерная для	4	1
1767	за ним	1	1
1768	что касается	2	1
1769	как объект	1	1
1770	опирается на	2	1
1771	для романтизма	1	1
1772	и должны	1	1
1773	же самая	1	1
1774	как предмете	1	1
1775	своего собственного	1	1
1776	которые он	1	1
1777	и стиль	1	1
1778	определенной художественной	1	1
1779	слово для	1	1
1780	вот его	1	1
1781	рассказа и	1	1
1782	не чем	1	1
1783	определенным литературным	1	1
1784	освободиться от	1	1
1785	которого оно	2	1
1786	жанры в	1	1
1787	и романа	2	1
1788	дан в	3	1
1789	каждого жанра	1	1
1790	в большом	1	1
1791	тяготеющей к	1	1
1792	и определяли	1	1
1793	нашего времени	1	1
1794	самой жизни	2	1
1795	может развиваться	1	1
1796	из которых	2	1
1797	таковы основные	2	1
1798	в область	2	1
1799	что художественная	1	1
1800	разного рода	1	1
1801	поэтому же	1	1
1802	смысле можно	1	1
1803	и делает	1	1
1804	нельзя дать	1	1
1805	не ставит	1	1
1806	были очень	1	1
1807	то с	1	1
1808	мере и	1	1
1809	значительное влияние	1	1
1810	позиции в	1	1
1811	него нет	1	1
1812	мог стать	1	1
1813	только еще	1	1
1814	слова мы	1	1
1815	и самая	1	1
1816	не произошло	1	1
1817	способ их	1	1
1818	неотделимым от	1	1
1819	плане языка	1	1
1820	с этого	1	1
1821	бульварного романа	2	1
1822	образом во	1	1
1823	и делают	1	1
1824	самим собой	1	1
1825	действительности правда	1	1
1826	притом именно	1	1
1827	двух систем	1	1
1828	и биографического	2	1
1829	наметить лишь	1	1
1830	как чего-то	1	1
1831	так называемый	1	1
1832	о самом	1	1
1833	конкретном и	1	1
1834	пространство и	2	1
1835	он будет	1	1
1836	истины в	1	1
1837	не адекватно	1	1
1838	и роль	1	1
1839	скрытой полемики	1	1
1840	французской литературы	1	1
1841	чисто лингвистические	1	1
1842	и они	4	1
1843	к самым	1	1
1844	как момент	1	1
1845	возможности и	3	1
1846	установок как	1	1
1847	ли не	1	1
1848	тон всему	1	1
1849	ними не	1	1
1850	человека на	1	1
1851	и полнее	1	1
1852	связанные с	3	1
1853	же контекста	1	1
1854	русского романа	1	1
1855	который не	2	1
1856	и мировоззрения	2	1
1857	своего предмета	1	1
1858	этой области	2	1
1859	о котором	1	1
1860	собою в	2	1
1861	сравнению с	6	1
1862	на жанр	1	1
1863	важное значение	2	1
1864	причем одна	1	1
1865	характерна для	4	1
1866	из которого	1	1
1867	литературе о	2	1
1868	знает что	2	1
1869	жанра ведь	1	1
1870	этом его	1	1
1871	на каждом	1	1
1872	самый образ	1	1
1873	непосредственно ни	1	1
1874	как следствие	1	1
1875	каждая новая	1	1
1876	по крайней	2	1
1877	укладывается в	1	1
1878	наконец очень	1	1
1879	самом слове	1	1
1880	показать как	1	1
1881	о единстве	1	1
1882	это тело	1	1
1883	жизни так	1	1
1884	непосредственно и	1	1
1885	такое положение	1	1
1886	касаемся здесь	3	1
1887	основные функции	2	1
1888	же характер	1	1
1889	нет ничего	3	1
1890	и резко	1	1
1891	пародиями на	1	1
1892	большей или	6	1
1893	именно тем	2	1
1894	как целое	1	1
1895	видим что	1	1
1896	жизни между	1	1
1897	слово иногда	1	1
1898	не говорим	1	1
1899	той роли	1	1
1900	тяготеет к	1	1
1901	в слово	3	1
1902	такую же	1	1
1903	и литературы	1	1
1904	да еще	2	1
1905	но здесь	2	1
1906	ее понимает	1	1
1907	виду мы	1	1
1908	лежат в	1	1
1909	по сравнению	6	1
1910	это все	2	1
1911	в зоне	3	1
1912	и поэтому	2	1
1913	препятствия и	1	1
1914	слово по	2	1
1915	особых художественных	1	1
1916	разновидности в	1	1
1917	здесь вовсе	1	1
1918	а через	1	1
1919	глубже и	3	1
1920	все социальные	1	1
1921	в менее	1	1
1922	план и	1	1
1923	не адекватен	1	1
1924	элемента мы	1	1
1925	всюду где	2	1
1926	системе языка	1	1
1927	обрабатывается именно	1	1
1928	и больше	1	1
1929	уже говорили	3	1
1930	здесь очень	2	1
1931	но внутренняя	1	1
1932	очень хорошо	3	1
1933	в первых	1	1
1934	стилистических приемов	1	1
1935	другими элементами	1	1
1936	формой и	1	1
1937	которую он	3	1
1938	вопроса и	1	1
1939	периода и	1	1
1940	и различные	1	1
1941	и замкнутого	1	1
1942	звучит по-разному	1	1
1943	всеми своими	1	1
1944	друга и	1	1
1945	образом по	1	1
1946	в обоих	1	1
1947	найти у	1	1
1948	еще один	1	1
1949	законам и	1	1
1950	в творчестве	8	1
1951	связанной с	1	1
1952	в последующей	1	1
1953	это же	1	1
1954	автора в	2	1
1955	и а	1	1
1956	событие которое	1	1
1957	его специфической	1	1
1958	потом в	1	1
1959	к третьему	1	1
1960	натурализм и	2	1
1961	и там	1	1
1962	самый жанр	1	1
1963	его художественного	3	1
1964	и под	4	1
1965	как человека	1	1
1966	впервые в	3	1
1967	могут лежать	1	1
1968	она может	1	1
1969	еще вернемся	4	1
1970	мог бы	1	1
1971	в жанровые	1	1
1972	отличны от	2	1
1973	этому образу	1	1
1974	значение имеет	2	1
1975	нами два	2	1
1976	и индивидуальные	1	1
1977	в образе	3	1
1978	художественной структуре	1	1
1979	в определенную	1	1
1980	существенным в	1	1
1981	конкретной жизни	1	1
1982	самое ядро	1	1
1983	прямым и	1	1
1984	мысли не	1	1
1985	характерное для	2	1
1986	особенностей данной	1	1
1987	манера мыслить	1	1
1988	это значение	1	1
1989	подчеркнуть что	4	1
1990	брать в	1	1
1991	с концами	1	1
1992	только слово	1	1
1993	его моментов	1	1
1994	след в	1	1
1995	только содержание	1	1
1996	наиболее ярко	1	1
1997	если только	3	1
1998	который и	1	1
1999	только о	1	1
2000	конкретных анализов	1	1
2001	слова от	1	1
2002	внешнее и	1	1
2003	в лоне	1	1
2004	понять и	2	1
2005	должны вступить	1	1
2006	меня не	1	1
2007	всего является	1	1
2008	людей не	1	1
2009	рождается и	1	1
2010	остальной литературы	1	1
2011	почве этого	1	1
2012	и социальных	1	1
2013	же языком	1	1
2014	в своеобразной	1	1
2015	взаимоотношения между	1	1
2016	слова так	1	1
2017	как определенный	1	1
2018	этот термин	1	1
2019	и развивается	1	1
2020	но на	2	1
2021	эта характеристика	1	1
2022	художественного направления	1	1
2023	мир в	1	1
2024	все элементы	1	1
2025	благодаря этому	1	1
2026	сделать и	1	1
2027	того как	4	1
2028	других родственных	1	1
2029	тем он	1	1
2030	не будем	4	1
2031	средствами художественного	1	1
2032	сходятся в	1	1
2033	романа но	3	1
2034	лишь то	1	1
2035	о развитии	1	1
2036	из предшествующего	1	1
2037	еще и	4	1
2038	этих жанровых	1	1
2039	которых он	1	1
2040	в определенных	1	1
2041	мире в	1	1
2042	не выполняет	1	1
2043	а это	2	1
2044	воспринимается не	1	1
2045	положениях и	1	1
2046	необходимо однако	1	1
2047	в жизнь	2	1
2048	что с	1	1
2049	своей обычной	2	1
2050	и тут	2	1
2051	осознает и	1	1
2052	видеть в	1	1
2053	и всегда	2	1
2054	в полном	1	1
2055	в каком-нибудь	1	1
2056	на которой	2	1
2057	богатство и	1	1
2058	лицом к	1	1
2059	с тургеневым	1	1
2060	и странным	1	1
2061	от остальной	1	1
2062	другого но	1	1
2063	образы героев	1	1
2064	к месту	1	1
2065	литературу и	1	1
2066	вовсе нет	2	1
2067	глубоких пластах	1	1
2068	ибо оно	1	1
2069	различия между	1	1
2070	его современности	1	1
2071	часть и	1	1
2072	и литературной	1	1
2073	под тем	1	1
2074	читателя в	1	1
2075	со словами	1	1
2076	одно направление	1	1
2077	же цели	1	1
2078	просто как	1	1
2079	как конкретного	1	1
2080	этого не	1	1
2081	несколько упрощаем	1	1
2082	всякий конец	1	1
2083	слова которые	1	1
2084	и показать	2	1
2085	а также	4	1
2086	этого произведения	3	1
2087	слова но	3	1
2088	и где	1	1
2089	о характере	1	1
2090	ибо все	1	1
2091	через это	2	1
2092	в другую	1	1
2093	время здесь	1	1
2094	определенный предмет	1	1
2095	это еще	2	1
2096	сцен и	1	1
2097	всегда есть	1	1
2098	произведение может	1	1
2099	этого нельзя	1	1
2100	их взаимоотношения	2	1
2101	помощью чисто	2	1
2102	слова слово	1	1
2103	а то	1	1
2104	не опираются	1	1
2105	не задевает	1	1
2106	он один	1	1
2107	между собою	2	1
2108	всех сферах	1	1
2109	этого развития	1	1
2110	своему существу	1	1
2111	положение в	2	1
2112	с той	1	1
2113	отчасти с	1	1
2114	всей художественной	1	1
2115	один момент	1	1
2116	очень большое	1	1
2117	не подлежит	1	1
2118	входящий в	1	1
2119	если и	1	1
2120	есть в	7	1
2121	а их	1	1
2122	можно выразить	1	1
2123	направлениями и	2	1
2124	художественных образов	2	1
2125	которые являются	1	1
2126	дистанцию по	1	1
2127	по своему	6	1
2128	знаком и	1	1
2129	есть уже	1	1
2130	и художественного	1	1
2131	почти всеми	1	1
2132	на возможность	1	1
2133	литературу именно	1	1
2134	конечно эта	1	1
2135	художественном единстве	1	1
2136	логикой в	1	1
2137	можно согласиться	1	1
2138	вследствие чего	1	1
2139	сталкивается с	1	1
2140	об этом	3	1
2141	дело и	2	1
2142	его же	1	1
2143	осмысление в	1	1
2144	на другого	1	1
2145	человечества мы	1	1
2146	и вообще	3	1
2147	очень многие	1	1
2148	не все	1	1
2149	нераздельно слиты	1	1
2150	на них	2	1
2151	тоже не	2	1
2152	как слово	3	1
2153	этого он	1	1
2154	и внешних	1	1
2155	творчества так	1	1
2156	они проникнуты	1	1
2157	быть наиболее	1	1
2158	это конечно	3	1
2159	и человека	5	1
2160	стремиться к	1	1
2161	указывали на	1	1
2162	часто встречается	1	1
2163	контекста и	1	1
2164	которую мы	1	1
2165	с первым	1	1
2166	их развития	1	1
2167	для которых	1	1
2168	в самых	2	1
2169	с какой-то	1	1
2170	в каких-то	1	1
2171	сказ в	1	1
2172	направление и	2	1
2173	так называемой	1	1
2174	с определенной	1	1
2175	также и	5	1
2176	с категорией	1	1
2177	почти полностью	2	1
2178	на всех	1	1
2179	данного жанра	5	1
2180	говорить только	1	1
2181	значение имеют	2	1
2182	степени не	1	1
2183	это проникнуто	1	1
2184	и помимо	1	1
2185	на другое	1	1
2186	пор почти	2	1
2187	отдельного слова	1	1
2188	здесь это	1	1
2189	связана с	3	1
2190	социальную и	1	1
2191	совсем иным	1	1
2192	если такая	1	1
2193	всего его	2	1
2194	есть и	4	1
2195	общем не	1	1
2196	особый тип	2	1
2197	совершенно невозможно	1	1
2198	и элементы	4	1
2199	в начале	2	1
2200	ее формы	1	1
2201	и времени	2	1
2202	пространство в	1	1
2203	тем так	1	1
2204	рассказа как	1	1
2205	можно найти	1	1
2206	переломов и	1	1
2207	человека с	3	1
2208	конечно нет	1	1
2209	этих случаях	1	1
2210	у нее	1	1
2211	формулы и	1	1
2212	идеей и	2	1
2213	и всех	1	1
2214	не уничтожает	1	1
2215	этом произведении	3	1
2216	пространства и	1	1
2217	бы по	1	1
2218	и особенности	1	1
2219	последнее слово	2	1
2220	могло быть	1	1
2221	но чисто	1	1
2222	здесь следует	1	1
2223	всех его	3	1
2224	с различными	2	1
2225	вступают в	3	1
2226	словом же	1	1
2227	этот след	1	1
2228	этот роман	1	1
2229	а скорее	1	1
2230	и необходимы	1	1
2231	стиле и	1	1
2232	в высшую	1	1
2233	рассказа в	1	1
2234	так можно	2	1
2235	работы мы	1	1
2236	определяется их	1	1
2237	ощущаться как	1	1
2238	которые в	3	1
2239	самый термин	1	1
2240	диалога с	2	1
2241	мы бы	1	1
2242	роман а	1	1
2243	эта логика	1	1
2244	показать такие	1	1
2245	может показаться	1	1
2246	осознание этого	1	1
2247	им для	1	1
2248	в узком	1	1
2249	самой природы	1	1
2250	бытия и	5	1
2251	быть найдены	1	1
2252	для своих	2	1
2253	все еще	3	1
2254	единство всех	1	1
2255	жизни их	1	1
2256	закону но	1	1
2257	все другие	1	1
2258	литературы таким	1	1
2259	смысле совокупности	2	1
2260	общественной и	1	1
2261	исторической и	2	1
2262	некоторых отношениях	1	1
2263	средневековой европе	1	1
2264	эти два	3	1
2265	смысловую даль	1	1
2266	быть названы	1	1
2267	что иное	1	1
2268	могут дать	1	1
2269	не удалось	1	1
2270	ни был	1	1
2271	здесь они	1	1
2272	хотя здесь	1	1
2273	образ героя	1	1
2274	жанра как	2	1
2275	идею и	1	1
2276	остались в	1	1
2277	последнее и	1	1
2278	им не	1	1
2279	сюжет здесь	1	1
2280	основе их	1	1
2281	с соответствующими	1	1
2282	самым простым	1	1
2283	внедряется в	1	1
2284	и живых	1	1
2285	вся их	1	1
2286	художественное значение	1	1
2287	иное как	1	1
2288	конец здесь	1	1
2289	степени и	1	1
2290	себе лишены	1	1
2291	и второго	1	1
2292	он существует	1	1
2293	и интонации	1	1
2294	этом необходимо	1	1
