N	2gram	Vygotskiy_	Analitik
1293	анализа его	1	1
1294	как по	1	1
1295	что его	5	1
1296	установки и	1	1
1297	героя с	1	1
1298	произведение как	4	1
1299	во внимание	4	1
1300	следует рассматривать	1	1
1301	по аналогии	1	1
1302	доверие к	2	1
1303	была в	1	1
1304	искусства обычно	1	1
1305	его мысли	1	1
1306	жизни после	1	1
1307	не оправдывает	1	1
1308	в понятии	1	1
1309	или хотя	1	1
1310	с типичными	1	1
1311	или иная	1	1
1312	в последних	1	1
1313	из противоречий	1	1
1314	смысле и	2	1
1315	от окружающих	1	1
1316	характер и	1	1
1317	искусства которое	1	1
1318	можем мы	2	1
1319	же оно	1	1
1320	указывая на	2	1
1321	воздействия на	2	1
1322	эти три	1	1
1323	имеет никаких	1	1
1324	с отцом	1	1
1325	же при	1	1
1326	художественном произведении	8	1
1327	же как	8	1
1328	без которого	2	1
1329	и вместе	2	1
1330	как позднейшую	1	1
1331	при понимании	1	1
1332	и частей	1	1
1333	не даны	1	1
1334	больше и	2	1
1335	его жизни	3	1
1336	слово в	1	1
1337	предполагает что	1	1
1338	романе в	1	1
1339	себе и	2	1
1340	точек зрения	3	1
1341	достигает своего	1	1
1342	полагает что	2	1
1343	в а	1	1
1344	и у	6	1
1345	и печориным	1	1
1346	искусство не	2	1
1347	как сказано	1	1
1348	есть особый	2	1
1349	для анализа	2	1
1350	и мир	1	1
1351	конечно нуждается	1	1
1352	всякое понимание	1	1
1353	точкой зрения	2	1
1354	с новой	2	1
1355	конфликт с	1	1
1356	если оно	3	1
1357	к эстетической	1	1
1358	его судьбу	1	1
1359	пользования им	1	1
1360	и познания	1	1
1361	приводит его	1	1
1362	и понимает	1	1
1363	при чтении	2	1
1364	следует указать	1	1
1365	не составляет	2	1
1366	ответом на	2	1
1367	очень часто	4	1
1368	при отсутствии	1	1
1369	близко к	1	1
1370	включая в	1	1
1371	каким является	1	1
1372	оставляем в	1	1
1373	фигуры в	1	1
1374	пушкина было	1	1
1375	совсем не	3	1
1376	сознательное и	1	1
1377	отношение между	1	1
1378	человека который	1	1
1379	за порогом	1	1
1380	к чему-то	2	1
1381	на чем	1	1
1382	именно потому	3	1
1383	здесь на	1	1
1384	непременно должны	2	1
1385	как объект	1	1
1386	на нем	2	1
1387	не заключает	1	1
1388	если же	3	1
1389	должны быть	6	1
1390	содержания и	3	1
1391	существенное для	1	1
1392	при такой	2	1
1393	для установления	2	1
1394	которых это	1	1
1395	но только	6	1
1396	тем и	2	1
1397	такое что	1	1
1398	его жизнь	1	1
1399	и затем	1	1
1400	чтобы их	1	1
1401	из нас	2	1
1402	решение вопроса	1	1
1403	они хотят	1	1
1404	то во	1	1
1405	в нее	2	1
1406	присущи и	1	1
1407	литературы и	1	1
1408	имеет значение	1	1
1409	должны были	2	1
1410	читателю и	1	1
1411	систематизации и	1	1
1412	различных по	1	1
1413	никакой возможности	1	1
1414	она была	1	1
1415	которого в	1	1
1416	того кто	1	1
1417	оно приобретает	1	1
1418	не само	1	1
1419	сведена к	2	1
1420	из нее	1	1
1421	использован для	1	1
1422	есть предмет	1	1
1423	и никогда	1	1
1424	что для	5	1
1425	образы и	2	1
1426	онегина и	2	1
1427	искусства но	7	1
1428	в достаточной	1	1
1429	часть художественного	1	1
1430	материала в	2	1
1431	как любая	1	1
1432	в художественную	1	1
1433	он показывает	1	1
1434	не пустые	1	1
1435	стремится в	1	1
1436	всем остальным	1	1
1437	же мы	2	1
1438	или говоря	1	1
1439	поэтического творчества	5	1
1440	не ее	1	1
1441	к сюжету	1	1
1442	скрытыми от	1	1
1443	изучения в	1	1
1444	с с	1	1
1445	форма этого	3	1
1446	до абсурда	1	1
1447	себе как	1	1
1448	нам только	1	1
1449	можно с	2	1
1450	иначе не	1	1
1451	простейший пример	1	1
1452	между собою	1	1
1453	физика и	1	1
1454	такое произведение	1	1
1455	каждого из	3	1
1456	действующих лиц	3	1
1457	действительной жизни	3	1
1458	и объективная	1	1
1459	которые могут	2	1
1460	сущности не	1	1
1461	что до	1	1
1462	которая и	1	1
1463	и разумное	1	1
1464	к автору	1	1
1465	можно только	1	1
1466	его читателей	3	1
1467	переживания искусства	1	1
1468	пушкин одно	1	1
1469	не ту	1	1
1470	нет на	1	1
1471	на деле	11	1
1472	связи и	1	1
1473	собственном смысле	3	1
1474	а потому	5	1
1475	быть только	1	1
1476	личности на	1	1
1477	он уже	1	1
1478	от сознания	2	1
1479	как одна	2	1
1480	с еще	1	1
1481	приближается к	1	1
1482	обоих этих	3	1
1483	они и	2	1
1484	целью и	1	1
1485	этой проблемы	2	1
1486	не мешает	1	1
1487	представить себе	5	1
1488	мысли так	2	1
1489	в углу	1	1
1490	в самый	1	1
1491	только своим	1	1
1492	и сейчас	4	1
1493	прямо говорит	3	1
1494	как содержание	1	1
1495	впадая в	1	1
1496	и вследствие	1	1
1497	этого и	1	1
1498	он только	1	1
1499	от такой	1	1
1500	его с	3	1
1501	живет в	2	1
1502	будто в	1	1
1503	двери и	3	1
1504	самая существенная	1	1
1505	говорит нам	1	1
1506	иметь возможность	2	1
1507	к установлению	1	1
1508	что бывает	1	1
1509	фактов и	2	1
1510	конечно же	1	1
1511	а проза	1	1
1512	здесь он	1	1
1513	воображения и	1	1
1514	мы захотели	1	1
1515	и системы	1	1
1516	в область	3	1
1517	все те	1	1
1518	их как	1	1
1519	к выводу	2	1
1520	случае так	1	1
1521	переживания и	2	1
1522	и делает	2	1
1523	однако он	1	1
1524	который ставит	1	1
1525	следует искать	1	1
1526	же самой	3	1
1527	и вновь	2	1
1528	мере и	1	1
1529	мы встречаемся	1	1
1530	не на	2	1
1531	этот эксперимент	1	1
1532	искусство никогда	1	1
1533	обращено к	1	1
1534	такого же	1	1
1535	состоит что	1	1
1536	приходится пользоваться	1	1
1537	эти понятия	1	1
1538	этого процесса	1	1
1539	искусства к	1	1
1540	сознание не	1	1
1541	то на	2	1
1542	даже у	1	1
1543	однако мы	1	1
1544	их и	1	1
1545	дано только	2	1
1546	в особый	2	1
1547	явлений в	1	1
1548	вещи но	1	1
1549	резко отличается	1	1
1550	придании ему	1	1
1551	с прежним	1	1
1552	не противоречит	1	1
1553	том виде	2	1
1554	обращается к	2	1
1555	с произведением	1	1
1556	то время	6	1
1557	и хотя	1	1
1558	авторства и	1	1
1559	у шекспира	2	1
1560	ту или	2	1
1561	характер этого	2	1
1562	к которым	4	1
1563	относятся к	1	1
1564	из тех	1	1
1565	всякий другой	1	1
1566	представляется автору	1	1
1567	иных элементов	1	1
1568	что могло	1	1
1569	в душевной	1	1
1570	как не	2	1
1571	прибавим к	1	1
1572	наша цель	1	1
1573	не безразличен	1	1
1574	другой плоскости	1	1
1575	и так	7	1
1576	состоит из	2	1
1577	своего ремесла	1	1
1578	иному произведению	1	1
1579	является одновременно	1	1
1580	в которых	5	1
1581	не приводит	1	1
1582	что звуки	2	1
1583	том смысле	1	1
1584	слова это	1	1
1585	определяющую роль	1	1
1586	он есть	1	1
1587	том как	2	1
1588	которая сама	1	1
1589	эта внутренняя	2	1
1590	есть она	1	1
1591	отсутствующим у	1	1
1592	в анализ	1	1
1593	искусства всегда	1	1
1594	ужаса и	1	1
1595	и всей	1	1
1596	аналогии с	2	1
1597	субъективности и	1	1
1598	к той	1	1
1599	показать как	2	1
1600	то я	2	1
1601	смысле что	1	1
1602	личной жизни	1	1
1603	входящее в	1	1
1604	является для	1	1
1605	что искусство	15	1
1606	одним и	1	1
1607	из круга	1	1
1608	ни на	3	1
1609	нет никакой	3	1
1610	наслаждение с	2	1
1611	или иное	2	1
1612	когда ее	1	1
1613	сказано что	1	1
1614	есть от	1	1
1615	этому что	1	1
1616	а если	1	1
1617	я должен	1	1
1618	такой операции	2	1
1619	это понятие	1	1
1620	ни у	2	1
1621	видим что	5	1
1622	оба эти	2	1
1623	всеми остальными	2	1
1624	искусства есть	4	1
1625	художественная значимость	1	1
1626	его существования	1	1
1627	и между	1	1
1628	качестве специфического	1	1
1629	на том	2	1
1630	произведении и	2	1
1631	теории литературы	1	1
1632	общее направление	1	1
1633	если например	1	1
1634	различения и	2	1
1635	только мы	2	1
1636	это все	3	1
1637	а другой	3	1
1638	с а	2	1
1639	а может	1	1
1640	не до	1	1
1641	людей как	1	1
1642	слова и	1	1
1643	и уже	2	1
1644	обойтись без	1	1
1645	и теперь	2	1
1646	произведения от	1	1
1647	для меня	1	1
1648	только один	2	1
1649	то все	2	1
1650	области литературы	1	1
1651	искусства когда	1	1
1652	совпадают с	3	1
1653	божественной комедии	1	1
1654	в это	1	1
1655	отношении к	3	1
1656	чаще всего	1	1
1657	и об	2	1
1658	играет в	1	1
1659	нимало не	2	1
1660	и наиболее	1	1
1661	смысл в	1	1
1662	привносит от	1	1
1663	идет не	3	1
1664	целый ряд	12	1
1665	с белыми	1	1
1666	себе ничего	1	1
1667	в сновидениях	1	1
1668	этот спор	1	1
1669	а отношение	1	1
1670	к совершенно	1	1
1671	в совершенно	5	1
1672	сюжет просто	1	1
1673	звуков в	4	1
1674	это имеет	3	1
1675	цели и	1	1
1676	смысла который	1	1
1677	подтверждается на	1	1
1678	в каком	3	1
1679	быть это	1	1
1680	поводу того	1	1
1681	юмор и	1	1
1682	связанных с	1	1
1683	в из	1	1
1684	вот этот	1	1
1685	потому и	1	1
1686	на что	1	1
1687	ли есть	1	1
1688	между людьми	1	1
1689	что здесь	2	1
1690	дает художник	1	1
1691	позволил бы	1	1
1692	и там	2	1
1693	мышления но	1	1
1694	в данной	1	1
1695	себе никакой	1	1
1696	ее не	1	1
1697	событий в	1	1
1698	в сфере	1	1
1699	темы в	1	1
1700	если мы	21	1
1701	и многих	1	1
1702	лирическом стихотворении	2	1
1703	он все	2	1
1704	то для	1	1
1705	не за	1	1
1706	всех остальных	3	1
1707	конца и	1	1
1708	их с	2	1
1709	может оказаться	1	1
1710	только при	4	1
1711	этой истории	1	1
1712	того который	2	1
1713	для уяснения	2	1
1714	судьбы и	1	1
1715	к объяснению	1	1
1716	склонны все	1	1
1717	является весьма	1	1
1718	бы сказать	1	1
1719	того с	1	1
1720	мире в	1	1
1721	бы как	1	1
1722	л толстой	1	1
1723	последней в	1	1
1724	почти вовсе	1	1
1725	или читатель	1	1
1726	быть подвергнута	1	1
1727	формы то	3	1
1728	других он	1	1
1729	отдельной личности	2	1
1730	а вовсе	1	1
1731	в и	1	1
1732	даже для	2	1
1733	самих же	1	1
1734	на этих	1	1
1735	оба они	1	1
1736	так называемое	1	1
1737	это произведение	1	1
1738	то или	3	1
1739	растворяясь в	1	1
1740	помимо двух	1	1
1741	не ставим	1	1
1742	это случилось	1	1
1743	быть распространено	1	1
1744	особый способ	1	1
1745	точку зрения	3	1
1746	не ведая	1	1
1747	формы и	11	1
1748	д и	1	1
1749	указанием на	2	1
1750	из этой	1	1
1751	людей не	1	1
1752	он должен	1	1
1753	прийти к	1	1
1754	они принадлежат	1	1
1755	по мнению	2	1
1756	именно к	2	1
1757	лишь материал	1	1
1758	и идет	1	1
1759	в любви	1	1
1760	в более	1	1
1761	менее чем	1	1
1762	что оно	4	1
1763	и всякий	2	1
1764	и многие	3	1
1765	со времен	1	1
1766	выходит за	2	1
1767	ничем не	1	1
1768	подобно всем	1	1
1769	но прежде	1	1
1770	является на	1	1
1771	на тех	3	1
1772	этот процесс	1	1
1773	делает их	1	1
1774	того как	5	1
1775	чем объясняется	1	1
1776	этого целого	1	1
1777	что самая	1	1
1778	оно само	1	1
1779	одна и	1	1
1780	материала и	2	1
1781	под собой	1	1
1782	и сознание	1	1
1783	лишь тем	1	1
1784	она будет	1	1
1785	на целых	1	1
1786	эстетических отношений	1	1
1787	произведения или	1	1
1788	простого и	1	1
1789	не значит	2	1
1790	деле не	1	1
1791	и новое	1	1
1792	столько сколько	1	1
1793	от людей	1	1
1794	категорий и	1	1
1795	тут не	1	1
1796	и тут	1	1
1797	этих слов	2	1
1798	позднейшую рационализацию	1	1
1799	первый момент	1	1
1800	же явления	2	1
1801	и приходит	1	1
1802	и читателю	2	1
1803	то мы	1	1
1804	всем с	1	1
1805	искусства поскольку	2	1
1806	слова а	1	1
1807	что каждый	1	1
1808	страсть к	1	1
1809	и постоянно	1	1
1810	развитию и	1	1
1811	для искусства	1	1
1812	как история	2	1
1813	материал для	4	1
1814	от друга	1	1
1815	отказаться от	4	1
1816	с чисто	1	1
1817	искать ответ	1	1
1818	не обладает	2	1
1819	когда оно	2	1
1820	за этим	1	1
1821	на нее	1	1
1822	было в	1	1
1823	процессы пользования	1	1
1824	места в	1	1
1825	бессознательного и	2	1
1826	виду что	1	1
1827	внешних и	1	1
1828	не могли	4	1
1829	той самой	1	1
1830	тем оказывается	1	1
1831	в уме	2	1
1832	как она	4	1
1833	истины и	1	1
1834	золотого сечения	1	1
1835	полагается на	1	1
1836	этот раз	1	1
1837	виде в	1	1
1838	и само	1	1
1839	исходили из	1	1
1840	является не	1	1
1841	как можно	3	1
1842	степени можно	1	1
1843	толкование которое	1	1
1844	любопытно что	3	1
1845	это происходит	1	1
1846	как ее	1	1
1847	предполагает его	1	1
1848	быть сведена	2	1
1849	спор между	1	1
1850	что им	1	1
1851	мы находим	2	1
1852	только и	1	1
1853	предмета но	1	1
1854	мысль об	1	1
1855	идеи и	2	1
1856	материал его	2	1
1857	форма в	3	1
1858	в каждой	1	1
1859	степени что	1	1
1860	единство и	1	1
1861	что тот	3	1
1862	произведение и	2	1
1863	в эпиграфе	1	1
1864	действующие лица	1	1
1865	и вообще	3	1
1866	отрывочно и	1	1
1867	ответ в	1	1
1868	годы эта	1	1
1869	как проявление	1	1
1870	предположить что	1	1
1871	когда по	1	1
1872	он указывает	1	1
1873	не отменяет	1	1
1874	том случае	3	1
1875	сам не	1	1
1876	и чему	1	1
1877	и других	4	1
1878	вероятно не	1	1
1879	напомнить что	1	1
1880	и субъект	1	1
1881	смысл мы	1	1
1882	встречаемся с	1	1
1883	и русской	2	1
1884	она должна	2	1
1885	своей всегда	1	1
1886	из ложной	1	1
1887	с первым	1	1
1888	изображается в	1	1
1889	дробится на	1	1
1890	случае если	2	1
1891	в наши	1	1
1892	и утверждение	1	1
1893	могут служить	3	1
1894	в самых	3	1
1895	если наконец	1	1
1896	сторона искусства	1	1
1897	который мы	1	1
1898	знакомства с	1	1
1899	другой в	2	1
1900	повсюду в	1	1
1901	есть нечто	4	1
1902	у того	2	1
1903	есть как	3	1
1904	исследователями как	1	1
1905	есть всегда	1	1
1906	этого художественного	1	1
1907	связана с	1	1
1908	в него	4	1
1909	который соотносится	1	1
1910	о границах	1	1
1911	обретает в	1	1
1912	а по	1	1
1913	но она	1	1
1914	наоборот в	1	1
1915	который служит	1	1
1916	даны и	1	1
1917	в науке	2	1
1918	самое что	2	1
1919	независимым от	1	1
1920	к анализу	1	1
1921	оказывается что	5	1
1922	в трех	2	1
1923	стих в	2	1
1924	только такие	1	1
1925	этот факт	1	1
1926	совершенно новый	1	1
1927	способа представления	1	1
1928	даже при	1	1
1929	стороны и	3	1
1930	только то	3	1
1931	отличать от	1	1
1932	же события	1	1
1933	эти авторы	1	1
1934	чтобы прийти	1	1
1935	к которой	1	1
1936	или как	2	1
1937	при всем	3	1
1938	признать что	1	1
1939	это его	1	1
1940	для эстетики	2	1
1941	и процессов	1	1
1942	им оказываются	1	1
1943	поскольку оно	1	1
1944	по той	1	1
1945	числе и	1	1
1946	в книге	2	1
1947	что если	7	1
1948	и вы	1	1
1949	свое я	1	1
1950	самой своей	1	1
1951	к изучению	1	1
1952	именно та	1	1
1953	в понимании	1	1
1954	в плане	1	1
1955	самый смысл	1	1
1956	действительности не	1	1
1957	все больше	2	1
1958	момент своего	1	1
1959	роман и	2	1
1960	над его	1	1
1961	в эстетической	2	1
1962	предмет его	1	1
1963	свести к	1	1
1964	цвета на	1	1
1965	эту мысль	2	1
1966	а можно	1	1
1967	понять что	1	1
1968	бы можно	1	1
1969	друг от	1	1
1970	и точно	1	1
1971	науки как	2	1
1972	художественное значение	1	1
1973	рассказывает о	1	1
1974	и отношений	4	1
1975	суждения о	1	1
1976	поведении и	1	1
1977	и эта	1	1
1978	черный цвет	1	1
1979	определить как	1	1
1980	это в	4	1
1981	само собой	1	1
1982	если на	1	1
1983	же под	1	1
1984	же самые	2	1
1985	ли может	1	1
1986	на своих	1	1
1987	эти два	1	1
1988	эту сцену	1	1
1989	с фактами	3	1
1990	конце концов	6	1
1991	после своего	1	1
1992	разумное толкование	1	1
1993	дело обстоит	1	1
1994	он с	1	1
1995	само по	8	1
1996	основания утверждать	1	1
1997	это отнюдь	1	1
1998	эстетическая реакция	1	1
1999	в воображении	1	1
2000	из двух	1	1
2001	т.д что	1	1
2002	себе а	4	1
