N	2gram	Bakhtin_Fr	Mirosoze
1306	мог быть	1	1
1307	нас нет	1	1
1308	для нового	2	1
1309	пришли к	1	1
1310	с начала	1	1
1311	не во	2	1
1312	откровение о	1	1
1313	то я	1	1
1314	в границах	1	1
1315	он выступает	1	1
1316	ее на	1	1
1317	мироощущения и	1	1
1318	новой жизни	1	1
1319	эпоху когда	1	1
1320	очень характерно	4	1
1321	и чистых	1	1
1322	резком противоречии	1	1
1323	для всякого	1	1
1324	формах ее	1	1
1325	он становится	1	1
1326	мы имеем	1	1
1327	мира но	1	1
1328	для всего	1	1
1329	и сознание	1	1
1330	они одинаково	1	1
1331	а это	1	1
1332	своей не	1	1
1333	и разные	1	1
1334	высших целей	1	1
1335	тогда был	1	1
1336	человеком с	1	1
1337	в жизнь	1	1
1338	xix веке	2	1
1339	и кажется	1	1
1340	что только	2	1
1341	новый тип	2	1
1342	раскрывающееся в	1	1
1343	в первую	1	1
1344	кто бы	1	1
1345	сама жизнь	3	1
1346	по ту	1	1
1347	по словам	1	1
1348	мы находим	4	1
1349	и смысл	2	1
1350	в виде	1	1
1351	раз в	4	1
1352	оторваться от	1	1
1353	а на	1	1
1354	века и	8	1
1355	ее нельзя	1	1
1356	французские романтики	2	1
1357	иногда и	1	1
1358	и слиянию	1	1
1359	а о	2	1
1360	за этим	1	1
1361	в резком	1	1
1362	обратный свет	1	1
1363	по существу	2	1
1364	в германии	2	1
1365	в ту	2	1
1366	всей нашей	1	1
1367	и вечность	2	1
1368	отрицать что	1	1
1369	только художественная	1	1
1370	в сферу	1	1
1371	мира эти	1	1
1372	отнесена к	1	1
1373	признанием его	1	1
1374	все вопросы	1	1
1375	перестали понимать	1	1
1376	с уважением	1	1
1377	случаях когда	1	1
1378	лежит на	1	1
1379	которого нет	1	1
1380	была для	1	1
1381	не та	1	1
1382	иной раз	1	1
1383	стремление к	2	1
1384	так в	4	1
1385	а иногда	2	1
1386	него всегда	1	1
1387	что им	1	1
1388	этой борьбе	1	1
1389	быть отнесена	1	1
1390	стихотворении посвященном	1	1
1391	с другом	2	1
1392	для которого	2	1
1393	мою жизнь	1	1
1394	человеком и	1	1
1395	говорит об	1	1
1396	вовсе не	25	1
1397	это так	1	1
1398	в одной	1	1
1399	мысли в	1	1
1400	вопросе о	1	1
1401	в меру	1	1
1402	этих двух	2	1
1403	на свете	1	1
1404	стоит и	1	1
1405	большое место	1	1
1406	перед тем	1	1
1407	и эти	2	1
1408	быть наиболее	1	1
1409	на них	3	1
1410	как ни	1	1
1411	во внутреннее	1	1
1412	он говорит	1	1
1413	и народа	1	1
1414	встречаемся с	1	1
1415	правда о	3	1
1416	завершение в	1	1
1417	будущее и	1	1
1418	в бытовой	1	1
1419	интеллигенции и	1	1
1420	культуре и	2	1
1421	чистом виде	1	1
1422	значение но	1	1
1423	характера в	1	1
1424	и почти	3	1
1425	до предела	1	1
1426	силе и	1	1
1427	в течение	3	1
1428	степени есть	1	1
1429	для кого	1	1
1430	самой жизни	4	1
1431	во вселенной	1	1
1432	друга как	1	1
1433	в искусстве	3	1
1434	во второй	2	1
1435	и может	1	1
1436	в частности	6	1
1437	это начало	1	1
1438	культуры ее	2	1
1439	нельзя понять	2	1
1440	правды которая	1	1
1441	как кризис	1	1
1442	тех же	3	1
1443	от земли	1	1
1444	успех и	1	1
1445	дать ему	1	1
1446	в xix	2	1
1447	вся она	2	1
1448	или как	1	1
1449	и всякая	2	1
1450	мир к	1	1
1451	и всех	1	1
1452	всех исторических	1	1
1453	это его	2	1
1454	которых они	2	1
1455	на это	2	1
1456	он часто	1	1
1457	последнее слово	1	1
1458	богословских трактатах	1	1
1459	средневекового человека	3	1
1460	одного из	1	1
1461	были и	1	1
1462	его духовной	1	1
1463	не осталось	1	1
1464	сказать в	1	1
1465	это можно	2	1
1466	и связанной	1	1
1467	иначе он	1	1
1468	в узком	4	1
1469	же в	4	1
1470	многие другие	1	1
1471	друга нет	1	1
1472	своеобразия и	1	1
1473	и прежде	4	1
1474	в области	10	1
1475	людей как	1	1
1476	нуждается в	1	1
1477	в эти	1	1
1478	же это	1	1
1479	это в	5	1
1480	пишет в	1	1
1481	что вся	1	1
1482	бытия в	1	1
1483	которой мы	1	1
1484	эпохи и	1	1
1485	в целом	3	1
1486	он с	1	1
1487	веков в	1	1
1488	в лице	1	1
1489	и наконец	2	1
1490	что на	1	1
1491	истории на	1	1
1492	вплоть до	2	1
1493	в идеях	1	1
1494	совершается в	1	1
1495	такие явления	1	1
1496	можно только	5	1
1497	обществом и	1	1
