N	2gram	Potebnia_M	Problemy
1319	его душе	1	1
1320	и дух	4	1
1321	не вытекает	1	1
1322	по одному	1	1
1323	есть та	1	1
1324	мыслит и	1	1
1325	долго и	1	1
1326	мысли мы	2	1
1327	и вместе	5	1
1328	место и	1	1
1329	они как	1	1
1330	и путем	1	1
1331	он вовсе	1	1
1332	уже давно	1	1
1333	вся природа	2	1
1334	должно было	1	1
1335	к мысли	3	1
1336	одни для	1	1
1337	природа и	2	1
1338	произвольно из	1	1
1339	а только	8	1
1340	есть своя	1	1
1341	могло бы	4	1
1342	на другом	2	1
1343	только тон	1	1
1344	есть чем	1	1
1345	это определение	2	1
1346	вопроса о	2	1
1347	менее и	1	1
1348	из другого	1	1
1349	вопрос об	3	1
1350	ist ein	1	1
1351	и отсюда	1	1
1352	я сказал	1	1
1353	что дают	1	1
1354	с образом	1	1
1355	от их	4	1
1356	но можно	1	1
1357	не имея	2	1
1358	мысль с	1	1
1359	подобные же	1	1
1360	сознания а	1	1
1361	быть совершенно	1	1
1362	таков действительно	1	1
1363	и глубине	1	1
1364	и пространства	1	1
1365	к у	1	1
1366	еще меньше	1	1
1367	но между	1	1
1368	о предмете	3	1
1369	мы думаем	3	1
1370	независим от	1	1
1371	форма а	1	1
1372	мира должна	1	1
1373	еще только	2	1
1374	и необходимость	2	1
1375	определенным образом	1	1
1376	слова так	3	1
1377	как одновременные	1	1
1378	по одной	3	1
1379	котором я	1	1
1380	понимать себя	2	1
1381	него лишь	1	1
1382	было только	2	1
1383	и тем	5	1
1384	как это	1	1
1385	не будет	2	1
1386	на нем	1	1
1387	всех других	1	1
1388	не были	2	1
1389	никто не	3	1
1390	хотя в	3	1
1391	дает в	1	1
1392	вообще можно	1	1
1393	и миром	2	1
1394	в тех	1	1
1395	слова которая	1	1
1396	и тот	1	1
1397	было их	1	1
1398	жить как	1	1
1399	от самого	1	1
1400	разложения и	1	1
1401	так потому	1	1
1402	сознания что	1	1
1403	ни одна	2	1
1404	которые сами	1	1
1405	и хотя	1	1
1406	как одно	1	1
1407	как подчиненный	1	1
1408	вопрос что	1	1
1409	проникнуть в	1	1
1410	слово из	1	1
1411	в нее	4	1
1412	что бы	2	1
1413	может уже	1	1
1414	совершенно справедливо	2	1
1415	когда мы	4	1
1416	слиянию двух	1	1
1417	не совпадает	1	1
1418	можно бы	6	1
1419	могла бы	5	1
1420	и какое	2	1
1421	того кто	2	1
1422	например не	1	1
1423	и стремление	2	1
1424	между словом	1	1
1425	высшее единство	1	1
1426	это заставляет	1	1
1427	это потому	1	1
1428	слова из	1	1
1429	главным образом	4	1
1430	одною из	3	1
1431	каждый человек	1	1
1432	мыслью но	1	1
1433	что есть	3	1
1434	первом случае	1	1
1435	весь ряд	1	1
1436	их к	2	1
1437	слова от	1	1
1438	связь в	1	1
1439	что только	1	1
1440	слова кроме	1	1
1441	ей не	1	1
1442	об этих	1	1
1443	другой не	2	1
1444	если они	1	1
1445	одной стороны	6	1
1446	человека или	1	1
1447	на душу	4	1
1448	есть одна	1	1
1449	к последнему	2	1
1450	отрешиться от	1	1
1451	же необходимо	1	1
1452	сущности есть	1	1
1453	и чем	1	1
1454	корни его	1	1
1455	предположение о	1	1
1456	взгляд или	1	1
1457	пришел к	1	1
1458	не отличается	1	1
1459	такой способ	1	1
1460	любви и	1	1
1461	ведет к	1	1
1462	не делает	1	1
1463	положении и	1	1
1464	как теперь	1	1
1465	всех отношениях	1	1
1466	под одну	2	1
1467	каждую минуту	1	1
1468	собственном смысле	2	1
1469	из произведений	1	1
1470	относится ко	1	1
1471	в последующих	1	1
1472	взгляд на	2	1
1473	к лицу	1	1
1474	каждому из	4	1
1475	как одна	1	1
1476	одним словом	5	1
1477	приближается к	2	1
1478	нам лишь	1	1
1479	его мнению	4	1
1480	что этим	1	1
1481	что слова	1	1
1482	если в	3	1
1483	его из	1	1
1484	к одной	3	1
1485	убедиться что	1	1
1486	которые он	1	1
1487	в языке	36	1
1488	группы к	1	1
1489	п с	1	1
1490	самостоятельности и	2	1
1491	народного духа	2	1
1492	сложное и	1	1
1493	и оставляет	1	1
1494	на те	2	1
1495	не всякий	1	1
1496	связь на	1	1
1497	и другим	1	1
1498	объективируя мысль	1	1
1499	от нас	3	1
1500	еще мало	1	1
1501	особенности этого	1	1
1502	всех слов	1	1
1503	он что	1	1
1504	произведение а	1	1
1505	в характеристику	1	1
1506	он на	1	1
1507	и желание	1	1
1508	действует в	1	1
1509	мысли а	2	1
1510	самой жизни	1	1
1511	тому какое	1	1
1512	утверждает что	3	1
1513	в логике	1	1
1514	слово совершенно	1	1
1515	его собственный	1	1
1516	но чтобы	1	1
1517	формальные и	1	1
1518	окружающих нас	1	1
1519	этих отношений	1	1
1520	не отдельными	1	1
1521	нельзя ни	1	1
1522	этом как	1	1
1523	связанная с	1	1
1524	как идея	1	1
1525	и сделать	1	1
1526	его собственными	1	1
1527	должен был	1	1
1528	которому принадлежит	1	1
1529	которое как	1	1
1530	однако что	1	1
1531	слов не	2	1
1532	наблюдений над	1	1
1533	его собственная	1	1
1534	заключается в	3	1
1535	оно есть	1	1
1536	только такой	1	1
1537	в нас	10	1
1538	групп не	1	1
1539	есть или	1	1
1540	развития в	1	1
1541	одно слово	1	1
1542	тела и	2	1
1543	если это	2	1
1544	превращаются в	1	1
1545	истины в	1	1
1546	стремятся к	1	1
1547	можно назвать	1	1
1548	есть что	3	1
1549	может получить	1	1
1550	бы рядом	1	1
1551	для сознания	2	1
1552	чтоб он	1	1
1553	в душевной	1	1
1554	его сознании	1	1
1555	внутренние противоречия	1	1
1556	ними не	1	1
1557	для каждого	1	1
1558	вот все	1	1
1559	верно еще	1	1
1560	которые могут	5	1
1561	не приводит	1	1
1562	влияния на	1	1
1563	явлений и	3	1
1564	быть назван	1	1
1565	его может	1	1
1566	роли в	1	1
1567	о котором	4	1
1568	мы приводим	1	1
1569	бы иначе	2	1
1570	сравнению с	1	1
1571	духа а	1	1
1572	его индивидуальности	1	1
1573	со стороны	11	1
1574	в известном	2	1
1575	чтобы убедиться	2	1
1576	в каком	7	1
1577	ничего общего	3	1
1578	будем рассматривать	1	1
1579	смысле это	1	1
1580	красный цвет	2	1
1581	он мог	1	1
1582	самое это	1	1
1583	слова к	2	1
1584	их имеет	1	1
1585	сразу и	1	1
1586	нею в	1	1
1587	того на	1	1
1588	только одно	1	1
1589	нет ничего	2	1
1590	и действий	1	1
1591	мыслью и	3	1
1592	перейти в	1	1
1593	очевидно и	1	1
1594	где нет	1	1
1595	объектом для	1	1
1596	что мы	11	1
1597	становится одним	1	1
1598	как предмета	1	1
1599	речи он	1	1
1600	о явлениях	1	1
1601	в слово	2	1
1602	всеми остальными	1	1
1603	всего самый	1	1
1604	слова проявляется	1	1
1605	их сочетания	1	1
1606	единства в	1	1
1607	относится к	5	1
1608	и поэтому	2	1
1609	том как	6	1
1610	индивидуальности то	1	1
1611	которое не	1	1
1612	не должны	1	1
1613	и независимо	2	1
1614	и тогда	2	1
1615	в законченные	1	1
1616	остается только	6	1
1617	того об	1	1
1618	и теперь	1	1
1619	вся ее	2	1
1620	для нее	4	1
1621	для меня	4	1
1622	только один	3	1
1623	занимает в	1	1
1624	эта мысль	3	1
1625	целого то	1	1
1626	приводит в	5	1
1627	этим явлениям	1	1
1628	прежде и	1	1
1629	зрение и	1	1
1630	воля не	2	1
1631	духа как	1	1
1632	напротив что	1	1
1633	переходить в	1	1
1634	ближе всего	1	1
1635	собою что	1	1
1636	как мысль	2	1
1637	это стремление	2	1
1638	эти противоречия	2	1
1639	еще больше	1	1
1640	истории и	1	1
1641	более и	2	1
1642	при определении	1	1
1643	тогда как	10	1
1644	от души	1	1
1645	только это	1	1
1646	воспринять и	1	1
1647	правда мы	1	1
1648	связанных с	1	1
1649	имеем в	1	1
1650	на которые	1	1
1651	чем с	1	1
1652	между людьми	2	1
1653	его восприятие	1	1
1654	так мало	1	1
1655	не совсем	3	1
1656	на две	2	1
1657	событий в	1	1
1658	другим но	1	1
1659	принадлежит к	1	1
1660	же есть	2	1
1661	и нужны	1	1
1662	только при	3	1
1663	не знаем	2	1
1664	и неожиданными	1	1
1665	то она	3	1
1666	нам его	1	1
1667	другого к	1	1
1668	только языком	1	1
1669	был дан	1	1
1670	мысли не	1	1
1671	его силы	1	1
1672	in der	2	1
1673	они еще	1	1
1674	в свой	1	1
1675	этот последний	1	1
1676	но если	4	1
1677	не имел	2	1
1678	притом так	1	1
1679	нет то	1	1
1680	можно сравнить	1	1
1681	кроме этого	2	1
1682	бы кто	1	1
1683	возможности но	1	1
1684	уже при	1	1
1685	они были	1	1
1686	освободился от	1	1
1687	д и	2	1
1688	нельзя говорить	1	1
1689	изменения в	1	1
1690	убеждение что	3	1
1691	индивидуальности и	1	1
1692	относятся друг	1	1
1693	которому он	1	1
1694	силы но	1	1
1695	во внешних	1	1
1696	объективные качества	1	1
1697	на других	1	1
1698	находятся в	3	1
1699	в более	4	1
1700	что ему	2	1
1701	мы могли	1	1
1702	содержания а	1	1
1703	ему в	1	1
1704	о его	2	1
1705	сказать в	1	1
1706	междометий в	1	1
1707	род человеческий	1	1
1708	п а	1	1
1709	ни с	2	1
1710	без них	1	1
1711	нас не	1	1
1712	зависит от	6	1
1713	этих слов	1	1
1714	народом в	1	1
1715	от жизни	1	1
1716	для всякого	3	1
1717	всякого человека	1	1
1718	мы имеем	1	1
1719	на что	3	1
1720	ничего кроме	2	1
1721	бы на	1	1
1722	слово мы	1	1
1723	переход к	1	1
1724	явления что	1	1
1725	становятся все	1	1
1726	деле не	1	1
1727	не достигает	2	1
1728	слово становится	1	1
1729	нам еще	1	1
1730	мы совершенно	1	1
1731	в полном	2	1
1732	указание на	2	1
1733	или совершенно	1	1
1734	то мы	4	1
1735	случае оно	2	1
1736	из своих	2	1
1737	лицом к	1	1
1738	дикие и	1	1
1739	таком случае	4	1
1740	слова есть	6	1
1741	следовательно только	1	1
1742	есть уже	4	1
1743	мы находим	3	1
1744	действительности или	1	1
1745	хотя как	1	1
1746	в таких	2	1
1747	человеке а	1	1
1748	и непосредственно	2	1
1749	что ни	2	1
1750	больше в	1	1
1751	и более	3	1
1752	то к	1	1
1753	материал как	1	1
1754	последним так	1	1
1755	что будет	1	1
1756	его собственную	1	1
1757	есть если	2	1
1758	было для	1	1
1759	же такое	1	1
1760	на лестницу	1	1
1761	они могли	2	1
1762	бы до	1	1
1763	это возможно	1	1
1764	и другое	7	1
1765	непосредственного выражения	1	1
1766	хотя все	1	1
1767	развивается не	1	1
1768	что первый	2	1
1769	нас к	1	1
1770	слагаться в	1	1
1771	и тою	2	1
1772	может только	1	1
1773	стремление к	3	1
1774	противном случае	3	1
1775	перейти к	3	1
1776	он никогда	1	1
1777	на все	5	1
1778	без этого	1	1
1779	из чужих	1	1
1780	или что	3	1
1781	по его	7	1
1782	не создает	2	1
1783	первой части	1	1
1784	утверждения что	2	1
1785	и суждения	1	1
1786	и оно	1	1
1787	все слова	2	1
1788	форма в	1	1
1789	вследствие чего	1	1
1790	бы совершенно	1	1
1791	человеком и	4	1
1792	тем более	2	1
1793	раз как	1	1
1794	все логические	1	1
1795	бы это	1	1
1796	необходимы и	1	1
1797	как следствие	2	1
1798	людей в	1	1
1799	как формы	1	1
1800	как средство	2	1
1801	словам в	1	1
1802	а на	2	1
1803	человека к	1	1
1804	что эти	1	1
1805	вследствие такого	1	1
1806	ко всему	1	1
1807	устах другого	1	1
1808	может иметь	1	1
1809	мертвых душ	5	1
1810	и человека	1	1
1811	в полной	1	1
1812	как ни	1	1
1813	к их	2	1
1814	образа как	1	1
1815	а еще	1	1
1816	форму мы	1	1
1817	мышления и	1	1
1818	возвращается к	1	1
1819	выше и	1	1
1820	в разных	2	1
1821	которую мы	1	1
1822	сам так	1	1
1823	на свои	2	1
1824	каждом из	1	1
1825	вопроса а	2	1
1826	случае если	1	1
1827	ее бытию	1	1
1828	второй только	1	1
1829	две стороны	1	1
1830	каждого слова	2	1
1831	не остаются	1	1
1832	он принимает	1	1
1833	его не	3	1
1834	не простое	1	1
1835	в сознание	2	1
1836	здесь только	1	1
1837	а от	2	1
1838	остаются вне	2	1
1839	построена на	1	1
1840	в отношениях	2	1
1841	первое и	1	1
1842	на другое	1	1
1843	может понять	1	1
1844	потому сами	1	1
1845	и может	5	1
1846	него хотя	1	1
1847	не находит	2	1
1848	слова например	2	1
1849	всеми этими	1	1
1850	говорил а	1	1
1851	в человеческом	3	1
1852	всего его	1	1
1853	зрения кроме	1	1
1854	тех же	1	1
1855	к области	1	1
1856	не видим	1	1
1857	каждый раз	5	1
1858	прибегать к	1	1
1859	смотрит на	3	1
1860	заключает в	6	1
1861	субъекта а	1	1
1862	но дело	2	1
1863	мысль мы	1	1
1864	этого образа	1	1
1865	противоречит себе	1	1
1866	свое значение	1	1
1867	при всем	1	1
1868	и всякая	1	1
1869	с первого	1	1
1870	это его	1	1
1871	оно лишено	1	1
1872	еще на	1	1
1873	над собою	3	1
1874	рассматривать как	1	1
1875	на это	2	1
1876	показывает как	1	1
1877	за этим	1	1
1878	но человек	1	1
1879	не показывает	1	1
1880	от мысли	2	1
1881	что за	3	1
1882	возможна и	1	1
1883	нас самих	1	1
1884	мы бы	3	1
1885	дух в	1	1
1886	даже для	1	1
1887	и характер	1	1
1888	может показаться	1	1
1889	есть его	1	1
1890	по этому	2	1
1891	место в	3	1
1892	какою она	1	1
1893	по трем	1	1
1894	или себя	1	1
1895	как увидим	4	1
1896	непосредственно как	1	1
1897	и начнем	1	1
1898	мы слышим	1	1
1899	слиянию с	1	1
1900	что до	2	1
1901	в создании	6	1
1902	лишь по	2	1
1903	в области	1	1
1904	их на	1	1
1905	же может	1	1
1906	быть только	7	1
1907	явлениями и	1	1
1908	ли в	2	1
1909	душевной жизни	15	1
1910	воспоминанием о	1	1
1911	виду что	2	1
1912	и прочее	1	1
1913	из опыта	1	1
1914	есть не	7	1
1915	воля но	1	1
1916	а без	1	1
1917	прорывается в	1	1
