N	2gram	Vygotskiy_	Mirosoze
1307	а кончает	1	1
1308	в количественном	1	1
1309	а может	1	1
1310	в избрании	1	1
1311	тех пор	2	1
1312	в новой	2	1
1313	сознании и	2	1
1314	только тогда	8	1
1315	и теперь	2	1
1316	совпадают с	3	1
1317	не меньше	1	1
1318	у шекспира	2	1
1319	которые должны	2	1
1320	пытается построить	1	1
1321	и ему	1	1
1322	из сферы	1	1
1323	котором она	1	1
1324	и наиболее	1	1
1325	сами того	1	1
1326	нет никакой	3	1
1327	вслед за	10	1
1328	на примере	5	1
1329	идет не	3	1
1330	и осознавать	1	1
1331	идеи в	1	1
1332	может сделать	1	1
1333	что такая	1	1
1334	в совершенно	5	1
1335	же время	2	1
1336	он есть	1	1
1337	ад он	1	1
1338	это имеет	3	1
1339	тогда как	1	1
1340	цели и	1	1
1341	и проще	2	1
1342	и наоборот	2	1
1343	годов но	1	1
1344	другому и	1	1
1345	в обществе	3	1
1346	как например	2	1
1347	как будет	1	1
1348	несмотря на	8	1
1349	он дает	3	1
1350	нее одной	1	1
1351	хотели только	1	1
1352	между людьми	1	1
1353	процесса как	2	1
1354	в отличие	4	1
1355	на две	1	1
1356	видим в	1	1
1357	указывают на	2	1
1358	ее не	1	1
1359	ко всей	1	1
1360	тем же	4	1
1361	конца и	1	1
1362	одной из	1	1
1363	тот самый	3	1
1364	в глазах	1	1
1365	правды и	1	1
1366	лучше всего	2	1
1367	судьбы и	1	1
1368	показал как	1	1
1369	историю русской	2	1
1370	искусства вся	1	1
1371	в сознании	6	1
1372	чтобы все	1	1
1373	внешних условий	2	1
1374	понятно для	1	1
1375	имеет и	1	1
1376	будь то	2	1
1377	других он	1	1
1378	а вовсе	1	1
1379	на этих	1	1
1380	материал и	2	1
1381	революции а	1	1
1382	бы тот	4	1
1383	удалось сделать	1	1
1384	только о	3	1
1385	точку зрения	3	1
1386	моментов в	2	1
1387	он рассказывает	1	1
1388	подойти к	2	1
1389	формы и	11	1
1390	всего того	1	1
1391	жизни но	1	1
1392	и каким	1	1
1393	слова так	1	1
1394	есть много	1	1
1395	может найти	1	1
1396	общественное мнение	1	1
1397	в свое	1	1
1398	и идет	1	1
1399	как со	1	1
1400	то они	1	1
1401	что ему	1	1
1402	людей от	1	1
1403	значение в	2	1
1404	смысле что	1	1
1405	все так	1	1
1406	на вопрос	4	1
1407	то я	2	1
1408	ее на	2	1
1409	или другую	1	1
1410	писателя не	1	1
1411	художественный прием	2	1
1412	в первый	3	1
1413	путем путем	2	1
1414	вывод что	2	1
1415	классов с	1	1
1416	для всякого	1	1
1417	мы имеем	7	1
1418	не без	1	1
1419	и сознание	1	1
1420	а это	1	1
1421	и разные	1	1
1422	природа он	1	1
1423	сторона в	1	1
1424	уже от	1	1
1425	трагедии и	1	1
1426	такое же	3	1
1427	имеет совершенно	1	1
1428	и кажется	1	1
1429	что только	3	1
1430	бы у	1	1
1431	и историю	1	1
1432	то мы	1	1
1433	на которой	1	1
1434	хотел этим	1	1
1435	его сознание	1	1
1436	им с	2	1
1437	слово в	1	1
1438	на необходимости	1	1
1439	слова а	1	1
1440	отношение которое	1	1
1441	по словам	1	1
1442	страсть к	1	1
1443	мы находим	2	1
1444	и смысл	1	1
1445	а на	4	1
1446	этом основании	1	1
1447	что ни	2	1
1448	века и	1	1
1449	интеллигенции по	1	1
1450	можно установить	1	1
1451	а о	1	1
1452	таинственная связь	1	1
1453	согласно с	1	1
1454	для других	1	1
1455	остается и	1	1
1456	он исходит	1	1
1457	а также	1	1
1458	за этим	1	1
1459	на нее	1	1
1460	по существу	6	1
1461	в ту	1	1
1462	вместить в	1	1
1463	указывает на	6	1
1464	между собою	1	1
1465	быть признано	2	1
1466	сама по	2	1
1467	отнесена к	1	1
1468	в стороне	1	1
1469	с той	2	1
1470	все вопросы	1	1
1471	ее со	1	1
1472	нас к	1	1
1473	с последней	1	1
1474	дает свободу	1	1
1475	иной раз	1	1
1476	стремление к	1	1
1477	так в	1	1
1478	это происходит	1	1
1479	и могут	1	1
1480	что им	1	1
1481	быть отнесена	1	1
1482	человека или	1	1
1483	в русских	1	1
1484	стихотворении посвященном	1	1
1485	и русского	1	1
1486	к разгадке	1	1
1487	и оно	1	1
1488	все наши	2	1
1489	формулировал этот	1	1
1490	большинство людей	1	1
1491	вовсе не	7	1
1492	в одной	3	1
1493	мысли в	3	1
1494	обращаются к	1	1
1495	вопросе о	1	1
1496	с одного	1	1
1497	мере в	2	1
1498	только он	1	1
1499	с первого	1	1
1500	искусства правда	1	1
1501	к психологии	9	1
1502	чтобы сделать	1	1
1503	этих двух	4	1
1504	стоит и	1	1
1505	могу не	1	1
1506	как проявление	1	1
1507	бы вместить	1	1
1508	сострадания и	1	1
1509	третье и	1	1
1510	искать в	1	1
1511	том случае	3	1
1512	и эти	2	1
1513	и открыть	1	1
1514	указывали на	1	1
1515	как ни	1	1
1516	до тех	3	1
1517	он говорит	4	1
1518	это исследование	4	1
1519	встречаемся с	1	1
1520	он понимал	1	1
1521	она должна	2	1
1522	ивана и	1	1
1523	у художника	1	1
1524	и утверждение	1	1
1525	чистом виде	3	1
1526	то чего	1	1
1527	эти ценности	1	1
1528	к чему-то	2	1
1529	произведения искусства	4	1
1530	церкви и	1	1
1531	чтобы до	1	1
1532	степени не	1	1
1533	с говорит	1	1
1534	не узнает	1	1
1535	разрушения мира	1	1
1536	в искусстве	24	1
1537	этим сказать	2	1
1538	и может	3	1
1539	в частности	6	1
1540	это прекрасно	1	1
1541	личности на	1	1
1542	я вас	1	1
1543	не знаю	1	1
1544	мы изучаем	1	1
1545	тех же	2	1
1546	даны и	1	1
1547	в нескольких	1	1
1548	к области	3	1
1549	что образ	2	1
1550	в трех	2	1
1551	только у	1	1
1552	явлений в	1	1
1553	в нашей	4	1
1554	совершенно новый	1	1
1555	учения о	2	1
1556	болезнь и	1	1
1557	против того	2	1
1558	как явление	1	1
1559	своей основе	1	1
1560	для духовной	1	1
1561	приводит нас	1	1
1562	вся она	1	1
1563	без остатка	3	1
1564	или как	2	1
1565	и всякая	1	1
1566	мир к	1	1
1567	это его	1	1
1568	как совершенно	5	1
1569	идет о	2	1
1570	которых они	2	1
1571	на это	2	1
1572	самой своей	1	1
1573	не откажется	1	1
1574	одного из	1	1
1575	оно должно	1	1
1576	от науки	1	1
1577	и каждая	1	1
1578	та или	1	1
1579	для такого	2	1
1580	он окончательно	1	1
1581	предмет его	1	1
1582	даже для	2	1
1583	это можно	3	1
1584	может показаться	2	1
1585	эту мысль	2	1
1586	слова в	5	1
1587	что иван	1	1
1588	в узком	2	1
1589	же в	1	1
1590	которые заключены	1	1
1591	что красота	1	1
1592	говорить об	1	1
1593	и единственный	1	1
1594	исследования о	1	1
1595	эпохе по	1	1
1596	трагедию как	1	1
1597	в области	12	1
1598	чем к	2	1
1599	людей как	1	1
1600	нуждается в	3	1
1601	образ его	1	1
1602	же это	1	1
1603	которая и	1	1
1604	это в	4	1
1605	что вся	2	1
1606	в мышлении	2	1
1607	его менее	1	1
1608	которой мы	2	1
1609	в целом	8	1
1610	он с	1	1
1611	и наконец	2	1
1612	что на	4	1
1613	вплоть до	3	1
1614	совершается в	2	1
1615	можно только	1	1
1616	меньше чем	1	1
