N	2gram	Tiupa_Narr	Problema
1301	в поведении	1	1
1302	степени здесь	1	1
1303	о других	1	1
1304	это ощущение	1	1
1305	ей не	2	1
1306	не порождает	1	1
1307	глаза то	1	1
1308	себе без	1	1
1309	в данный	1	1
1310	в терминах	1	1
1311	есть система	1	1
1312	в пространстве	4	1
1313	очевидны что	1	1
1314	речевой деятельности	1	1
1315	самым существенным	1	1
1316	достоевского и	1	1
1317	речи но	1	1
1318	поскольку мы	1	1
1319	в специальном	1	1
1320	в литературной	1	1
1321	обладает всеми	1	1
1322	представляют собой	2	1
1323	выходящих за	1	1
1324	только художественные	1	1
1325	структуру этого	1	1
1326	автора который	1	1
1327	очевидным что	1	1
1328	как не	1	1
1329	тьмы и	1	1
1330	закономерно и	1	1
1331	на данный	1	1
1332	себя с	1	1
1333	что когда-то	1	1
1334	это сообщение	1	1
1335	власти о	1	1
1336	ничто в	1	1
1337	всякая жизнь	1	1
1338	сути дела	2	1
1339	нечто большее	1	1
1340	нераздельное единство	1	1
1341	в следующей	1	1
1342	думает о	1	1
1343	своей жизни	1	1
1344	в аспекте	2	1
1345	свое время	1	1
1346	человек идет	1	1
1347	со смертью	2	1
1348	до мировой	1	1
1349	что ей	1	1
1350	в историю	1	1
1351	и главное	1	1
1352	смерти и	2	1
1353	ночь эту	1	1
1354	и незначительным	1	1
1355	идет о	2	1
1356	несомненно есть	1	1
1357	не знаю	1	1
1358	себе появление	1	1
1359	обыкновенного человека	1	1
1360	по полю	2	1
1361	вступление в	1	1
1362	художественной символики	1	1
1363	приветливо и	1	1
1364	какую бы	1	1
1365	отрыве от	1	1
1366	слов и	1	1
1367	акты в	1	1
1368	же время	4	1
1369	местах и	1	1
1370	она все	1	1
1371	во сне	1	1
1372	между людьми	1	1
1373	людей так	1	1
1374	и символическое	1	1
1375	в небе	1	1
1376	он существует	1	1
1377	всякий раз	1	1
1378	или поведение	1	1
1379	легко может	1	1
1380	и порождающей	1	1
1381	далекое прошлое	1	1
1382	где бы	1	1
1383	неотделимо от	1	1
1384	присущей ему	1	1
1385	точку зрения	4	1
1386	этого момента	1	1
1387	себе оно	1	1
1388	не знают	1	1
1389	аналогии с	1	1
1390	его матери	1	1
1391	хоть и	1	1
1392	различие между	2	1
1393	и было	1	1
1394	по композиции	1	1
1395	и небо	1	1
1396	довлеет себе	1	1
1397	представлялось ему	2	1
1398	роль этой	1	1
1399	в полном	2	1
1400	несет в	1	1
1401	в новелле	1	1
1402	в какую	1	1
1403	со словами	2	1
1404	о герое	1	1
1405	настаивать на	1	1
1406	событие но	1	1
1407	слова не	1	1
1408	этот ряд	1	1
1409	х годов	1	1
1410	а о	1	1
1411	становления и	1	1
1412	всеми уже	1	1
1413	этом что	1	1
1414	здесь даже	1	1
1415	предполагает как	1	1
1416	смысловая природа	1	1
1417	к жизни	1	1
1418	нет возможности	1	1
1419	не подлежит	1	1
1420	в новом	1	1
1421	мире по	1	1
1422	и оно	1	1
1423	кардинальным образом	1	1
1424	ином отношении	1	1
1425	в юности	2	1
1426	преимущественно в	1	1
1427	для характеристики	1	1
1428	он ни	1	1
1429	церкви и	1	1
1430	как уже	1	1
1431	а от	1	1
1432	субъекта и	2	1
1433	обстоит дело	1	1
1434	она здесь	1	1
1435	вопрос как	1	1
1436	на разных	1	1
1437	бытия в	3	1
1438	есть всегда	2	1
1439	обязательно в	1	1
1440	из монастыря	1	1
1441	что данный	1	1
1442	по сути	2	1
1443	с прошлым	1	1
1444	если например	1	1
1445	этих характеристик	1	1
1446	в отрыве	1	1
1447	по всей	2	1
1448	благодаря этому	1	1
1449	в людях	1	1
1450	надо было	1	1
1451	таковой и	1	1
1452	ни был	1	1
1453	таким же	1	1
1454	именно это	2	1
1455	есть порождающий	1	1
1456	на ту	1	1
