N	2gram	Vygotskiy_	Narrotol
1304	на его	4	1
1305	с другом	10	1
1306	а он	1	1
1307	и ответ	1	1
1308	связаны с	1	1
1309	следующей главе	2	1
1310	для мышления	1	1
1311	которая как	2	1
1312	не говоря	1	1
1313	поскольку она	1	1
1314	интересующей нас	5	1
1315	непрерывно и	1	1
1316	всю совокупность	1	1
1317	и тех	1	1
1318	предположить что	3	1
1319	поскольку это	1	1
1320	он указывает	1	1
1321	обычно в	1	1
1322	может иметь	3	1
1323	в полной	1	1
1324	с самого	8	1
1325	существенное в	1	1
1326	оно в	1	1
1327	вопроса а	1	1
1328	гласит что	1	1
1329	в самых	4	1
1330	он легко	1	1
1331	данное понятие	2	1
1332	обычно с	1	1
1333	как показывают	2	1
1334	сознании ребенка	4	1
1335	знакомства с	1	1
1336	связанные между	2	1
1337	это собственно	1	1
1338	с совершенно	1	1
1339	вопрос как	4	1
1340	собой как	3	1
1341	мы должны	13	1
1342	исследования в	1	1
1343	всей истории	1	1
1344	он однако	1	1
1345	нужно было	1	1
1346	но она	1	1
1347	все не	3	1
1348	меняет свою	1	1
1349	и их	4	1
1350	к некоторому	1	1
1351	плана в	1	1
1352	свою историю	1	1
1353	к данному	2	1
1354	отношений между	4	1
1355	слова во	1	1
1356	оказывается что	1	1
1357	кто не	2	1
1358	собственной активности	1	1
1359	конечно в	1	1
1360	только то	4	1
1361	этих случаях	1	1
1362	нам о	1	1
1363	чем те	1	1
1364	его отношение	3	1
1365	на примерах	1	1
1366	еще на	1	1
1367	знает и	1	1
1368	что можно	1	1
1369	знания не	1	1
1370	влияние не	1	1
1371	но совершенно	1	1
1372	эту тему	1	1
1373	не определяется	1	1
1374	и гибель	1	1
1375	самой своей	2	1
1376	самого толстого	1	1
1377	в плане	2	1
1378	для такого	1	1
1379	в четвертом	2	1
1380	и благодаря	1	1
1381	все содержание	1	1
1382	благодаря этому	2	1
1383	обращаться к	1	1
1384	его положении	1	1
1385	не разрешают	1	1
1386	в одинаковой	2	1
1387	происходит в	3	1
1388	свидетельствуют о	1	1
1389	в период	1	1
1390	к образованию	1	1
1391	можно так	1	1
1392	нуждается в	3	1
1393	не удалось	1	1
1394	событий и	1	1
1395	как ему	1	1
1396	для этого	3	1
1397	хотя они	1	1
1398	именно это	2	1
1399	и совершенно	1	1
1400	само по	2	1
1401	для образования	3	1
1402	есть не	3	1
1403	в готовом	5	1
1404	совершается в	4	1
1405	степени и	1	1
1406	себе а	1	1
1407	более того	1	1
