N	2gram	Tiupa_Disk	formyVre
1290	относятся и	1	1
1291	пути здесь	1	1
1292	к другим	3	1
1293	самому герою	1	1
1294	и деловой	1	1
1295	целью и	3	1
1296	по определению	1	1
1297	жанра и	2	1
1298	речи но	1	1
1299	полагается в	1	1
1300	в случаях	1	1
1301	через посредство	1	1
1302	этого понятия	2	1
1303	которое возникает	1	1
1304	но такая	1	1
1305	образа и	1	1
1306	с миром	2	1
1307	мира полемически	1	1
1308	стран с	1	1
1309	что это	1	1
1310	при разработке	1	1
1311	становление и	1	1
1312	жанры в	2	1
1313	с некоторым	1	1
1314	иное значение	1	1
1315	никак не	1	1
1316	одном и	1	1
1317	стороны в	1	1
1318	из которых	1	1
1319	и анекдота	4	1
1320	первых двух	1	1
1321	интерес к	2	1
1322	более глубокое	1	1
1323	упоминаемые в	1	1
1324	обе стороны	1	1
1325	к выводу	1	1
1326	и делает	1	1
1327	достигается лишь	1	1
1328	для человека	1	1
1329	его таким	1	1
1330	сводится к	7	1
1331	встречались и	1	1
1332	подобно тому	4	1
1333	мере и	1	1
1334	позиции в	1	1
1335	один человек	1	1
1336	событие о	1	1
1337	жанров эпических	1	1
1338	особого рода	3	1
1339	ориентировано на	1	1
1340	с данным	1	1
1341	по длительности	1	1
1342	не более	3	1
1343	отличаются от	1	1
1344	и одновременно	3	1
1345	таких произведениях	1	1
1346	с ней	3	1
1347	иным образом	2	1
1348	идеальный образ	1	1
1349	обозначить как	1	1
1350	последующие века	1	1
1351	не делает	1	1
1352	и действительно	1	1
1353	из уст	2	1
1354	авторства и	2	1
1355	происхождения и	1	1
1356	выходит за	1	1
1357	значении этого	4	1
1358	не становясь	1	1
1359	диалогические отношения	2	1
1360	может получить	1	1
1361	присутствует в	2	1
1362	она и	1	1
1363	почвой для	1	1
1364	читателя а	1	1
1365	как о	1	1
1366	как не	3	1
1367	исторических деятелей	1	1
1368	можно даже	1	1
1369	состояло в	1	1
1370	произведение в	2	1
1371	самого рассказывания	4	1
1372	художественного мышления	1	1
1373	предков в	1	1
1374	в словах	1	1
1375	отделилось от	1	1
1376	приводит к	4	1
1377	смертью в	1	1
1378	многослойным и	1	1
1379	и бытом	1	1
1380	роли в	1	1
1381	говорили о	2	1
1382	в родном	1	1
1383	при всех	1	1
1384	жанры всегда	1	1
1385	биография в	1	1
1386	на каждом	1	1
1387	на своем	1	1
1388	но с	1	1
1389	для читателя	1	1
1390	к созданию	1	1
1391	кого и	2	1
1392	совокупность требований	1	1
1393	жизненной практике	1	1
1394	в любой	2	1
1395	как произведение	2	1
1396	принадлежит ему	1	1
1397	проходящего свой	1	1
1398	кризисы и	1	1
1399	оболочка внешнее	1	1
1400	разные времена	1	1
1401	со временем	1	1
1402	мира здесь	1	1
1403	особенность этого	1	1
1404	не перед	1	1
1405	сказки и	2	1
1406	целого он	1	1
1407	их самих	1	1
1408	сами участвуем	1	1
1409	этой традиции	1	1
1410	и композиционного	1	1
1411	и реального	1	1
1412	исторической поэтике	1	1
1413	обращения к	1	1
1414	с нами	1	1
1415	событиями и	1	1
1416	к чужой	1	1
1417	не должно	2	1
1418	не находя	1	1
1419	в отдельности	1	1
1420	вступление в	1	1
1421	из его	1	1
1422	в современном	3	1
1423	своего происхождения	1	1
1424	как вещь	1	1
1425	развития и	1	1
1426	всего на	1	1
1427	исходный пункт	1	1
1428	и вся	1	1
1429	совпадают с	2	1
1430	сведена к	1	1
1431	но внутренняя	1	1
1432	этого как	1	1
1433	общие черты	1	1
1434	слов и	1	1
1435	его характер	2	1
1436	идиллии и	1	1
1437	событии которое	1	1
1438	новое время	1	1
1439	подобного рода	1	1
1440	и различные	1	1
1441	последнем мы	1	1
1442	временной или	1	1
1443	рассказ с	3	1
1444	здесь по	1	1
1445	местах и	1	1
1446	при помощи	1	1
1447	цели и	1	1
1448	так называемого	1	1
1449	другом с	1	1
1450	другого в	2	1
1451	текста то	1	1
1452	в речевой	3	1
1453	неразрывно объединены	1	1
1454	которому мы	1	1
1455	автора в	2	1
1456	эти происходят	1	1
1457	событие которое	1	1
1458	есть его	1	1
1459	замкнутых в	1	1
1460	глубокое и	1	1
1461	в описании	1	1
1462	входит как	1	1
1463	характером но	1	1
1464	первобытного человека	4	1
1465	они встречались	1	1
1466	отца к	1	1
1467	самого героя	1	1
1468	нами два	1	1
1469	близок к	1	1
1470	здесь со	1	1
1471	данному положению	1	1
1472	т.д эта	1	1
1473	общества в	1	1
1474	утрачивает свою	1	1
1475	к миру	1	1
1476	на этот	1	1
1477	же самого	1	1
1478	всего к	1	1
1479	место этот	1	1
1480	слушатели-читатели события	1	1
1481	утверждая что	1	1
1482	в понимании	1	1
1483	есть к	1	1
1484	к предмету	1	1
1485	легенды и	3	1
1486	сказочного человека	1	1
1487	определенного положения	1	1
1488	значении в	1	1
1489	взгляде на	1	1
1490	в особом	2	1
1491	новеллы в	1	1
1492	но событие	1	1
1493	жанрами и	1	1
1494	исключительно в	1	1
1495	стороны он	1	1
1496	существенно то	1	1
1497	ее моментов	1	1
1498	но есть	1	1
1499	к содержанию	3	1
1500	события событие	1	1
1501	более глубокий	1	1
1502	образ определенной	1	1
1503	этого термина	2	1
1504	в формах	2	1
1505	необходимый фон	1	1
1506	истории литературы	1	1
1507	как к	2	1
1508	не знают	2	1
1509	вместе со	1	1
1510	в свое	3	1
1511	в любви	1	1
1512	со времен	1	1
1513	эпоху их	1	1
1514	потустороннем мире	1	1
1515	мог быть	3	1
1516	разносоставным в	1	1
1517	этих жанров	1	1
1518	функционирует уже	1	1
1519	но прежде	1	1
1520	и средневековой	1	1
1521	свидетельствует о	2	1
1522	на три	1	1
1523	нас не	1	1
1524	тридевять земель	1	1
1525	этого она	1	1
1526	от мира	1	1
1527	у тебя	1	1
1528	в окружающем	1	1
1529	себе они	1	1
1530	видеть в	1	1
1531	характер а	1	1
1532	мире в	1	1
1533	только его	1	1
1534	этом он	1	1
1535	трагедии и	1	1
1536	отмечу что	1	1
1537	они определили	1	1
1538	о нем	3	1
1539	xix веке	1	1
1540	на самом	1	1
1541	в новелле	1	1
1542	участвуем как	1	1
1543	слово в	1	1
1544	первые две	1	1
1545	в виде	1	1
1546	деятельности это	1	1
1547	что является	1	1
1548	и глубокой	2	1
1549	наших дней	2	1
1550	рода так	1	1
1551	становления и	4	1
1552	и социальные	1	1
1553	едином но	1	1
1554	существенные моменты	1	1
1555	различий между	1	1
1556	в обычном	1	1
1557	их нельзя	1	1
1558	указывает на	2	1
1559	чтобы быть	1	1
1560	мировой жизни	1	1
1561	в античной	2	1
1562	и без	2	1
1563	составляет необходимый	1	1
1564	традиции в	2	1
1565	следовало бы	1	1
1566	не подлежит	2	1
1567	не предполагает	4	1
1568	значительную роль	1	1
1569	его текст	1	1
1570	не создает	1	1
1571	жанр в	6	1
1572	и оно	1	1
1573	вследствие чего	2	1
1574	для подглядывания	1	1
1575	иной тип	1	1
1576	романа еще	1	1
1577	или менее	2	1
1578	и другого	2	1
1579	другом случае	1	1
1580	людей в	1	1
1581	умершего сливаются	1	1
1582	о такой	1	1
1583	в области	3	1
1584	этих двух	1	1
1585	частное письмо	1	1
1586	время становления	1	1
1587	основе его	1	1
1588	к одному	2	1
1589	сказать и	2	1
1590	но его	1	1
1591	и требования	1	1
1592	тем чем	1	1
1593	событие самого	2	1
1594	бытия как	1	1
1595	основном по	1	1
1596	а к	3	1
1597	в полной	1	1
1598	с сохранением	1	1
1599	хода событий	1	1
1600	стал многослойным	1	1
1601	его произведениях	1	1
1602	употребления языка	1	1
1603	же к	1	1
1604	в биографическом	1	1
1605	это как	1	1
1606	жизни для	1	1
1607	категории в	1	1
1608	и принадлежит	1	1
1609	и оценкой	1	1
1610	значение не	1	1
1611	я к	1	1
1612	тому как	5	1
1613	не по	1	1
1614	в поздних	1	1
1615	в акте	3	1
1616	бы назвать	1	1
1617	в теории	1	1
1618	на такие	1	1
1619	отрезки его	1	1
1620	с совершенно	1	1
1621	где впервые	1	1
1622	в отношениях	1	1
1623	дело не	3	1
1624	эпохи развития	1	1
1625	всегда строится	1	1
1626	во второй	1	1
1627	когда он	3	1
1628	что касается	2	1
1629	для освоения	2	1
1630	на мотивах	1	1
1631	от отца	1	1
1632	наконец для	1	1
1633	жив он	1	1
1634	в нашей	1	1
1635	это также	1	1
1636	как рассказы	1	1
1637	одном ряду	1	1
1638	не следует	4	1
1639	только то	2	1
1640	новелле в	1	1
1641	от того	1	1
1642	что из	1	1
1643	и существовал	1	1
1644	и часто	1	1
1645	на принципиальную	2	1
1646	быту и	1	1
1647	цель всех	2	1
1648	начала в	1	1
1649	рассматривать как	2	1
1650	нем разделились	1	1
1651	что будет	2	1
1652	диаметрально противоположной	1	1
1653	сказках но	1	1
1654	действительной жизни	1	1
1655	это он	1	1
1656	где на	1	1
1657	та или	1	1
1658	разделились ядро	1	1
1659	художественного произведения	1	1
1660	особое отношение	1	1
1661	от времени	1	1
1662	и художественной	1	1
1663	нет как	1	1
1664	судьбы то	1	1
1665	такой же	1	1
1666	и разносоставным	1	1
1667	на то	1	1
1668	тридевятое царство	1	1
1669	для характеристики	1	1
1670	это в	4	1
1671	исторический роман	1	1
1672	каждый момент	1	1
1673	условностью и	1	1
1674	может и	4	1
1675	которых не	1	1
1676	периода его	1	1
1677	бытия в	1	1
1678	таким же	1	1
1679	преодоления в	1	1
1680	т.п в	1	1
1681	к богу	1	1
1682	слова в	2	1
1683	с соответствующими	1	1
1684	жизнью и	1	1
1685	мира с	2	1
1686	сплошь во	1	1
1687	котором он	2	1
