N	2gram	Bakhtin_KF	Problemy
1309	этот термин	1	1
1310	иной чем	1	1
1311	и всякий	1	1
1312	различны в	1	1
1313	что ему	1	1
1314	необходимый момент	2	1
1315	единственным и	3	1
1316	содержания а	1	1
1317	ему в	2	1
1318	о его	1	1
1319	и иначе	1	1
1320	сказать в	1	1
1321	конечно этот	2	1
1322	может не	2	1
1323	и было	1	1
1324	в единственном	10	1
1325	эта интонация	1	1
1326	зависит от	1	1
1327	в последней	1	1
1328	как содержательно	1	1
1329	всякого человека	1	1
1330	он становится	1	1
1331	мы имеем	5	1
1332	оценок так	1	1
1333	или с	1	1
1334	он начинает	1	1
1335	не теряя	1	1
1336	участия в	1	1
1337	сознания это	1	1
1338	сознания по	2	1
1339	и одна	1	1
1340	его контекст	1	1
1341	его действительности	1	1
1342	нет это	1	1
1343	воплощения ее	1	1
1344	эта функция	1	1
1345	первом плане	2	1
1346	различия между	1	1
1347	с соответствующим	1	1
1348	основе нашей	1	1
1349	отношения являются	1	1
1350	как этот	1	1
1351	его собственном	1	1
1352	смысла его	1	1
1353	становления и	1	1
1354	сознания его	1	1
1355	бытия неизбежно	1	1
1356	единой и	3	1
1357	в ту	2	1
1358	чтобы быть	2	1
1359	бы признать	1	1
1360	его объективный	1	1
1361	говорить об	1	1
1362	но мир	1	1
1363	определяет его	1	1
1364	противном случае	1	1
1365	мою голову	1	1
1366	движение по	1	1
1367	на все	1	1
1368	где одна	1	1
1369	в событие	2	1
1370	тоном его	1	1
1371	и оно	1	1
1372	и лежат	1	1
1373	вследствие чего	1	1
1374	бы действительно	1	1
1375	бы совершенно	1	1
1376	целого и	1	1
1377	своей значимости	3	1
1378	не оставив	1	1
1379	акта и	1	1
1380	еще одной	1	1
1381	другого это	2	1
1382	ко мне	6	1
1383	бы через	1	1
1384	что эти	1	1
1385	сказать и	1	1
1386	свой мир	1	1
1387	ко всему	5	1
1388	сказать только	1	1
1389	каком плане	1	1
1390	может иметь	2	1
1391	здесь существенно	1	1
1392	мышления и	2	1
1393	весь и	1	1
1394	каких бы	1	1
1395	является и	1	1
1396	на один	1	1
1397	которую мы	1	1
1398	истинное суждение	1	1
1399	другими словами	1	1
1400	ибо ее	1	1
1401	он принимает	1	1
1402	видит и	2	1
1403	его момент	1	1
1404	его не	1	1
1405	этом мире	2	1
1406	тон не	1	1
1407	я только	1	1
1408	оставаясь в	1	1
1409	в искусстве	1	1
1410	и может	3	1
1411	него хотя	1	1
1412	искажает его	1	1
1413	каждый раз	1	1
1414	в это	2	1
1415	всего определяется	1	1
1416	ведь если	1	1
1417	и всех	2	1
1418	и полной	1	1
1419	еще на	1	1
1420	как из	1	1
1421	контекста в	2	1
1422	черты и	1	1
1423	но эту	1	1
1424	же на	1	1
1425	за этим	1	1
1426	единое и	5	1
1427	к событию	1	1
1428	героя это	2	1
1429	что за	2	1
1430	состав и	1	1
1431	даже для	1	1
1432	смысловое единство	2	1
1433	абстрактный момент	2	1
1434	есть его	2	1
1435	место в	6	1
1436	его действительного	1	1
1437	центра и	1	1
1438	лишь по	1	1
1439	в области	2	1
1440	все другие	1	1
1441	быть только	8	1
1442	в бытии	26	1
1443	все для	1	1
1444	его есть	1	1
1445	в мышлении	1	1
1446	он действительно	1	1
1447	ориентирована на	1	1
1448	она действительно	1	1
1449	здесь этот	1	1
1450	котором он	3	1
