N	3gram	Tiupa_Anal	DiskursI
975	форме определенной жанровой	1	1
976	художественного целого это	1	1
977	же самого сюжета	1	1
978	героя и читателя	1	1
979	конденсируется в остроту	1	1
980	предносится целое нашего	1	1
981	в качестве эстетической	1	1
982	собственно и составляющий	1	1
983	повести покойного ивана	4	1
984	в нарративном дискурсе	1	1
985	случае мы имеем	1	1
986	выхода его за	1	1
987	своего рода механизмом	1	1
988	перемена событий к	1	1
989	в новелле есть	1	1
990	отличается от своего	1	1
991	поистине двуголосый в	1	1
992	тебя твоей совести	1	1
993	ср кто из	1	1
994	высказывания жанр в	1	1
995	том или ином	1	1
996	слове отечество как	1	1
997	жизнь глазами анекдота	1	1
998	герои сильвио или	1	1
999	его за пределы	1	1
1000	жанры существенно связаны	1	1
1001	ту или иную	1	1
1002	раз-влекать их предлагая	1	1
1003	посрамление словесное кощунство	1	1
1004	мышления позволяет пушкину	1	1
1005	не предполагает хоровой	1	1
1006	ср из станционного	1	1
1007	предначертанность судьбы а	1	1
1008	в имени тебе	3	1
1009	в целом ряде	1	1
1010	жизненных позиций в	1	1
1011	и языковые с	1	1
1012	в самый момент	1	1
1013	глазами анекдота это	1	1
1014	актуализируемая эпиграфами этих	1	1
1015	между индивидуальными жизнями	1	1
1016	обязан он был	1	1
1017	индивидуальной жизненной практике	1	1
1018	область художественного письма	1	1
1019	ни столь пассивным	1	1
1020	целого следовательно предметно-смысловые	1	1
1021	с самим собою	1	1
1022	блудном сыне как	1	1
1023	стирает указующий перст	1	1
1024	тебя брат рука	1	1
1025	к одному из	1	1
1026	безымянного шестнадцатилетнего улана	1	1
1027	беспрецедентно оригинальная повествовательная	1	1
1028	пушкину сопрягать историческую	1	1
1029	возмужав на бранном	1	1
1030	фактический слушатель читатель	1	1
1031	не в состоянии	1	1
1032	ощущаться завершенная и	1	1
1033	диалог заблудившегося жениха	1	1
1034	не является ни	1	1
1035	создают уникальный контрапункт	1	1
1036	или иной род	1	1
1037	сознании выступали атрибутами	1	1
1038	с финальной ситуацией	1	1
1039	разве гробовщик брат	1	1
1040	практике притчевую схему	1	1
1041	гегель именовал веком	1	1
1042	это бывает в	1	1
1043	не верифицируемым знанием	1	1
1044	явную анекдотичность сюжетов	1	1
1045	выражает внеличную сторону	1	1
1046	знать у тебя	1	1
1047	или самсон вырин	1	1
1048	в притче о	1	1
1049	и шпорах демонстративно	1	1
1050	стратегия анекдотичности сопрягает	1	1
1051	жанровой схемы и	1	1
1052	был лучшей драгоценнейшей	1	1
1053	активность адресата при	1	1
1054	их общим эффектом	1	1
1055	комическая апофегма то	1	1
1056	есть нарушение запрета	1	1
1057	двуголосый в жанровом	1	1
1058	в стихотворении пушкина	1	1
1059	сыне офицеры ушедшие	1	1
1060	одноименной трагедии софокла	1	1
1061	осуществляется или преступается	1	1
1062	из барышни-крестьянки вольному	1	1
1063	жанра высказывания жанр	1	1
1064	устная интонация столь	1	1
1065	цели и ситуации	1	1
1066	кабацкою или из	1	1
1067	они едины судьба	1	1
1068	это игра случая	1	1
1069	поход почти отроками	2	1
1070	с емкостью ситуации	1	1
1071	не могло и	1	1
1072	позиций классического реализма	1	1
1073	можно припоминая и	1	1
1074	закон собственно и	1	1
1075	тогда как его	1	1
1076	офицеры ушедшие в	1	1
1077	при этом и	1	1
1078	для него отца-государя	1	1
1079	тем более что	1	1
1080	бархате а завтра	1	1
1081	как композиционно определенное	1	1
1082	в притче универсального	1	1
1083	недостаточность психологических мотивировок	1	1
1084	хранения и передачи	1	1
1085	нравственный закон собственно	1	1
1086	притча в паремию	1	1
1087	в известном смысле	2	1
1088	пушкинские повести с	1	1
1089	всей серьезностью осуществляющие	1	1
1090	о чем свидетельствует	1	1
1091	его вступление в	1	1
1092	слова говорящий здесь	1	1
1093	паремию пословично-афористическую сентенцию	1	1
1094	еще не развившимся	1	1
1095	блудных детей становится	1	1
1096	почти одновременно с	1	1
1097	акт притчевого типа	1	1
1098	не развившимся твердым	1	1
1099	типичными героями анекдота	1	1
1100	как это бывает	1	1
1101	что не есть	1	1
1102	мужчине и безымянного	1	1
1103	в своих историях	1	1
1104	в чужой стране	1	1
1105	тогда как притчу	1	1
1106	барышни-крестьянки вольному воля	1	1
1107	судьбы а некий	1	1
1108	рука не поднимается	1	1
1109	символика актуализируемая эпиграфами	1	1
1110	взаимопроникновение анекдота и	1	1
1111	перед нами не	1	1
1112	жанр в свою	1	1
1113	психологических мотивировок в	1	1
1114	хотя и не	1	1
1115	оказывается героем анекдота	1	1
1116	дай мне бог	1	1
1117	это по общему	1	1
1118	русское сердце при	1	1
1119	притчи о том	1	1
1120	у-влекать слушателей преодолевая	1	1
1121	двоякое эстетическое завершение	1	1
1122	некий нравственный закон	1	1
1123	пассивным как к	1	1
1124	содержание к собственной	1	1
1125	в противном случае	2	1
1126	и композиция и	1	1
1127	неслиянности и нераздельности	2	1
1128	в лирических текстах	1	1
1129	в частности как	1	1
1130	не предначертанность судьбы	1	1
1131	этих повестей а	1	1
1132	пересказанным анекдотам назидательность	1	1
1133	обойдется а мертвый	1	1
1134	о муках совести	1	1
1135	а герой анекдота	1	1
1136	присутствия я в	5	1
1137	запрета есть профанация	1	1
1138	на самом деле	1	1
1139	в форме индивидуального	1	1
1140	повторенными дважды в	1	1
1141	однако в отличие	1	1
1142	стороны адресата притчи	1	1
1143	форма воплощает художественную	1	1
1144	данного коммуникативного события	3	1
1145	какая была минута	1	1
1146	что в имени	3	1
1147	и должно было	1	1
1148	план побега и	1	1
1149	это позиция активного	1	1
1150	коммуникативного события на	1	1
1151	даже будучи порой	1	1
1152	вырин со всей	1	1
1153	с первых же	1	1
1154	а завтра метут	1	1
1155	есть принадлежат самой	1	1
1156	оригинальная повествовательная форма	1	1
1157	столь пассивным как	1	1
1158	не что иное	1	1
1159	таком случае его	1	1
1160	в войне и	2	1
1161	как и анекдоту	1	1
1162	возвращались возмужав на	1	1
1163	же деталями повторенными	1	1
1164	минский сквозь явную	1	1
1165	о том какое	1	1
1166	именно в этом	1	1
1167	например в значительной	1	1
1168	уход из жизни	1	1
1169	чьи жанровые стратегии	1	1
1170	речь нам всегда	1	1
1171	у тебя брат	1	1
1172	издателя читаем следует	1	1
1173	анекдота диалог заблудившегося	1	1
1174	действительность с универсальными	1	1
1175	костяком так сказать	1	1
1176	себя героем притчи	1	1
1177	роль в этом	1	1
1178	нормативное приложение запечатленного	1	1
1179	развивающий план побега	1	1
1180	только раскрывают содержание	1	1
1181	жанров художественной словесности	1	1
1182	состоит не только	1	1
1183	ни столь свободным	1	1
1184	поступки только раскрывают	1	1
1185	тогда как рассказчик	1	1
1186	точке этого несовпадения	1	1
1187	отставного сорокалетнего корнета	1	1
1188	сыты а притча	1	1
1189	шлафорк упоминаемые в	1	1
1190	и должны быть	1	1
1191	и для автора	1	1
1192	премудрость притчевого назидания	1	1
1193	анекдоту их общим	1	1
1194	быта ср кто	1	1
1195	общими для поэтики	1	1
1196	притчи иносказательность является	1	1
1197	примечании издателя читаем	1	1
1198	слушателей преодолевая их	1	1
1199	автор стирает указующий	1	1
1200	в литературной практике	1	1
1201	автора и читателей	1	1
1202	своей судьбы они	1	1
1203	эпиграфами этих повестей	1	1
1204	помню чудное мгновенье	1	1
1205	а некий нравственный	1	1
1206	можно было бы	1	1
1207	именовал веком героев	1	1
1208	чувства юмора умения	1	1
1209	гавриловны колпак и	1	1
1210	не твое горе	1	1
1211	по тем или	1	1
1212	принадлежат первый национально-историческому	1	1
1213	морализаторскую премудрость притчевого	1	1
1214	к этой традиции	1	1
1215	станционного смотрителя в	2	1
1216	вненациональному общечеловеческому бытию	1	1
1217	словесное кощунство и	1	1
1218	рассказчика ни для	1	1
1219	как сам владимир	1	1
1220	от жанра высказывания	1	1
1221	героем анекдота о	1	1
1222	выступали атрибутами анекдотичности	1	1
1223	мы того или	1	1
1224	вполне принадлежат первый	1	1
1225	однако и в	1	1
1226	между собой и	1	1
1227	может ощущаться завершенная	1	1
1228	пределах одной фразы	1	1
1229	система смыслов оно	1	1
1230	предстают перед нами	1	1
1231	барышни-крестьянки не твое	1	1
1232	внеисторическому и вненациональному	1	1
1233	здесь только исполнитель	1	1
1234	я помню чудное	1	1
1235	так и его	2	1
1236	и не занять	1	1
1237	с позиций классического	1	1
1238	границах литературного сюжета	1	1
1239	и потому нейтральное	1	1
1240	в этом качестве	1	1
1241	притчу в принципе	1	1
1242	завершение белкин пытается	1	1
1243	герой анекдота белкин	1	1
1244	минского эквивалентны им	1	1
1245	общим эффектом оказывается	1	1
1246	читаем следует анекдот	1	1
1247	мы строим свою	1	1
1248	из тогдашних офицеров	1	1
1249	анекдота это игра	1	1
1250	и скуфья минского	1	1
1251	приобщения к общенародной	1	1
1252	с его черешнями	1	1
1253	прежде всего с	1	1
1254	картинок но они	1	1
1255	в этой связи	1	1
1256	и кому говорят	1	1
1257	апофегма то есть	1	1
1258	к содержанию сказания	1	1
1259	в пределах одного	1	1
1260	не зрелому мужчине	1	1
1261	анекдот легко может	1	1
1262	свойственны притче как	1	1
1263	с малым временем	1	1
1264	пределах же самого	1	1
1265	включающее в себя	1	1
1266	и барышни-крестьянки отчетливо	1	1
1267	бахтин может ощущаться	1	1
1268	набор свидетелей владимира	1	1
1269	юмором так беспрецедентно	1	1
1270	механизмом активизации воспринимающего	1	1
1271	в художественном мире	1	1
1272	в полном его	1	1
1273	образования возникающие на	1	1
1274	в принципе можно	1	1
1275	они же в	1	1
1276	в первой части	1	1
1277	что очевидным образом	1	1
1278	и притчи может	1	1
1279	блудном сыне офицеры	1	1
1280	непристойность необыкновенное в	1	1
1281	том что он	2	1
1282	на границах литературного	1	1
1283	именно такого рода	2	1
1284	выстрела знать у	1	1
1285	например скупость деталей	1	1
1286	опыта к индивидуальной	1	1
1287	своей роли в	2	1
1288	междуязычны интернациональны в	1	1
1289	уже говорилось выше	1	1
1290	ей-богу правда очевидно	1	1
1291	стратегии создают уникальный	1	1
1292	иной жанровой стратегии	1	1
1293	схеме блудных детей	1	1
1294	сюжета в сочетании	1	1
1295	не сознается что	1	1
1296	смотрителя сегодня в	1	1
1297	профанация священного новелла	1	1
1298	как и ее	1	1
1299	которого пушкинские повести	1	1
1300	в этом ряду	2	1
1301	гробовщика и барышни-крестьянки	1	1
1302	обрамляя вымышленную реальность	1	1
1303	данного жанра в	1	1
1304	быть осуществлено только	1	1
1305	непреложный и неоспоримый	1	1
1306	не могут быть	1	1
1307	мертвый без гроба	2	1
1308	и есть не	1	1
1309	тогдашних офицеров не	1	1
1310	белкина изданные а.п	4	1
1311	пока еще преждевременно	1	1
1312	но в равной	1	1
1313	скуфья минского эквивалентны	1	1
1314	войне и мире	2	1
1315	следовательно предметно-смысловые формы	1	1
1316	объектной и субъектной	2	1
1317	и самого рассказчика	1	1
1318	тематические и языковые	1	1
1319	известном смысле домонологично	1	1
1320	граф б с	1	1
1321	голью кабацкою или	1	1
1322	мифом и литературой	1	1
1323	вследствие которого он	1	1
1324	диалогической ситуации рассказывания	1	1
1325	улицу вместе с	1	1
1326	анекдота о стрелке-мухобое	1	1
1327	но не зрелому	1	1
1328	жизни и смерти	1	1
1329	метут улицу вместе	1	1
1330	слушающих общим знанием	1	1
1331	венчании бурмин героем	1	1
1332	емкостью ситуации лаконичная	1	1
1333	пословично-афористическую сентенцию ср	1	1
1334	между тем в	2	1
1335	жанр посрамляющий умершее	1	1
1336	собственной ситуации жизненного	1	1
1337	поучающего и поучаемого	1	1
1338	наделенного репродуктивной компетентностью	1	1
1339	их предлагая адресату	1	1
1340	схемы и в	1	1
1341	самого сюжета герой	1	1
1342	ее содержание к	1	1
1343	в литературоведческой практике	1	1
1344	сказания это позиция	1	1
1345	внеязыковое и потому	1	1
1346	языку поэтому жанры	1	1
1347	универсальными общечеловеческими ценностями	1	1
1348	от мастерства рассказчика	1	1
1349	что иное как	1	1
1350	развернутых описаний закрытость	1	1
1351	из барышни-крестьянки куда	1	1
1352	образом ориентировано на	1	1
1353	состоит в совмещении	1	1
1354	каждое из которых	1	1
1355	не последнюю роль	1	1
1356	пределе своем анекдот	1	1
1357	ни к чему	1	1
1358	жанровые стратегии создают	1	1
1359	языковые с еще	1	1
1360	что повести белкина	2	1
1361	не предполагает внутренне	1	1
1362	гусарства отставного сорокалетнего	1	1
1363	быть продемонстрировано и	1	1
1364	преждевременно поскольку мы	1	1
1365	нейтральное к языку	1	1
1366	самых событий вследствие	1	1
1367	офицерский чин приличный	1	1
1368	вовлечение адресата в	1	1
1369	одна из них	1	1
1370	как бы в	1	1
1371	гробовщика разве гробовщик	1	1
1372	сильвио или самсон	1	1
1373	ценностями ср с	1	1
1374	указующий перст своего	1	1
1375	жанровые образования возникающие	1	1
1376	картине мира и	1	1
1377	жизни сталкиваются лицом	1	1
1378	художественную концепцию цикла	1	1
1379	улана между тем	1	1
1380	не отделен от	1	1
1381	из уст в	1	1
1382	как притчу в	1	1
1383	эстетическое завершение белкин	1	1
1384	собственно художественными а	1	1
1385	слухи или сплетни	1	1
1386	атрибутами гусарства отставного	1	1
1387	зрелому мужчине и	1	1
1388	придать пересказанным анекдотам	1	1
1389	сапог обойдется а	1	1
1390	анекдота о случайном	1	1
1391	может быть признано	1	1
1392	смешное но обязательно	1	1
1393	слово сказания еще	1	1
1394	внутренняя активность адресата	1	1
1395	данного цикла в	1	1
1396	офицеров не сознается	1	1
1397	анекдота выбор лексики	1	1
1398	как уже неоднократно	1	1
1399	сильно билось русское	1	1
1400	притчи о муках	1	1
1401	демонстративно дополняет этими	1	1
1402	монолог в чистом	1	1
1403	жанровая стратегия притчевого	1	1
1404	к числу нарративных	1	1
1405	связаны с языком	1	1
1406	с машей на	1	1
1407	как на языке	1	1
1408	жизненной практике может	1	1
1409	типа есть монолог	1	1
1410	сознания к другому	1	1
1411	ставят перед ним	1	1
1412	слово анекдота уже	1	1
1413	поступках героев а	1	1
1414	деталями повторенными дважды	1	1
1415	анекдота уже не	1	1
1416	тогда как предметом	1	1
1417	значительной степени зависим	1	1
1418	исторического бытия с	1	1
1419	анекдота белкин в	1	1
1420	реализма голы как-то	1	1
1421	к этому же	1	1
1422	практике может быть	1	1
1423	в чистом виде	2	1
1424	а подлинный автор	1	1
1425	обладает достоверным но	1	1
1426	священного новелла ночной	1	1
1427	имеем дело с	1	1
1428	после того как	1	1
1429	здесь пока еще	1	1
1430	того или нет	1	1
1431	приложение запечатленного в	1	1
1432	в этом контексте	3	1
1433	случайном венчании бурмин	1	1
1434	бы мы по-русски	1	1
1435	по-английски разоряться были	1	1
1436	адресата занимающего позицию	1	1
1437	воззрения на мир	1	1
1438	предполагающий возможность одновременного	1	1
1439	дискурса то есть	1	1
1440	дискурсе речевой акт	1	1
1441	герой притчи владимир	1	1
1442	зародыши тематические и	1	1
1443	редуцированный анекдот и	1	1
