N	2gram	Propp_Russ	Problemy
1324	этих форм	1	1
1325	должны признать	1	1
1326	там на	1	1
1327	что до	1	1
1328	о своих	1	1
1329	в области	3	1
1330	их на	5	1
1331	материал у	1	1
1332	все другие	1	1
1333	все для	1	1
1334	не раскрывает	2	1
1335	виду что	2	1
1336	который почти	1	1
1337	именно это	1	1
1338	они приносят	1	1
1339	не надо	1	1
1340	в который	1	1
1341	и всякую	1	1
1342	остается без	1	1
1343	влиянием в	1	1
