N	2gram	Bakhtin_Pr	Psycholo
1295	произведения можно	1	1
1296	из моря	1	1
1297	на себя	1	1
1298	всем что	1	1
1299	стали бы	1	1
1300	или иная	1	1
1301	своем целом	1	1
1302	их он	1	1
1303	определенное и	1	1
1304	для решения	1	1
1305	вообще есть	1	1
1306	которое нужно	1	1
1307	общей концепции	1	1
1308	не нужно	5	1
1309	к некоторым	1	1
1310	к утверждению	1	1
1311	действительности и	3	1
1312	человека а	1	1
1313	всякой эстетической	1	1
1314	становится здесь	1	1
1315	это какая-то	1	1
1316	я в	1	1
1317	должно иметь	2	1
1318	самым существом	2	1
1319	свои права	1	1
1320	или это	1	1
1321	как единство	1	1
1322	только материал	1	1
1323	от содержания	2	1
1324	комедии и	1	1
1325	работ мы	1	1
1326	ко всякой	1	1
1327	найти себе	1	1
1328	объект как	4	1
1329	нужно сказать	1	1
1330	не были	1	1
1331	его художественной	1	1
1332	музыка например	1	1
1333	др в	2	1
1334	миру и	2	1
1335	существенное отличие	2	1
1336	как возможное	1	1
1337	суть не	1	1
1338	становится как	1	1
1339	искусствах а	1	1
1340	где каждый	1	1
1341	формальный метод	3	1
1342	центр тяжести	2	1
1343	истории и	1	1
1344	самого но	1	1
1345	на бумаге	1	1
1346	сгущается и	1	1
1347	культуры и	3	1
1348	действительность можно	1	1
1349	формой становится	1	1
1350	этой действительности	1	1
1351	не воспринимаем	1	1
1352	искусства может	1	1
1353	не исчерпывает	1	1
1354	выдвигает и	1	1
1355	о роли	1	1
1356	рассмотрение этой	1	1
1357	который был	1	1
1358	искусстве форма	1	1
1359	приводились во	1	1
1360	и проблем	1	1
1361	таких же	1	1
1362	другой более	1	1
1363	имеют все	1	1
1364	мире и	1	1
1365	нет а	2	1
1366	к лицу	1	1
1367	отношению ко	1	1
1368	строго различать	3	1
1369	и момент	1	1
1370	эстетику и	1	1
1371	как содержание	3	1
1372	его сама	1	1
1373	события и	2	1
1374	и закон	1	1
1375	может в	1	1
1376	иначе это	1	1
1377	к вину	1	1
1378	сюда относится	1	1
1379	оно ощущается	1	1
1380	конца как	1	1
1381	никакому сомнению	1	1
1382	и комическое	1	1
1383	данное и	1	1
1384	его во	1	1
1385	поэтому в	2	1
1386	быть поняты	2	1
1387	в работах	2	1
1388	мере и	1	1
1389	трагический характер	1	1
1390	этот смысл	1	1
1391	и несмотря	1	1
1392	не вещь	1	1
1393	и прямо	1	1
1394	связан ни	1	1
1395	найти между	1	1
1396	бы применить	1	1
1397	область искусства	1	1
1398	конечно и	4	1
1399	естественнонаучной и	1	1
1400	это находит	1	1
1401	философии при	1	1
1402	к общей	1	1
1403	за борт	1	1
1404	именно не	1	1
1405	переставая при	1	1
1406	нельзя выразить	1	1
1407	о другом	1	1
1408	искусство должно	1	1
1409	мы придаем	1	1
1410	с произведением	1	1
1411	в звуковом	2	1
1412	только там	2	1
1413	от художественного	1	1
1414	отнесены к	2	1
1415	себя только	1	1
1416	психологически и	1	1
1417	эта последняя	1	1
1418	на другие	1	1
1419	это самое	1	1
1420	не входит	10	1
1421	вызывает целый	1	1
1422	необходимых для	1	1
1423	она овладевает	2	1
1424	но оно	1	1
1425	момент а	1	1
1426	когда скульптор	1	1
1427	и пр	2	1
1428	ему необходимо	1	1
1429	языка и	1	1
1430	произведение не	3	1
1431	области между	1	1
1432	что никаких	1	1
1433	бы просто	2	1
1434	искусства для	1	1
1435	эстетических функций	1	1
1436	порядка для	1	1
1437	принципиально не	4	1
1438	совсем другой	1	1
1439	познание как	1	1
1440	содержание с	1	1
1441	осмыслить и	1	1
1442	и независимо	1	1
1443	не чувствую	1	1
1444	художественное задание	1	1
1445	обойтись без	1	1
1446	может войти	1	1
1447	определенные но	1	1
1448	получает от	2	1
1449	к поэзии	2	1
1450	эстетический характер	2	1
1451	их значения	2	1
1452	такому выводу	1	1
1453	мышления но	1	1
1454	объект не	4	1
1455	за пределами	1	1
1456	стороны слова	2	1
1457	не имели	1	1
1458	поэтического языка	1	1
1459	критическому рассмотрению	1	1
1460	словесного материала	1	1
1461	до известной	1	1
1462	формой но	1	1
1463	говорится в	1	1
1464	и смысловое	1	1
1465	культурной жизни	1	1
1466	движения и	2	1
1467	искусству в	1	1
1468	в м	6	1
1469	он оказался	1	1
1470	положение вещей	2	1
1471	содержание не	2	1
1472	общей философской	2	1
1473	разума и	1	1
1474	для спасения	1	1
1475	рода и	1	1
1476	но нигде	1	1
1477	не осуществляет	1	1
1478	может осуществить	2	1
1479	его форма	1	1
1480	эстетической теории	1	1
1481	об отдельном	2	1
1482	с традиционным	1	1
1483	и борьбы	1	1
1484	других областей	1	1
1485	ее а	1	1
1486	мы показали	1	1
1487	произведения или	1	1
1488	по клавишам	1	1
1489	на произведение	3	1
1490	форму в	5	1
1491	то самое	1	1
1492	художественного задания	1	1
1493	обходятся без	1	1
1494	вчувствования и	2	1
1495	все а	1	1
1496	эстетика не	6	1
1497	силу и	1	1
1498	до своих	1	1
1499	о другой	1	1
1500	всего сказанного	1	1
1501	что является	1	1
1502	что совершенно	2	1
1503	иногда и	3	1
1504	в свои	1	1
1505	как области	1	1
1506	чему он	1	1
1507	спасение это	1	1
1508	менее всего	3	1
1509	творчества поэта	1	1
1510	к положительной	1	1
1511	мы ее	1	1
1512	или даже	1	1
1513	должны отказаться	1	1
1514	понятию и	1	1
1515	однако это	1	1
1516	противном случае	3	1
1517	зрения не	1	1
1518	не создает	1	1
1519	случае о	1	1
1520	особенно в	2	1
1521	она только	2	1
1522	движения рассказа	1	1
1523	объекта но	1	1
1524	и отдельных	2	1
1525	начинается в	1	1
1526	события так	2	1
1527	моменты и	1	1
1528	план в	1	1
1529	основанного на	1	1
1530	чувствую себя	2	1
1531	мы сделали	1	1
1532	искусства или	1	1
1533	искусства становится	1	1
1534	эти ценности	1	1
1535	жизни человека	1	1
1536	к материалу	11	1
1537	дальше как	1	1
1538	одну из	1	1
1539	звуковой стороны	1	1
1540	уже только	1	1
1541	но всегда	1	1
1542	один шаг	1	1
1543	как таковые	1	1
1544	можно наметить	1	1
1545	чисто эмпирический	1	1
1546	есть и	1	1
1547	и эстетической	1	1
1548	форма есть	6	1
1549	имеются только	1	1
1550	как явление	2	1
1551	особый вид	1	1
1552	как мир	1	1
1553	человека с	1	1
1554	форма совершенно	1	1
1555	верной себе	1	1
1556	бы возразить	1	1
1557	и техники	1	1
1558	что далеко	1	1
1559	художником и	1	1
1560	мы разрушаем	1	1
1561	человека из	1	1
1562	решении этой	1	1
1563	других искусствах	2	1
1564	эстетику в	1	1
1565	есть таким	2	1
1566	звук а	1	1
1567	которому относится	1	1
1568	для изобразительных	1	1
1569	или другими	1	1
1570	различаем в	1	1
1571	происходит в	1	1
1572	но я	1	1
1573	дело конечно	1	1
1574	принципы и	1	1
1575	последних пределов	1	1
1576	же может	1	1
1577	так художественное	1	1
1578	природой и	1	1
1579	соглашаться с	1	1
1580	следовательно не	2	1
1581	этой конкретной	1	1
1582	уничтожается как	1	1
1583	хотя они	1	1
1584	художественное творчество	7	1
1585	в готовом	1	1
1586	человек может	1	1
1587	эстетического восприятия	1	1
1588	бы вбирает	1	1
1589	становится возможным	1	1
1590	при созерцании	2	1
1591	человеческой жизни	1	1
1592	к словесному	1	1
1593	в момент	1	1
1594	можно и	2	1
1595	стать только	1	1
1596	всего человека	2	1
1597	с содержанием	3	1
1598	и звуковой	1	1
1599	момента в	2	1
1600	звук в	1	1
1601	глаза и	1	1
1602	этот момент	2	1
1603	за последние	2	1
1604	и оправдание	1	1
1605	учитывать и	2	1
1606	ни стало	1	1
1607	в принципе	1	1
1608	самого содержания	1	1
1609	только отдельные	1	1
1610	м жирмунский	1	1
1611	искусству может	1	1
1612	эстетике но	1	1
1613	является слово	1	1
1614	природы или	1	1
1615	стремления и	1	1
1616	эстетической деятельности	2	1
1617	готовом виде	1	1
1618	есть что-то	1	1
1619	что эстетический	3	1
1620	только когда	1	1
1621	значения но	1	1
1622	эта действительность	1	1
1623	той стороной	1	1
1624	до степени	2	1
1625	его особенности	1	1
1626	понять именно	1	1
1627	нуждается ни	1	1
1628	стороны в	1	1
1629	но далеко	1	1
1630	правда в	1	1
1631	уже выше	1	1
1632	этими предметами	1	1
1633	необходимо для	1	1
1634	предмет и	1	1
1635	литературные формы	1	1
1636	понимания и	1	1
1637	нуждаться в	3	1
1638	нового метода	1	1
1639	ней как	1	1
1640	для эстетического	6	1
1641	сохранив всю	1	1
1642	на материале	3	1
1643	произведения которое	1	1
1644	моменты в	1	1
1645	в дальнейшем	3	1
1646	сам же	1	1
1647	те мысли	1	1
1648	пределы этого	1	1
1649	всего и	1	1
1650	чтобы найти	1	1
1651	называем все	1	1
1652	всегда с	1	1
1653	принципиальное различие	1	1
1654	чувствует себя	1	1
1655	не отменяет	2	1
1656	каково бы	1	1
1657	это создает	1	1
1658	проч и	1	1
1659	ощущений и	1	1
1660	задачей эстетики	1	1
1661	как язык	1	1
1662	которые создают	1	1
1663	чему не	1	1
1664	входит в	8	1
1665	что подобное	1	1
1666	бы из	1	1
1667	понять значение	2	1
1668	которое ей	1	1
1669	суждения и	2	1
1670	уже о	1	1
1671	следует остановиться	1	1
1672	относится не	1	1
1673	отношений это	1	1
1674	и познавательного	2	1
1675	он получает	1	1
1676	входят и	1	1
1677	но объяснить	1	1
1678	этим не	1	1
1679	душу и	1	1
1680	самых основах	1	1
1681	два направления	1	1
1682	несколько иным	1	1
1683	художественная деятельность	1	1
1684	быть признан	1	1
1685	которое допускает	1	1
1686	не становится	1	1
1687	могут и	1	1
1688	установить что	1	1
1689	слове как	1	1
1690	нем он	1	1
1691	и оценки	2	1
1692	проч с	3	1
1693	области нет	1	1
1694	формой содержания	1	1
1695	момент в	1	1
1696	а со	1	1
1697	эти системы	1	1
1698	дело во	1	1
1699	своих основных	1	1
1700	не имеющая	1	1
1701	чисто формальный	1	1
1702	вглубь не	1	1
1703	вся эта	1	1
1704	уничтожает все	1	1
1705	же должно	1	1
1706	следует отметить	1	1
1707	него как	1	1
1708	есть процесс	1	1
1709	имеют в	1	1
1710	присоединяется еще	1	1
1711	творца в	1	1
1712	есть форма	3	1
1713	слова под	1	1
1714	есть его	3	1
1715	при решении	2	1
1716	и художественно	2	1
1717	но действительность	1	1
1718	и этим	6	1
1719	в научном	1	1
1720	в тот	1	1
1721	к чистому	1	1
1722	всеми другими	1	1
1723	например при	2	1
1724	произведением не	1	1
1725	правильного понимания	2	1
1726	не их	1	1
1727	социологических и	1	1
1728	деятельности в	1	1
1729	но чувство	2	1
1730	contradictio in	3	1
1731	есть вне	1	1
1732	как его	3	1
1733	для поэзии	4	1
1734	прибавить что	1	1
1735	в психике	6	1
1736	а эта	1	1
1737	тенденцией к	1	1
1738	человек то	1	1
1739	для современной	1	1
1740	невозможно что	1	1
1741	собою и	1	1
1742	и отдельные	1	1
1743	творчество в	1	1
1744	всех своих	2	1
1745	для создания	1	1
1746	и познания	2	1
1747	личность художника	1	1
1748	в специальной	1	1
1749	и плохой	1	1
1750	как человек	1	1
1751	материала так	1	1
1752	наук об	3	1
1753	и определяет	2	1
1754	самый момент	1	1
1755	помощью которого	1	1
1756	бы уже	1	1
1757	слов не	1	1
1758	область познания	1	1
1759	несколько иначе	1	1
1760	не способна	4	1
1761	всей области	1	1
1762	произведение это	1	1
1763	совершенно независимо	2	1
1764	сравнительно с	1	1
1765	в наших	1	1
1766	ними в	1	1
1767	свое объяснение	1	1
1768	прийти в	1	1
1769	напряжения и	3	1
1770	чем она	1	1
1771	и социологические	1	1
1772	положении оказывается	1	1
1773	не лишне	1	1
1774	но несмотря	1	1
1775	всех сторон	2	1
1776	понимание но	1	1
1777	они всецело	1	1
1778	форм в	1	1
1779	нашей психике	1	1
1780	человека или	1	1
1781	произведение для	1	1
1782	и особенно	1	1
1783	и нельзя	1	1
1784	сделано в	1	1
1785	осуществления и	1	1
1786	которая обращена	1	1
1787	всех отношениях	1	1
1788	как возможность	1	1
1789	формалисты и	1	1
1790	на первой	1	1
1791	факта и	1	1
1792	эстетика со	1	1
1793	события на	1	1
1794	самому к	1	1
1795	это уже	1	1
1796	его она	1	1
1797	форме как	1	1
1798	в чувстве	3	1
1799	науки и	1	1
1800	поэтому она	1	1
1801	смысла в	1	1
1802	такового и	1	1
1803	как основного	1	1
1804	изучения искусства	2	1
1805	она становится	1	1
1806	искусства особенно	1	1
1807	исследовании которое	1	1
1808	мы понимаем	1	1
1809	и единство	1	1
1810	первый шаг	1	1
1811	вещи но	1	1
1812	что угодно	1	1
1813	в чем-либо	1	1
1814	это внутреннее	1	1
1815	что язык	1	1
1816	представления не	1	1
1817	в действительном	1	1
1818	быть понято	1	1
1819	можно даже	1	1
1820	in adjecto	3	1
1821	вопросом о	1	1
1822	направление в	1	1
1823	драматический характер	1	1
1824	при исполнении	1	1
1825	работ в	1	1
1826	важное значение	1	1
1827	содержание я	1	1
1828	в следующей	1	1
1829	свое время	1	1
1830	слова для	1	1
1831	в большинстве	5	1
1832	как художественное	1	1
1833	один какой-нибудь	1	1
1834	я должен	2	1
1835	ни слово	1	1
1836	взятым из	1	1
1837	со всех	2	1
1838	это событие	1	1
1839	ясности и	1	1
1840	себя для	1	1
1841	завершение и	2	1
1842	его тела	2	1
1843	но лишь	2	1
1844	исходным пунктом	1	1
1845	его характера	1	1
1846	в первых	1	1
1847	не обходятся	1	1
1848	нет она	1	1
1849	приходится бороться	1	1
1850	образом не	1	1
1851	вступают в	1	1
1852	известной степени	4	1
1853	а путем	1	1
1854	восприятия как	1	1
1855	эстетики но	1	1
1856	свою любовь	1	1
1857	дальнейшем будем	1	1
1858	к миру	3	1
1859	этого понимания	1	1
1860	в свой	1	1
1861	какие бы	1	1
1862	в первичном	1	1
1863	всех искусств	1	1
1864	особый характер	1	1
1865	от связи	1	1
1866	чувство может	1	1
1867	единство в	1	1
1868	и критике	1	1
1869	или просто	1	1
1870	гораздо сложнее	1	1
1871	не материал	1	1
1872	в коем	2	1
1873	ни с	2	1
1874	того времени	1	1
1875	не нужен	1	1
1876	они суть	1	1
1877	как отношение	2	1
1878	оно будет	1	1
1879	день и	1	1
1880	форма должна	1	1
1881	место только	1	1
1882	и принципиально	1	1
1883	его осуществления	1	1
1884	не нашедшие	1	1
1885	и живое	1	1
1886	лицом к	1	1
1887	совершенно новое	1	1
1888	представлять себе	4	1
1889	ценность в	1	1
1890	без нее	1	1
1891	не принимает	1	1
1892	она никогда	1	1
1893	непосредственно в	1	1
1894	является таким	1	1
1895	у толстого	1	1
1896	акт не	1	1
1897	влияний и	1	1
1898	единство так	1	1
1899	виду что	1	1
1900	теперь еще	1	1
1901	больше как	1	1
1902	быть определены	1	1
1903	в эстетический	12	1
1904	научного обсуждения	1	1
1905	за них	1	1
1906	один момент	1	1
1907	говорить об	1	1
1908	природу и	3	1
1909	художника как	1	1
1910	мира и	1	1
1911	объекта с	1	1
1912	чтобы вообще	1	1
1913	значение которого	1	1
1914	в новом	1	1
1915	здесь форма	1	1
1916	анализа формы	1	1
1917	войти в	2	1
1918	такое значение	1	1
1919	единство и	2	1
1920	его же	1	1
1921	так относится	1	1
1922	при изучении	1	1
1923	за его	3	1
1924	дела до	1	1
1925	но конечно	4	1
1926	искусство по	1	1
1927	не говоря	1	1
1928	в последовательном	1	1
1929	п и	1	1
1930	нас при	1	1
1931	личности в	1	1
1932	и композиционного	1	1
1933	же ее	1	1
1934	назвать и	1	1
1935	эстетика должна	2	1
1936	и социальной	1	1
1937	в объект	1	1
1938	может возникнуть	1	1
1939	характерно для	2	1
1940	где кроме	1	1
1941	этих работ	2	1
1942	отказ от	1	1
1943	целого в	1	1
1944	акте и	1	1
1945	этим основным	1	1
1946	война и	1	1
1947	явлений в	1	1
1948	резко отличается	1	1
1949	событие и	3	1
1950	поступка и	9	1
1951	и вводит	1	1
1952	как техника	1	1
1953	движения в	1	1
1954	как чисто	2	1
1955	которую я	1	1
1956	содержания мы	1	1
1957	с человеком	1	1
1958	не уничтожает	1	1
1959	чем является	1	1
1960	сумеем понять	1	1
1961	которых чувствуется	1	1
1962	значение слова	4	1
1963	же взгляда	1	1
1964	всех его	4	1
1965	поэзии что	1	1
1966	основе этого	1	1
1967	чем говорится	1	1
1968	которой можно	1	1
1969	не нуждается	2	1
1970	этого мышления	1	1
1971	та или	1	1
1972	есть необходимый	1	1
1973	двух направлениях	1	1
1974	только по	4	1
1975	и мрамор	1	1
1976	анализа и	2	1
1977	области теории	1	1
1978	обращаться к	1	1
1979	как наиболее	1	1
1980	этот недостаток	1	1
1981	эта громадная	1	1
1982	и кончает	1	1
1983	определить как	2	1
1984	ли может	1	1
1985	настоящая работа	1	1
1986	иногда даже	1	1
1987	и систематического	1	1
1988	в известной	3	1
1989	художественное значение	1	1
1990	форме и	2	1
1991	момент его	2	1
