N	2gram	Propp_Isto	Literetu
1324	же от	1	1
1325	просто как	1	1
1326	его тем	1	1
1327	отсюда и	1	1
1328	на задний	1	1
1329	столько о	1	1
1330	мотива с	2	1
1331	мы рассмотрели	1	1
1332	к солнцу	1	1
1333	в наши	1	1
1334	две стороны	1	1
1335	во избежание	1	1
1336	с новыми	1	1
1337	огонь и	3	1
1338	ни один	1	1
1339	границ а	1	1
1340	один день	1	1
1341	уже только	1	1
1342	воспринимается как	1	1
1343	с полным	1	1
1344	нельзя не	1	1
1345	обстоит дело	1	1
1346	это приводит	1	1
1347	не играет	1	1
1348	из версий	3	1
1349	у того	2	1
1350	быть и	1	1
1351	сам великий	1	1
1352	лица к	1	1
1353	туда где	1	1
1354	и их	1	1
1355	для глаз	1	1
1356	сама в	1	1
1357	он за	2	1
1358	оказывается что	3	1
1359	но дело	1	1
1360	в зеркало	1	1
1361	почти никогда	1	1
1362	гибнет от	2	1
1363	но то	1	1
1364	знает и	1	1
1365	люди не	1	1
1366	роль что	1	1
1367	от животного	1	1
1368	существу в	1	1
1369	частный случай	1	1
1370	в книге	5	1
1371	к ней	3	1
1372	по всей	2	1
1373	и вне	1	1
1374	характер не	1	1
1375	и задается	1	1
1376	на войне	2	1
1377	у меня	1	1
1378	имеет силу	1	1
1379	это место	2	1
1380	дух в	1	1
1381	в царство	10	1
1382	в библии	1	1
1383	эту мысль	1	1
1384	это означает	3	1
1385	же можно	4	1
1386	момент в	1	1
1387	до ее	1	1
1388	к новому	1	1
1389	можно будет	1	1
1390	к женщине	3	1
1391	здесь все	1	1
1392	только после	3	1
1393	об этой	2	1
1394	там на	2	1
1395	и эта	5	1
1396	враждебности к	6	1
1397	на своих	1	1
1398	эти два	1	1
1399	которое мы	1	1
1400	вы с	1	1
1401	красоты и	1	1
1402	он с	1	1
1403	пути к	1	1
1404	от эпохи	1	1
1405	жизнью и	1	1
1406	меня и	2	1
1407	есть своего	2	1
