N	2gram	Propp_Russ	Myslijsy
1320	к такой	1	1
1321	в детстве	1	1
1322	можно сделать	3	1
1323	на нем	1	1
1324	мы начнем	1	1
1325	всех других	1	1
1326	в тех	5	1
1327	относится и	1	1
1328	его жизнь	2	1
1329	более древняя	1	1
1330	это влияние	1	1
1331	в огонь	1	1
1332	сослаться на	1	1
1333	следует признать	2	1
1334	этой группы	1	1
1335	мы здесь	2	1
1336	при первом	1	1
1337	мы то	1	1
1338	д а	1	1
1339	ко времени	3	1
1340	ту сторону	1	1
1341	значения их	1	1
1342	вера в	2	1
1343	найти в	1	1
1344	и веселья	1	1
1345	эту силу	5	1
1346	и каждый	1	1
1347	это приводит	2	1
1348	когда они	2	1
1349	о потере	1	1
1350	песен как	1	1
1351	показал в	1	1
1352	почвы на	1	1
1353	том основании	1	1
1354	показывают что	3	1
1355	признает его	1	1
1356	чаще всего	3	1
1357	значение как	1	1
1358	на место	2	1
1359	и чтобы	1	1
1360	когда начинается	1	1
1361	мыслей в	1	1
1362	по нескольку	4	1
1363	нетрудно будет	1	1
1364	чем и	1	1
1365	но они	4	1
1366	ее тем	1	1
1367	в определенные	1	1
1368	особую силу	2	1
1369	другой подобной	1	1
1370	не отличается	1	1
1371	не имеющий	1	1
1372	нечто совсем	1	1
1373	любви и	1	1
1374	к сожалению	1	1
1375	своего рода	3	1
1376	есть однако	1	1
1377	это неверно	1	1
1378	выводы можно	2	1
1379	бывает и	1	1
1380	в состав	1	1
1381	нет такого	1	1
1382	в ночи	1	1
1383	они и	2	1
1384	от жизни	1	1
1385	и связанные	2	1
1386	и должны	1	1
1387	чем далее	1	1
1388	доказательства что	1	1
1389	и который	1	1
1390	в белом	1	1
1391	хлеба это	1	1
1392	оно могло	1	1
1393	или после	1	1
1394	двери и	1	1
1395	которая по	1	1
1396	оно было	1	1
1397	признаков как	1	1
1398	и менее	1	1
1399	именно только	1	1
1400	этого мало	2	1
1401	природе и	1	1
1402	думает что	2	1
1403	следующее за	1	1
1404	и этого	1	1
1405	он на	1	1
1406	формы мышления	1	1
1407	времени когда	1	1
1408	этот не	2	1
1409	в область	1	1
1410	такое толкование	2	1
1411	дошедши до	1	1
1412	через с	1	1
1413	то они	1	1
1414	способность слова	1	1
1415	объяснения не	1	1
1416	слово к	1	1
1417	ли они	1	1
1418	него нет	1	1
1419	их происхождения	1	1
1420	поэтому и	1	1
1421	не ясно	1	1
1422	во что	1	1
1423	он так	2	1
1424	которое как	1	1
1425	сходство в	1	1
1426	может не	1	1
1427	с г	2	1
1428	с целью	2	1
1429	меньшей мере	1	1
1430	встречаются и	2	1
1431	имеет много	1	1
1432	на раннее	1	1
1433	и действительно	2	1
1434	его принадлежит	1	1
1435	они связаны	1	1
1436	к разным	1	1
1437	относящиеся к	2	1
1438	с такими	1	1
1439	для каждого	1	1
1440	вот все	1	1
1441	это время	4	1
1442	на эту	1	1
1443	и просто	1	1
1444	ниже мы	1	1
1445	с криком	1	1
1446	приводит к	4	1
1447	форме а	1	1
1448	так называемая	2	1
1449	ли он	1	1
1450	сложное явление	1	1
1451	можно найти	1	1
1452	правило имеет	1	1
1453	вперед и	1	1
1454	п а	1	1
1455	них по	1	1
1456	время между	1	1
1457	здесь нет	1	1
1458	тот кто	2	1
1459	в которые	1	1
1460	их соединения	1	1
1461	говорится что	4	1
1462	части необходимо	1	1
1463	в древнерусском	1	1
1464	тому кто	1	1
1465	но их	1	1
1466	этого видно	1	1
1467	можно в	1	1
1468	бросается в	3	1
1469	одинаково может	1	1
1470	представления но	1	1
1471	не является	2	1
1472	первые два	1	1
1473	с места	2	1
1474	не объясняет	5	1
1475	и кончается	1	1
1476	во всю	1	1
1477	в очень	1	1
1478	смерти и	3	1
1479	в круг	3	1
1480	в земле	6	1
1481	имеют только	1	1
1482	совпадает с	1	1
1483	но здесь	1	1
1484	и и	2	1
1485	на основе	1	1
1486	это все	1	1
1487	по значению	1	1
1488	предположения что	1	1
1489	чем именно	1	1
1490	а через	1	1
1491	может произойти	1	1
1492	в малороссии	2	1
1493	считать их	1	1
1494	так называемым	1	1
1495	те или	1	1
1496	она начинает	1	1
1497	очень хорошо	1	1
1498	находилось в	1	1
1499	что также	2	1
1500	на некоторые	2	1
1501	и духовные	1	1
1502	теми которые	1	1
1503	чтобы она	2	1
1504	на столе	1	1
1505	внимания на	1	1
1506	и наша	1	1
1507	умершие в	1	1
1508	образ этот	1	1
1509	необходимо указать	2	1
1510	был его	1	1
1511	в совершенно	1	1
1512	хотя основы	1	1
1513	вопрос можно	1	1
1514	человека там	1	1
1515	нет в	2	1
1516	знает что	1	1
1517	связанных с	2	1
1518	возвращаются в	1	1
1519	формами мышления	1	1
1520	это показывает	4	1
1521	и а	4	1
1522	из одной	1	1
1523	который например	1	1
1524	в отличие	4	1
1525	песни но	1	1
1526	в сказке	1	1
1527	не целиком	1	1
1528	по народному	1	1
1529	старой теорией	1	1
1530	что ее	3	1
1531	дерева на	1	1
1532	сил которые	1	1
1533	народного творчества	2	1
1534	нужно заметить	1	1
1535	она имела	1	1
1536	смотрят на	1	1
1537	на год	1	1
1538	следует обратить	1	1
1539	в огороде	1	1
1540	вопрос мы	1	1
1541	и самих	1	1
1542	древнерусском языке	1	1
1543	к изучению	1	1
1544	было выработать	1	1
1545	ясно в	1	1
1546	доску с	1	1
1547	от разных	1	1
1548	по меньшей	1	1
1549	к новой	1	1
1550	увидим ниже	3	1
1551	веселье и	1	1
1552	же до	1	1
1553	у них	2	1
1554	по этой	1	1
1555	так называемое	2	1
1556	история их	1	1
1557	случаях под	1	1
1558	дает в	1	1
1559	же он	1	1
1560	в настоящее	3	1
1561	о начале	1	1
1562	стало бы	1	1
1563	в самих	3	1
1564	не знают	1	1
1565	объяснение этого	1	1
1566	развития развитие	1	1
1567	значение в	2	1
1568	и иначе	1	1
1569	то увидим	1	1
1570	другие эти	1	1
1571	он связывает	1	1
1572	дальнейшее развитие	1	1
1573	свидетельствует о	1	1
1574	сам он	1	1
1575	второй половине	1	1
1576	есть время	1	1
1577	обе эти	1	1
1578	и всем	2	1
1579	известно не	1	1
1580	это часто	1	1
1581	и свойства	1	1
1582	к корню	2	1
1583	высоты на	1	1
1584	наука в	1	1
1585	видя в	1	1
1586	форму в	1	1
1587	день и	2	1
1588	смысла но	1	1
1589	и атрибутов	1	1
1590	в каком-нибудь	1	1
1591	же явления	1	1
1592	котором речь	1	1
1593	по-видимому еще	1	1
1594	на одной	1	1
1595	здесь в	1	1
1596	говорит и	1	1
1597	и е	1	1
1598	имеет смысла	1	1
1599	зрения он	1	1
1600	представлять себе	1	1
1601	основана на	2	1
1602	ее к	2	1
1603	потом на	1	1
1604	дают нам	2	1
1605	были некогда	2	1
1606	иногда и	7	1
1607	наконец в	1	1
1608	жизни это	1	1
1609	а также	6	1
1610	к заключению	2	1
1611	самые разнообразные	1	1
1612	за этим	1	1
1613	силу на	2	1
1614	чтобы на	3	1
1615	который как	1	1
1616	здесь все	1	1
1617	теперь еще	1	1
1618	отрицать что	1	1
1619	ней в	2	1
1620	никаких следов	1	1
1621	вообще не	1	1
1622	основные черты	1	1
1623	более что	1	1
1624	в ряде	1	1
1625	ступени ее	1	1
1626	нас к	5	1
1627	в объяснении	1	1
1628	можно предположить	2	1
1629	говорят о	1	1
1630	а иногда	6	1
1631	видим что	1	1
1632	и д	1	1
1633	или может	1	1
1634	через них	8	1
1635	играть и	1	1
1636	еще прежде	1	1
1637	а за	4	1
1638	с растительным	1	1
1639	чаще других	1	1
1640	с другом	1	1
1641	из разных	1	1
1642	которые с	2	1
1643	было ни	1	1
1644	связаны с	6	1
1645	жизнь и	2	1
1646	чтобы сделать	2	1
1647	стоит и	1	1
1648	этом во	1	1
1649	от первого	1	1
1650	ко всему	2	1
1651	когда по	1	1
1652	того или	1	1
1653	встают и	1	1
1654	в воду	9	1
1655	можно ответить	1	1
1656	покажет нам	1	1
1657	iii что	1	1
1658	же от	1	1
1659	этом а	1	1
1660	в поле	18	1
1661	это как	1	1
1662	две стороны	1	1
1663	есть при	1	1
1664	огонь и	1	1
1665	и остаются	1	1
1666	как уже	6	1
1667	это был	1	1
1668	этого так	1	1
1669	ср наше	1	1
1670	в первые	2	1
1671	на поле	3	1
1672	них идет	1	1
1673	это для	1	1
1674	объясняется почему	1	1
1675	довольно часто	1	1
1676	еще менее	1	1
1677	солнца с	1	1
1678	особое значение	1	1
1679	собой слова	1	1
1680	дерево во	1	1
1681	такой способ	1	1
1682	в частности	2	1
1683	следует поставить	1	1
1684	них или	1	1
1685	не оставляет	2	1
1686	а по	1	1
1687	составные части	2	1
1688	новой и	1	1
1689	связь не	1	1
1690	время а	2	1
1691	наша наука	1	1
1692	или другого	1	1
1693	природе растение	1	1
1694	или его	1	1
1695	что нам	1	1
1696	еще в	6	1
1697	в пределах	2	1
1698	в xix	13	1
1699	останавливаться на	2	1
1700	рассмотреть что	1	1
1701	из своей	2	1
1702	на всю	1	1
1703	при всем	1	1
1704	на смерть	2	1
1705	этому поводу	3	1
1706	к понятию	1	1
1707	недавнего времени	1	1
1708	еще на	1	1
1709	рассматривать как	1	1
1710	из жизни	1	1
1711	понят только	1	1
1712	всего не	1	1
1713	и время	1	1
1714	также с	1	1
1715	недостатки этого	2	1
1716	именно тогда	1	1
1717	самых малейших	1	1
1718	например а	1	1
1719	объяснить себе	1	1
1720	со своими	1	1
1721	что подобные	1	1
1722	их мы	1	1
1723	для такого	1	1
1724	указаний на	1	1
1725	трав и	1	1
1726	объяснение слова	1	1
1727	что изучение	1	1
1728	это видно	1	1
1729	этом и	1	1
1730	и необходимое	1	1
1731	же можно	1	1
1732	ему с	1	1
1733	мы указали	1	1
1734	к пониманию	1	1
1735	право на	2	1
1736	как символ	2	1
1737	при изучении	6	1
1738	наблюдение что	1	1
1739	кругом в	1	1
1740	их на	5	1
1741	этим связано	1	1
1742	этой силы	2	1
1743	надо было	1	1
1744	которая имеет	1	1
1745	в так	1	1
1746	вопросы можно	1	1
1747	это подтверждается	2	1
1748	и обратно	1	1
1749	что такие	2	1
1750	где есть	2	1
1751	в руках	3	1
1752	все силы	1	1
1753	и иные	1	1
1754	его окружает	1	1
