N	2gram	Vygotskiy_	Myshleni
1307	раз он	1	3
1308	ни малейшего	1	3
1309	даны в	3	3
1310	ним и	1	3
1311	никакому сомнению	1	3
1312	нам нужно	1	3
1313	сводится к	1	3
1314	с целью	1	3
1315	и будет	1	3
1316	к таким	1	3
1317	и просто	1	3
1318	бы не	5	3
1319	да и	1	3
1320	словами и	2	3
1321	он мог	1	3
1322	образом все	1	3
1323	всем этом	1	3
1324	уже из	6	3
1325	первая из	1	3
1326	вернее сказать	1	3
1327	так чтобы	1	3
1328	самым мы	1	3
1329	в новый	1	3
1330	и независимо	1	3
1331	остается только	1	3
1332	для меня	1	3
1333	в приложении	1	3
1334	имеет никакого	3	3
1335	каждый из	3	3
1336	и наоборот	1	3
1337	который позволяет	1	3
1338	имеют своей	1	3
1339	что самый	1	3
1340	которых говорит	1	3
1341	это является	2	3
1342	утверждая что	1	3
1343	двух планов	2	3
1344	которые они	1	3
1345	этого нового	1	3
1346	от всякого	1	3
1347	всего того	3	3
1348	части в	1	3
1349	для выражения	1	3
1350	развития мысли	1	3
1351	вперед и	1	3
1352	одна и	2	3
1353	приложении к	1	3
1354	о нем	2	3
1355	нам еще	1	3
1356	легче всего	1	3
1357	сообразно с	1	3
1358	этот разговор	2	3
1359	основана на	1	3
1360	сказал бы	2	3
1361	как именно	2	3
1362	ведь это	1	3
1363	ни при	1	3
1364	не иметь	1	3
1365	это еще	1	3
1366	своей речи	1	3
1367	становится понятным	1	3
1368	в движение	1	3
1369	по его	3	3
1370	впечатления от	1	3
1371	но уже	1	3
1372	бы совершенно	6	3
1373	нас и	1	3
1374	как ни	1	3
1375	план в	1	3
1376	встречаемся с	1	3
1377	такие же	1	3
1378	мы сделали	1	3
1379	что всякий	2	3
1380	иметь случай	1	3
1381	других авторов	2	3
1382	прибегать к	3	3
1383	благодаря чему	2	3
1384	и всегда	2	3
1385	своей задачей	2	3
1386	мы обязаны	1	3
1387	находимся в	1	3
1388	момент в	1	3
1389	нам как	1	3
1390	может и	1	3
1391	если она	2	3
1392	он с	2	3
1393	не надо	2	3
1394	это утверждение	1	3
1395	это внутреннее	1	3
1396	к словесному	1	3
1397	их из	1	3
1398	самое понятие	1	3
1399	случае мы	1	3
1400	стоящей перед	1	3
1401	могут служить	1	3
1402	или нет	1	3
1403	которой они	1	3
1404	противоречие с	4	3
1405	или во	2	3
1406	собой все	2	3
1407	и чем-то	1	3
1408	он полагает	1	3
1409	уже выше	1	3
1410	всегда в	1	3
1411	сделать то	1	3
1412	значение не	1	3
1413	в это	1	3
1414	мы с	1	3
1415	и сейчас	2	3
1416	и мысли	1	3
1417	доказать что	2	3
1418	в языке	1	3
1419	при рассмотрении	1	3
1420	он получает	1	3
1421	пониманию и	1	3
1422	почти совершенно	1	3
1423	что ее	3	3
1424	в глаза	3	3
1425	мере не	1	3
1426	но скорее	1	3
1427	это целое	1	3
1428	чтобы они	1	3
1429	принять за	1	3
1430	с этими	2	3
1431	как я	2	3
1432	параллельно с	3	3
1433	для понимания	1	3
1434	надо сказать	4	3
1435	на общее	1	3
1436	исключительно с	1	3
1437	два основных	1	3
1438	действительно в	1	3
1439	и муравей	3	3
1440	он на	1	3
1441	другие авторы	1	3
1442	это остается	1	3
1443	в противоположном	1	3
1444	отражение в	2	3
1445	которое он	2	3
1446	показать в	1	3
1447	как же	2	3
1448	ли мы	1	3
1449	и можно	1	3
1450	что за	4	3
1451	первое что	2	3
1452	себя как	3	3
1453	а другая	2	3
1454	анализ показывает	1	3
1455	мы проследим	1	3
1456	не имеющие	1	3
1457	здесь как	1	3
1458	действия в	1	3
1459	которых в	1	3
1460	всей этой	3	3
1461	огромное количество	1	3
1462	если же	3	3
1463	всех других	1	3
1464	в соответствующей	1	3
1465	и затем	3	3
1466	вопрос можно	1	3
1467	можем с	1	3
1468	чем она	1	3
1469	в житейском	3	3
1470	это делает	2	3
1471	чем идет	1	3
1472	которое имеет	3	3
1473	бы быть	2	3
1474	же мы	2	3
1475	или иного	2	3
1476	сказать так	1	3
1477	и ничего	2	3
1478	в житейских	1	3
1479	взгляд на	1	3
1480	и этот	6	3
1481	же самая	4	3
1482	в противоречие	3	3
1483	у другого	1	3
1484	самому своему	1	3
1485	вот как	2	3
1486	очень легко	7	3
1487	они даны	1	3
1488	же самый	2	3
1489	быть понято	1	3
1490	дело идет	2	3
1491	ли он	4	3
1492	дальше и	1	3
1493	сразу и	1	3
1494	слова для	1	3
1495	действительность или	1	3
1496	указать на	3	3
1497	это явление	1	3
1498	случае и	1	3
1499	что самое	2	3
1500	всего на	1	3
1501	он хочет	3	3
1502	во впечатлении	1	3
1503	имеем в	3	3
1504	логической мысли	1	3
1505	психологическое исследование	1	3
1506	деле как	1	3
1507	но именно	1	3
1508	двух противоположных	6	3
1509	не знаем	2	3
1510	не объясняет	1	3
1511	материал и	2	3
1512	сделать это	1	3
1513	подойти к	1	3
1514	сомнения в	1	3
1515	из этой	2	3
1516	как простая	1	3
1517	когда речь	2	3
1518	в первый	2	3
1519	наше предположение	1	3
1520	предположение что	1	3
1521	что так	2	3
1522	и психологическое	2	3
1523	узнаем что	2	3
1524	что каждый	1	3
1525	представлять себе	1	3
1526	без всяких	3	3
1527	эта попытка	1	3
1528	или иначе	2	3
1529	чтобы с	1	3
1530	положение в	1	3
1531	и без	2	3
1532	по смыслу	2	3
1533	при таком	4	3
1534	это происходит	1	3
1535	к своему	2	3
1536	и оно	1	3
1537	в различной	2	3
1538	одинаковой степени	1	3
1539	для нашей	3	3
1540	без всякой	2	3
1541	за то	1	3
1542	а к	2	3
1543	заставляют нас	1	3
1544	лежащую в	1	3
1545	что касается	2	3
1546	конечно в	3	3
1547	далеко не	3	3
1548	из своей	2	3
1549	что из	1	3
1550	но напротив	1	3
1551	старались показать	2	3
1552	это все	2	3
1553	и часто	2	3
1554	скажем что	1	3
1555	на это	6	3
1556	в отдельности	2	3
1557	он и	1	3
1558	быть не	2	3
1559	и благодаря	1	3
1560	в порядке	4	3
1561	ее совершенно	1	3
1562	или слова	1	3
1563	видел что	1	3
1564	как наиболее	1	3
1565	перейти от	2	3
1566	явствует из	1	3
1567	и дальше	3	3
1568	об этой	1	3
1569	сложных отношений	1	3
1570	и совершенно	9	3
1571	говорит не	2	3
1572	на ту	1	3
1573	начинает с	3	2
1574	историческом развитии	1	2
1575	же и	1	2
1576	структуре и	1	2
1577	некоторой степени	1	2
1578	двух совершенно	2	2
1579	с уверенностью	4	2
1580	следует что	2	2
1581	оно становится	1	2
1582	годится для	1	2
1583	сам автор	5	2
1584	и рядом	1	2
1585	что произошло	1	2
1586	не хочет	1	2
1587	представлений о	1	2
1588	совершенно невозможно	1	2
1589	всякое обобщение	1	2
1590	что чем	3	2
1591	ни одна	1	2
1592	относится и	1	2
1593	понятным почему	1	2
1594	общего правила	2	2
1595	вывести из	2	2
1596	на свою	2	2
1597	из самых	1	2
1598	сам собой	3	2
1599	увидеть что	7	2
1600	в построении	1	2
1601	мы получаем	1	2
1602	пошла в	1	2
1603	опять как	1	2
1604	совершенно новой	1	2
1605	быть столь	1	2
1606	почему это	1	2
1607	этом примере	2	2
1608	людей с	1	2
1609	на любой	1	2
1610	вызывая в	1	2
1611	понять как	1	2
1612	действительность и	4	2
1613	стрекоза и	2	2
1614	этим мы	1	2
1615	ее к	1	2
1616	авторы как	1	2
1617	или вернее	2	2
1618	нам казалось	1	2
1619	тех слов	1	2
1620	он был	3	2
1621	меня на	1	2
1622	у самого	1	2
1623	мы очень	1	2
1624	видит причину	2	2
1625	своим собственным	2	2
1626	с самой	2	2
1627	всего остального	1	2
1628	же эта	1	2
1629	от структуры	1	2
1630	рассказывает о	3	2
1631	вынуждены были	1	2
1632	почти в	2	2
1633	и формы	2	2
1634	в подтверждение	1	2
1635	плодотворным и	1	2
1636	этом она	1	2
1637	на второй	1	2
1638	иметь ничего	1	2
1639	что ход	1	2
1640	причины и	1	2
1641	для этой	1	2
1642	обобщения в	1	2
1643	это настолько	1	2
1644	для взрослого	1	2
1645	которая определяет	1	2
1646	к себе	2	2
1647	нам удалось	2	2
1648	что сама	1	2
1649	говоря это	1	2
1650	ссылается на	6	2
1651	показать ниже	2	2
1652	как надо	1	2
1653	и кажется	2	2
1654	согласии с	2	2
1655	а есть	1	2
1656	внутреннее противоречие	2	2
1657	эксперимент с	1	2
1658	есть еще	1	2
1659	тем больше	2	2
1660	словом в	1	2
1661	для иллюстрации	2	2
1662	только она	1	2
1663	которых складывается	1	2
1664	ряд и	1	2
1665	на себя	1	2
1666	и элементарных	1	2
1667	этом последнем	1	2
1668	характер и	2	2
1669	он для	1	2
1670	первого шага	1	2
1671	но когда	2	2
1672	еще дальше	1	2
1673	и представить	1	2
1674	в сторону	2	2
1675	из одного	3	2
1676	авторов и	1	2
1677	что хотя	1	2
1678	что та	2	2
1679	за основу	1	2
1680	всякого исследования	1	2
1681	с здесь	2	2
1682	говоря в	1	2
1683	бы она	2	2
1684	не будет	2	2
1685	здесь на	1	2
1686	в заключении	1	2
1687	чрезвычайно важным	1	2
1688	реакции на	2	2
1689	с каждой	2	2
1690	при такой	2	2
1691	это или	1	2
1692	других людей	1	2
1693	доходит до	1	2
1694	вот в	1	2
1695	в историческом	1	2
1696	над ним	2	2
1697	более чем	2	2
1698	что каждое	1	2
1699	где каждый	1	2
1700	среды и	1	2
1701	конца и	1	2
1702	этой действительности	1	2
1703	теми же	1	2
1704	развиваются не	1	2
1705	постоянного и	1	2
1706	бы ни	1	2
1707	что кроме	2	2
1708	собственным законам	2	2
1709	с с	2	2
1710	это совершенно	2	2
1711	для чего	2	2
1712	прав в	1	2
1713	самую сущность	1	2
1714	понять что	1	2
1715	где мы	1	2
1716	действием и	1	2
1717	направленных на	1	2
1718	остается совершенно	1	2
1719	две части	3	2
1720	он только	1	2
1721	говорит нам	2	2
1722	этого мало	1	2
1723	здесь он	1	2
1724	эти законы	1	2
1725	с каждым	2	2
1726	но этого	1	2
1727	одно это	1	2
1728	совершенно иное	1	2
1729	полном согласии	1	2
1730	и первый	1	2
1731	и сложных	1	2
1732	однако мы	3	2
1733	сказать по	1	2
1734	всю мысль	1	2
1735	о другом	1	2
1736	совершенно правильно	2	2
1737	принято называть	1	2
1738	можно назвать	2	2
1739	и так	4	2
1740	и т	19	2
1741	любой из	1	2
1742	к какому	1	2
1743	поэзии и	3	2
1744	если можно	1	2
1745	они ни	1	2
1746	это самое	1	2
1747	его более	1	2
1748	с удивлением	1	2
1749	показать как	1	2
1750	нет ничего	1	2
1751	но у	1	2
1752	это дело	1	2
1753	имеет два	1	2
1754	бы просто	1	2
1755	и везде	1	2
1756	заключать в	1	2
1757	двух основных	1	2
1758	осмыслить и	1	2
1759	забывая что	1	2
1760	на два	1	2
1761	достаточной мере	1	2
1762	тот и	1	2
1763	и уже	5	2
1764	то все	1	2
1765	в которую	3	2
1766	которые можно	1	2
1767	прежде и	1	2
1768	но сам	2	2
1769	круг этих	1	2
1770	более как	1	2
1771	к структуре	1	2
1772	и целый	1	2
1773	что когда	2	2
1774	это имеет	2	2
1775	разговор с	2	2
1776	ином виде	1	2
1777	требование чтобы	1	2
1778	известно в	1	2
1779	то общее	1	2
1780	всех трех	1	2
1781	в споре	1	2
1782	тот самый	1	2
1783	из первых	1	2
1784	ли можно	1	2
1785	и значит	1	2
1786	именно этот	1	2
1787	так называемое	1	2
1788	этими словами	3	2
1789	исключительно в	1	2
1790	не прав	1	2
1791	указанием на	1	2
1792	с каким	1	2
1793	она конечно	1	2
1794	не одним	1	2
1795	уже с	2	2
1796	которому он	1	2
1797	заставляет его	3	2
1798	бывает в	1	2
1799	в любви	1	2
1800	понятие или	1	2
1801	пункт всего	1	2
1802	сделать и	1	2
1803	результатов к	1	2
1804	этих слов	1	2
1805	другой мы	1	2
1806	виду нечто	1	2
1807	в определенном	1	2
1808	и общей	1	2
1809	мы выше	1	2
1810	где он	3	2
1811	не самую	1	2
1812	силу и	1	2
1813	все их	2	2
1814	им с	1	2
1815	слова а	2	2
1816	этой фразе	1	2
1817	когда же	1	2
1818	всех прочих	2	2
1819	бы ожидать	1	2
1820	элементарным и	1	2
1821	в таких	1	2
1822	как эти	1	2
1823	это решение	1	2
1824	нечто совершенно	1	2
1825	что ни	3	2
1826	что обобщения	1	2
1827	с чисто	1	2
1828	этого рода	1	2
1829	чему он	1	2
1830	за этим	3	2
1831	которая так	1	2
1832	это возможно	1	2
1833	вот это	1	2
1834	которое было	1	2
1835	не наоборот	1	2
1836	частном случае	1	2
1837	говоря мы	4	2
1838	бы нам	2	2
1839	не останавливаться	1	2
1840	за другим	1	2
1841	отсутствует вовсе	1	2
1842	говоря она	1	2
1843	свою противоположность	1	2
1844	как результат	1	2
1845	бы это	5	2
1846	чтобы увидеть	5	2
1847	нам придется	2	2
1848	напротив того	9	2
1849	в малой	2	2
1850	которые могли	1	2
1851	случае если	4	2
1852	каждого слова	1	2
1853	предмета он	1	2
1854	частному случаю	1	2
1855	обобщения которые	1	2
1856	не следует	3	2
1857	в действительном	1	2
1858	эти авторы	1	2
1859	ведь мы	1	2
1860	бы если	1	2
1861	могло быть	1	2
1862	разве не	3	2
1863	с так	1	2
1864	каждого из	4	2
1865	и вне	1	2
1866	это можно	2	2
1867	может показаться	1	2
1868	и точно	2	2
1869	места в	2	2
1870	все еще	1	2
1871	идет не	1	2
1872	пришел к	1	2
1873	более сложном	1	2
1874	что сам	2	2
1875	он ограничивает	1	2
1876	мы условно	4	2
1877	то этим	1	2
1878	располагаются в	1	2
1879	это тот	1	2
1880	и очень	3	2
1881	ко второй	2	2
1882	он всегда	1	2
1883	нее в	3	2
1884	осознавать и	1	2
1885	это обычно	1	2
1886	которые по	1	2
1887	это имело	1	2
1888	направлений в	1	2
1889	никак нельзя	2	2
1890	содержание в	1	2
1891	все необходимые	1	2
1892	случае он	1	2
1893	ее основе	3	2
1894	имеет для	1	2
1895	оно приобретает	1	2
1896	мысль о	1	2
1897	его основной	1	2
1898	другую сторону	1	2
1899	том или	1	2
1900	считать что	1	2
1901	в точном	2	2
1902	о судьбе	1	2
1903	то сейчас	1	2
1904	указывает только	1	2
1905	самого конца	2	2
1906	и свести	1	2
1907	он по	1	2
1908	мы упоминали	1	2
1909	только частный	1	2
1910	самом конце	3	2
1911	художественное произведение	2	2
1912	всеми присущими	1	2
1913	относиться к	1	2
1914	начнем с	1	2
1915	так если	1	2
1916	моменты в	1	2
1917	сложное целое	1	2
1918	самое относится	1	2
1919	тем в	3	2
1920	жизни а	1	2
1921	все отдельные	1	2
1922	всякой другой	1	2
1923	которые создают	1	2
1924	повторяет в	1	2
1925	его собственной	1	2
1926	с нашим	1	2
1927	представлено в	1	2
1928	в руках	1	2
1929	если так	2	2
1930	следует отнести	2	2
1931	отмечает что	1	2
1932	мы остановились	2	2
1933	не имеем	1	2
1934	совершенно различных	2	2
1935	не об	1	2
1936	которых она	2	2
1937	тому на	1	2
1938	так то	2	2
1939	сказать относительно	1	2
1940	одном слове	1	2
1941	самой речи	1	2
1942	основу этого	1	2
1943	собой если	1	2
1944	который определяет	1	2
1945	под именем	1	2
1946	свои собственные	1	2
1947	смысле как	1	2
1948	к психологии	2	2
1949	связей в	1	2
1950	той степени	2	2
1951	чтобы это	1	2
1952	анализа к	1	2
1953	что кто	1	2
1954	которые оказались	1	2
1955	это будет	3	2
1956	имеют в	1	2
1957	же заключается	1	2
1958	но еще	1	2
1959	ним в	2	2
1960	он указывает	1	2
1961	если обратиться	1	2
1962	правильно указывает	1	2
1963	будем говорить	1	2
1964	теряет свою	1	2
1965	установить и	1	2
1966	согласны в	1	2
1967	там и	1	2
1968	все прочие	2	2
1969	закон и	1	2
1970	слова во	1	2
1971	подвести итоги	1	2
1972	она содержит	1	2
1973	и исследования	2	2
1974	которое в	1	2
1975	или хотя	1	2
1976	так много	2	2
1977	происходит и	1	2
1978	вопрос почему	1	2
1979	и она	4	2
1980	мышления чем	1	2
1981	в мире	3	2
1982	верно ли	1	2
1983	при изложении	1	2
1984	с как	1	2
1985	достигает своего	1	2
1986	на которую	2	2
1987	совершенно другой	4	2
1988	именно как	3	2
1989	виде мы	1	2
1990	вытекают из	1	2
1991	играет роль	1	2
1992	этом совершенно	1	2
1993	вся история	1	2
1994	мы конечно	1	2
1995	для ее	1	2
1996	когда я	3	2
1997	от самого	1	2
1998	все то	15	2
1999	говорит один	2	2
2000	можно сделать	1	2
2001	самая структура	1	2
2002	даже не	1	2
2003	на стороне	1	2
2004	дальше мы	1	2
2005	совершенно другую	1	2
2006	из общего	1	2
2007	бы формулировать	1	2
2008	их и	1	2
2009	строй в	1	2
2010	все он	1	2
2011	условно обозначить	1	2
2012	на словах	3	2
2013	видели на	1	2
2014	и никогда	2	2
2015	в достаточной	1	2
2016	роль при	1	2
2017	и доказать	1	2
2018	чему мы	1	2
2019	другой не	1	2
2020	из анализа	2	2
2021	сказать ничего	1	2
2022	исследования тех	1	2
2023	особенно легко	1	2
2024	над ними	1	2
2025	вверх от	1	2
2026	от жизни	1	2
2027	он стремится	1	2
2028	уже один	1	2
2029	основании этого	1	2
2030	до некоторой	1	2
2031	своей сущности	1	2
2032	не исчерпывается	1	2
2033	он действует	1	2
2034	на глазах	1	2
2035	он позволяет	1	2
2036	их как	1	2
2037	действий и	2	2
2038	однако он	2	2
2039	его ни	1	2
2040	где подлежащее	1	2
2041	не более	3	2
2042	объединяет в	2	2
2043	только у	1	2
2044	образом если	1	2
2045	стороны это	1	2
2046	величайшее значение	1	2
2047	исследователи как	1	2
2048	и действительно	2	2
2049	как не	3	2
2050	не знать	1	2
2051	существует не	1	2
2052	этого материала	1	2
2053	было показать	2	2
2054	все решительно	2	2
2055	хотел бы	2	2
2056	говорили уже	1	2
2057	своей жизни	2	2
2058	два слова	1	2
2059	имеет свои	1	2
2060	ни к	1	2
2061	в драме	2	2
2062	а если	1	2
2063	который с	1	2
2064	взятое в	1	2
2065	и главное	1	2
2066	на той	2	2
2067	автора и	2	2
2068	слова совершенно	1	2
2069	те или	1	2
2070	котором она	1	2
2071	только тем	1	2
2072	это сделал	1	2
2073	это показывает	1	2
2074	противоположных направлениях	1	2
2075	и наши	1	2
2076	легко может	1	2
2077	кривой и	1	2
2078	всю картину	1	2
2079	с на	1	2
2080	мы возьмем	1	2
2081	тогда мы	2	2
2082	суть дела	1	2
2083	ее предметом	1	2
2084	дает нам	1	2
2085	не указывает	1	2
2086	случаях и	1	2
2087	сам себя	2	2
2088	о человеке	2	2
2089	даже для	1	2
2090	который может	1	2
2091	от анализа	2	2
2092	это часто	1	2
2093	легко заметить	1	2
2094	задачи стоящей	1	2
2095	и новое	1	2
2096	их основе	1	2
2097	ради чего	1	2
2098	мы сейчас	2	2
2099	здесь нет	1	2
2100	же именно	1	2
2101	общее правило	1	2
2102	как ее	1	2
2103	бы дать	1	2
2104	то можно	1	2
2105	его же	1	2
2106	является еще	1	2
2107	отношении и	1	2
2108	другом случае	1	2
2109	на свете	2	2
2110	ко всему	1	2
2111	том случае	4	2
2112	часто бывает	1	2
2113	что от	1	2
2114	прав когда	3	2
2115	два противоположных	1	2
2116	не решает	1	2
2117	он принадлежит	1	2
2118	и почти	1	2
2119	легко показать	8	2
2120	есть как	2	2
2121	новой для	1	2
2122	он однако	1	2
2123	если язык	1	2
2124	уже видели	1	2
2125	если взять	3	2
2126	слова если	1	2
2127	мотивов и	1	2
2128	совершенно последовательно	1	2
2129	вызвать в	1	2
2130	тем чтобы	1	2
2131	рода и	1	2
2132	к новому	1	2
2133	или несколько	1	2
2134	чем простое	1	2
2135	что характеризует	1	2
2136	которых каждая	1	2
2137	элементарные свойства	1	2
2138	же самым	2	2
2139	чем-то большим	1	1
2140	указывал на	4	1
2141	на характер	1	1
2142	на так	1	1
2143	элементарном виде	1	1
2144	котором они	1	1
2145	тем меньше	1	1
2146	говорит больше	1	1
2147	совершенно другом	1	1
2148	образов в	1	1
2149	точном смысле	3	1
2150	двух мнений	1	1
2151	сама собой	3	1
2152	коснуться ее	1	1
2153	повод многим	1	1
2154	что почти	1	1
2155	вел себя	1	1
2156	которые здесь	1	1
2157	каковы же	1	1
2158	влияния и	1	1
2159	которых эта	1	1
2160	внимательно к	1	1
2161	за исключением	1	1
2162	степени как	1	1
2163	где дело	1	1
2164	по схеме	1	1
2165	что два	1	1
2166	невозможно мы	1	1
2167	которые лежат	1	1
2168	отдельные черты	1	1
2169	нам разъяснить	1	1
2170	с которого	1	1
2171	мест в	1	1
2172	предметом которого	1	1
2173	постараемся сейчас	1	1
2174	себя для	1	1
2175	который говорит	6	1
2176	большое количество	1	1
2177	попытка не	1	1
2178	второго направления	1	1
2179	своих собственных	1	1
2180	ничего более	2	1
2181	игре и	1	1
2182	случае то	1	1
2183	к рассмотрению	1	1
2184	всей ее	2	1
2185	предмета исследования	1	1
2186	басне стрекоза	1	1
2187	этим объясняется	1	1
2188	окончательном виде	1	1
2189	обратном отношении	1	1
2190	значение это	1	1
2191	показывает нам	1	1
2192	именно он	1	1
2193	мы начнем	1	1
2194	еще раз	3	1
2195	обобщения а	1	1
2196	бы напомнить	1	1
2197	прекрасно выразил	1	1
2198	как сказал	1	1
2199	исключения из	1	1
2200	прямо сказать	1	1
2201	полной противоположностью	1	1
2202	его часть	1	1
2203	и поведения	1	1
2204	так это	1	1
2205	тем ближе	4	1
2206	поставить эту	1	1
2207	основанием для	1	1
2208	а всегда	1	1
2209	уже благодаря	1	1
2210	это достаточно	1	1
2211	где она	3	1
2212	что нового	1	1
2213	или ином	1	1
2214	звуков так	1	1
2215	даже невозможно	1	1
2216	был сделан	1	1
2217	правило в	1	1
2218	образом сам	1	1
2219	мы подошли	1	1
2220	может помочь	1	1
2221	которых для	1	1
2222	этой стороны	1	1
2223	полагают что	1	1
2224	если с	1	1
2225	другим как	1	1
2226	ту форму	1	1
2227	отсюда проистекают	1	1
2228	и последнего	1	1
2229	схематически обозначить	1	1
2230	мысли что	1	1
2231	требует для	1	1
2232	действительно то	1	1
2233	такого приема	1	1
2234	еще чрезвычайно	1	1
2235	ее своим	1	1
2236	уже до	1	1
2237	следовало бы	2	1
2238	итоги нашему	1	1
2239	но нам	1	1
2240	дело только	1	1
2241	случаи когда	1	1
2242	что мне	1	1
2243	на следующем	1	1
2244	пор пока	2	1
2245	и каждое	1	1
2246	она могла	2	1
2247	природе вещей	1	1
2248	другое значение	1	1
2249	следовательно самое	1	1
2250	плане это	1	1
2251	выше можно	1	1
2252	нас интересовать	1	1
2253	формально более	1	1
2254	но вся	2	1
2255	из самого	1	1
2256	а никак	1	1
2257	мы все	6	1
2258	быть названо	1	1
2259	значение этой	1	1
2260	распространить на	1	1
2261	их значении	1	1
2262	а между	1	1
2263	свое отражение	2	1
2264	нам это	1	1
2265	бы величайшей	1	1
2266	для своей	2	1
2267	вправе были	1	1
2268	тот круг	1	1
2269	от своей	1	1
2270	время так	1	1
2271	же его	1	1
2272	природы но	1	1
2273	всякого сомнения	1	1
2274	ее место	1	1
2275	то чтобы	2	1
2276	утверждал что	2	1
2277	и пальма	1	1
2278	в объективных	1	1
2279	самой сущности	1	1
2280	с крайним	1	1
2281	против него	1	1
2282	бы ход	1	1
2283	то чем	1	1
2284	рассказывает он	1	1
2285	так не	1	1
2286	его потому	1	1
2287	усиливается и	1	1
2288	процесс совершенно	1	1
2289	можем сказать	2	1
2290	слова уже	1	1
2291	к следующему	1	1
2292	бы ее	2	1
2293	потому его	1	1
2294	даже у	2	1
2295	время мы	1	1
2296	не будут	1	1
2297	нигде так	1	1
2298	общего в	1	1
2299	с равным	1	1
2300	та и	2	1
2301	конечно только	2	1
2302	деле то	1	1
2303	различных психологических	1	1
2304	говорит как	1	1
2305	этом плане	1	1
2306	даже по	1	1
2307	и представляет	1	1
2308	этих первых	1	1
2309	автор что	1	1
2310	назвать то	1	1
2311	целое все	2	1
2312	одного но	1	1
2313	обо всем	1	1
2314	как нам	1	1
2315	что дети	1	1
2316	начале нашей	1	1
2317	это сходство	1	1
2318	глубокий и	1	1
2319	крыловской басни	1	1
2320	виду не	1	1
2321	первый раз	3	1
2322	обнаруживается в	1	1
2323	всего удобнее	1	1
2324	зрения а	1	1
2325	орудия и	1	1
2326	верно не	1	1
2327	другую как	1	1
2328	образом его	1	1
2329	и чрезвычайно	1	1
2330	элемент или	1	1
2331	подобраны и	1	1
2332	а ведь	1	1
2333	занимает место	1	1
2334	и верно	1	1
2335	о себе	1	1
2336	указал на	3	1
2337	психологическая основа	2	1
2338	объединены в	1	1
2339	что самая	3	1
2340	деле стоит	2	1
2341	вспомогательных средств	1	1
2342	тому который	1	1
2343	системы и	1	1
2344	узнали из	1	1
2345	в воде	2	1
2346	всего напоминает	1	1
2347	в самые	1	1
2348	который делает	1	1
2349	мы на	2	1
2350	время протекает	1	1
2351	которая состоит	1	1
2352	не нуждается	1	1
2353	согласно этому	1	1
2354	этим и	1	1
2355	смысла но	1	1
2356	каком случае	1	1
2357	их понятиям	1	1
2358	этого можно	1	1
2359	человек и	2	1
2360	находящийся в	1	1
2361	их он	1	1
2362	развертывания и	1	1
2363	а здесь	1	1
2364	и которую	1	1
2365	образом для	1	1
2366	и всеобщим	1	1
2367	роли которую	1	1
2368	общего смысла	1	1
2369	же увидим	1	1
2370	двойственный характер	1	1
2371	следовательно самый	1	1
2372	не производит	1	1
2373	человека а	1	1
2374	есть чем	1	1
2375	создается и	1	1
2376	имеет ничего	1	1
2377	истинный смысл	5	1
2378	с новой	1	1
2379	новым содержанием	1	1
2380	смысл и	8	1
2381	спросим себя	1	1
2382	подобным образом	1	1
2383	означает и	1	1
2384	иметь с	1	1
2385	слово попляши	3	1
2386	при ее	1	1
2387	действие которое	3	1
2388	дана в	1	1
2389	этого сделать	1	1
2390	деле когда	3	1
2391	не дошло	1	1
2392	к любой	1	1
2393	в наше	2	1
2394	это чрезвычайно	1	1
2395	другого круга	1	1
2396	другом и	2	1
2397	как материал	1	1
2398	с какой	1	1
2399	она заставляет	1	1
2400	противоречие и	3	1
2401	возможности его	1	1
2402	явствует что	1	1
2403	словами но	1	1
2404	от которых	2	1
2405	он спрашивает	1	1
2406	такого что	1	1
2407	так просто	1	1
2408	по психологической	1	1
2409	ради которых	1	1
2410	в нас	7	1
2411	как автор	2	1
2412	но об	1	1
2413	сколько можно	1	1
2414	полном смысле	1	1
2415	и другая	2	1
2416	уже одно	1	1
2417	она была	5	1
2418	эта действительность	1	1
2419	не пойдет	1	1
2420	другому в	1	1
2421	основе но	1	1
2422	и переходах	1	1
2423	после своей	1	1
2424	нами был	1	1
2425	понимания то	1	1
2426	мы рассмотрим	2	1
2427	мы предположить	1	1
2428	нас совершенно	4	1
2429	возникает только	1	1
2430	раз обратным	2	1
2431	материала в	3	1
2432	и ты	1	1
2433	них не	1	1
2434	он даже	1	1
2435	мы исходили	1	1
2436	но опять	1	1
2437	что характер	1	1
2438	все остальное	1	1
2439	действий так	1	1
2440	этой фразы	3	1
2441	высшим формам	1	1
2442	всю жизнь	1	1
2443	имеет себе	1	1
2444	остается никаких	1	1
2445	до наших	1	1
2446	играющие роль	1	1
2447	вещами как	1	1
2448	значении и	1	1
2449	отдельные моменты	1	1
2450	которая у	1	1
2451	на самый	1	1
2452	приступающий к	1	1
2453	знаем по	1	1
2454	она оказывается	1	1
2455	протекает и	1	1
2456	к каким	2	1
2457	как прежде	1	1
2458	и чем	3	1
2459	в какой-то	1	1
2460	ту самую	1	1
2461	я сам	1	1
2462	животные обладают	1	1
2463	еще одно	1	1
2464	со всяким	1	1
2465	прямом смысле	2	1
2466	объяснить это	1	1
2467	по любому	1	1
2468	воспоминания без	1	1
2469	он действительно	2	1
2470	построения всего	1	1
2471	доказывает что	1	1
2472	он долго	2	1
2473	сплошь и	1	1
2474	той которая	1	1
