N	2gram	Propp_Isto	Mirosoze
1326	момент когда	1	1
1327	тех же	2	1
1328	имманентно а	1	1
1329	пор не	1	1
1330	от земли	2	1
1331	что образ	2	1
1332	каждый раз	1	1
1333	ним как	1	1
1334	в огненную	1	1
1335	только у	2	1
1336	в нашей	2	1
1337	на друга	1	1
1338	болезнь и	1	1
1339	с земли	1	1
1340	приводит нас	5	1
1341	что случилось	1	1
1342	или как	3	1
1343	это его	1	1
1344	как совершенно	1	1
1345	идет о	1	1
1346	которых они	1	1
1347	на это	1	1
1348	люди не	1	1
1349	смену в	1	1
1350	переходит на	2	1
1351	одного из	3	1
1352	нам необходимо	2	1
1353	всегда является	1	1
1354	пути к	1	1
1355	в царство	6	1
1356	это можно	1	1
1357	в которого	2	1
1358	слова в	1	1
1359	исторически и	1	1
1360	идут от	2	1
1361	же в	3	1
1362	к пониманию	2	1
1363	убил его	1	1
1364	многие другие	1	1
1365	остается один	1	1
1366	попали в	1	1
1367	вход в	1	1
1368	право на	2	1
1369	об этой	1	1
1370	в области	1	1
1371	все другие	2	1
1372	в эти	1	1
1373	же это	1	1
1374	в мышлении	2	1
1375	как живой	1	1
1376	в целом	4	1
1377	он с	1	1
1378	или точнее	1	1
1379	в лице	2	1
1380	и наконец	2	1
1381	что на	1	1
1382	есть дух	1	1
1383	все было	1	1
1384	чтобы узнать	1	1
1385	может ее	2	1
1386	бог в	2	1
1387	человек или	1	1
1388	можно только	1	1
