N	2gram	Propp_Isto	Morfolog
1282	приведенных случаях	1	1
1283	и некоторые	2	1
1284	они представляют	2	1
1285	чудно и	1	1
1286	так сияло	1	1
1287	перо жар-птицы	1	1
1288	поцеловать царевну	1	1
1289	как по	1	1
1290	ее отец	3	1
1291	укротить коня	3	1
1292	уже очень	1	1
1293	это один	1	1
1294	и говорит	5	1
1295	к заключению	2	1
1296	и ковшик	1	1
1297	самые разнообразные	1	1
1298	за этим	1	1
1299	героя с	1	1
1300	волшебный дар	1	1
1301	что под	2	1
1302	и где	1	1
1303	что за	3	1
1304	и которая	1	1
1305	но эта	2	1
1306	дело в	1	1
1307	исторической действительности	1	1
1308	премудрая такой	1	1
1309	и отношение	1	1
1310	сияло как	1	1
1311	некоторых случаях	2	1
1312	оловянном царстве	1	1
1313	но впоследствии	1	1
1314	что не	3	1
1315	как его	2	1
1316	всему миру	2	1
1317	уже совершенно	1	1
1318	и другое	4	1
1319	как нечто	1	1
1320	где нет	1	1
1321	много лет	1	1
1322	милолику-царевну с	1	1
1323	уже достаточно	1	1
1324	и всю	1	1
1325	они задаются	1	1
1326	для исследователя	1	1
1327	в таком	1	1
1328	на тот	2	1
1329	на колеснице	2	1
1330	от царя	5	1
1331	царство и	2	1
1332	кто в	2	1
1333	конь не	1	1
1334	светло что	1	1
1335	а царь	1	1
1336	совершенно точно	2	1
1337	между ними	1	1
1338	семьи или	1	1
1339	нас к	5	1
1340	этой цели	1	1
1341	и она	3	1
1342	помнить что	1	1
1343	можно предположить	3	1
1344	а здесь	1	1
1345	было зажжено	1	1
1346	есть в	1	1
1347	но по	2	1
1348	эти две	1	1
1349	не есть	1	1
1350	при разных	1	1
1351	это требование	1	1
1352	здесь перед	1	1
1353	между прочим	3	1
1354	не дают	2	1
1355	его отец	3	1
1356	становится понятным	1	1
1357	д то	1	1
1358	основано на	1	1
1359	дочь в	1	1
1360	похищена у	1	1
1361	так в	10	1
1362	он узнает	2	1
1363	покое было	1	1
1364	к концу	3	1
1365	царь объявляет	1	1
1366	на одном	1	1
1367	случай который	1	1
1368	на все	1	1
1369	тех которые	1	1
1370	с некоторой	1	1
1371	уже давно	1	1
1372	со своей	2	1
1373	средствами и	1	1
1374	качестве примера	1	1
1375	что им	1	1
1376	выше мы	4	1
1377	по его	2	1
1378	и ведьма	1	1
1379	живых то	1	1
1380	о которых	1	1
1381	идет на	1	1
1382	которые имеют	1	1
1383	бы мы	1	1
1384	сохраняется и	2	1
1385	бы поставить	1	1
1386	обходит их	1	1
1387	солнцева сестра	2	1
1388	на золотой	1	1
1389	иногда не	1	1
1390	и должны	1	1
1391	пока не	1	1
1392	возвращается с	2	1
1393	и это	9	1
1394	и царство	1	1
1395	д наконец	1	1
1396	друга что	1	1
1397	с другом	1	1
1398	яги и	1	1
1399	сказках где	2	1
1400	из одного	3	1
1401	в эту	3	1
1402	церковь и	1	1
1403	они есть	1	1
1404	случаях герой	4	1
1405	в животное	2	1
1406	куда он	1	1
1407	ее искать	2	1
1408	сих пор	5	1
1409	как все	1	1
1410	за невесту	1	1
1411	дочерей и	1	1
1412	свое место	2	1
1413	дворец мост	1	1
1414	в колодец	1	1
1415	укажем что	1	1
1416	причем эти	1	1
1417	герой например	4	1
1418	этих двух	1	1
1419	воды и	1	1
1420	в русской	8	1
1421	в каждом	1	1
1422	они все	2	1
1423	золотом и	1	1
1424	и похищение	1	1
1425	его дочери	2	1
1426	колеснице сидит	1	1
1427	в плену	1	1
1428	предположить что	6	1
1429	дочери водяного	1	1
1430	но такой	1	1
1431	через яму	2	1
1432	быть объяснена	1	1
1433	она посылает	1	1
1434	и хочет	1	1
1435	правильный путь	1	1
1436	пока просто	1	1
1437	может иметь	1	1
1438	змеем или	1	1
1439	вариантов но	1	1
1440	него самого	2	1
1441	еще тем	1	1
1442	генерал или	1	1
1443	и эти	5	1
1444	стороны у	1	1
1445	том покое	1	1
1446	вопрос но	1	1
1447	испытание едой	1	1
1448	превращаясь в	2	1
1449	же с	2	1
1450	сквозь уши	2	1
1451	таким же	2	1
1452	могут служить	2	1
1453	часто встречается	1	1
1454	ее он	2	1
1455	отличие от	1	1
1456	она должна	1	1
1457	я тебе	1	1
1458	домой и	2	1
1459	связь сказки	1	1
1460	играет роль	1	1
1461	царь или	2	1
1462	этом нет	1	1
1463	до бесконечности	1	1
1464	они играют	2	1
1465	на корабле	1	1
1466	нас но	1	1
1467	отец и	2	1
1468	один случай	1	1
1469	перо это	1	1
1470	вдруг появляется	2	1
1471	то чего	1	1
1472	сама природа	1	1
1473	с избушкой	1	1
1474	взгляд кажется	1	1
1475	может идти	2	1
1476	две формы	2	1
1477	погони и	1	1
1478	таких условиях	1	1
1479	на другой	2	1
1480	совершенно одинаковые	1	1
1481	герой испытывается	1	1
1482	а от	1	1
1483	уже только	1	1
1484	можем обойти	1	1
1485	можем указать	1	1
1486	но он	4	1
1487	ней можно	1	1
1488	быть зафиксированы	1	1
1489	не исчерпывают	1	1
1490	говорится и	1	1
1491	обстоит дело	1	1
1492	мы опять	1	1
1493	самому себе	1	1
1494	отношение между	1	1
1495	он обращается	1	1
1496	так что	6	1
1497	в чужие	1	1
1498	первый случай	1	1
1499	и задача	1	1
1500	можем наблюдать	3	1
1501	где герой	3	1
1502	мост к	1	1
1503	для тех	1	1
1504	является его	1	1
1505	комбинируются друг	1	1
1506	на другое	1	1
1507	не мотивируются	1	1
1508	водой а	1	1
1509	кажется что	7	1
1510	дочери царя	1	1
1511	сила героя	1	1
1512	что отец	2	1
1513	что касается	1	1
1514	взгадать ни	1	1
1515	начале сказки	1	1
1516	его не	4	1
1517	надо сказать	2	1
1518	огромное количество	2	1
1519	но она	2	1
1520	при случае	1	1
1521	семь лет	1	1
1522	как видно	1	1
1523	не приходится	1	1
1524	подземный ход	1	1
1525	и светло	1	1
1526	как он	11	1
1527	поставлен вопрос	2	1
1528	форма есть	1	1
1529	часто не	1	1
1530	не дает	1	1
1531	оказывается что	3	1
1532	героя его	2	1
1533	почти всегда	6	1
1534	оно встречается	1	1
1535	здесь вслед	1	1
1536	за спиной	1	1
1537	же он	1	1
1538	они пришли	2	1
1539	имеем здесь	1	1
1540	доходит до	3	1
1541	а этот	1	1
1542	несколько ниже	1	1
1543	случай характерен	1	1
1544	к которой	2	1
1545	говорит ну	1	1
1546	сказках о	1	1
1547	по жердочке	2	1
1548	думать что	3	1
1549	или как	1	1
1550	огненных змеев	1	1
1551	как вообще	1	1
1552	иногда этот	1	1
1553	всех разновидностей	1	1
1554	обратном пути	1	1
1555	или иное	1	1
1556	элементы и	1	1
1557	он представляет	1	1
1558	очень важны	1	1
1559	на свое	2	1
1560	когда мы	2	1
1561	меняется и	1	1
1562	змей в	7	1
1563	царевны но	1	1
1564	может лежать	1	1
1565	с ягой	1	1
1566	он прячется	2	1
1567	колесница в	1	1
1568	до места	2	1
1569	выходят за	1	1
1570	не говорится	3	1
1571	эту функцию	1	1
1572	и небо	1	1
1573	прямо с	1	1
1574	возможно что	4	1
1575	пусть иван-царевич	1	1
1576	что ежели	1	1
1577	задачи представляют	1	1
1578	и никогда	1	1
1579	оно имеет	1	1
1580	видите ли	1	1
1581	со мной	1	1
1582	на ковре-самолете	1	1
1583	друг другу	1	1
1584	и каждый	1	1
1585	затем он	2	1
1586	которые в	3	1
1587	говорилось выше	3	1
1588	бы он	1	1
1589	это делает	1	1
1590	это видно	2	1
1591	сама наказывает	1	1
1592	дух в	1	1
1593	этом и	2	1
1594	иногда это	4	1
1595	них не	1	1
1596	задача может	2	1
1597	эта черта	1	1
1598	решения задачи	1	1
1599	задача в	1	1
1600	сказке в	3	1
1601	эту мысль	1	1
1602	и солнцева	1	1
1603	действительно не	1	1
1604	жены и	1	1
1605	и сердца	1	1
1606	же случай	1	1
1607	это означает	3	1
1608	он показывает	7	1
1609	ей не	1	1
1610	в силу	2	1
1611	его до	1	1
1612	здесь также	1	1
1613	другой и	2	1
1614	неописанной что	1	1
1615	его имени	2	1
1616	такой же	3	1
1617	чудесный дворец	1	1
1618	сведения о	1	1
1619	препятствие которое	1	1
1620	как при	1	1
1621	вход в	4	1
1622	функции царевны	2	1
1623	из этого	2	1
1624	заключению что	2	1
1625	при изучении	2	1
1626	искажает сущность	1	1
1627	в области	3	1
1628	его к	2	1
1629	один и	1	1
1630	все более	1	1
1631	царство аф	2	1
1632	землю летит	1	1
1633	помощи коня	1	1
1634	на дочери	4	1
1635	другой сказке	1	1
1636	объездить коня	1	1
1637	с первых	1	1
1638	показывает что	12	1
1639	ли в	1	1
1640	это совершенно	1	1
1641	конь и	1	1
1642	в золотом	2	1
1643	в окно	1	1
1644	что мотив	2	1
1645	царь в	2	1
1646	может и	1	1
1647	для чего	1	1
1648	не удалось	1	1
1649	задачи не	4	1
1650	домой герой	1	1
1651	в него	4	1
1652	только одну	1	1
1653	с ее	1	1
1654	всех этих	6	1
1655	случае это	1	1
1656	или водовоз	1	1
1657	с религией	1	1
1658	воздуху золотая	1	1
1659	он был	2	1
1660	нет не	1	1
1661	из причин	1	1
1662	этому вопросу	1	1
1663	дает ему	2	1
1664	здесь следует	1	1
1665	здесь по-видимому	1	1
1666	в лице	1	1
1667	злая царевна	1	1
1668	до его	1	1
1669	не можем	3	1
1670	нельзя кроме	1	1
1671	и наконец	6	1
1672	некоторые черты	2	1
1673	еще одно	2	1
1674	царевны или	1	1
1675	сказка как	1	1
1676	мы условно	1	1
1677	вплоть до	2	1
1678	есть не	1	1
1679	кончает самоубийством	1	1
1680	это перо	1	1
1681	иван-царевич идет	1	1
1682	со свистом	1	1
1683	в полночь	2	1
1684	быть поставлен	2	1
1685	он или	1	1
1686	рассмотрим еще	1	1
