N	4gram	Tiupa_Teor	DiskursI
799	здесь присутствует как правило	1	1
800	иной конкретной ценностно-смысловой картины	1	1
801	в том и состоит	1	1
802	к позиции изобразителя жизни	1	1
803	божья повеленья сказание в	1	1
804	это ощущение составляет необходимый	1	1
805	практике может быть осуществлено	1	1
806	участников коммуникативного события на	1	1
807	отношении к предмету речи	1	1
808	даже будучи порой фактически	1	1
809	анекдота это игра случая	1	1
810	поучающего и поучаемого это	1	1
811	вполне самобытно но и	1	1
812	представляет собой позицию которую	1	1
813	переходит к позиции изобразителя	1	1
814	рода механизмом активизации воспринимающего	1	1
815	может быть осуществлено только	1	1
816	и персонажи сказания не	1	1
817	и оценки и иных	1	1
818	собой исторически продуктивный тип	1	1
819	персонажем в акте выбора	1	1
820	целенаправленно устремленный от одного	1	1
821	является своего рода механизмом	1	1
822	закон собственно и составляющий	1	1
823	с языком ставят перед	1	1
824	дискурсе речевой акт притчевого	1	1
825	жизненную позицию опираясь на	1	1
826	сочинение литературного произведения по	1	1
827	слушающих общим знанием поэтому	1	1
828	смысле домонологично оно объединяет	1	1
829	становящегося человека с его	1	1
830	не дай мне бог	1	1
831	приобщения к общенародной хвале	1	1
832	кто говорит и кому	1	1
833	поступки только раскрывают содержание	1	1
834	жизненным опытом выводится в	1	1
835	притчевое нормативное самоотождествление с	1	1
836	определяемое отсутствием ценностной дистанции	1	1
837	задания реализуют в нем	1	1
838	своей роли в миропорядке	2	1
839	биографического слова не сводится	1	1
840	свободным как к содержанию	1	1
841	коммуникативного события суть равнодостойные	1	1
842	опытом выводится в просторную	1	1
843	наличие так называемого чувства	1	1
844	полноценная биография возможна только	1	1
845	значительной степени зависим от	1	1
846	от своей судьбы они	1	1
847	возможность иного языка и	1	1
848	изменить ничего нельзя не	1	1
849	в целом ряде произведений	1	1
850	в том или ином	1	1
851	и непристойность необыкновенное в	1	1
852	принадлежат самой ситуации рассказывания	1	1
853	коммуникативную стратегию эстетического по	1	1
854	виде целенаправленно устремленный от	1	1
855	вследствие которого он от	1	1
856	разные формы скрытой полускрытой	1	1
857	мире всеобщей межличностной соотносительности	1	1
858	самому герою жизнеописания чего	1	1
859	опыт жизни а также	1	1
860	есть не что иное	1	1
861	героя как ценностного центра	1	1
