N	2gram	Vygotskiy_	RusskieA
1313	сделать какие-либо	1	1
1314	такая точка	1	1
1315	или другое	1	1
1316	только потому	2	1
1317	так поступали	1	1
1318	мы еще	1	1
1319	в самой	2	1
1320	только о	3	1
1321	точку зрения	3	1
1322	в м	1	1
1323	стало бы	1	1
1324	обратиться к	3	1
1325	и том	1	1
1326	как раз	4	1
1327	таком же	1	1
1328	и каким	1	1
1329	есть много	1	1
1330	всегда была	1	1
1331	в любви	1	1
1332	форм и	3	1
1333	то они	1	1
1334	или к	1	1
1335	к самим	1	1
1336	в цель	1	1
1337	другой материал	2	1
1338	нас совершенно	1	1
1339	ничем не	1	1
1340	основе своей	2	1
1341	может не	1	1
1342	в коем	1	1
1343	и было	1	1
1344	есть непременная	1	1
1345	нему и	1	1
1346	наблюдение что	1	1
1347	тридевять земель	1	1
1348	зависит от	2	1
1349	случаев когда	1	1
1350	ее таким	1	1
1351	вопроса в	1	1
1352	и форма	2	1
1353	чем объясняется	1	1
1354	обе эти	1	1
1355	одна и	1	1
1356	народов как	1	1
1357	и свойства	1	1
1358	легко заметить	4	1
1359	а это	1	1
1360	она будет	1	1
1361	он и	1	1
1362	исследовании о	2	1
1363	этом он	2	1
1364	и новое	1	1
1365	в литературе	1	1
1366	значение его	1	1
1367	о нем	2	1
1368	имеет совершенно	1	1
1369	этих слов	2	1
1370	место только	1	1
1371	например то	1	1
1372	же явления	2	1
1373	из форм	1	1
1374	вызывают к	1	1
1375	смысле этого	2	1
1376	того момента	1	1
1377	как нечто	3	1
1378	слова а	1	1
1379	таком случае	3	1
1380	когда же	1	1
1381	более широким	1	1
1382	указывали что	1	1
1383	но с	1	1
1384	у всех	2	1
1385	наших дней	1	1
1386	чтобы с	1	1
1387	пары на	1	1
1388	который как	2	1
1389	и которая	1	1
1390	и эта	1	1
1391	слово в	1	1
1392	то это	3	1
1393	горе мы	1	1
1394	вообще не	1	1
1395	сама по	2	1
1396	где эти	1	1
1397	понимать как	1	1
1398	при исследовании	1	1
1399	настоящей работы	2	1
1400	совершенно точно	6	1
1401	происхождению и	1	1
1402	как она	4	1
1403	еще прибавить	1	1
1404	цель и	1	1
1405	могла быть	1	1
1406	и силу	1	1
1407	эту точку	1	1
1408	говорят о	1	1
1409	дает свободу	1	1
1410	можно выразить	1	1
1411	является не	1	1
1412	толкование которое	1	1
1413	при таком	5	1
1414	стремление к	1	1
1415	о сходстве	1	1
1416	это происходит	1	1
1417	ли не	2	1
1418	и могут	1	1
1419	этого вопроса	2	1
1420	в такой	2	1
1421	всецело и	1	1
1422	разницы между	3	1
1423	и оно	1	1
1424	это было	1	1
1425	этого животного	1	1
1426	в каждой	1	1
1427	теория эта	2	1
1428	и таким	4	1
1429	с те	1	1
1430	идет к	2	1
1431	черных и	2	1
1432	словом или	1	1
1433	стоит и	1	1
1434	без всякой	1	1
1435	они все	1	1
1436	раз наоборот	1	1
1437	когда по	1	1
1438	буквальном смысле	1	1
1439	того или	2	1
1440	взгляд что	1	1
1441	искать в	1	1
1442	его словам	1	1
1443	никакой роли	1	1
1444	и эти	2	1
1445	указывали на	1	1
1446	в полной	1	1
1447	же с	1	1
1448	смысл мы	1	1
1449	он говорит	4	1
1450	оно в	1	1
1451	встречаемся с	1	1
1452	на один	2	1
1453	которую мы	1	1
1454	с первым	1	1
1455	изображается в	1	1
1456	в самых	3	1
1457	не могу	1	1
1458	который мы	1	1
1459	может считаться	3	1
1460	также и	2	1
1461	одну из	1	1
1462	тем из	1	1
1463	с совершенно	3	1
1464	взывает к	1	1
1465	одни и	3	1
1466	очевидно в	1	1
1467	веселовский с	1	1
1468	нужно не	1	1
1469	у того	2	1
1470	есть как	3	1
1471	эти формы	1	1
1472	и может	3	1
1473	а по	1	1
1474	нужно было	1	1
1475	наоборот в	1	1
1476	власть над	1	1
1477	есть ли	2	1
1478	в науке	2	1
1479	же что	2	1
1480	к игре	1	1
1481	говоря о	2	1
1482	или его	3	1
1483	в нашей	4	1
1484	учения о	2	1
1485	и обратно	1	1
1486	не следует	1	1
1487	стороны и	3	1
1488	как явление	1	1
1489	основании этих	1	1
1490	особенности же	1	1
1491	от того	6	1
1492	несколько раз	1	1
1493	к которой	1	1
1494	с понятием	2	1
1495	или как	2	1
1496	при всем	3	1
1497	их как	1	1
1498	когда ее	1	1
1499	идет речь	1	1
1500	которых они	2	1
1501	этой теории	8	1
1502	как из	1	1
1503	россии и	1	1
1504	же на	1	1
1505	те которые	1	1
1506	же самое	8	1
1507	составляет только	1	1
1508	явление в	1	1
1509	все самое	1	1
1510	что подобные	1	1
1511	оно сохраняет	1	1
1512	к изучению	1	1
1513	содержанием и	1	1
1514	устанавливает что	1	1
1515	что изучение	1	1
1516	материалами и	1	1
1517	и значения	1	1
1518	это означает	2	1
1519	чем именно	1	1
1520	жизни и	5	1
1521	этим как	1	1
1522	говорить об	1	1
1523	все еще	1	1
1524	идет не	3	1
1525	исследования о	1	1
1526	только после	1	1
1527	нуждается в	3	1
1528	на всем	1	1
1529	так называемым	1	1
1530	образ его	1	1
1531	другие с	1	1
1532	на своих	1	1
1533	в мышлении	2	1
1534	настоящая работа	1	1
1535	хотя они	1	1
1536	именно это	1	1
1537	и совершенно	7	1
1538	есть не	6	1
1539	палку в	1	1
