N	2gram	Bakhtin_Pr	VeschiIm
1313	форму своего	2	1
1314	словом как	1	1
1315	с любым	1	1
1316	не могут	6	1
1317	и жизнь	1	1
1318	как таковые	2	1
1319	в новом	1	1
1320	третьего не	1	1
1321	к мысли	1	1
1322	сейчас нам	1	1
1323	говорит об	2	1
1324	могло бы	1	1
1325	что как	1	1
1326	в других	1	1
1327	к фактам	1	1
1328	своем существе	1	1
1329	чтобы его	2	1
1330	но конечно	3	1
1331	отрывки из	2	1
1332	сознанию и	1	1
1333	и по	4	1
1334	всех своих	1	1
1335	и мир	4	1
1336	вопрос не	1	1
1337	которая как	1	1
1338	они все	1	1
1339	интересующей нас	1	1
1340	качеств и	1	1
1341	есть что-то	1	1
1342	могли бы	3	1
1343	того или	1	1
1344	понимает что	1	1
1345	полной мере	1	1
1346	целое в	1	1
1347	действительно адекватное	1	1
1348	и сила	2	1
1349	это конечно	1	1
1350	личности в	7	1
1351	первый план	1	1
1352	быть объяснены	1	1
1353	философ и	1	1
1354	от других	2	1
1355	потому ее	1	1
1356	и глубине	1	1
1357	с самого	3	1
1358	будто бы	1	1
1359	в абстракции	1	1
1360	к отдельным	3	1
1361	он дал	1	1
1362	он ни	2	1
1363	отличие от	3	1
1364	мы увидим	1	1
1365	становится и	1	1
1366	а его	3	1
1367	как действительность	2	1
1368	ее выражения	1	1
1369	получили в	1	1
1370	и утверждение	1	1
1371	чего нет	1	1
1372	анализов но	1	1
1373	две стороны	1	1
1374	не могу	1	1
1375	оказалось бы	1	1
1376	достаточно чтобы	1	1
1377	сад который	1	1
1378	не дает	4	1
1379	во всей	2	1
1380	и речи	1	1
1381	личности и	1	1
1382	только действительность	1	1
1383	с полным	1	1
1384	вся жизнь	1	1
1385	конечно тоже	1	1
1386	истину в	1	1
1387	котором я	1	1
1388	противоречие и	1	1
1389	же предполагает	1	1
1390	нельзя назвать	1	1
1391	уже по	1	1
1392	самосознания и	2	1
1393	в случае	1	1
1394	первое и	1	1
1395	является его	1	1
1396	и самостоятельность	2	1
1397	может понять	2	1
1398	сам для	1	1
1399	переживаний и	1	1
1400	в мертвых	1	1
1401	и воспринимать	1	1
1402	не существовало	1	1
1403	с уже	1	1
1404	еще только	1	1
1405	два человека	1	1
1406	для их	2	1
1407	такими же	1	1
1408	извне как	1	1
1409	всех других	1	1
1410	не приходится	1	1
1411	хотя в	1	1
1412	все те	2	1
1413	из него	1	1
1414	или другого	1	1
1415	и взаимно	3	1
1416	бы нелепо	1	1
1417	конечно в	2	1
1418	только у	4	1
1419	сознания что	1	1
1420	является одним	2	1
1421	резко отличается	1	1
1422	относится и	2	1
1423	книг и	1	1
1424	не следует	1	1
1425	в пределах	13	1
1426	бы уже	2	1
1427	зрения которую	1	1
1428	также не	2	1
1429	как явление	1	1
1430	мне как	1	1
1431	несколько подробнее	2	1
1432	к которой	1	1
1433	остается и	1	1
1434	что бы	1	1
1435	думать что	1	1
1436	у нее	1	1
1437	в новое	1	1
1438	три плана	4	1
1439	уже у	1	1
1440	этим он	1	1
1441	от вас	1	1
1442	еще на	1	1
1443	идет о	5	1
1444	или наконец	4	1
1445	жизнь в	2	1
1446	чтобы данная	1	1
1447	как из	1	1
1448	времени вещи	1	1
1449	не учитывает	1	1
1450	единое и	1	1
1451	же самое	1	1
1452	и цельное	1	1
1453	так значит	1	1
1454	ведь это	3	1
1455	ту сторону	2	1
1456	вопрос в	1	1
1457	в книге	4	1
1458	среды и	1	1
1459	на бумаге	1	1
1460	явление в	1	1
1461	вообще все	1	1
1462	него и	1	1
1463	с большой	1	1
1464	свою идею	1	1
1465	становления и	1	1
1466	со своими	6	1
1467	том чего	1	1
1468	зрения его	1	1
1469	во многом	1	1
1470	это такой	1	1
1471	и свойств	1	1
1472	в плане	5	1
1473	и самого	4	1
1474	реальность в	1	1
1475	до сознания	1	1
1476	и глубокое	1	1
1477	но есть	2	1
1478	и каждый	1	1
1479	слово слово	1	1
1480	подход к	2	1
1481	притом как	1	1
1482	священных книг	1	1
1483	могут быть	5	1
1484	в зависимости	5	1
1485	бы он	3	1
1486	одним из	11	1
1487	сам в	1	1
1488	иногда это	1	1
1489	речь и	1	1
1490	с вами	1	1
1491	что может	2	1
1492	одновременно в	1	1
1493	подойти к	1	1
1494	все одинаково	1	1
1495	с которым	1	1
1496	с идеями	1	1
1497	значение этих	1	1
1498	или иной	3	1
1499	же в	3	1
1500	идею а	1	1
1501	первой степени	1	1
1502	вовсе еще	1	1
1503	бы оно	1	1
1504	иной раз	1	1
1505	зрения это	1	1
1506	как диалектическое	1	1
1507	особым образом	1	1
1508	ибо в	2	1
1509	себе он	1	1
1510	идея и	2	1
1511	всего на	1	1
1512	всей полнотой	1	1
1513	у людей	1	1
1514	их здесь	2	1
1515	а как	8	1
1516	который был	1	1
1517	и новые	1	1
1518	это в	3	1
1519	представьте себе	1	1
1520	сознании в	1	1
1521	i и	1	1
1522	тему это	1	1
1523	как совокупность	1	1
1524	только одну	1	1
1525	всех этих	3	1
1526	таким же	4	1
1527	в один	2	1
1528	от них	3	1
1529	им не	1	1
1530	понятия и	1	1
1531	смысле или	1	1
1532	себя то	1	1
1533	если уж	2	1
1534	не надо	1	1
1535	одного и	2	1
1536	упорно и	1	1
1537	и наконец	5	1
1538	вообще нет	1	1
1539	познания в	1	1
1540	кажется что	4	1
1541	а без	1	1
1542	его сознания	4	1
1543	и самый	1	1
1544	момент его	3	1
1545	себе а	1	1
1546	и идея	1	1
1547	и действовать	1	1
