N	2gram	Bakhtin_sl	StatiiOP
1313	ведь такие	1	1
1314	сказать очень	1	1
1315	с определенными	5	1
1316	был в	1	1
1317	форм в	1	1
1318	и есть	2	1
1319	с массой	1	1
1320	в некотором	1	1
1321	определения и	1	1
1322	языком в	1	1
1323	хотя все	1	1
1324	бы оно	1	1
1325	мы теперь	1	1
1326	этот элемент	2	1
1327	же мы	1	1
1328	говорит на	1	1
1329	значение как	1	1
1330	смысловые и	9	1
1331	оно может	3	1
1332	и стилистически	2	1
1333	свободной и	1	1
1334	говорить уже	1	1
1335	заключается именно	1	1
1336	речи о	1	1
1337	а главное	1	1
1338	языковой материал	2	1
1339	разве только	1	1
1340	чтобы не	1	1
1341	органически и	1	1
1342	риторических формах	3	1
1343	в подлинном	1	1
1344	мы до	1	1
1345	как общее	1	1
1346	быть он	1	1
1347	этом очень	1	1
1348	др а	1	1
1349	с художественными	1	1
1350	свои стихи	1	1
1351	которого ничего	1	1
1352	основе этой	1	1
1353	более резко	1	1
1354	чисто поэтических	2	1
1355	собственном смысле	2	1
1356	м а	1	1
1357	языка который	2	1
1358	слов иногда	1	1
1359	должен звучать	1	1
1360	как с	2	1
1361	в прозу	1	1
1362	себе представить	1	1
1363	тексты у	1	1
1364	на анализе	1	1
1365	в основном	7	1
1366	исходить из	1	1
1367	и вследствие	1	1
1368	время по	1	1
1369	которые он	1	1
1370	языка однако	1	1
1371	которых мы	3	1
1372	был бы	2	1
1373	ним и	2	1
1374	героя в	2	1
1375	и должно	1	1
1376	или иные	4	1
1377	произведений о	1	1
1378	на те	1	1
1379	речь как	1	1
1380	являются такими	1	1
1381	освободиться от	1	1
1382	источников в	1	1
1383	говорить или	1	1
1384	чтобы стать	1	1
1385	романа и	8	1
1386	с ним	12	1
1387	этого мало	1	1
1388	романа в	5	1
1389	бы говорить	1	1
1390	два основных	1	1
1391	возможность иных	1	1
1392	нас за	1	1
1393	в другой	2	1
1394	нашего времени	1	1
1395	как обособленное	1	1
1396	на таких	1	1
1397	характер и	2	1
1398	не исчерпывается	3	1
1399	в действии	1	1
1400	сказать каков	1	1
1401	более глубокое	1	1
1402	в живых	1	1
1403	с каждым	1	1
1404	над другими	1	1
1405	своих и	1	1
1406	они в	2	1
1407	то с	1	1
1408	и дает	1	1
1409	и автор	1	1
1410	и создает	2	1
1411	не эпохи	1	1
1412	том и	2	1
1413	в виноградов	1	1
1414	него нет	3	1
1415	совершенно иное	1	1
1416	там в	1	1
1417	связанная с	2	1
1418	и самая	3	1
1419	остающаяся в	1	1
1420	конечно еще	1	1
1421	поэтический язык	2	1
1422	и бывшими	1	1
1423	этого процесса	1	1
1424	можно дать	1	1
1425	самый диалог	1	1
1426	на наиболее	1	1
1427	этой точки	1	1
1428	все то	2	1
1429	с некоторыми	1	1
1430	оно здесь	1	1
1431	почти всегда	3	1
1432	велика в	1	1
1433	очень значительным	1	1
1434	смысла и	6	1
1435	следовательно в	3	1
1436	о самом	1	1
1437	мы говорим	1	1
1438	вокруг него	4	1
1439	совершенно новый	1	1
1440	месте и	1	1
1441	на территории	2	1
1442	в составе	1	1
1443	и действительно	1	1
1444	экспрессии и	1	1
1445	произведение должно	1	1
1446	постановке вопроса	1	1
1447	бы воспроизводить	1	1
1448	речью не	1	1
1449	интонациями и	1	1
1450	с такими	1	1
1451	подхода к	5	1
1452	элементы языка	1	1
1453	красоты или	1	1
1454	за свое	1	1
1455	произведение в	1	1
1456	отнесены к	1	1
1457	и отдельных	1	1
1458	правда не	3	1
1459	приводит к	2	1
1460	со всею	5	1
1461	только себя	1	1
1462	героя по	1	1
1463	и интонаций	1	1
1464	при всех	2	1
1465	язык это	3	1
1466	вследствие этого	1	1
1467	знает что	1	1
1468	этом его	1	1
1469	быть конечно	1	1
1470	совсем как	1	1
1471	на своем	5	1
1472	и языковой	1	1
1473	которое нашло	1	1
1474	к другому	1	1
1475	и обратно	1	1
1476	автор не	4	1
1477	словами и	1	1
1478	самом языке	1	1
1479	другими формами	1	1
1480	такая точка	1	1
1481	строится в	1	1
1482	лишь те	1	1
1483	я говорю	1	1
1484	в рассмотрение	1	1
1485	автора но	1	1
1486	но оно	5	1
1487	при всем	3	1
1488	чуждо и	1	1
1489	нет ничего	1	1
1490	но их	2	1
1491	речь в	2	1
1492	его и	5	1
1493	иной языковой	1	1
1494	входя в	4	1
1495	и нуждается	1	1
1496	не сомневается	1	1
1497	своими словами	4	1
1498	должно быть	3	1
1499	явлениях как	1	1
1500	поэт в	1	1
1501	характер его	1	1
1502	сливается с	6	1
1503	и частично	1	1
1504	совершенно иной	1	1
1505	и речей	1	1
1506	дошедшие до	1	1
1507	знак равенства	1	1
1508	и стилистической	1	1
1509	со всех	1	1
1510	ли он	4	1
1511	для стилистического	1	1
1512	к отдельным	1	1
1513	этой стилистической	1	1
1514	но здесь	5	1
1515	что самое	1	1
1516	изображения и	2	1
1517	не переходят	1	1
1518	один только	1	1
1519	его исторического	1	1
1520	героя до	1	1
1521	этому миру	1	1
1522	он часто	1	1
1523	это только	1	1
1524	речи не	2	1
1525	он просто	1	1
1526	самого автора	4	1
1527	в образах	1	1
1528	только один	1	1
1529	то все	1	1
1530	к одному	1	1
1531	о своем	1	1
1532	смысл в	1	1
1533	нет никакой	2	1
1534	и различные	2	1
1535	ее с	2	1
1536	обращения с	1	1
1537	при анализе	1	1
1538	среди которых	1	1
1539	каждый из	1	1
1540	воспринять и	1	1
1541	что современные	1	1
1542	а лишь	2	1
1543	силу а	1	1
1544	и устойчивой	1	1
1545	лишь одна	1	1
1546	автора в	2	1
1547	на которые	3	1
1548	характерной и	1	1
1549	и своеобразное	1	1
1550	языку в	1	1
1551	и там	6	1
1552	данного автора	2	1
1553	основное содержание	2	1
1554	темы в	2	1
1555	если мы	2	1
1556	речи в	5	1
1557	весь в	1	1
1558	слов в	2	1
1559	данного произведения	1	1
1560	всегда в	3	1
1561	нет этого	1	1
1562	в определенном	1	1
1563	в каждый	5	1
1564	самый сюжет	1	1
1565	и непререкаемого	1	1
1566	разговорного языка	1	1
1567	языка а	7	1
1568	и проч	4	1
1569	наук и	1	1
1570	голос в	1	1
1571	какие бы	1	1
1572	русском языке	1	1
1573	в стилистическом	1	1
1574	друг друга	3	1
1575	при этой	1	1
1576	не из	2	1
1577	же он	1	1
1578	в самой	1	1
1579	тесной связи	1	1
1580	пришлось бы	1	1
1581	последнего времени	2	1
1582	совпадать с	1	1
1583	они знаменуют	1	1
1584	протяжении всего	1	1
1585	эту форму	1	1
1586	характерные для	2	1
1587	формы и	3	1
1588	они были	3	1
1589	было глубоко	1	1
1590	самое слово	2	1
1591	не знают	1	1
1592	к особенностям	1	1
1593	вместе со	2	1
1594	на языки	2	1
1595	и такой	2	1
1596	оно дано	1	1
1597	которая лежит	1	1
1598	в более	2	1
1599	на языке	2	1
1600	и прямо	4	1
1601	таков первый	1	1
1602	ничем не	1	1
1603	и было	1	1
1604	система приемов	1	1
1605	форм всегда	1	1
1606	как основные	1	1
1607	в последней	1	1
1608	голоса в	2	1
1609	как такие	1	1
1610	понимание того	1	1
1611	иметь дело	2	1
1612	в х	1	1
1613	с очень	1	1
1614	конца xviii	1	1
1615	брань и	1	1
1616	ссылки и	1	1
1617	для всего	2	1
1618	и общей	1	1
1619	речи так	1	1
1620	переход к	1	1
1621	и прямое	1	1
1622	себя самого	1	1
1623	в формах	1	1
1624	что одним	1	1
1625	своей идеологии	1	1
1626	о нем	6	1
1627	в английском	2	1
1628	лиц и	1	1
1629	время было	1	1
1630	со своим	13	1
1631	то мы	1	1
1632	здесь в	6	1
1633	на одной	1	1
1634	для испытания	1	1
1635	его протяжении	1	1
1636	на высоту	1	1
1637	слова не	5	1
1638	развитые и	1	1
1639	поэтические формы	1	1
1640	все равно	1	1
1641	сказал бы	1	1
1642	и политический	1	1
1643	интерпретации и	1	1
1644	зрения его	1	1
1645	после этих	1	1
1646	говорим о	1	1
1647	от всех	1	1
1648	следующие строки	1	1
1649	автора от	2	1
1650	этого не	1	1
1651	в свои	1	1
1652	с ними	8	1
1653	наших дней	2	1
1654	входить в	3	1
1655	и где	1	1
1656	между стилем	1	1
1657	ему самому	1	1
1658	возраст в	1	1
1659	жизни слова	8	1
1660	не разрешают	1	1
1661	на смертном	1	1
1662	героями он	1	1
1663	языка все	1	1
1664	стихи могут	1	1
1665	социальные силы	1	1
1666	кто именно	1	1
1667	ссылка на	1	1
1668	до наших	1	1
1669	слова на	3	1
1670	впрочем не	1	1
1671	и существуют	1	1
1672	б он	1	1
1673	эти особенности	1	1
1674	простор для	1	1
1675	языка может	2	1
1676	х годах	1	1
1677	из различных	1	1
1678	эти две	1	1
1679	возможно и	3	1
1680	устных и	1	1
1681	и интерпретации	3	1
1682	является лишь	3	1
1683	на фоне	11	1
1684	перейти к	1	1
1685	он никогда	2	1
1686	на одном	1	1
1687	в еще	1	1
1688	и со	2	1
1689	и могут	1	1
1690	здесь например	1	1
1691	русский роман	1	1
1692	и напряженной	1	1
1693	на исторически	1	1
1694	только и	3	1
1695	именно эта	2	1
1696	и художественного	1	1
1697	в условиях	3	1
1698	и традиций	1	1
1699	и смысл	1	1
1700	и литературного	1	1
1701	каждое слово	5	1
1702	дело и	2	1
1703	первостепенное значение	1	1
1704	за его	2	1
1705	как все	1	1
1706	можно утверждать	1	1
1707	языком это	1	1
1708	бы его	2	1
1709	своего произведения	3	1
1710	ко всему	1	1
1711	в ответе	1	1
1712	тем чем	3	1
1713	и снова	1	1
1714	которого и	1	1
1715	как языка	1	1
1716	с сохранением	1	1
1717	и сложный	1	1
1718	xx века	2	1
1719	мнения то	1	1
1720	а просто	2	1
1721	на один	2	1
1722	стилистического анализа	2	1
1723	например у	3	1
1724	за все	1	1
1725	или целиком	2	1
1726	значимости в	1	1
1727	в оправу	2	1
1728	с новыми	1	1
1729	автора к	3	1
1730	и остаются	1	1
1731	и почти	3	1
1732	прозу и	3	1
1733	две точки	1	1
1734	значительного и	1	1
1735	очень близко	1	1
1736	как уже	2	1
1737	так резко	1	1
1738	в разной	1	1
1739	на всех	1	1
1740	языку и	5	1
1741	только так	1	1
1742	время этот	1	1
1743	степени не	1	1
1744	стройность и	1	1
1745	одни и	1	1
1746	его другим	1	1
1747	и одной	1	1
1748	просто не	2	1
1749	облик и	2	1
1750	на слова	1	1
1751	на стиль	1	1
1752	характерно для	1	1
1753	слова самого	2	1
1754	не с	5	1
1755	свою жизнь	1	1
1756	есть и	1	1
1757	пор не	2	1
1758	его исторической	1	1
1759	настолько велико	1	1
1760	за каждым	1	1
1761	например и	2	1
1762	стороны и	3	1
1763	до появления	1	1
1764	его словом	1	1
1765	часто в	1	1
1766	и времени	1	1
1767	и экспрессивные	5	1
1768	борьбу за	1	1
1769	на всю	3	1
1770	у нее	1	1
1771	или как	4	1
1772	в большинстве	16	1
1773	на смерть	1	1
1774	уходит в	1	1
1775	лирике пушкина	1	1
1776	этого основного	1	1
1777	очень велико	3	1
1778	литературному языку	3	1
1779	с различными	6	1
1780	мелочах не	1	1
1781	по всей	3	1
1782	или так	1	1
1783	в понимании	3	1
1784	литературное произведение	1	1
1785	что среди	1	1
1786	правом можно	1	1
1787	сознание было	1	1
1788	изучения и	1	1
1789	художественного произведения	1	1
1790	произведения не	2	1
1791	анализа и	1	1
1792	учебного заведения	1	1
1793	конечно совершенно	1	1
1794	с таким	3	1
1795	в узком	13	1
1796	этих форм	1	1
1797	же в	2	1
1798	как увидим	2	1
1799	к новому	3	1
1800	говорить об	1	1
1801	включает в	3	1
1802	в создании	1	1
1803	очень трудно	2	1
1804	известной степени	6	1
1805	речью в	1	1
1806	человек не	1	1
1807	в потенции	1	1
1808	он к	1	1
1809	ни был	1	1
1810	если она	2	1
1811	процессе работы	1	1
1812	всегда так	1	1
1813	языке а	2	1
1814	не можем	1	1
1815	в жизненном	1	1
1816	есть не	2	1
1817	к литературным	1	1
1818	степени и	2	1
1819	момент его	4	1
1820	более того	5	1
1821	распространенный в	1	1
