N	2gram	Vinokur_Vv	DiskursI
1304	действительности а	1	1
1305	этих случаях	2	1
1306	данного текста	1	1
1307	что из	1	1
1308	слова или	1	1
1309	с двумя	1	1
1310	что входит	1	1
1311	и часто	1	1
1312	от прочих	1	1
1313	еще на	1	1
1314	могло быть	1	1
1315	составляет его	2	1
1316	показывает как	1	1
1317	слова но	1	1
1318	относящегося к	1	1
1319	и особенно	1	1
1320	понятия о	1	1
1321	себя именно	1	1
1322	литературное произведение	3	1
1323	та или	1	1
1324	для такого	1	1
1325	собой лишь	1	1
1326	также в	1	1
1327	этом и	1	1
1328	своим слушателям	1	1
1329	конца xix	1	1
1330	которыми по	1	1
1331	от времени	1	1
1332	области культуры	3	1
1333	предметом и	1	1
1334	только после	2	1
1335	чем та	1	1
1336	тех или	3	1
1337	на всем	1	1
1338	или при	1	1
1339	в самых	1	1
1340	древнерусской литературы	1	1
1341	примером может	1	1
1342	именно это	1	1
1343	как вообще	1	1
1344	гуманитарные науки	1	1
1345	с соответствующими	2	1
1346	в известной	3	1
1347	любви и	1	1
1348	литературы во	1	1
1349	форме и	1	1
1350	иное как	6	1
1351	нечто иное	1	1
