N	2gram	Propp_Isto	Problemy
1316	прошлого и	2	1
1317	было только	1	1
1318	и тем	2	1
1319	все основные	1	1
1320	как это	6	1
1321	не будет	1	1
1322	знает но	1	1
1323	можно сделать	1	1
1324	построен например	1	1
1325	никто не	3	1
1326	хотя в	3	1
1327	в тех	4	1
1328	и тот	3	1
1329	часто не	1	1
1330	видели также	1	1
1331	каждой детали	1	1
1332	и хотя	1	1
1333	даже не	2	1
1334	другого также	1	1
1335	и знает	2	1
1336	данному вопросу	1	1
1337	как одно	1	1
1338	есть герой	1	1
1339	проникнуть в	3	1
1340	в нее	2	1
1341	это может	2	1
1342	а со	1	1
1343	когда мы	4	1
1344	ними в	1	1
1345	один вид	1	1
1346	он еще	1	1
1347	можно бы	2	1
1348	требует чтобы	2	1
1349	могла бы	3	1
1350	друг мой	1	1
1351	ты им	1	1
1352	и несколько	1	1
1353	центр тяжести	1	1
1354	не сливаются	1	1
1355	вопрос в	2	1
1356	между словом	1	1
1357	вся жизнь	1	1
1358	с людьми	1	1
1359	этим дело	1	1
1360	и далеко	1	1
1361	это потому	1	1
1362	в идеальном	1	1
1363	главным образом	2	1
1364	мы дадим	1	1
1365	след в	1	1
1366	он вдруг	1	1
1367	строится на	1	1
1368	первом случае	1	1
1369	их к	1	1
1370	связь по	1	1
1371	и спокойно	1	1
1372	приводят к	1	1
1373	в доме	4	1
1374	всех сторон	4	1
1375	такой форме	1	1
1376	связь в	1	1
1377	стоит только	1	1
1378	даже если	1	1
1379	значение этих	1	1
1380	все явления	1	1
1381	герою не	1	1
1382	об этих	1	1
1383	он вскрывает	1	1
1384	особое внимание	2	1
1385	если они	1	1
1386	одной стороны	7	1
1387	человека или	1	1
1388	время он	1	1
1389	широте и	1	1
1390	но кроме	1	1
1391	связи это	1	1
1392	или иного	1	1
1393	мне? а	1	1
1394	до начала	1	1
1395	уходит в	1	1
1396	всегда сразу	1	1
1397	до его	1	1
1398	корни его	1	1
1399	сливаются в	1	1
1400	пришел к	1	1
1401	такой способ	1	1
1402	и ничего	1	1
1403	видим и	1	1
1404	пути по	1	1
1405	ведет к	2	1
1406	не делает	2	1
1407	материал на	1	1
1408	в частности	3	1
1409	бывает и	2	1
1410	но хотя	1	1
1411	она к	1	1
1412	каждому из	1	1
1413	однако с	1	1
1414	как одна	1	1
1415	в процесс	1	1
1416	одним словом	4	1
1417	такой сюжет	1	1
1418	он нисколько	1	1
1419	его мнению	2	1
1420	что этим	1	1
1421	них в	1	1
1422	сравнению со	1	1
1423	что сказать	1	1
1424	д он	1	1
1425	объясняется не	1	1
1426	видел и	1	1
1427	которые он	1	1
1428	в языке	1	1
1429	людей чтобы	1	1
1430	живет в	3	1
1431	гораздо слабее	1	1
1432	из таких	2	1
1433	оно было	1	1
1434	и отражает	1	1
1435	не чем	1	1
1436	явление но	1	1
1437	переносится в	1	1
1438	отражением в	2	1
1439	больше ничего	1	1
1440	от нас	1	1
1441	со второй	1	1
1442	и из	2	1
1443	он на	1	1
1444	чрезвычайно много	1	1
1445	действует в	1	1
1446	бы привести	2	1
1447	по двум	1	1
1448	оттого что	1	1
1449	к ложным	1	1
1450	но чтобы	1	1
1451	чтоб не	1	1
1452	и вновь	2	1
1453	за это	1	1
1454	за что	1	1
1455	должен был	6	1
1456	и приобретает	1	1
1457	так или	1	1
1458	не ясно	1	1
1459	где же	1	1
1460	оказывается в	1	1
1461	все или	1	1
1462	которое как	1	1
1463	и делают	1	1
1464	также может	1	1
1465	однако что	1	1
1466	сказать по	1	1
1467	это положение	2	1
1468	на какой-то	1	1
1469	миром и	1	1
1470	автор говорит	1	1
1471	она более	1	1
1472	с целью	2	1
1473	отражает не	1	1
1474	ведь она	1	1
1475	нет он	2	1
1476	тела и	1	1
1477	вернуться на	1	1
1478	если это	3	1
1479	стремятся к	1	1
1480	можно назвать	3	1
1481	все на	1	1
1482	но почти	1	1
1483	с такими	2	1
1484	для подтверждения	1	1
1485	момент и	1	1
1486	которые могут	3	1
1487	же остается	1	1
1488	же происходило	1	1
1489	момент этого	1	1
1490	как живого	1	1
1491	которые совершаются	1	1
1492	современности в	1	1
1493	быть назван	2	1
1494	к героям	1	1
1495	эту сторону	1	1
1496	его может	1	1
1497	ли он	3	1
1498	думают что	1	1
1499	о котором	1	1
1500	дает никакой	1	1
1501	я ищу	1	1
1502	со стороны	3	1
1503	и переносит	1	1
1504	в каком	2	1
1505	на своем	2	1
1506	да под	1	1
1507	сейчас же	1	1
1508	не трудно	1	1
1509	правда есть	1	1
1510	то здесь	2	1
1511	появляется уже	1	1
1512	из области	1	1
1513	строем и	1	1
1514	который и	1	1
1515	нет ничего	2	1
1516	можно в	1	1
1517	существовании этого	1	1
1518	вот почему	2	1
1519	и мне	1	1
1520	где нет	2	1
1521	что мы	9	1
1522	или этот	1	1
1523	в очень	4	1
1524	и видит	1	1
1525	несколько иной	1	1
1526	жили и	1	1
1527	постепенно и	1	1
1528	и социальной	3	1
1529	это за	5	1
1530	относится к	2	1
1531	лежат в	1	1
1532	на основе	6	1
1533	он часто	1	1
1534	это только	1	1
1535	том как	3	1
1536	в отдельности	1	1
1537	бы ему	1	1
1538	не должны	1	1
1539	и тогда	3	1
1540	убить его	1	1
1541	опять к	1	1
1542	перейдем к	1	1
1543	которому как	1	1
1544	остается только	1	1
1545	другой вопрос	2	1
1546	в середине	3	1
1547	не у	1	1
1548	эта мысль	3	1
1549	совпадают с	1	1
1550	и два	1	1
1551	где вы	1	1
1552	этим явлениям	1	1
1553	да в	1	1
1554	от других	1	1
1555	он пришел	2	1
1556	собою что	1	1
1557	у других	1	1
1558	тому или	1	1
1559	необходимо указать	1	1
1560	принимают в	1	1
1561	и иных	1	1
1562	в совершенно	2	1
1563	он их	1	1
1564	е представляет	1	1
1565	глаза о	1	1
1566	связанных с	2	1
1567	стояло на	1	1
1568	имеем в	4	1
1569	переход из	1	1
1570	на более	6	1
1571	а путем	1	1
1572	но дальше	1	1
1573	может ли	1	1
1574	только делает	1	1
1575	понимать так	1	1
1576	не совсем	5	1
1577	в данной	2	1
1578	событий в	1	1
1579	к следующему	1	1
1580	не чужда	1	1
1581	конца и	1	1
1582	о смысле	2	1
1583	задумался но	1	1
1584	только при	1	1
1585	нашей задачи	1	1
1586	глубже чем	1	1
1587	не знаем	3	1
1588	показал как	2	1
1589	перед необходимостью	1	1
1590	разве я	1	1
1591	мысли не	1	1
1592	внутрь так	1	1
1593	они еще	1	1
1594	но если	4	1
1595	будь то	1	1
1596	по внешним	1	1
1597	не лучше	1	1
1598	функций его	1	1
1599	не делают	2	1
1600	для достижения	1	1
1601	это сделать	1	1
1602	и после	1	1
1603	обойти его	1	1
1604	вера в	1	1
1605	различны но	1	1
1606	мы еще	4	1
1607	мной в	2	1
1608	и глубокое	1	1
1609	у этой	1	1
1610	подойти к	2	1
1611	учитывать его	1	1
1612	они были	1	1
1613	д и	2	1
1614	обратиться к	1	1
1615	более глубокий	1	1
1616	к ивану	1	1
1617	одних и	1	1
1618	объяснение этого	1	1
1619	сделал в	1	1
1620	стоит на	2	1
1621	этот термин	1	1
1622	в более	2	1
1623	можно собрать	1	1
1624	мы могли	2	1
1625	ему в	3	1
1626	степени в	1	1
1627	о его	1	1
1628	и иначе	1	1
1629	все элементы	1	1
1630	может не	1	1
1631	ни с	1	1
1632	же был	1	1
1633	герой всегда	1	1
1634	не открою	1	1
1635	о человеке	1	1
1636	нас не	3	1
1637	зависит от	3	1
1638	итак в	1	1
1639	в последней	1	1
1640	здесь менее	1	1
1641	он делает	2	1
1642	я стану	1	1
1643	тесно что	1	1
1644	у тебя	2	1
1645	для всякого	1	1
1646	неожиданным и	1	1
1647	мы имеем	25	1
1648	образ и	1	1
1649	или с	1	1
1650	он начинает	1	1
1651	не теряя	1	1
1652	бы на	1	1
1653	когда например	2	1
1654	явления что	1	1
1655	этом он	2	1
1656	гл vi	1	1
1657	он действует	1	1
1658	нам еще	1	1
1659	ты их	1	1
1660	и точно	1	1
1661	в полном	1	1
1662	то мы	6	1
1663	из своих	1	1
1664	нет мы	1	1
1665	очень долго	2	1
1666	правильнее будет	1	1
1667	видим не	1	1
1668	здесь можно	5	1
1669	это предположение	1	1
1670	в таких	4	1
1671	и непосредственно	1	1
1672	ее резко	1	1
1673	что ни	1	1
1674	ее нельзя	2	1
1675	силу и	2	1
1676	просто как	2	1
1677	относится например	2	1
1678	к некоторому	1	1
1679	и более	3	1
1680	или иначе	1	1
1681	входить в	1	1
1682	то к	1	1
1683	это еще	1	1
1684	раз навсегда	1	1
1685	превращения в	2	1
1686	в ту	2	1
1687	и другое	2	1
1688	этом моменте	1	1
1689	очень много	10	1
1690	власть в	1	1
1691	замечательно что	1	1
1692	здесь гораздо	1	1
1693	нас к	2	1
1694	в гоголевском	1	1
1695	сейчас увидим	1	1
1696	нее он	1	1
1697	случаях когда	1	1
1698	лежит на	1	1
1699	эти две	2	1
1700	говорят о	3	1
1701	страх и	1	1
1702	вскрывает в	1	1
1703	этих явлений	1	1
1704	стремление к	1	1
1705	противном случае	1	1
1706	перед собой	1	1
1707	ней так	2	1
1708	ли не	1	1
1709	не пользуется	1	1
1710	зрения не	1	1
1711	этого вопроса	3	1
1712	со своей	1	1
1713	или что	1	1
1714	духа т	1	1
1715	по его	3	1
1716	иван не	1	1
1717	исследования но	1	1
1718	со спины	2	1
1719	и оно	2	1
1720	бы дать	3	1
1721	живых и	1	1
1722	не стали	1	1
1723	путь к	2	1
1724	говорит об	1	1
1725	руки и	3	1
1726	и уяснить	1	1
1727	находится под	1	1
1728	он прежде	1	1
1729	другого это	1	1
1730	как средство	1	1
1731	иначе что	1	1
1732	а на	1	1
1733	ко мне	4	1
1734	что эти	5	1
1735	принципиальное значение	1	1
1736	же деле	1	1
1737	выдает себя	2	1
1738	он указывает	1	1
1739	может иметь	2	1
1740	это конечно	3	1
1741	за то	3	1
1742	в полной	1	1
1743	быть объяснены	1	1
1744	к их	1	1
1745	одно или	1	1
1746	мышления и	1	1
1747	пр в	1	1
1748	оно в	2	1
1749	такие же	1	1
1750	в разных	2	1
1751	является и	1	1
1752	которую мы	1	1
1753	другими словами	8	1
1754	так называемой	1	1
1755	его не	3	1
1756	не простое	1	1
1757	как уже	2	1
1758	здесь только	1	1
1759	он все-таки	1	1
1760	здесь совершенно	1	1
1761	и строит	1	1
1762	в новый	1	1
1763	обстоит дело	4	1
1764	важна не	1	1
1765	в чужие	1	1
1766	приходит герой	1	1
1767	своей книге	1	1
1768	и может	1	1
1769	из окошка	1	1
1770	своего мира	1	1
1771	тех же	1	1
1772	его понимал	1	1
1773	отказ от	2	1
1774	существа в	1	1
1775	оказывается что	1	1
1776	но дело	2	1
1777	это однако	1	1
1778	дать ему	2	1
1779	в это	2	1
1780	из своей	1	1
1781	при всем	1	1
1782	они-то и	1	1
1783	и часто	4	1
1784	и всех	1	1
1785	уже очень	1	1
1786	идет речь	2	1
1787	еще на	1	1
1788	меня то	1	1
1789	рассматривать как	2	1
1790	на это	3	1
1791	как из	1	1
1792	же на	1	1
1793	за этим	1	1
1794	роли не	1	1
1795	явление в	1	1
1796	уже иное	1	1
1797	нас прежде	1	1
1798	но вернемся	1	1
1799	мы бы	1	1
1800	непременно должна	1	1
1801	мы сейчас	2	1
1802	по этому	2	1
1803	их можно	1	1
1804	них как	1	1
1805	отметим еще	1	1
1806	детей не	2	1
1807	в идеологии	1	1
1808	происходит в	3	1
1809	особым образом	1	1
1810	об этой	2	1
1811	о своих	1	1
1812	очень трудно	1	1
1813	когда герой	1	1
1814	в области	2	1
1815	тех или	1	1
1816	быть только	1	1
1817	в глубине	2	1
1818	как ему	1	1
1819	после своего	1	1
1820	виду что	1	1
1821	наконец третья	1	1
1822	именно это	2	1
1823	вот не	1	1
1824	пришел он	1	1
1825	в который	1	1
1826	видения несколько	1	1
1827	месте где	1	1
1828	есть не	2	1
1829	слагается из	2	1
1830	образов и	2	1
1831	на ту	1	1
1832	совершается в	2	1
1833	человеком это	1	1
1834	фигурирует в	1	1
1835	само действие	1	1
1836	пять лет	2	1
1837	котором он	1	1
