N	2gram	Tiupa_Vved	Marksizm
1292	не случаен	1	1
1293	оценке в	1	1
1294	первобытного человека	2	1
1295	смыслов и	2	1
1296	почти вся	1	1
1297	только одна	1	1
1298	что я	2	1
1299	и оценивать	1	1
1300	в образе	1	1
1301	может оказаться	1	1
1302	именно то	1	1
1303	в каждый	1	1
1304	котором мы	1	1
1305	то она	1	1
1306	забывать что	1	1
1307	бы старается	1	1
1308	том же	1	1
1309	в каком-то	1	1
1310	к миру	1	1
1311	природы и	1	1
1312	аудитории в	1	1
1313	к авторскому	1	1
1314	столько в	2	1
1315	этого оно	1	1
1316	остается за	1	1
1317	свободного выбора	1	1
1318	смысл этот	2	1
1319	во времени	2	1
1320	то или	1	1
1321	рассказчика в	1	1
1322	себе этого	1	1
1323	объемлющей их	1	1
1324	не будучи	1	1
1325	жизни не	2	1
1326	стали говорить	1	1
1327	следующей за	1	1
1328	они были	1	1
1329	данной системы	1	1
1330	речь это	1	1
1331	может ощущаться	1	1
1332	существует ни	1	1
1333	именно к	2	1
1334	убедился что	1	1
1335	или просто	1	1
1336	ответственность за	1	1
1337	но на	2	1
1338	в смысл	2	1
1339	что ему	1	1
1340	мышления в	1	1
1341	не поддается	1	1
1342	тоже не	2	1
1343	смысле что	1	1
1344	слово но	1	1
1345	аналогии с	2	1
1346	кто такой	3	1
1347	следует всегда	1	1
1348	рассказов и	1	1
1349	и направлений	1	1
1350	художественного высказывания	2	1
1351	фон для	1	1
1352	сколько в	1	1
1353	не давая	1	1
1354	в окружающем	1	1
1355	он как	1	1
1356	входит как	1	1
1357	которых он	1	1
1358	это часто	1	1
1359	какую мы	1	1
1360	только благодаря	1	1
1361	ярким и	1	1
1362	единства и	1	1
1363	и соответствующие	1	1
1364	и объединяет	1	1
1365	ситуаций в	1	1
1366	и кричит	1	1
1367	которому не	1	1
1368	собственном мире	1	1
1369	как у	3	1
1370	со своим	1	1
1371	смысл этой	1	1
1372	иначе обстоит	1	1
1373	от речи	1	1
1374	слова а	1	1
1375	в движение	1	1
1376	слова художественная	1	1
1377	знания и	1	1
1378	а на	4	1
1379	и субъективных	1	1
1380	зависеть от	1	1
1381	и слова	2	1
1382	этого не	2	1
1383	отношении она	1	1
1384	единой и	1	1
1385	для языковой	1	1
1386	себе в	1	1
1387	очень много	1	1
1388	языковыми знаками	1	1
1389	в ряде	1	1
1390	в равной	1	1
1391	и без	1	1
1392	и французском	1	1
1393	к воображению	1	1
1394	не подлежит	2	1
1395	восприниматься как	1	1
1396	дистанцию между	1	1
1397	соотносится с	1	1
1398	при таком	2	1
1399	однако это	1	1
1400	на фоне	3	1
1401	и понимания	3	1
1402	по своему	3	1
1403	и со	1	1
1404	и я	1	1
1405	быть сведена	1	1
1406	не относится	1	1
1407	здесь например	1	1
1408	все равно	2	1
1409	именно эта	2	1
1410	или их	1	1
1411	его внутренние	1	1
1412	и другим	1	1
1413	в каждой	1	1
1414	говорящим как	1	1
1415	чего в	1	1
1416	особенно в	3	1
1417	разнообразных формах	1	1
1418	и конец	2	1
1419	его еще	1	1
1420	другом случае	1	1
1421	ему не	1	1
1422	этой функции	1	1
1423	как формы	1	1
1424	чтобы сделать	1	1
1425	для мышления	1	1
1426	стоит и	1	1
1427	было что-то	2	1
1428	принципиальное значение	1	1
1429	этого он	1	1
1430	всю совокупность	1	1
1431	реагирует на	1	1
1432	и мысли	1	1
1433	только к	1	1
1434	понимания отнюдь	1	1
1435	можно ответить	1	1
1436	с сохранением	1	1
1437	он говорит	1	1
1438	его свободного	1	1
1439	оно в	1	1
1440	объективна и	1	1
1441	мы воспринимаем	1	1
1442	них глаза	1	1
1443	жизни для	2	1
1444	это достигается	1	1
1445	строится как	1	1
1446	однако если	1	1
1447	тому как	3	1
1448	отделен от	1	1
1449	отдельного слова	1	1
1450	исследования в	1	1
1451	истории а	3	1
1452	невозможно но	1	1
1453	на меня	1	1
1454	не существовало	1	1
1455	но она	2	1
1456	нельзя понять	1	1
1457	говорящий ни	1	1
1458	сознания на	1	1
1459	к области	1	1
1460	этого значения	1	1
1461	единство слова	1	1
1462	быть как	1	1
1463	русского языка	1	1
1464	принадлежит и	3	1
1465	и жизни	1	1
1466	отличать от	1	1
1467	время они	1	1
1468	т.п но	1	1
1469	в восприятии	1	1
1470	этих случаях	2	1
1471	к которой	2	1
1472	хотя она	1	1
1473	взаимодействие и	1	1
1474	принять его	1	1
1475	у нее	4	1
1476	как то	1	1
1477	речь вовсе	1	1
1478	с человеком	2	1
1479	оно лишено	1	1
1480	за ними	1	1
1481	в рамках	5	1
1482	или толстого	1	1
1483	же на	1	1
1484	что можно	1	1
1485	времени с	1	1
1486	отношение к	5	1
1487	элементов в	1	1
1488	которой можно	1	1
1489	событие речевого	1	1
1490	самой своей	1	1
1491	его индивидуальных	1	1
1492	в литературном	1	1
1493	для обозначения	2	1
1494	в новейшее	1	1
1495	к моменту	1	1
1496	пути к	1	1
1497	в театре	3	1
1498	дело здесь	1	1
1499	дело в	1	1
1500	сюда относятся	1	1
1501	иных форм	1	1
1502	понимаем и	1	1
1503	нет как	1	1
1504	говорящего но	1	1
1505	как будто	6	1
1506	интереса к	1	1
1507	однако на	1	1
1508	превратить в	1	1
1509	не сам	1	1
1510	для этого	2	1
1511	рефлексии над	1	1
1512	такое слово	1	1
1513	именно это	1	1
1514	и совершенно	1	1
1515	вне данного	1	1
1516	как для	3	1
1517	особенно у	1	1
1518	не можем	2	1
1519	жизнью и	1	1
1520	же самым	1	1
1521	героя но	1	1
1522	степени и	1	1
1523	и второго	2	1
