N	2gram	Losev_Vesc	Freidism
1306	на себе	5	1
1307	уважения и	1	1
1308	но откуда	1	1
1309	это так	4	1
1310	другой но	1	1
1311	– одна	1	1
1312	тем более	3	1
1313	говорили выше	1	1
1314	не все	3	1
1315	она только	2	1
1316	совершенно ясно	2	1
1317	не был	2	1
1318	но конечно	1	1
1319	только он	1	1
1320	той или	3	1
1321	момент жизни	1	1
1322	факты не	1	1
1323	жизнь и	2	1
1324	что хотя	1	1
1325	уже сказали	1	1
1326	и свои	2	1
1327	вопрос не	1	1
1328	проявляет себя	1	1
1329	еще до	1	1
1330	того или	1	1
1331	но можно	3	1
1332	нами как	1	1
1333	поэтому и	2	1
1334	и быть	2	1
1335	это конечно	1	1
1336	своих прежних	2	1
1337	они стали	1	1
1338	области и	1	1
1339	как ни	1	1
1340	выражения не	1	1
1341	анализировать эти	1	1
1342	он ни	1	1
1343	каких бы	1	1
1344	действия в	1	1
1345	ее все	1	1
1346	ее во	3	1
1347	данный момент	1	1
1348	которую мы	2	1
1349	надо было	1	1
1350	сил на	1	1
1351	мы воспринимаем	1	1
1352	связи с	1	1
1353	сознание где	1	1
1354	в философии	8	1
1355	этого сделать	1	1
1356	отвечает на	1	1
1357	в наше	1	1
1358	имен и	3	1
1359	этого достаточно	1	1
1360	с новыми	1	1
1361	нужно как	1	1
1362	непонятно как	2	1
1363	д таким	1	1
1364	зрения в	1	1
1365	не выдуманы	1	1
1366	образований и	1	1
1367	реальной и	1	1
1368	который мы	4	1
1369	т д	36	1
1370	можно назвать	1	1
1371	ту же	2	1
1372	с особым	1	1
1373	случае –	1	1
1374	или не	7	1
1375	тому как	5	1
1376	к новым	1	1
1377	в теории	1	1
1378	это для	2	1
1379	ли к	1	1
1380	общение между	3	1
1381	взглянуть на	1	1
1382	самосознания и	1	1
1383	потому со	1	1
1384	кажется что	1	1
1385	чувств ни	1	1
1386	не будет	13	1
1387	же понятие	3	1
1388	них или	1	1
1389	но зато	2	1
1390	но она	3	1
1391	от которых	1	1
1392	недостаточность и	1	1
1393	не с	8	1
1394	что эта	2	1
1395	последние годы	2	1
1396	одно и	6	1
1397	она хочет	1	1
1398	можно с	3	1
1399	как он	2	1
1400	для человека	1	1
1401	становится на	1	1
1402	можно было	6	1
1403	их бытие	1	1
1404	кто не	3	1
1405	есть лишь	2	1
1406	в начале	1	1
1407	что нам	1	1
1408	нас –	1	1
1409	книг и	1	1
1410	них –	1	1
1411	быть объяснены	1	1
1412	вообще нельзя	1	1
1413	даже не	8	1
1414	стороны и	2	1
1415	он сходится	1	1
1416	к появлению	3	1
1417	в современной	1	1
1418	чтобы их	1	1
1419	можно найти	1	1
1420	как же	6	1
1421	в нее	1	1
1422	и единство	1	1
1423	но этот	1	1
1424	конечно нет	2	1
1425	говорили что	2	1
1426	как то	1	1
1427	о цельной	1	1
1428	и всех	1	1
1429	они могут	1	1
1430	требует чтобы	5	1
1431	могла бы	3	1
1432	основе своей	2	1
1433	и совершенно	2	1
1434	ведь как	1	1
1435	ее жизнь	1	1
1436	определена в	1	1
1437	и большинство	1	1
1438	я это	2	1
1439	о ней	5	1
1440	что дает	1	1
1441	я в	3	1
1442	истории и	2	1
1443	никакого отношения	4	1
1444	что можно	1	1
1445	вот когда	1	1
1446	его внешнего	2	1
1447	что никакого	1	1
1448	тот или	1	1
1449	все дело	1	1
1450	что если	2	1
1451	него и	1	1
1452	и имен	5	1
1453	чем она	1	1
1454	– просто	1	1
1455	со своими	1	1
1456	одного из	2	1
1457	– увы	1	1
1458	нормального развития	1	1
1459	культуры и	1	1
1460	в понимании	1	1
1461	и самого	1	1
1462	и материи	3	1
1463	реальность в	1	1
1464	для такого	2	1
1465	и глубокое	1	1
1466	этого внутреннего	1	1
1467	внимание и	1	1
1468	и каждый	1	1
1469	этот путь	1	1
1470	всем том	1	1
1471	– явление	2	1
1472	как внутреннее	1	1
1473	которое мы	1	1
1474	бы их	1	1
1475	к чисто	2	1
1476	анализа и	1	1
1477	это дает	1	1
1478	и говорится	1	1
1479	еще одно	1	1
1480	слова в	2	1
1481	в первой	2	1
1482	по этому	1	1
1483	мы будем	3	1
1484	отождествляется с	1	1
1485	я также	1	1
1486	ними уже	1	1
1487	же в	1	1
1488	бытия и	6	1
1489	странным и	1	1
1490	к пониманию	3	1
1491	чтобы это	3	1
1492	не сразу	1	1
1493	и необходимо	2	1
1494	мы теперь	1	1
1495	иной раз	1	1
1496	как будто	2	1
1497	представление об	1	1
1498	на то	9	1
1499	основная и	1	1
1500	бы ни	3	1
1501	в данный	1	1
1502	и первая	1	1
1503	чувство не	1	1
1504	один путь	1	1
1505	же типа	1	1
1506	нее нет	1	1
1507	и им	1	1
1508	же это	5	1
1509	здесь мы	1	1
1510	к объективному	1	1
1511	теперь остается	1	1
1512	превратить в	1	1
1513	они так	1	1
1514	мы различаем	1	1
1515	каждый момент	1	1
1516	может и	3	1
1517	сама с	2	1
1518	себе как	2	1
1519	есть ли	10	1
1520	таким же	1	1
1521	и чем	4	1
1522	оно начинает	1	1
1523	нет не	2	1
1524	от всего	15	1
1525	в один	1	1
1526	им не	1	1
1527	материализм и	1	1
1528	что на	2	1
1529	со всяким	1	1
1530	есть не	17	1
1531	иное как	12	1
1532	степени и	2	1
1533	и самый	1	1
1534	себе а	1	1
1535	может наиболее	1	1
