N	2gram	Vinokur_Vv	Problemy
1310	общения в	1	1
1311	степени в	1	1
1312	может не	1	1
1313	письменной форме	1	1
1314	ни с	2	1
1315	уже само	1	1
1316	о человеке	1	1
1317	зависит от	3	1
1318	том числе	1	1
1319	для всякого	1	1
1320	мы имеем	4	1
1321	здесь понимаем	1	1
1322	к отношению	1	1
1323	или с	1	1
1324	бы на	1	1
1325	или два	1	1
1326	к истории	6	1
1327	социального общения	1	1
1328	участия в	1	1
1329	которых каждый	1	1
1330	указание на	1	1
1331	в-третьих наконец	1	1
1332	то мы	1	1
1333	имел в	1	1
1334	лицом к	1	1
1335	здесь таким	1	1
1336	превратиться в	1	1
1337	таком случае	1	1
1338	мы находим	1	1
1339	различия между	1	1
1340	к самой	2	1
1341	в таких	2	1
1342	пока речь	1	1
1343	что действительно	1	1
1344	что ни	1	1
1345	больше в	1	1
1346	что совершенно	1	1
1347	просто как	1	1
1348	совсем иным	1	1
1349	и более	1	1
1350	или иначе	4	1
1351	входить в	1	1
1352	понимает как	1	1
1353	что будет	1	1
1354	становления и	1	1
1355	и которая	1	1
1356	это еще	2	1
1357	даже прямо	1	1
1358	гораздо ближе	2	1
1359	нет надобности	3	1
1360	чтобы быть	1	1
1361	хотя все	1	1
1362	очень много	1	1
1363	участие в	1	1
1364	говорят о	1	1
1365	справедливо в	1	1
1366	с рядом	1	1
1367	перед собой	1	1
1368	на исторический	1	1
1369	без этого	1	1
1370	из чужих	1	1
1371	по его	2	1
1372	не создает	1	1
1373	в новом	1	1
1374	после победы	1	1
1375	исследования но	1	1
1376	что находится	1	1
1377	материала на	1	1
1378	чтобы эта	1	1
1379	путь к	1	1
1380	к философскому	1	1
1381	говорит об	1	1
1382	работы над	6	1
1383	целого и	2	1
1384	тем более	2	1
1385	своем существе	1	1
1386	руки и	1	1
1387	или ином	2	1
1388	человека к	1	1
1389	что эти	1	1
1390	чем же	3	1
1391	вопросов и	1	1
1392	ко всему	1	1
1393	применении этого	1	1
1394	на всем	1	1
1395	это конечно	1	1
1396	в особые	1	1
1397	в полной	1	1
1398	мышления и	1	1
1399	и социального	1	1
1400	и заключается	4	1
1401	такие же	1	1
1402	в разных	7	1
1403	на свои	2	1
1404	каждом из	1	1
1405	и цельного	1	1
1406	до бесконечности	1	1
1407	действительно как	1	1
1408	он нам	1	1
1409	другими словами	1	1
1410	так называемой	3	1
1411	и воспринимать	1	1
1412	материалом но	1	1
1413	как уже	5	1
1414	а от	1	1
1415	как может	1	1
1416	с полным	1	1
1417	нельзя не	6	1
1418	ни отдельной	1	1
1419	которое здесь	1	1
1420	в отношениях	2	1
1421	сам для	1	1
1422	как таковые	1	1
1423	люди с	1	1
1424	тех же	1	1
1425	совершенно невозможно	1	1
1426	к области	1	1
1427	заключает в	1	1
1428	но дело	3	1
1429	это однако	2	1
1430	дать ему	1	1
1431	после всего	1	1
1432	поэтому для	1	1
1433	превращаем в	1	1
1434	свое значение	2	1
1435	и принуждены	1	1
1436	с первого	1	1
1437	и часто	1	1
1438	знать все	3	1
1439	уже очень	1	1
1440	идет речь	3	1
1441	еще на	1	1
1442	пишут свои	1	1
1443	свою роль	1	1
1444	всего то	3	1
1445	показывает как	1	1
1446	единое и	1	1
1447	и цельное	1	1
1448	самом его	1	1
1449	литературное произведение	3	1
1450	та или	1	1
1451	был он	1	1
1452	них нет	1	1
1453	правда все	1	1
1454	даже как	1	1
1455	своих товарищей	1	1
1456	опирающееся на	2	1
1457	имеет еще	1	1
1458	по этому	3	1
1459	место в	1	1
1460	их можно	1	1
1461	них как	1	1
1462	предметом и	1	1
1463	как увидим	2	1
1464	самый материал	1	1
1465	непосредственно как	1	1
1466	составляет содержание	1	1
1467	и дальше	1	1
1468	и каковы	2	1
1469	заявляет что	2	1
1470	в создании	2	1
1471	идея и	1	1
1472	очень трудно	1	1
1473	в области	4	1
1474	и критика	1	1
1475	тех или	3	1
1476	быть только	1	1
1477	своим собственным	1	1
1478	своему материалу	1	1
1479	и новые	1	1
1480	в глубине	1	1
1481	как совокупность	2	1
1482	он действительно	1	1
1483	именно это	1	1
1484	она действительно	1	1
1485	в который	2	1
1486	в известной	3	1
1487	есть не	5	1
1488	котором он	2	1
