N	2gram	Nazirov_Tv	formyVre
1302	человек эта	1	1
1303	к роману	4	1
1304	это герои	1	1
1305	имеют дело	1	1
1306	действие в	1	1
1307	произведения то	1	1
1308	от этих	1	1
1309	является только	1	1
1310	месте в	1	1
1311	был так	1	1
1312	достоевского на	1	1
1313	взятая в	1	1
1314	не дает	1	1
1315	с образами	1	1
1316	между тем	2	1
1317	строится как	1	1
1318	не из	1	1
1319	человека как	2	1
1320	прошлого и	2	1
1321	в рассказе	4	1
1322	индивидуальность как	1	1
1323	в случае	1	1
1324	но текст	1	1
1325	это произведение	1	1
1326	действующих лиц	1	1
1327	и тем	2	1
1328	стороне от	1	1
1329	романы достоевского	3	1
1330	не будет	2	1
1331	но зато	3	1
1332	современном ему	1	1
1333	в идеологическом	1	1
1334	и что	2	1
1335	главного героя	3	1
1336	это описание	1	1
1337	вспомним что	1	1
1338	важно не	1	1
1339	включается в	1	1
1340	но отнюдь	1	1
1341	бы уже	1	1
1342	важно лишь	1	1
1343	времен и	1	1
1344	в нее	1	1
1345	и братья	1	1
1346	из общего	1	1
1347	родился в	2	1
1348	на свое	1	1
1349	она была	1	1
1350	у которого	1	1
1351	человека у	2	1
1352	истории литературного	1	1
1353	на некоторые	1	1
1354	его герои	1	1
1355	и стремление	1	1
1356	развития так	1	1
1357	но без	2	1
1358	он в	1	1
1359	на бумаге	1	1
1360	человеческих отношений	3	1
1361	и площади	1	1
1362	это вовсе	1	1
1363	однако в	3	1
1364	оба они	1	1
1365	построения романа	1	1
1366	в беседе	2	1
1367	иногда в	1	1
1368	философские идеи	1	1
1369	в доме	1	1
1370	или скажем	1	1
1371	эпохи в	1	1
1372	что может	1	1
1373	одновременно в	1	1
1374	процессы в	2	1
1375	не значит	2	1
1376	даже если	2	1
1377	в первой	4	1
1378	с которым	2	1
1379	своих поступков	1	1
1380	другой так	1	1
1381	тесно связан	1	1
1382	ней в	1	1
1383	всю жизнь	1	1
1384	особое внимание	1	1
1385	свое я	4	1
1386	упорство и	1	1
1387	время он	2	1
1388	которые были	1	1
1389	неразрывном единстве	1	1
1390	он произносит	1	1
1391	чтобы не	1	1
1392	центральное место	1	1
1393	из этой	3	1
1394	очень важным	2	1
1395	характера сама	1	1
1396	каждого из	1	1
1397	чем обычно	1	1
1398	до его	1	1
1399	и четко	2	1
1400	дневник и	2	1
1401	что до	1	1
1402	в развитии	1	1
1403	в гамлете	1	1
1404	и ту	1	1
1405	своего рода	7	1
1406	романа это	2	1
1407	люди в	1	1
1408	на жизнь	1	1
1409	конечно о	1	1
1410	в речи	1	1
1411	очень важно	2	1
1412	основе этой	1	1
1413	роль играют	1	1
1414	на деле	3	1
1415	прямо и	1	1
1416	трудом и	1	1
1417	и возможно	1	1
1418	характерная для	1	1
1419	к другим	1	1
1420	происходят на	1	1
1421	характера а	2	1
1422	и романы	1	1
1423	но за	1	1
1424	известно что	4	1
1425	широко использует	1	1
1426	время у	3	1
1427	с центральным	1	1
1428	своих героев	5	1
1429	и детально	2	1
1430	окружающий мир	1	1
1431	любви или	2	1
1432	что это	1	1
1433	в положение	1	1
1434	перелома в	2	1
1435	она дана	1	1
1436	и из	1	1
1437	в наиболее	1	1
1438	никак не	1	1
1439	здесь он	1	1
1440	он на	1	1
1441	и романом	1	1
1442	о которой	2	1
1443	святых и	1	1
1444	и выйти	1	1
1445	этот принцип	2	1
1446	сама жизнь	2	1
1447	к выводу	1	1
1448	время характеризуется	1	1
1449	отдельного человека	2	1
1450	достоевского преступление	1	1
1451	и делает	1	1
1452	для человека	3	1
1453	это есть	1	1
1454	сводится к	2	1
1455	позиции в	1	1
1456	он лишь	1	1
1457	и герои	1	1
1458	и первый	1	1
1459	должен был	2	1
1460	психологии и	1	1
1461	в открытой	1	1
1462	мы понимаем	2	1
1463	и одновременно	1	1
1464	находим у	1	1
1465	литературы но	1	1
1466	доводит до	2	1
1467	отлична от	1	1
1468	с ней	1	1
1469	в моем	1	1
1470	отдельные стороны	1	1
1471	это состояние	1	1
1472	вокруг него	1	1
1473	преступление и	7	1
1474	за волосы	1	1
1475	он будет	1	1
1476	герои романа	1	1
1477	на месте	1	1
1478	не делает	1	1
1479	так вот	2	1
1480	в идеологической	1	1
1481	роман о	1	1
1482	и действительно	1	1
1483	из уст	1	1
1484	сосредоточенность на	2	1
1485	присутствует в	1	1
1486	свой собственный	1	1
1487	как о	1	1
1488	от любого	1	1
1489	идет за	1	1
1490	необходимо предполагает	1	1
1491	в творческом	4	1
1492	и просто	1	1
1493	человека на	1	1
1494	с установкой	1	1
1495	это само	1	1
1496	приводит к	4	1
1497	и историчность	1	1
1498	до них	1	1
1499	может не	2	1
1500	установкой на	1	1
1501	говорили о	2	1
1502	далек от	1	1
1503	на берегу	3	1
1504	из своей	1	1
1505	но с	1	1
1506	время становится	1	1
1507	это самое	1	1
1508	огромную роль	1	1
1509	в любой	1	1
1510	говорили что	2	1
1511	частей и	1	1
1512	здесь лишь	1	1
1513	сюжетное движение	1	1
1514	внутри произведения	1	1
1515	отличается и	1	1
1516	в диалоге	2	1
1517	этот день	1	1
1518	человек требует	1	1
1519	действия но	1	1
1520	цели не	1	1
1521	весь человек	1	1
1522	от горя	1	1
1523	творчестве достоевского	9	1
1524	внутреннее время	1	1
1525	как пример	1	1
1526	города в	2	1
1527	ли он	1	1
1528	такую же	1	1
1529	ибо не	1	1
1530	мне больше	1	1
1531	на той	1	1
1532	с прошлым	1	1
1533	связана с	2	1
1534	характера его	1	1
1535	но затем	1	1
1536	это все	2	1
1537	героем и	1	1
1538	природе и	1	1
1539	отношение автора	2	1
1540	человека от	1	1
1541	как самого	1	1
1542	в современном	5	1
1543	с чувством	1	1
1544	что если	1	1
1545	всего на	1	1
1546	совпадают с	1	1
1547	эпическое время	2	1
1548	сведена к	1	1
1549	в романном	2	1
1550	ночи и	1	1
1551	в письмах	3	1
1552	его характер	1	1
1553	кроме этой	1	1
1554	и степени	1	1
1555	эти связи	1	1
1556	у других	1	1
1557	критика в	1	1
1558	ее с	1	1
1559	времени ибо	1	1
1560	и целый	1	1
1561	них более	1	1
1562	время путешествия	1	1
1563	времени отсюда	1	1
1564	как одновременное	1	1
1565	при помощи	4	1
1566	это имеет	1	1
1567	что можно	1	1
1568	еще один	1	1
1569	вильгельма мейстера	1	1
1570	им в	1	1
1571	он дает	1	1
1572	автора в	2	1
1573	сюжета на	1	1
1574	есть его	1	1
1575	глубокое и	1	1
1576	человек должен	1	1
1577	и школы	1	1
1578	нравов и	1	1
1579	важно было	1	1
1580	видим в	2	1
1581	в композиции	1	1
1582	и многих	1	1
1583	что ты	2	1
1584	в самую	1	1
1585	своего я	2	1
1586	характера и	3	1
1587	человека ведь	1	1
1588	общества в	1	1
1589	и авторской	2	1
1590	своей личности	3	1
1591	к миру	2	1
1592	развитии все	1	1
1593	на этот	3	1
1594	слово и	1	1
1595	читателей на	1	1
1596	и будущего	3	1
1597	другие живут	1	1
1598	основном вне	1	1
1599	в больших	1	1
1600	решения проблемы	1	1
1601	от реального	1	1
1602	утверждая что	1	1
1603	к предмету	1	1
1604	какие бы	1	1
1605	легенды и	1	1
1606	только с	3	1
1607	солнце земля	1	1
1608	вальтер скотт	1	1
1609	в настоящее	1	1
1610	и искусства	1	1
1611	а вместе	1	1
1612	характерные для	1	1
1613	его можно	1	1
1614	жизнь его	2	1
1615	как к	2	1
1616	и узнают	1	1
1617	в социальном	1	1
1618	творцом и	1	1
1619	достоинства и	1	1
1620	в любви	3	1
1621	форм и	1	1
1622	расчленяется на	1	1
1623	что оно	2	1
1624	что ему	1	1
1625	тоже не	2	1
1626	вторгается в	3	1
1627	жизнь это	1	1
1628	этот город	2	1
1629	видим как	1	1
1630	и наказание	5	1
1631	гоголю и	1	1
1632	ряд других	1	1
1633	на тех	1	1
1634	героев например	2	1
1635	это был	4	1
1636	свидетельствует о	2	1
1637	нас не	1	1
1638	о значении	1	1
1639	точно не	1	1
1640	человек он	1	1
1641	авторской позиции	3	1
1642	трагедии в	2	1
1643	биографии и	2	1
1644	в художественной	1	1
1645	всего мира	1	1
1646	образ и	2	1
1647	от которого	1	1
1648	преимуществу в	1	1
1649	а это	1	1
1650	только его	1	1
1651	он и	1	1
1652	и образах	1	1
1653	пространстве а	2	1
1654	этом он	2	1
1655	сторона в	1	1
1656	трагедии и	1	1
1657	о нем	2	1
1658	xix веке	3	1
1659	части романа	2	1
1660	счастья в	1	1
1661	на самом	3	1
1662	на помощь	1	1
1663	из форм	1	1
1664	а все	1	1
1665	бытие и	1	1
1666	мере своего	1	1
1667	в ином	1	1
1668	в виде	4	1
1669	жить только	2	1
1670	человека этот	1	1
1671	борьбу с	1	1
1672	сюжет приобретает	1	1
1673	фоном и	1	1
1674	говорим о	1	1
1675	с поэтическим	1	1
1676	сюжетных мотивов	1	1
1677	свободы воли	2	1
1678	акт в	1	1
1679	и внутренних	1	1
1680	как большая	1	1
1681	и юмора	1	1
1682	отличного от	1	1
1683	из хаоса	1	1
1684	за этим	1	1
1685	о характере	1	1
1686	для еще	1	1
1687	в правом	2	1
1688	всем существом	1	1
1689	движение в	1	1
1690	в ту	4	1
1691	перед смертью	1	1
1692	указывает на	2	1
1693	власть в	1	1
1694	в ряде	1	1
1695	в античной	2	1
1696	грубая и	1	1
1697	и без	2	1
1698	это очень	1	1
1699	не имеющего	1	1
1700	участие в	1	1
1701	традиции в	2	1
1702	следовало бы	2	1
1703	виде в	1	1
1704	человеком в	1	1
1705	почти до	1	1
1706	бы нам	1	1
1707	у этого	2	1
1708	обречены на	1	1
1709	становится все	1	1
1710	человечности и	1	1
1711	и я	2	1
1712	античной трагедии	2	1
1713	как люди	1	1
1714	эпизод в	1	1
1715	жизни тем	1	1
1716	показанное в	1	1
1717	идеи и	2	1
1718	применении к	1	1
1719	рассказ прямо	1	1
1720	сталкивается с	1	1
1721	путь к	1	1
1722	романа еще	1	1
1723	а так	1	1
1724	обликом ни	1	1
1725	времени так	1	1
1726	руки и	1	1
1727	отличную от	1	1
1728	людей в	2	1
1729	общественной жизни	1	1
1730	в области	1	1
1731	письма к	3	1
1732	впечатление от	1	1
1733	к одному	2	1
1734	но его	2	1
1735	без всякой	1	1
1736	от бога	1	1
1737	ко всему	1	1
1738	это создает	1	1
1739	и тесно	2	1
1740	мир по	2	1
1741	свою эпоху	1	1
1742	рыдает в	1	1
1743	и сила	1	1
1744	в эти	1	1
1745	за то	2	1
1746	а к	1	1
1747	в полной	1	1
1748	вырождается в	1	1
1749	действительности но	1	1
1750	приобретает новый	1	1
1751	в цепь	1	1
1752	часу в	1	1
1753	xx века	3	1
1754	широте и	1	1
1755	должен слиться	1	1
1756	и осмеяние	1	1
1757	оторванные от	1	1
1758	это как	4	1
1759	п где	1	1
1760	так называемой	1	1
1761	дома на	1	1
1762	общего времени	1	1
1763	в комедии	2	1
1764	не по	3	1
1765	с полным	1	1
1766	плачут и	1	1
1767	конце концов	1	1
1768	из древнейших	1	1
1769	дело не	3	1
1770	единство и	1	1
1771	во второй	3	1
1772	когда он	4	1
1773	существуют в	1	1
1774	в философском	2	1
1775	втором плане	1	1
1776	всего его	1	1
1777	мы снова	1	1
1778	в поэме	1	1
1779	отношений между	2	1
1780	народ это	1	1
1781	в нашей	2	1
1782	резко отличается	1	1
1783	более крупные	1	1
1784	маленького человека	5	1
1785	только то	1	1
1786	этого образа	1	1
1787	на всю	1	1
1788	человека начинает	1	1
1789	художественного мира	1	1
1790	в спальню	1	1
1791	и часто	1	1
1792	этой схемы	1	1
1793	у бальзака	1	1
1794	его а	1	1
1795	как некие	1	1
1796	в отрыве	1	1
1797	люди не	1	1
1798	на образ	1	1
1799	в большой	2	1
1800	человека из	1	1
1801	действительной жизни	4	1
1802	в литературном	2	1
1803	содержанием и	1	1
1804	и деятельность	1	1
1805	и самого	1	1
1806	и борьба	1	1
1807	начале xx	1	1
1808	художественного произведения	1	1
1809	путем введения	1	1
1810	дня и	2	1
1811	болезни и	1	1
1812	границы этого	1	1
1813	в характере	1	1
1814	авантюрным романом	1	1
1815	дорогу и	1	1
1816	относительности мы	1	1
1817	такой же	4	1
1818	и дальше	1	1
1819	на то	1	1
1820	и отношений	2	1
1821	были хорошо	1	1
1822	в создании	2	1
1823	о своих	2	1
1824	когда герой	1	1
1825	их на	1	1
1826	раз за	1	1
1827	нуждается в	2	1
1828	письма монтескье	1	1
1829	для характеристики	1	1
1830	же это	1	1
1831	это в	3	1
1832	может и	1	1
1833	употреблен в	1	1
1834	противоречии с	1	1
1835	таким же	1	1
1836	и обратно	1	1
1837	заявил что	2	1
1838	он с	2	1
1839	дальше в	1	1
1840	им не	1	1
1841	типичен для	1	1
1842	к богу	1	1
1843	характер времени	1	1
1844	некоторые черты	1	1
1845	своих произведений	1	1
1846	русском переводе	1	1
1847	смыкается с	1	1
