N	2gram	Losev_Dial	Myslijsy
1322	есть тоже	3	2
1323	равно и	1	2
1324	тоже не	2	2
1325	стихий в	1	2
1326	ее на	2	2
1327	сам в	1	2
1328	общего и	1	2
1329	при всей	1	2
1330	или когда	1	2
1331	что одна	4	2
1332	он как	1	2
1333	из основных	1	2
1334	в природу	2	2
1335	говорят только	1	2
1336	еще и	4	2
1337	не для	1	2
1338	внешнее не	1	2
1339	к его	2	2
1340	как у	3	2
1341	может показаться	1	2
1342	где он	1	2
1343	то самое	1	2
1344	в полном	1	2
1345	есть но	1	2
1346	у тютчева	5	2
1347	только сказать	1	2
1348	же не	4	2
1349	если даже	1	2
1350	с их	2	2
1351	себе никаких	1	2
1352	может только	3	2
1353	вовсе нет	1	2
1354	а на	1	2
1355	без всяких	2	2
1356	говорим о	1	2
1357	слова которые	1	2
1358	этом не	1	2
1359	а все	1	2
1360	не иметь	2	2
1361	и эта	3	2
1362	с теми	2	2
1363	история и	1	2
1364	же будет	1	2
1365	приближается к	1	2
1366	впасть в	1	2
1367	мы ее	1	2
1368	могла быть	1	2
1369	если они	1	2
1370	и могут	1	2
1371	если она	4	2
1372	тех же	1	2
1373	то можно	1	2
1374	есть искусство	1	2
1375	звуки не	1	2
1376	и другого	3	2
1377	для обыкновенного	1	2
1378	подобные тем	1	2
1379	ему не	1	2
1380	оно может	1	2
1381	как одно	1	2
1382	этих двух	1	2
1383	какое значение	1	2
1384	сказать и	1	2
1385	не дают	2	2
1386	быть во	1	2
1387	и эти	2	2
1388	только к	2	2
1389	в разной	3	2
1390	к их	1	2
1391	них в	1	2
1392	то чего	1	2
1393	не могу	9	2
1394	согласиться что	1	2
1395	мы же	1	2
1396	из ряда	1	2
1397	других обстоятельствах	1	2
1398	себе только	1	2
1399	дело не	3	2
1400	словами а	1	2
1401	связано с	2	2
1402	на другое	1	2
1403	быть и	7	2
1404	когда он	2	2
1405	на меня	2	2
1406	от земли	2	2
1407	не станет	1	2
1408	во времени	4	2
1409	которую я	1	2
1410	этих случаях	1	2
1411	не понятно	3	2
1412	и всякая	1	2
1413	скажет что	1	2
1414	ведь мы	1	2
1415	другой форме	1	2
1416	во-вторых если	1	2
1417	заметим только	1	2
1418	убедить что	1	2
1419	указывать на	1	2
1420	совсем другое	1	2
1421	и самого	1	2
1422	содержание этих	1	2
1423	есть прежде	1	2
1424	быть если	1	2
1425	это дает	1	2
1426	и начинается	1	2
1427	оно живет	1	2
1428	связь что	1	2
1429	нуждается в	6	2
1430	если на	1	2
1431	ли в	1	2
1432	может и	5	2
1433	только одну	1	2
1434	дальше в	2	2
1435	или точнее	2	2
1436	говорит не	1	2
1437	со мною	1	2
1438	человека по	1	2
1439	мы наблюдаем	1	1
1440	мир не	1	1
1441	бы невозможна	2	1
1442	тою же	1	1
1443	что один	1	1
1444	что видно	1	1
1445	в особенности	6	1
1446	и другие	1	1
1447	особенности и	1	1
1448	стать в	1	1
1449	малом виде	1	1
1450	мы найдем	1	1
1451	это далеко	1	1
1452	и содержания	1	1
1453	зрения на	1	1
1454	чтобы дать	1	1
1455	вещи в	4	1
1456	со всем	2	1
1457	почва для	1	1
1458	ней не	1	1
1459	закона и	1	1
1460	душою в	1	1
1461	или других	4	1
1462	другу но	1	1
1463	стать только	1	1
1464	находясь в	1	1
1465	роль и	1	1
1466	отношении ее	1	1
1467	нужно ли	1	1
1468	образов это	1	1
1469	теперь можно	1	1
1470	как голубой	1	1
1471	не мешает	8	1
1472	нем в	1	1
1473	я этого	1	1
1474	но во-вторых	1	1
1475	и переходит	1	1
1476	предметы например	1	1
1477	который должен	1	1
1478	природу в	1	1
1479	они также	1	1
1480	эта идея	1	1
1481	органов с	1	1
1482	еще иначе	1	1
1483	видели в	1	1
1484	в химии	1	1
1485	которым они	1	1
1486	часов и	1	1
1487	она уже	1	1
1488	его вполне	1	1
1489	не вызывает	1	1
1490	находится с	1	1
1491	времени можно	2	1
1492	расстояние между	1	1
1493	но собственно	1	1
1494	может так	1	1
1495	быть заменено	1	1
1496	с той	2	1
1497	остановиться на	1	1
1498	почему мы	1	1
1499	науке и	2	1
1500	извне и	1	1
1501	далее в	2	1
1502	есть самая	1	1
1503	из указанных	1	1
1504	по способу	2	1
1505	и само	1	1
1506	которой все	1	1
1507	дерева или	1	1
1508	же эти	2	1
1509	у пушкина	6	1
1510	тогда только	1	1
1511	по-видимому и	1	1
1512	и наиболее	1	1
1513	основывается на	1	1
1514	на задний	1	1
1515	как они	2	1
1516	и самые	1	1
1517	что цвета	2	1
1518	быть названа	1	1
1519	стоит в	1	1
1520	в духе	1	1
1521	он имеет	1	1
1522	быть одна	1	1
1523	цели а	1	1
1524	голову что	1	1
1525	именно он	1	1
1526	есть очень	1	1
1527	или вообще	3	1
1528	вес то	1	1
1529	отдаленное сходство	1	1
1530	е не	1	1
1531	есть хотя	1	1
1532	такой уж	1	1
1533	по их	1	1
1534	существуют и	1	1
1535	и опять	1	1
1536	нет различия	1	1
1537	предмет так	2	1
1538	небо и	2	1
1539	участвует в	1	1
1540	только можно	1	1
1541	как проявлении	1	1
1542	над нею	1	1
1543	бы все	2	1
1544	говорит ни	2	1
1545	много раз	3	1
1546	великое дело	1	1
1547	что три	1	1
1548	сознания но	2	1
1549	только через	2	1
1550	что почти	1	1
1551	есть тот	1	1
1552	самый миф	1	1
1553	и очень	2	1
1554	такая связь	1	1
1555	только ее	1	1
1556	ее предмета	1	1
1557	что вытекает	1	1
1558	чем не	2	1
1559	как более	2	1
1560	большей или	1	1
1561	себе он	1	1
1562	как образуются	1	1
1563	в степени	1	1
1564	другой на	1	1
1565	бывает достаточно	1	1
1566	от поэзии	1	1
1567	совершенно ясным	1	1
1568	черты сходства	1	1
1569	мир и	1	1
1570	речь идет	2	1
1571	свою собственную	2	1
1572	такое а	1	1
1573	суть тоже	1	1
1574	как только	4	1
1575	предмета ни	1	1
1576	обыденной жизни	1	1
1577	при полном	1	1
1578	для выражения	1	1
1579	что обе	1	1
1580	или части	1	1
1581	жизнь человека	1	1
1582	действительности в	1	1
1583	душа в	1	1
1584	прямо противоречит	1	1
1585	на мой	1	1
1586	цвета есть	1	1
1587	и отчасти	1	1
1588	свою форму	1	1
1589	имеет нечто	1	1
1590	больше чем	1	1
1591	смысле даже	1	1
1592	из других	1	1
1593	совершенно в	2	1
1594	он находит	2	1
1595	или вернее	1	1
1596	уже ничего	1	1
1597	времени может	1	1
1598	значение само	1	1
1599	все к	1	1
1600	он был	1	1
1601	нас и	1	1
1602	сам не	1	1
1603	силы и	1	1
1604	своей природе	1	1
1605	сознание это	1	1
1606	действительности как	1	1
1607	пределы мира	2	1
1608	другу как	3	1
1609	говорить не	1	1
1610	в понимании	1	1
1611	не должен	2	1
1612	и прочих	2	1
1613	ничто не	3	1
1614	или качество	1	1
1615	жизнь а	2	1
1616	д в	1	1
1617	другое значение	2	1
1618	это его	1	1
1619	е о	2	1
1620	сложности и	1	1
1621	поэтому если	2	1
1622	тело и	2	1
1623	другом в	1	1
1624	вот почему	1	1
1625	предметы но	1	1
1626	миф о	2	1
1627	его сердце	1	1
1628	по самой	1	1
1629	цвета и	2	1
1630	и поэтического	1	1
1631	могут возразить	1	1
1632	оно так	1	1
1633	приятный предмет	1	1
1634	и внешнее	3	1
1635	всякой науки	1	1
1636	говорит что	3	1
1637	этим не	1	1
1638	нужно быть	3	1
1639	то как	3	1
1640	и потом	2	1
1641	это значило	1	1
1642	и требуют	1	1
1643	всегда будет	1	1
1644	в чистом	1	1
1645	убедиться в	2	1
1646	всего что	1	1
1647	отчет в	1	1
1648	точнее говоря	1	1
1649	удовольствие но	1	1
1650	и научное	1	1
1651	нечто отличное	1	1
1652	мифа и	5	1
1653	на одну	1	1
1654	именно такого	1	1
1655	но ни	1	1
1656	явления так	1	1
1657	обратим внимание	2	1
1658	нет самого	1	1
1659	она вполне	1	1
1660	поэтическое и	1	1
1661	по ней	1	1
1662	казалось что	1	1
1663	в голове	1	1
1664	что отношение	1	1
1665	ровно никакой	4	1
1666	она ни	3	1
1667	но разве	1	1
1668	еще ничего	1	1
1669	зрения можно	1	1
1670	можно его	1	1
1671	увидим в	1	1
1672	есть конечно	2	1
1673	нигде не	1	1
1674	так не	1	1
1675	чего он	1	1
1676	нечто в	1	1
1677	не умеет	1	1
1678	воли и	1	1
1679	нас а	1	1
1680	до ее	1	1
1681	можно представлять	1	1
1682	будет только	1	1
1683	границы но	1	1
1684	в чем-нибудь	1	1
1685	и образования	1	1
1686	наука и	5	1
1687	всем одинаково	1	1
1688	друг с	2	1
1689	уже перестает	1	1
1690	это уже	2	1
1691	идеального и	2	1
1692	чтобы думать	1	1
1693	себя что	1	1
1694	вопрос и	1	1
1695	содержанием и	2	1
1696	никто никогда	3	1
1697	быть с	1	1
1698	свое собственное	1	1
1699	не идеальное	1	1
1700	имеет ничего	3	1
1701	света то	1	1
1702	гораздо более	3	1
1703	поверхности и	1	1
1704	того о	1	1
1705	действительность есть	4	1
1706	на ту	2	1
1707	мало того	1	1
1708	одном неделимом	1	1
1709	утверждать только	1	1
1710	содержать в	3	1
1711	привело к	1	1
1712	мире мы	1	1
1713	действует в	1	1
1714	и он	6	1
1715	здесь так	1	1
1716	этого сказать	1	1
1717	по преимуществу	1	1
1718	частях своих	1	1
1719	вызывает не	1	1
1720	что вовсе	1	1
1721	как две	1	1
1722	она как	1	1
1723	один пример	1	1
1724	и читатель	1	1
1725	понятие само	1	1
1726	что каждая	1	1
1727	и стихии	1	1
1728	от действительности	1	1
1729	фактов то	1	1
1730	искусство в	1	1
1731	чувства воли	1	1
1732	природы как	1	1
1733	что никакое	1	1
1734	что мир	2	1
1735	книги к	1	1
1736	когда люди	1	1
1737	действует и	1	1
1738	как мифические	1	1
1739	его должны	1	1
1740	о формах	1	1
1741	свойственна только	1	1
1742	смысл для	1	1
1743	нам совершенно	1	1
1744	ее можно	1	1
1745	душевных сил	1	1
1746	же лица	1	1
1747	от вещи	1	1
1748	каковы например	1	1
1749	что несмотря	1	1
1750	в качестве	2	1
1751	что самая	1	1
1752	это верно	1	1
1753	будем говорить	2	1
1754	мы например	1	1
1755	более внутреннее	3	1
1756	многих отношениях	1	1
1757	просто то	1	1
1758	потому для	1	1
1759	жизни она	1	1
1760	же такое	1	1
1761	начинается в	1	1
1762	понятия что	1	1
1763	сколько бы	1	1
1764	весь мир	2	1
1765	на родном	1	1
1766	как можно	2	1
1767	сознания ни	1	1
1768	тем больше	1	1
1769	доводить до	1	1
1770	в зависимости	2	1
1771	во всей	1	1
1772	что вы	1	1
1773	в полной	2	1
1774	боль от	1	1
1775	одно а	1	1
1776	как по-видимому	1	1
1777	другое то	1	1
1778	не о	5	1
1779	ни от	2	1
1780	состояние в	2	1
1781	случае есть	1	1
1782	и можно	3	1
1783	будет значить	1	1
1784	ли оно	2	1
1785	наконец в-третьих	1	1
1786	что под	3	1
1787	это нисколько	1	1
1788	будто бы	3	1
1789	и чисто	1	1
1790	этого содержания	1	1
1791	образ может	1	1
1792	на себя	1	1
1793	нельзя например	1	1
1794	значит одно	1	1
1795	предмете и	1	1
1796	мы это	1	1
1797	конечно такое	1	1
1798	дано в	1	1
1799	здесь же	1	1
1800	на тот	2	1
1801	он берет	2	1
1802	выходя за	2	1
1803	целиком и	1	1
1804	не остается	2	1
1805	исторического развития	1	1
1806	который дает	1	1
1807	но ведь	2	1
1808	идеи с	1	1
1809	как все	2	1
1810	различаются между	1	1
1811	на поверхности	1	1
1812	не вытекает	1	1
1813	встречается в	1	1
1814	то прежде	1	1
1815	человек в	1	1
1816	и именно	1	1
1817	всего он	1	1
1818	на земле	3	1
1819	которое и	1	1
1820	долго и	1	1
1821	всякую возможность	1	1
1822	место и	1	1
1823	и характер	1	1
1824	какая разница	1	1
1825	его соответствие	1	1
1826	объективно и	2	1
1827	смысл но	1	1
1828	уже давно	2	1
1829	нужно видеть	1	1
1830	образа а	1	1
1831	больше и	1	1
1832	совершается этот	1	1
1833	нужно еще	1	1
1834	что наука	3	1
1835	то наука	1	1
1836	с бесконечно	2	1
1837	что чувственное	1	1
1838	в сторону	1	1
1839	его значение	1	1
1840	в предметы	1	1
1841	быть очень	3	1
1842	есть своя	3	1
1843	свою силу	1	1
1844	что их	2	1
1845	ним или	1	1
1846	не нуждаясь	1	1
1847	которая есть	2	1
1848	всю ее	2	1
1849	не был	3	1
1850	существовать без	1	1
1851	той или	11	1
1852	механизм и	1	1
1853	я был	3	1
1854	понятий и	2	1
1855	воды и	1	1
1856	остается в	1	1
1857	именно как	2	1
1858	быть так	1	1
1859	или за	1	1
1860	нами как	1	1
1861	это вполне	1	1
1862	из поэтического	1	1
1863	что же?	1	1
1864	спросим себя	1	1
1865	отношении его	1	1
1866	возникает из	1	1
1867	движение может	1	1
1868	от света	2	1
1869	тех сторон	1	1
1870	и пространства	2	1
1871	факт не	2	1
1872	от поэтической	1	1
1873	проникает в	1	1
1874	но между	1	1
1875	есть мы	1	1
1876	света как	1	1
1877	так мы	1	1
1878	нашего сознания	1	1
1879	науки а	1	1
1880	другом и	1	1
1881	не видят	1	1
1882	а соответствует	1	1
1883	мы всегда	2	1
1884	с какой	5	1
1885	не отличаются	2	1
1886	этого представления	1	1
1887	будем иметь	1	1
1888	поправки в	1	1
1889	и бог	1	1
1890	нашего существа	1	1
1891	от человека	1	1
1892	еще яснее	1	1
1893	собою образ	1	1
1894	понимать и	1	1
1895	ни была	2	1
1896	этих чувственных	1	1
1897	и этой	2	1
1898	имеет целью	1	1
1899	была самая	1	1
1900	на нем	2	1
1901	а у	1	1
1902	есть символ	3	1
1903	как первое	1	1
1904	и является	2	1
1905	такие формулы	1	1
1906	над другими	1	1
1907	в тех	2	1
1908	не выдумка	3	1
1909	где же	1	1
1910	сознания есть	1	1
1911	зрения так	2	1
1912	сами эти	1	1
1913	ровно никакого	2	1
1914	между поэзией	1	1
1915	чтобы их	1	1
1916	что смысл	3	1
1917	несущественным и	1	1
1918	отлична от	2	1
1919	уже одно	1	1
1920	та которая	2	1
1921	это может	4	1
1922	над ним	1	1
1923	как один	2	1
1924	вещи то	2	1
1925	его так	1	1
1926	не раз	2	1
1927	чувство он	1	1
1928	ее смысл	1	1
1929	или меньшей	1	1
1930	по небу	2	1
1931	чем она	2	1
1932	всегда имеет	1	1
1933	он встречается	1	1
1934	и глубокое	1	1
1935	и каждый	1	1
1936	есть также	1	1
1937	его личности	2	1
1938	все вообще	1	1
1939	законов и	1	1
1940	существует в	1	1
1941	когда они	3	1
1942	есть факт	1	1
1943	от какой-нибудь	1	1
1944	внутрь себя	1	1
1945	не ест	1	1
1946	значит только	1	1
1947	как простое	1	1
1948	к внешнему	1	1
1949	на высоте	1	1
1950	показал в	1	1
1951	сторону и	2	1
1952	есть фикция	1	1
1953	всю жизнь	2	1
1954	этих и	1	1
1955	мифа на	1	1
1956	себе ни	1	1
1957	чаще всего	2	1
1958	есть все	2	1
1959	представление об	1	1
1960	ибо в	1	1
1961	указывает нам	1	1
1962	а существует	1	1
1963	в данный	1	1
1964	чувств и	1	1
1965	форму и	2	1
1966	и по-видимому	1	1
1967	эти качества	1	1
1968	мы вспомнили	1	1
1969	она построена	1	1
1970	боли или	1	1
1971	в обыкновенной	1	1
1972	не необходимое	1	1
1973	отвлеченные понятия	2	1
1974	а главное	2	1
1975	можно с	1	1
1976	поэзией и	3	1
1977	не говорящее	1	1
1978	но они	2	1
1979	иначе не	3	1
1980	делать с	1	1
1981	независимые от	1	1
1982	например всякий	1	1
1983	следует за	2	1
1984	я сам	2	1
1985	можно указать	2	1
1986	в познание	1	1
1987	от воли	1	1
1988	же отношение	1	1
1989	нечто совсем	2	1
1990	даже больше	2	1
1991	следовательно не	2	1
1992	должны сказать	2	1
1993	меня и	2	1
1994	их понимание	4	1
1995	в оценке	2	1
1996	самих себе	1	1
1997	двояко или	1	1
1998	иметь много	1	1
1999	к сожалению	2	1
2000	возможно когда	1	1
2001	было на	1	1
2002	той которая	1	1
2003	слова это	1	1
2004	против этого	2	1
2005	представляет себе	1	1
2006	и можем	1	1
2007	жизни народов	1	1
2008	утверждать что	3	1
2009	оно или	3	1
2010	не скажет	1	1
2011	в состав	1	1
2012	уже после	1	1
2013	существования и	1	1
2014	и этот	1	1
2015	даны в	4	1
2016	которое с	1	1
2017	и конечно	1	1
2018	они и	1	1
2019	не встречал	1	1
2020	на небе	1	1
2021	от самой	2	1
2022	сознании а	1	1
2023	понятие и	1	1
2024	внутреннего и	11	1
2025	себя самой	1	1
2026	и свою	1	1
2027	совершенно необходимая	1	1
2028	другими более	2	1
2029	жизни а	1	1
2030	одна женщина	1	1
2031	в белом	1	1
2032	мы за	1	1
2033	теле в	2	1
2034	двери и	1	1
2035	между обеими	2	1
2036	оно было	1	1
2037	для ботаника	1	1
2038	есть я	1	1
2039	и далее	1	1
2040	потом и	1	1
2041	и менее	1	1
2042	всякую мысль	1	1
2043	самим и	1	1
2044	мыслей чувств	1	1
2045	я никогда	3	1
2046	и философии	2	1
2047	своей конкретности	1	1
2048	ли что	2	1
2049	солнечного света	1	1
2050	каким он	1	1
2051	свете и	1	1
2052	отвлеченное понятие	3	1
2053	не требует	1	1
2054	и этого	2	1
2055	мне и	2	1
2056	мы замечаем	2	1
2057	он на	2	1
2058	понимать что	1	1
2059	зрения той	1	1
2060	от этой	1	1
2061	равным образом	1	1
2062	и внешнего	8	1
2063	можно представить	2	1
2064	бы показать	1	1
2065	содержание то	1	1
2066	я слышу	1	1
2067	такого что	1	1
2068	науки и	5	1
2069	выражение лица	2	1
2070	то они	1	1
2071	это или	2	1
2072	всем известно	1	1
2073	и делает	1	1
2074	отдельных частей	1	1
2075	употребление этих	1	1
2076	показать на	1	1
2077	нет никакого	1	1
2078	окружающих нас	1	1
2079	что логически	1	1
2080	переходит из	1	1
2081	поэтические образы	1	1
2082	мере и	1	1
2083	при нем	2	1
2084	отсюда легко	1	1
2085	нас от	1	1
2086	противоположность с	1	1
2087	со всеми	2	1
2088	на островах	1	1
2089	и самая	1	1
2090	целью изучить	1	1
2091	поэтому и	3	1
2092	похож на	1	1
2093	сказать с	1	1
2094	и казалось	1	1
2095	этого мифа	1	1
2096	значение которое	1	1
2097	эти понятия	1	1
2098	новый смысл	1	1
2099	не ясно	1	1
2100	особенным образом	1	1
2101	нового не	1	1
2102	нам в	1	1
2103	сознание не	1	1
2104	в органах	1	1
2105	которое как	2	1
2106	месте но	1	1
2107	однако что	1	1
2108	сходство в	2	1
2109	то всякий	1	1
2110	следовательно в	2	1
2111	заключается не	1	1
2112	может не	1	1
2113	о самом	2	1
2114	именно не	1	1
2115	с г	1	1
2116	содержание и	2	1
2117	с целью	3	1
2118	только такой	1	1
2119	сознании в	1	1
2120	в малом	1	1
2121	разных степеней	2	1
2122	ничего такого	2	1
2123	но об	1	1
2124	и действительно	1	1
2125	во-вторых он	1	1
2126	времени не	1	1
2127	нельзя ее	1	1
2128	совершенно правильно	1	1
2129	более тонкая	1	1
2130	себе говорит	1	1
2131	другой как	1	1
2132	его мы	1	1
2133	доходит до	1	1
2134	что это?	2	1
2135	не знал	1	1
2136	мысли тем	1	1
2137	только их	1	1
2138	и также	2	1
2139	это время	3	1
2140	уже что	1	1
2141	с собою	1	1
2142	и просто	1	1
2143	жизни в	1	1
2144	более близкие	1	1
2145	правда не	1	1
2146	теории как	1	1
2147	приводит к	1	1
2148	науки не	2	1
2149	вещи если	1	1
2150	свои внутренние	1	1
2151	ничего в	1	1
2152	связаны между	1	1
2153	ли он	1	1
2154	осталось бы	1	1
2155	можно найти	2	1
2156	думают что	8	1
2157	сравнению с	2	1
2158	не касается	1	1
2159	в душу	4	1
2160	только сопровождается	1	1
2161	говорить и	1	1
2162	имеют свое	1	1
2163	разных времен	1	1
2164	на смысл	1	1
2165	общем смысле	1	1
2166	самосознание и	1	1
2167	не прибавит	1	1
2168	говорим мы	1	1
2169	здесь нет	1	1
2170	действительно существуют	1	1
2171	смысле это	1	1
2172	тот кто	2	1
2173	в которые	1	1
2174	он мог	2	1
2175	этого движения	1	1
2176	которую не	2	1
2177	жизни мы	1	1
2178	тоже можно	1	1
2179	как произведение	1	1
2180	виде то	1	1
2181	сразу и	3	1
2182	о пространстве	1	1
2183	входящее в	1	1
2184	непосредственно и	1	1
2185	три основные	2	1
2186	бросается в	1	1
2187	совершенно не	13	1
2188	представления но	1	1
2189	чем же	1	1
2190	не является	3	1
2191	но убеждение	1	1
2192	сказано что	1	1
2193	истории не	1	1
2194	понятие символа	1	1
2195	разумеется не	1	1
2196	возможно такое	1	1
2197	их самих	1	1
2198	во всю	2	1
2199	в очень	3	1
2200	смерти и	1	1
2201	который не	2	1
2202	ни на	8	1
2203	ее ни	2	1
2204	желтый цвет	5	1
2205	задний план	1	1
2206	ибо эта	1	1
2207	а идеальный	1	1
2208	один только	1	1
2209	не знаю	3	1
2210	все стихии	1	1
2211	по сравнению	2	1
2212	это все	2	1
2213	не быть	3	1
2214	если для	2	1
2215	в чистой	1	1
2216	науке в	1	1
2217	то чему	1	1
2218	чем именно	1	1
2219	формы с	1	1
2220	от мира	1	1
2221	самый этот	1	1
2222	некоторое сходство	1	1
2223	обойтись без	1	1
2224	те или	1	1
2225	всего на	1	1
2226	и вся	1	1
2227	идея не	1	1
2228	не меньше	1	1
2229	в которую	1	1
2230	и брать	1	1
2231	что также	1	1
2232	имеющее значение	1	1
2233	теми которые	2	1
2234	эта бумага	1	1
2235	и новые	1	1
2236	пыль и	1	1
2237	материи и	1	1
2238	внимания на	1	1
2239	как субъекта	1	1
2240	имеет никакого	3	1
2241	нет никакой	2	1
2242	ее сущности	1	1
2243	свет но	1	1
2244	существует ли	1	1
2245	незаметно для	1	1
2246	такая зависимость	1	1
2247	действительность в	1	1
2248	тому и	1	1
2249	и чувственность	1	1
2250	движения есть	1	1
2251	и органы	1	1
2252	вопрос можно	1	1
2253	еще слишком	1	1
2254	стихии и	1	1
2255	нет в	1	1
2256	никаких оснований	1	1
2257	есть предмет	1	1
2258	веры а	1	1
2259	потому и	2	1
2260	это показывает	1	1
2261	и идеи	3	1
2262	вещь а	2	1
2263	много общего	1	1
2264	разных слоев	1	1
2265	без его	1	1
2266	на бытие	1	1
2267	возможность и	1	1
2268	итак поэзия	1	1
2269	и действительным	1	1
2270	его если	1	1
2271	видим в	1	1
2272	связана с	1	1
2273	своей жизни	1	1
2274	легче чем	1	1
2275	сложные образы	1	1
2276	на миф	1	1
2277	что ее	1	1
2278	образности и	1	1
2279	от которой	2	1
2280	но от	1	1
2281	какой она	1	1
2282	машина и	1	1
2283	действия не	1	1
2284	сложнее и	1	1
2285	но именно	1	1
2286	всегда как	1	1
2287	субъектом и	1	1
2288	дитя и	1	1
2289	может даже	1	1
2290	и самих	1	1
2291	наше тело	1	1
2292	чтобы все	3	1
2293	удовольствием и	1	1
2294	даже без	1	1
2295	а чувственное	1	1
2296	момента или	1	1
2297	не стоит	2	1
2298	этих примерах	1	1
2299	лицо с	1	1
2300	и значит	4	1
2301	самим по	1	1
2302	мы с	1	1
2303	для исследования	1	1
2304	идея в	1	1
2305	у них	3	1
2306	это одно	1	1
2307	по этой	2	1
2308	в корне	2	1
2309	же он	2	1
2310	этих восприятий	1	1
2311	образ что	1	1
2312	мною же	1	1
2313	не будучи	3	1
2314	это совершенно	1	1
2315	в самих	1	1
2316	или другой	7	1
2317	меня не	1	1
2318	из этой	1	1
2319	впечатление и	1	1
2320	и объективен	2	1
2321	которой начинается	1	1
2322	я по	3	1
2323	всего того	1	1
2324	своим предметом	1	1
2325	проявление внутреннего	1	1
2326	молитву но	1	1
2327	оно дано	1	1
2328	а уже	1	1
2329	всегда можно	1	1
2330	такое например	1	1
2331	значение в	1	1
2332	и иначе	1	1
2333	и напряженность	1	1
2334	быть действительно	1	1
2335	превращены в	1	1
2336	мир в	1	1
2337	видим как	1	1
2338	души таковы	1	1
2339	близким к	1	1
2340	с своей	1	1
2341	то я	4	1
2342	и вот	10	1
2343	в художественной	1	1
2344	видел как	1	1
2345	зеленый цвет	4	1
2346	время имело	1	1
2347	кровь в	1	1
2348	не настолько	2	1
2349	в соответствующих	1	1
2350	искусству и	2	1
2351	наука есть	3	1
2352	деле не	1	1
2353	содержание не	1	1
2354	столько сколько	2	1
2355	наука в	1	1
2356	нам еще	1	1
2357	кто его	2	1
2358	одну общую	1	1
2359	одном месте	1	1
2360	на одной	1	1
2361	также имеет	3	1
2362	здесь в	3	1
2363	говорит и	1	1
2364	можем найти	1	1
2365	голову и	1	1
2366	имеет смысла	1	1
2367	чем он	2	1
2368	есть синтез	2	1
2369	представлять себе	2	1
2370	а другое	1	1
2371	без звука	1	1
2372	представление которое	1	1
2373	основана на	1	1
2374	них и	2	1
2375	следовательно только	1	1
2376	различия между	3	1
2377	анализ может	1	1
2378	и смысл	3	1
2379	ее к	2	1
2380	сила заставляющая	1	1
2381	только очень	1	1
2382	быть вполне	1	1
2383	на каком	1	1
2384	дают нам	1	1
2385	божественного творчества	2	1
2386	нечто совершенно	3	1
2387	себе но	2	1
2388	точки в	1	1
2389	образе мы	1	1
2390	а о	2	1
2391	наконец в	1	1
2392	остается и	1	1
2393	а также	1	1
2394	существует как	1	1
2395	что ничего	1	1
2396	который как	1	1
2397	об этих	1	1
2398	прямого отношения	1	1
2399	можно быть	1	1
2400	нет как	1	1
2401	всегда есть	4	1
2402	раз навсегда	2	1
2403	и тому	1	1
2404	наблюдение над	1	1
2405	явление если	1	1
2406	этом что	1	1
2407	уже совершенно	1	1
2408	а без	3	1
2409	слова слово	1	1
2410	знаем но	2	1
2411	вообще не	2	1
2412	и скорее	1	1
2413	в сферу	1	1
2414	для науки	3	1
2415	в одинаковой	1	1
2416	науку в	1	1
2417	нас к	1	1
2418	лишь с	1	1
2419	и поэтическое	1	1
2420	слышать и	1	1
2421	им и	1	1
2422	или наконец	1	1
2423	но нельзя	2	1
2424	говорят о	2	1
2425	все прочие	1	1
2426	только начинается	1	1
2427	этом будем	1	1
2428	меньше всего	4	1
2429	однако это	2	1
2430	мира и	2	1
2431	всего прочего	1	1
2432	и бытия	4	1
2433	должно стать	1	1
2434	чем мы	1	1
2435	менее богатая	1	1
2436	как движение	1	1
2437	или может	1	1
2438	факта или	1	1
2439	души как	1	1
2440	только указывает	1	1
2441	а за	1	1
2442	то ясно	1	1
2443	с началом	1	1
2444	ее форму	1	1
2445	дополнение к	1	1
2446	с другом	2	1
2447	различаемые в	1	1
2448	было ни	1	1
2449	образ всегда	1	1
2450	красном цвете	1	1
2451	в законах	1	1
2452	каждом человеке	1	1
2453	не различаются	1	1
2454	мере в	3	1
2455	не доказывается	1	1
2456	жизнь и	5	1
2457	о такой	1	1
2458	как формы	1	1
2459	это средство	1	1
2460	ко мне	2	1
2461	но его	1	1
2462	же может	2	1
2463	отличная от	1	1
2464	ко всему	3	1
2465	с выраженным	1	1
2466	того или	1	1
2467	когда есть	2	1
2468	или образ	1	1
2469	и живой	1	1
2470	а конечно	1	1
2471	но сами	1	1
2472	только средствами	1	1
2473	и реального	1	1
2474	каждая из	1	1
2475	или внешняя	1	1
2476	это мне	1	1
2477	а просто	2	1
2478	в поле	1	1
2479	каждом из	2	1
2480	и жизненная	1	1
2481	это как	3	1
2482	могут служить	1	1
2483	нужно сказать	1	1
2484	и ни	7	1
2485	целое но	1	1
2486	как наоборот	1	1
2487	от пламени	1	1
2488	восприятие и	1	1
2489	которые были	2	1
2490	в желтом	1	1
2491	которая хотя	1	1
2492	что нужно	1	1
2493	в отвлеченном	1	1
2494	построена на	2	1
2495	важно то	1	1
2496	сознания так	1	1
2497	просто не	2	1
2498	у гомера	1	1
2499	же необходимо	1	1
2500	сказали что	2	1
2501	в частности	4	1
2502	есть субъект	1	1
2503	предмет есть	1	1
