N	2gram	Bakhtin_sl	Analitik
1296	ищет слов	1	1
1297	к автору	2	1
1298	по причине	1	1
1299	роману как	1	1
1300	таков например	2	1
1301	внутренняя раздвоенность	1	1
1302	его последней	3	1
1303	слова еще	1	1
1304	реальности на	1	1
1305	всего произведения	2	1
1306	путем доведения	2	1
1307	связи и	3	1
1308	собственном смысле	2	1
1309	его словесные	2	1
1310	слов о	4	1
1311	а потому	1	1
1312	быть только	3	1
1313	например и	2	1
1314	автор и	3	1
1315	идет уже	2	1
1316	для передачи	1	1
1317	в последнем	1	1
1318	этой проблемы	1	1
1319	не мешает	1	1
1320	представить себе	1	1
1321	он стремится	1	1
1322	в самый	1	1
1323	такое высказывание	1	1
1324	только своим	3	1
1325	в основном	7	1
1326	и вследствие	1	1
1327	этого и	1	1
1328	он только	1	1
1329	его с	1	1
1330	есть без	1	1
1331	другие и	1	1
1332	с миром	1	1
1333	на известную	1	1
1334	действительность но	2	1
1335	к общему	1	1
1336	до некоторой	1	1
1337	различных форм	5	1
1338	должны иметь	1	1
1339	одновременно его	1	1
1340	на таких	1	1
1341	в действии	1	1
1342	общему мнению	2	1
1343	задолго до	1	1
1344	в живых	1	1
1345	речи как	3	1
1346	смыслу и	1	1
1347	для них	2	1
1348	романа однако	1	1
1349	которого может	1	1
1350	то с	1	1
1351	самого по	1	1
1352	речи от	1	1
1353	синтаксических и	1	1
1354	не на	6	1
1355	они как	2	1
1356	как с	2	1
1357	они были	3	1
1358	быть восприняты	1	1
1359	эти понятия	1	1
1360	этого процесса	1	1
1361	синтаксических конструкций	1	1
1362	конечно и	3	1
1363	мы понимаем	1	1
1364	сознание не	1	1
1365	говорящего и	3	1
1366	высказывания но	1	1
1367	в статике	1	1
1368	с ней	2	1
1369	например изображение	1	1
1370	синтаксической конструкции	1	1
1371	в особый	2	1
1372	художественно не	2	1
1373	вступает с	1	1
1374	рассказчика не	1	1
1375	существенно и	2	1
1376	взаимодействии с	4	1
1377	два полюса	1	1
1378	нами не	1	1
1379	характеризуется именно	1	1
1380	обращается к	1	1
1381	рассказчика и	3	1
1382	языка является	1	1
1383	уже говорили	1	1
1384	то время	2	1
1385	лишь к	1	1
1386	борьбы и	1	1
1387	и стихи	1	1
1388	отнести также	1	1
1389	относятся к	1	1
1390	также не	1	1
1391	от художественного	1	1
1392	к действительному	1	1
1393	всякий иной	1	1
1394	в в	1	1
1395	как не	1	1
1396	каждое высказывание	1	1
1397	которые при	1	1
1398	и так	1	1
1399	состоит из	1	1
1400	с полной	1	1
1401	целого из	1	1
1402	глубине и	1	1
1403	и герой	1	1
1404	в которых	1	1
1405	правда не	3	1
1406	подлинного и	1	1
1407	ее смысла	1	1
1408	эта внутренняя	3	1
1409	цветов и	1	1
1410	этом его	1	1
1411	на их	1	1
1412	и глубоких	1	1
1413	в дальнейшей	1	1
1414	высказывание в	1	1
1415	определенный и	1	1
1416	себя один	1	1
1417	и всей	1	1
1418	аналогии с	1	1
1419	не входит	1	1
1420	к той	1	1
1421	выделения и	1	1
1422	строится в	1	1
1423	лишь те	1	1
1424	их внутренней	1	1
1425	входящее в	1	1
1426	смысловой инстанции	4	1
1427	санчо панса	1	1
1428	а язык	1	1
1429	оговорен оспорен	1	1
1430	художественный образ	3	1
1431	прозе в	1	1
1432	с человеком	1	1
1433	характера например	1	1
1434	нет никакой	2	1
1435	к конкретным	1	1
1436	один ряд	1	1
1437	или иное	1	1
1438	возможно в	1	1
1439	в прозе	1	1
1440	не допускает	1	1
1441	не умел	1	1
1442	ему принадлежит	1	1
1443	развернута в	3	1
1444	в авторскую	3	1
1445	виду не	1	1
1446	есть от	2	1
1447	белкин как	1	1
1448	сливается с	6	1
1449	и частично	1	1
1450	в последней	1	1
1451	видим что	1	1
1452	лишь одним	1	1
1453	мало но	1	1
1454	за словами	2	1
1455	оба эти	1	1
1456	оно выступает	1	1
1457	и между	2	1
1458	жанра например	1	1
1459	на том	2	1
1460	можно лишь	1	1
1461	единой художественной	1	1
1462	явления и	2	1
1463	оно вступает	1	1
1464	в борьбу	2	1
1465	не до	1	1
1466	людей как	1	1
1467	слова и	21	1
1468	и уже	1	1
1469	прямой речи	1	1
1470	системе языка	1	1
1471	диалога и	1	1
1472	произведения от	1	1
1473	только один	1	1
1474	то все	1	1
1475	занимает в	1	1
1476	и вся	2	1
1477	не могло	3	1
1478	совпадают с	1	1
1479	и два	1	1
1480	в это	1	1
1481	может лишь	2	1
1482	отношении к	9	1
1483	чаще всего	1	1
1484	мне в	1	1
1485	мы читаем	1	1
1486	и об	1	1
1487	общего языка	13	1
1488	смысл в	1	1
1489	целый ряд	2	1
1490	ни были	3	1
1491	к совершенно	1	1
1492	только стилистически	1	1
1493	тот факт	1	1
1494	конструктивную роль	1	1
1495	в истории	6	1
1496	идет об	1	1
1497	не выходят	2	1
1498	цели и	1	1
1499	себя от	2	1
1500	в каком	1	1
1501	жизни на	1	1
1502	смысла с	1	1
1503	связанных с	4	1
1504	имеем в	1	1
1505	о способах	1	1
1506	героев наконец	1	1
1507	есть его	1	1
1508	непосредственно в	1	1
1509	и там	6	1
1510	и делается	1	1
1511	не обладало	1	1
1512	событием самого	1	1
1513	всего своего	1	1
1514	его внешними	1	1
1515	акт и	2	1
1516	в сфере	2	1
1517	темы в	2	1
1518	если мы	2	1
1519	индивидуальный характер	1	1
1520	только одна	1	1
1521	не создается	1	1
1522	конца и	3	1
1523	быть вещью	1	1
1524	речевого целого	1	1
1525	едины в	1	1
1526	на улице	1	1
1527	слова он	1	1
1528	того который	1	1
1529	судьбы и	2	1
1530	в каждый	5	1
1531	основная особенность	2	1
1532	язык он	2	1
1533	разговорного языка	1	1
1534	конкретное единство	1	1
1535	почти вовсе	5	1
1536	языка а	7	1
1537	языка но	7	1
1538	ибо этот	1	1
1539	обращение к	1	1
1540	со словом	4	1
1541	не ищет	1	1
1542	а вовсе	4	1
1543	сама она	1	1
1544	о художественном	1	1
1545	взаимодействие с	1	1
1546	в стилистическом	1	1
1547	друг друга	3	1
1548	из него	4	1
1549	от степени	1	1
1550	размежевания и	1	1
1551	то или	1	1
1552	или вовсе	2	1
1553	точку зрения	6	1
1554	иногда в	2	1
1555	совпадать с	1	1
1556	конкретных персонажей	1	1
1557	формы и	3	1
1558	приходится однако	1	1
1559	единство в	1	1
1560	он должен	1	1
1561	прийти к	1	1
1562	авторской интенции	1	1
1563	связан с	2	1
1564	именно к	3	1
1565	и такой	2	1
1566	оно дано	1	1
1567	проникает в	1	1
1568	письменного и	1	1
1569	языковой реальности	1	1
1570	но оно	5	1
1571	но на	1	1
1572	в более	2	1
1573	что оно	4	1
1574	вокруг него	4	1
1575	не поддается	1	1
1576	выходит за	3	1
1577	ничем не	1	1
1578	но прежде	1	1
1579	этот процесс	1	1
1580	борьба и	1	1
1581	сам он	1	1
1582	делает их	1	1
1583	того как	2	1
1584	юмористическая игра	1	1
1585	формой которой	1	1
1586	голоса в	2	1
1587	романа которые	1	1
1588	на немецкой	1	1
1589	этого целого	1	1
1590	романа но	3	1
1591	которых он	1	1
1592	во взаимодействии	1	1
1593	поэтического слова	11	1
1594	этой центральной	1	1
1595	не значит	2	1
1596	в формах	1	1
1597	категорий и	1	1
1598	рассказе и	1	1
1599	форму в	1	1
1600	высказывания с	1	1
1601	входя в	4	1
1602	этих слов	1	1
1603	то мы	1	1
1604	также имеет	1	1
1605	сознания и	1	1
1606	чем он	2	1
1607	возможно только	1	1
1608	и художественное	1	1
1609	поэтому оно	2	1
1610	есть уже	1	1
1611	не исчерпывает	2	1
1612	и риторического	1	1
1613	установления его	1	1
1614	материал для	1	1
1615	бы для	1	1
1616	не изменилось	1	1
1617	внутренняя речь	1	1
1618	две реплики	3	1
1619	пределах одной	3	1
1620	когда оно	1	1
1621	слова которые	1	1
1622	входить в	3	1
1623	его собственном	1	1
1624	начала в	1	1
1625	становления и	1	1
1626	и социальные	1	1
1627	даже на	1	1
1628	сплетены в	1	1
1629	места в	1	1
1630	вот основные	1	1
1631	иных языковых	1	1
1632	слова многие	1	1
1633	внешних и	1	1
1634	это возможно	2	1
1635	наконец даже	2	1
1636	это художественно	1	1
1637	и многообразно	2	1
1638	сознания но	1	1
1639	в эстетический	1	1
1640	чтобы быть	1	1
1641	мнения о	1	1
1642	целое это	1	1
1643	бы оно	1	1
1644	персонажей а	1	1
1645	чутко реагирует	1	1
1646	может только	1	1
1647	но по	2	1
1648	эти две	1	1
1649	повествования можно	1	1
1650	и само	2	1
1651	в литературный	1	1
1652	исходили из	1	1
1653	вне произведения	1	1
1654	почти до	1	1
1655	словесной патетике	1	1
1656	языка по	1	1
1657	жизнью в	1	1
1658	к концу	1	1
1659	смерти в	1	1
1660	проблемы литературного	1	1
1661	которые обычно	1	1
1662	только и	3	1
1663	нисколько не	3	1
1664	именно эта	2	1
1665	но уже	2	1
1666	интенций в	1	1
1667	ибо и	1	1
1668	для которого	1	1
1669	и литературного	1	1
1670	поставить в	1	1
1671	единство и	4	1
1672	произведение и	1	1
1673	и сомнения	1	1
1674	за его	2	1
1675	как все	1	1
1676	и вообще	2	1
1677	можно утверждать	1	1
1678	ссылка на	1	1
1679	своих слов	1	1
1680	за этой	1	1
1681	ему не	2	1
1682	на них	2	1
1683	ответ в	1	1
1684	в иные	3	1
1685	материале но	1	1
1686	но его	1	1
1687	свой мир	1	1
1688	же деле	1	1
1689	в стиле	1	1
1690	отказа от	1	1
1691	самый предмет	1	1
1692	реагирует на	1	1
1693	диалога до	1	1
1694	как предмета	2	1
1695	которого и	1	1
1696	ей присуща	1	1
1697	кажется при	1	1
1698	нас и	1	1
1699	и других	5	1
1700	вырождается в	2	1
1701	явлений не	1	1
1702	и открытым	1	1
1703	следует говорить	1	1
1704	отождествлять ни	1	1
1705	к авторской	2	1
1706	xx века	2	1
1707	языка ведь	1	1
1708	а его	2	1
1709	с первым	1	1
1710	слишком сильно	1	1
1711	чужого языка	7	1
1712	могут служить	1	1
1713	своим кругозором	1	1
1714	в самых	2	1
1715	в каких-то	1	1
1716	непосредственно после	1	1
1717	и изображается	1	1
1718	автора к	3	1
1719	соответствующего жанра	1	1
1720	авторскую интенцию	1	1
1721	передаваемого текста	1	1
1722	здесь только	1	1
1723	с разложением	1	1
1724	подвергаемое в	1	1
1725	остаются вне	1	1
1726	обстоит дело	4	1
1727	его речь	1	1
1728	самого автора	4	1
1729	и жанровые	1	1
1730	на слова	1	1
1731	есть как	3	1
1732	быть и	6	1
1733	высказывания а	1	1
1734	связана с	2	1
1735	в него	9	1
1736	характерно для	1	1
1737	не оспаривает	1	1
1738	но она	2	1
1739	элементов языка	1	1
1740	есть и	1	1
1741	дает им	2	1
1742	даны и	1	1
1743	но такое	1	1
1744	только такие	1	1
1745	факт что	1	1
1746	совершенно новый	1	1
1747	него свое	1	1
1748	и своя	1	1
1749	стороны и	3	1
1750	до появления	1	1
1751	драме или	1	1
1752	речи причем	1	1
1753	впрочем именно	1	1
1754	с установкой	4	1
1755	чтобы прийти	1	1
1756	к которой	1	1
1757	ведь если	1	1
1758	на всю	3	1
1759	у нее	1	1
1760	или как	4	1
1761	при всем	3	1
1762	на смерть	1	1
1763	уходит в	1	1
1764	это его	1	1
1765	и всех	1	1
1766	сказать на	1	1
1767	этого не	1	1
1768	приведем примеры	1	1
1769	выведена из	1	1
1770	числе и	1	1
1771	мифологического мышления	1	1
1772	вступают в	1	1
1773	к ней	2	1
1774	по всей	3	1
1775	к изучению	1	1
1776	своих и	1	1
1777	лицо и	1	1
1778	в понимании	3	1
1779	в плане	11	1
1780	момент своего	1	1
1781	фоне которых	1	1
1782	роман и	7	1
1783	в другую	1	1
1784	вносить в	1	1
1785	выражения в	1	1
1786	ему самому	1	1
1787	этом и	1	1
1788	в эстетической	1	1
1789	к чужому	9	1
1790	лишь его	1	1
1791	действительно не	2	1
1792	оно живет	1	1
1793	вся художественная	2	1
1794	в словесной	1	1
1795	у сентименталистов	1	1
1796	стилизации и	2	1
1797	язык в	9	1
1798	три момента	1	1
1799	здесь обязательно	1	1
1800	художественное значение	1	1
1801	в виде	4	1
1802	процессе его	1	1
1803	и эта	2	1
1804	себе еще	1	1
1805	если на	1	1
1806	эти два	1	1
1807	жанрах а	1	1
1808	здесь они	1	1
1809	слова своего	2	1
1810	все возможные	1	1
1811	абсурда но	1	1
1812	не слышит	1	1
1813	говорит не	1	1
1814	знания и	1	1
1815	степени и	2	1
1816	мира с	1	1
1817	себе а	1	1
