N	2gram	Bakhtin_fo	Formalny
1297	конечно что	1	1
1298	представления о	1	1
1299	отношение и	1	1
1300	и изображение	1	1
1301	сохраняет свое	1	1
1302	в нескольких	1	1
1303	другу и	1	1
1304	но эти	4	1
1305	из жизни	1	1
1306	оно как	1	1
1307	как нового	1	1
1308	прямая пропорциональность	1	1
1309	времени в	14	1
1310	которыми он	3	1
1311	и научные	1	1
1312	существенное значение	1	1
1313	с трудом	1	1
1314	к своей	2	1
1315	и действия	1	1
1316	для себя	8	1
1317	этим определяются	3	1
1318	к быту	2	1
1319	она еще	1	1
1320	свое единство	1	1
1321	ее значение	2	1
1322	случае мы	1	1
1323	пока не	1	1
1324	не имеем	1	1
1325	борьбе с	4	1
1326	встречи с	2	1
1327	этого жанра	1	1
1328	последовательностью и	2	1
1329	для художественных	1	1
1330	ряд как	2	1
1331	приходит к	1	1
1332	людей и	2	1
1333	которых так	1	1
1334	не обязательно	2	1
1335	чистом виде	1	1
1336	они с	3	1
1337	его по	1	1
1338	уже и	1	1
1339	не вполне	1	1
1340	как оно	2	1
1341	углом зрения	2	1
1342	глубину и	1	1
1343	иногда прямо	1	1
1344	эти жанровые	1	1
1345	системы оценок	1	1
1346	и еще	3	1
1347	но этот	1	1
1348	жизни данного	2	1
1349	слову и	1	1
1350	на ней	1	1
1351	друг на	4	1
1352	право говорить	1	1
1353	необходимостью следует	2	1
1354	этот отрыв	1	1
1355	герой может	1	1
1356	ее поэтому	2	1
1357	для превращения	3	1
1358	на те	1	1
1359	не становится	1	1
1360	самом начале	1	1
1361	которого они	1	1
1362	и конкретном	1	1
1363	же так	1	1
1364	поэтому все	3	1
1365	является существенным	1	1
1366	во всякой	2	1
1367	вышли из	2	1
1368	ее события	1	1
1369	однако эти	1	1
1370	жизни как	2	1
1371	разрешения этой	1	1
1372	для всей	1	1
1373	наряду с	7	1
1374	и оценки	1	1
1375	и вместо	1	1
1376	такою же	1	1
1377	такая же	1	1
1378	это отношение	1	1
1379	только во	1	1
1380	что все	4	1
1381	входят в	2	1
1382	и вступает	1	1
1383	он использовал	1	1
1384	необходимо остановиться	1	1
1385	единстве его	1	1
1386	богов и	2	1
1387	совершенно неотделимо	1	1
1388	необходимо изучить	1	1
1389	его все	1	1
1390	по поводу	1	1
1391	были в	2	1
1392	а следовательно	4	1
1393	в отдельных	2	1
1394	исповедь и	1	1
1395	здесь идет	1	1
1396	действие романа	2	1
1397	лишь один	2	1
1398	друга во	1	1
1399	где все	1	1
1400	этом же	1	1
1401	образа именно	1	1
1402	каков бы	1	1
1403	одно это	1	1
1404	одну черту	1	1
1405	основы этой	1	1
1406	на поэтическую	1	1
1407	быть что	1	1
1408	эпохи или	1	1
1409	а потом	2	1
1410	отдельные элементы	1	1
1411	ей и	1	1
1412	и связей	1	1
1413	морали в	1	1
1414	где впервые	1	1
1415	ближе к	1	1
1416	и обряды	1	1
1417	рассказывается о	1	1
1418	появляется на	1	1
1419	значение все	1	1
1420	не зная	2	1
1421	него как	1	1
1422	по природе	2	1
1423	не противоречит	1	1
1424	ведь для	1	1
1425	но таким	1	1
1426	существу и	1	1
1427	элемент в	1	1
1428	она и	1	1
1429	определенном месте	2	1
1430	от нормального	1	1
1431	здесь нет	3	1
1432	а затем	3	1
1433	и всей	2	1
1434	эта особенность	2	1
1435	это будет	1	1
1436	и особые	2	1
1437	в единое	1	1
1438	решающее значение	1	1
1439	есть одно	1	1
1440	слова эта	1	1
1441	его моменты	1	1
1442	подробно в	1	1
1443	самый язык	1	1
1444	нет места	1	1
1445	которого еще	2	1
1446	узком смысле	1	1
1447	как нет	1	1
1448	не допускается	1	1
1449	место во	2	1
1450	под знаком	3	1
1451	этому основному	1	1
1452	лучше чем	1	1
1453	связанный со	1	1
1454	характер носит	3	1
1455	в стадии	1	1
1456	место его	1	1
1457	и неподвижны	1	1
1458	сфер и	1	1
1459	с нашей	3	1
1460	конкретного и	1	1
1461	закономерность в	1	1
1462	к определенному	1	1
1463	всегда является	1	1
1464	себе не	1	1
1465	не обладает	1	1
1466	него также	1	1
1467	что качество	1	1
1468	таких высоких	1	1
1469	мы убедились	1	1
1470	у него	8	1
1471	не путем	1	1
1472	романа нужно	1	1
1473	бы между	1	1
1474	этих мотивов	2	1
1475	столько же	1	1
1476	его нам	1	1
1477	с исторической	1	1
1478	живет и	1	1
1479	в народных	1	1
1480	же значение	1	1
1481	человеческой судьбы	1	1
1482	которые так	1	1
1483	и единого	1	1
1484	как по	2	1
1485	авантюрных романах	1	1
1486	наших теоретических	1	1
1487	и ценности	1	1
1488	были до	1	1
1489	романа а	1	1
1490	на себя	2	1
1491	на одну	1	1
1492	в совокупности	1	1
1493	и всего	2	1
1494	оно ориентировано	1	1
1495	точном смысле	3	1
1496	дано в	1	1
1497	времени как	1	1
1498	вне их	1	1
1499	я и	1	1
1500	изолированный человек	3	1
1501	помимо этого	1	1
1502	его существенных	1	1
1503	и связи	1	1
1504	для поэзии	1	1
1505	никаких потенций	1	1
1506	которых еще	1	1
1507	чисто смысловыми	1	1
1508	же оно	1	1
1509	своей специфической	2	1
1510	эти три	1	1
1511	себя как	1	1
1512	рядом с	4	1
1513	прямой и	2	1
1514	для лучшего	1	1
1515	и вещи	2	1
1516	вернемся в	3	1
1517	и вещей	3	1
1518	во главе	1	1
1519	они как	2	1
1520	именно этого	1	1
1521	путь в	2	1
1522	того и	3	1
1523	и являются	1	1
1524	раскрыться и	1	1
1525	его жизни	11	1
1526	служит для	1	1
1527	о которых	1	1
1528	что наука	1	1
1529	очередь ни	1	1
1530	связанный с	1	1
1531	себе и	4	1
1532	вне связи	1	1
1533	точек зрения	1	1
1534	значение можно	1	1
1535	таково основное	1	1
1536	на себе	1	1
1537	и у	8	1
1538	что их	1	1
1539	этих положений	1	1
1540	в противоречии	1	1
1541	п на	1	1
1542	такие события	1	1
1543	собой это	1	1
1544	такова логика	1	1
1545	уже наличные	1	1
1546	специфическая особенность	2	1
1547	в индивидуальном	1	1
1548	остановимся здесь	1	1
1549	с формами	2	1
1550	и конкретную	1	1
1551	ряд с	1	1
1552	др такая	1	1
1553	здесь впервые	1	1
1554	для его	1	1
1555	другим так	1	1
1556	должно иметь	1	1
1557	и быт	1	1
1558	для развития	1	1
1559	п такая	1	1
1560	все идеологические	2	1
1561	что даже	2	1
1562	конечно сомнению	1	1
1563	для видения	1	1
1564	в абстрактном	1	1
1565	этого ряда	7	1
1566	где проявляется	1	1
1567	но менее	1	1
1568	к роману	1	1
1569	мы говорили	3	1
1570	стремится к	2	1
1571	если не	3	1
1572	и условно	1	1
1573	событие как	1	1
1574	другой тип	1	1
1575	зрения в	1	1
1576	из разновидностей	1	1
1577	соотнесении с	1	1
1578	нет но	3	1
1579	жанровые формы	1	1
1580	имеет свой	1	1
1581	в быту	4	1
1582	совершенно чуждые	1	1
1583	на самый	1	1
1584	и разновидности	3	1
1585	они получают	1	1
1586	были связаны	1	1
1587	здесь на	5	1
1588	ни один	2	1
1589	за ними	3	1
1590	исчезает и	1	1
1591	не были	4	1
1592	только другим	1	1
1593	им и	1	1
1594	хотя в	1	1
1595	и точность	2	1
1596	чем больше	1	1
1597	например при	1	1
1598	и роман	1	1
1599	уже указывали	4	1
1600	различных типов	1	1
1601	самого стерна	1	1
1602	мотивов с	2	1
1603	дело обстояло	1	1
1604	содержание но	1	1
1605	его жизнь	2	1
1606	где в	1	1
1607	большое значение	3	1
1608	и затем	1	1
1609	проникнуть в	1	1
1610	аналогии со	1	1
1611	в историческом	2	1
1612	по своей	1	1
1613	его понимание	1	1
1614	и единство	1	1
1615	изображения в	1	1
1616	здесь совершается	1	1
1617	говорили что	1	1
1618	с ней	1	1
1619	мы здесь	1	1
1620	родился в	1	1
1621	определенные стороны	1	1
1622	всего на	1	1
1623	становится как	1	1
1624	и несколько	2	1
1625	людей они	1	1
1626	введены в	1	1
1627	так называемого	1	1
1628	этот пафос	1	1
1629	в литературоведение	1	1
1630	и глубоко	1	1
1631	своем дальнейшем	1	1
1632	нашего анализа	2	1
1633	и развертывается	1	1
1634	именно их	1	1
1635	для последующего	1	1
1636	в идеальном	1	1
1637	что во	1	1
1638	не завершается	1	1
1639	мы выделим	1	1
1640	этих идеологических	1	1
1641	вера в	2	1
1642	бы его	1	1
1643	они вовсе	1	1
1644	не входят	3	1
1645	и каждый	2	1
1646	жанров но	1	1
1647	когда они	1	1
1648	отдельных произведений	1	1
1649	совершенно чужда	1	1
1650	в доме	1	1
1651	которое мы	1	1
1652	нашей точки	3	1
1653	но ничего	1	1
1654	форм в	2	1
1655	находились в	1	1
1656	лишь путем	1	1
1657	канона и	1	1
1658	роль играет	1	1
1659	мы будем	5	1
1660	теми же	1	1
1661	образом в	1	1
1662	изучать ее	1	1
1663	помощи которой	1	1
1664	чаще всего	1	1
1665	и целостности	1	1
1666	и вызывает	1	1
1667	бы эти	1	1
1668	были глубоко	1	1
1669	в данный	1	1
1670	его к	2	1
1671	но кроме	1	1
1672	развитие и	1	1
1673	романа так	2	1
1674	в последующем	6	1
1675	от ее	1	1
1676	оба направления	1	1
1677	человека но	1	1
1678	гораздо более	1	1
1679	литературе уже	1	1
1680	данного человека	1	1
1681	одного и	6	1
1682	него это	1	1
1683	более существенной	1	1
1684	дальнейшем развитии	2	1
1685	время совершенно	1	1
1686	было с	1	1
1687	самим собою	5	1
1688	существовать как	1	1
1689	зрения не	3	1
1690	речи об	2	1
1691	моментом которого	1	1
1692	видим и	1	1
1693	это новое	2	1
1694	таков например	1	1
1695	романа не	2	1
1696	с орудиями	1	1
1697	это внутреннее	1	1
1698	своего рода	1	1
1699	совершенно нового	2	1
1700	мире и	3	1
1701	случая и	3	1
1702	значит конечно	1	1
1703	и гармонии	1	1
1704	все основные	3	1
1705	на деле	1	1
1706	всего того	3	1
1707	и стало	1	1
1708	условно назвать	1	1
1709	в состав	1	1
1710	на конкретной	1	1
1711	материала ни	1	1
1712	самое слово	1	1
1713	характерная для	1	1
1714	те не	1	1
1715	в условном	1	1
1716	что касается	1	1
1717	бы дело	1	1
1718	и принципиальной	1	1
1719	разобранные нами	1	1
1720	опирается на	2	1
1721	и связанные	1	1
1722	в случаях	1	1
1723	широком и	1	1
1724	сколько угодно	2	1
1725	эти особенности	3	1
1726	особенно важное	2	1
1727	и неподвижное	1	1
1728	самому своему	2	1
1729	об образе	1	1
1730	новое содержание	1	1
1731	дан в	3	1
1732	ни единого	1	1
1733	отдельные законченные	1	1
1734	в большом	1	1
1735	здесь он	1	1
1736	и пространстве	1	1
1737	самой жизни	1	1
1738	из которых	1	1
1739	таковы основные	1	1
1740	этот не	2	1
1741	интерес к	1	1
1742	биографического и	2	1
1743	разного рода	2	1
1744	с природой	2	1
1745	науки и	1	1
1746	поэтому же	1	1
1747	в единый	1	1
1748	данных исторических	1	1
1749	и делает	1	1
1750	существенных моментах	1	1
1751	тело в	2	1
1752	же самой	1	1
1753	деле и	1	1
1754	бы при	1	1
1755	мере и	1	1
1756	него нет	1	1
1757	он лишь	1	1
1758	на минуту	2	1
1759	иначе если	1	1
1760	и силы	2	1
1761	организующим началом	1	1
1762	и приобретает	1	1
1763	и самая	2	1
1764	порядок и	1	1
1765	потребность в	1	1
1766	психологии и	1	1
1767	не произошло	1	1
1768	нового не	1	1
1769	рядов и	3	1
1770	функции и	1	1
1771	которых и	1	1
1772	разложения и	1	1
1773	самим собой	2	1
1774	при построении	1	1
1775	основным для	1	1
1776	действовали в	1	1
1777	так называемый	2	1
1778	конкретном и	1	1
1779	пространство и	1	1
1780	миром и	1	1
1781	и осмысливаются	1	1
1782	то время	4	1
1783	от реальной	1	1
1784	растворено в	1	1
1785	уже внутри	1	1
1786	актуализует его	1	1
1787	может получить	1	1
1788	переходя к	1	1
1789	не знал	1	1
1790	и они	4	1
1791	чрезвычайно осложняет	1	1
1792	и такая	1	1
1793	мы отвлекаемся	1	1
1794	оно здесь	1	1
1795	его основных	1	1
1796	с такими	1	1
1797	ничто в	2	1
1798	которые могут	1	1
1799	состоит из	1	1
1800	ними не	1	1
1801	человека на	1	1
1802	связанные с	5	1
1803	этим в	2	1
1804	явлений и	3	1
1805	и были	2	1
1806	в сравнительно	1	1
1807	все искусство	1	1
1808	собою в	1	1
1809	по самому	3	1
1810	сравнению с	3	1
1811	важное значение	3	1
1812	моментами и	1	1
1813	в соотнесении	1	1
1814	но вместе	1	1
1815	на каждом	1	1
1816	и глубоких	1	1
1817	что из	1	1
1818	жизненной практике	1	1
1819	также была	1	1
1820	бы нас	2	1
1821	действительному содержанию	1	1
1822	жизни так	1	1
1823	принадлежит ему	1	1
1824	такое положение	1	1
1825	касаемся здесь	2	1
1826	который он	1	1
1827	к сыну	1	1
1828	же характер	1	1
1829	нет ничего	4	1
1830	и резко	1	1
1831	рядом и	1	1
1832	эпохи мы	1	1
1833	иногда очень	3	1
1834	приключения и	2	1
1835	конкретным и	2	1
1836	сил и	1	1
1837	быту и	1	1
1838	не имеют	4	1
1839	тяготеет к	2	1
1840	такую же	1	1
1841	той реальной	1	1
1842	нее нужно	1	1
1843	но здесь	1	1
1844	первой из	1	1
1845	не физическое	1	1
1846	на друга	4	1
1847	лежат в	2	1
1848	по сравнению	3	1
1849	в зоне	2	1
1850	и поэтому	2	1
1851	препятствия и	1	1
1852	них как	1	1
1853	и исторических	1	1
1854	подходы и	1	1
1855	из которой	1	1
1856	наукой и	1	1
1857	с которой	2	1
1858	и больше	1	1
1859	эти произведения	1	1
1860	уже говорили	6	1
1861	выработанных в	1	1
1862	смысл который	1	1
1863	он хочет	1	1
1864	вопросов связанных	1	1
1865	в первых	1	1
1866	и наиболее	1	1
1867	нет никакой	1	1
1868	и различные	1	1
1869	сверху и	1	1
1870	всего или	1	1
1871	истории романа	8	1
1872	и композиционные	1	1
1873	тот факт	1	1
1874	друга и	1	1
1875	чем не	5	1
1876	всю полноту	1	1
1877	жизни наконец	1	1
1878	данном месте	1	1
1879	целом а	1	1
1880	характерно здесь	1	1
1881	других литературных	1	1
1882	еще один	1	1
1883	процессе разрешения	1	1
1884	он весь	3	1
1885	в последующей	5	1
1886	резко и	2	1
1887	это же	1	1
1888	в данных	1	1
1889	событие которое	1	1
1890	процесс и	1	1
1891	и основной	1	1
1892	в дальнейшей	1	1
1893	его специфической	1	1
1894	к третьему	1	1
1895	литературе эта	1	1
1896	вопрос в	1	1
1897	нравов и	1	1
1898	и сюжета	1	1
1899	его художественного	1	1
1900	и роста	1	1
1901	этого времени	2	1
1902	она может	1	1
1903	она входит	1	1
1904	еще вернемся	3	1
1905	речи в	2	1
1906	произведениях например	1	1
1907	и пересмотр	1	1
1908	значение имеет	2	1
1909	историческая действительность	2	1
1910	самой природе	1	1
1911	правда уже	1	1
1912	и случайной	2	1
1913	в образе	8	1
1914	за пределами	2	1
1915	слова он	1	1
1916	выражением того	1	1
1917	характерное для	2	1
1918	быта в	1	1
1919	на ряд	1	1
1920	к прошлому	1	1
1921	нельзя забывать	1	1
1922	сливалась с	1	1
1923	говоря об	1	1
1924	лишенным всяких	1	1
1925	подчеркнуть что	1	1
1926	идей и	1	1
1927	его моментов	1	1
1928	след в	1	1
1929	к полному	1	1
1930	представителем этого	1	1
1931	моментов в	1	1
1932	родную стихию	1	1
1933	литература литература	1	1
1934	проблема истории	1	1
1935	в другое	1	1
1936	внешнее и	2	1
1937	к содержанию	1	1
1938	правильно но	1	1
1939	особенности на	1	1
1940	уже с	1	1
1941	экономического и	1	1
1942	события и	1	1
1943	в социальном	1	1
1944	вместе со	1	1
1945	чувства их	1	1
1946	технична здесь	1	1
1947	что единство	1	1
1948	охарактеризованного нами	1	1
1949	но на	4	1
1950	значение может	1	1
1951	как об	1	1
1952	необходимо учесть	2	1
1953	приключений в	1	1
1954	то увидим	1	1
1955	почвой для	1	1
1956	мир в	6	1
1957	может не	1	1
1958	благодаря этому	1	1
1959	оторвано от	1	1
1960	этого она	1	1
1961	совершенно чуждо	1	1
1962	внутреннее содержание	1	1
1963	быть самим	1	1
1964	эта своеобразная	1	1
1965	в организациях	1	1
1966	романа но	5	1
1967	лишь то	1	1
1968	еще и	3	1
1969	силы он	1	1
1970	игра с	4	1
1971	мире в	1	1
1972	а это	1	1
1973	литературной формы	1	1
1974	посвящены две	1	1
1975	вне своего	1	1
1976	романов и	1	1
1977	богослужения и	1	1
1978	с особенностями	2	1
1979	видеть в	1	1
1980	п все	1	1
1981	в полном	2	1
1982	бытие и	1	1
1983	самого общего	1	1
1984	религией и	1	1
1985	остро эта	1	1
1986	превратиться в	1	1
1987	быть лишь	2	1
1988	к месту	1	1
1989	в движение	3	1
1990	литературу и	2	1
1991	разных типов	1	1
1992	них и	2	1
1993	ибо оно	1	1
1994	под тем	1	1
1995	место занимают	1	1
1996	ее роли	1	1
1997	значение эти	1	1
1998	не характеризуют	1	1
1999	борьбу с	1	1
2000	остается тем	1	1
2001	под категорию	2	1
2002	то их	1	1
2003	больше чем	1	1
2004	этой отрицательной	1	1
2005	у всех	1	1
2006	жизни это	2	1
2007	несколько упрощаем	1	1
2008	в свои	1	1
2009	из хаоса	1	1
2010	а также	5	1
2011	этого произведения	2	1
2012	слова но	1	1
2013	анализа этих	1	1
2014	в другую	3	1
2015	время здесь	4	1
2016	иного рода	1	1
2017	не больше	1	1
2018	эта схема	1	1
2019	всегда есть	1	1
2020	отца к	1	1
2021	в ту	1	1
2022	различий между	1	1
2023	однако они	1	1
2024	этих условиях	2	1
2025	и новых	1	1
2026	он один	1	1
2027	между собою	1	1
2028	чтобы быть	1	1
2029	к ряду	2	1
2030	своему существу	2	1
2031	в стороне	2	1
2032	не похож	3	1
2033	подлежит конечно	1	1
2034	отметить следующее	1	1
2035	и совсем	1	1
2036	получил бы	1	1
2037	и последующих	1	1
2038	не подлежит	1	1
2039	утратили свою	1	1
2040	есть в	3	1
2041	но по	2	1
2042	в использовании	1	1
2043	с рядом	11	1
2044	только определенные	1	1
2045	острое ощущение	1	1
2046	на одном	1	1
2047	по своему	3	1
2048	отражения и	1	1
2049	из дому	1	1
2050	эти требования	1	1
2051	в событие	1	1
2052	в действительной	2	1
2053	по функциям	2	1
2054	об особом	1	1
2055	и художественного	3	1
2056	не подлежат	1	1
2057	материальности и	1	1
2058	характера который	1	1
2059	этот ряд	7	1
2060	логикой в	1	1
2061	сталкивается с	1	1
2062	об этом	3	1
2063	путь к	1	1
2064	очень важную	1	1
2065	его же	1	1
2066	ему как	1	1
2067	целого и	2	1
2068	такого человека	1	1
2069	а так	1	1
2070	встречаются в	1	1
2071	увидим далее	1	1
2072	и вообще	3	1
2073	разных жанрах	1	1
2074	руки и	1	1
2075	ряда в	3	1
2076	совершенно ясно	1	1
2077	определенном направлении	1	1
2078	остается вне	1	1
2079	на них	2	1
2080	тоже не	1	1
2081	и необратимое	1	1
2082	и приобрела	1	1
2083	тем чем	1	1
2084	романе как	3	1
2085	и внутреннее	3	1
2086	их иерархия	1	1
2087	всего необходимо	4	1
2088	что от	1	1
2089	и человека	1	1
2090	указывали на	1	1
2091	как ни	1	1
2092	романа у	3	1
2093	возвращается к	1	1
2094	в скрытой	1	1
2095	весь и	1	1
2096	относящихся к	1	1
2097	же к	1	1
2098	которую мы	1	1
2099	достаточно назвать	1	1
2100	так называемой	1	1
2101	время можно	1	1
2102	и сплошь	1	1
2103	и касается	1	1
2104	надо было	1	1
2105	здесь однако	1	1
2106	была сделана	3	1
2107	также и	6	1
2108	своего единства	1	1
2109	в течение	2	1
2110	почти полностью	1	1
2111	речи о	1	1
2112	остановимся прежде	1	1
2113	здесь совершенно	2	1
2114	это для	1	1
2115	и помимо	1	1
2116	здесь это	3	1
2117	быть сколько	1	1
2118	связана с	1	1
2119	от отца	1	1
2120	есть и	4	1
2121	особый тип	1	1
2122	есть одна	1	1
2123	приспособленная к	1	1
2124	к данному	1	1
2125	вперед по	1	1
2126	частности в	1	1
2127	для некоторых	1	1
2128	в начале	3	1
2129	говоря о	1	1
2130	явлений в	1	1
2131	факт что	1	1
2132	резко отличается	1	1
2133	от оков	1	1
2134	случилось так	1	1
2135	и глубину	1	1
2136	и времени	9	1
2137	основою их	1	1
2138	природу этого	1	1
2139	реальное время	2	1
2140	жанрах и	1	1
2141	человека с	1	1
2142	контексте в	2	1
2143	и всех	2	1
2144	герой не	1	1
2145	пространства и	6	1
2146	тому именно	1	1
2147	была уже	2	1
2148	исторических событий	1	1
2149	и особенности	1	1
2150	могло быть	5	1
2151	и неизбежно	1	1
2152	всех его	2	1
2153	конкретном целом	1	1
2154	вступают в	3	1
2155	чуждость этого	1	1
2156	других же	1	1
2157	форма целого	1	1
2158	стиле и	1	1
2159	содержанием и	1	1
2160	особенно остро	1	1
2161	и понятия	1	1
2162	развития это	1	1
2163	она наполняется	1	1
2164	которые в	2	1
2165	диалога с	1	1
2166	перечисленные нами	1	1
2167	имеет еще	1	1
2168	связи между	2	1
2169	эта логика	2	1
2170	на общую	1	1
2171	и языковых	1	1
2172	нем частично	1	1
2173	и нетворческим	1	1
2174	выражением его	1	1
2175	основные положения	2	1
2176	вне всякой	1	1
2177	бытия и	2	1
2178	как часто	1	1
2179	быть найдены	1	1
2180	и действовали	1	1
2181	о своих	1	1
2182	за свои	1	1
2183	историей все	1	1
2184	все другие	2	1
2185	исторических условиях	1	1
2186	и особого	1	1
2187	быть названы	1	1
2188	и долго	1	1
2189	каждый момент	1	1
2190	эти новые	1	1
2191	ни был	2	1
2192	здесь они	3	1
2193	и оно	1	1
2194	образ героя	1	1
2195	этому вопросу	2	1
2196	осуществляется путем	1	1
2197	основе их	1	1
2198	нас это	2	1
2199	раз за	1	1
2200	степени и	1	1
2201	этом необходимо	1	1
2202	меньше чем	1	1
