N	2gram	Potebnia_M	Formalny
1312	изображения ее	1	1
1313	поэта и	1	1
1314	об отсутствии	1	1
1315	как сами	1	1
1316	во всякой	1	1
1317	языка таким	1	1
1318	по которой	1	1
1319	без всякого	2	1
1320	самих по	2	1
1321	из слова	1	1
1322	когда человек	3	1
1323	и трудной	1	1
1324	такою же	1	1
1325	самой сущности	1	1
1326	образом как	1	1
1327	такая же	2	1
1328	и научной	1	1
1329	это отличие	1	1
1330	замысел художника	1	1
1331	ли она	4	1
1332	содержание его	3	1
1333	или если	2	1
1334	что все	5	1
1335	входят в	3	1
1336	язык не	6	1
1337	но никак	2	1
1338	не умеет	1	1
1339	всей совокупности	1	1
1340	каждое из	2	1
1341	звука можно	1	1
1342	можем сказать	1	1
1343	нас а	1	1
1344	ее не	4	1
1345	из самой	1	1
1346	каков будет	1	1
1347	форму в	1	1
1348	на предмет	2	1
1349	по поводу	8	1
1350	наш глаз	1	1
1351	впадаем в	1	1
1352	а следовательно	1	1
1353	в отдельных	2	1
1354	и чувства	1	1
1355	что действительность	1	1
1356	не мог	1	1
1357	общих чертах	2	1
1358	как будто	1	1
1359	лишь один	1	1
1360	ними в	3	1
1361	к языку	1	1
1362	в связь	1	1
1363	каков бы	1	1
1364	крайней мере	8	1
1365	одну черту	1	1
1366	истории языка	1	1
1367	смысле как	1	1
1368	поэзии к	1	1
1369	имеет места	1	1
1370	слова поэтому	1	1
1371	чем более	4	1
1372	произведение если	1	1
1373	того о	1	1
1374	а потом	2	1
1375	словом на	2	1
1376	действительность есть	1	1
1377	цельное и	1	1
1378	представить себе	5	1
1379	друга не	1	1
1380	не объяснит	1	1
1381	содержание художественного	1	1
1382	несколько слов	2	1
1383	его собственного	1	1
1384	то вопрос	1	1
1385	помощи этого	1	1
1386	не зная	1	1
1387	же совсем	1	1
1388	него как	1	1
1389	но более	1	1
1390	и мы	3	1
1391	не противоречит	1	1
1392	между его	2	1
1393	она и	1	1
1394	менее в	1	1
1395	нельзя сказать	5	1
1396	до степени	1	1
1397	фундамент на	1	1
1398	эта особенность	1	1
1399	слова является	1	1
1400	это будет	1	1
1401	следует однако	2	1
1402	есть одно	2	1
1403	следует сказать	3	1
1404	сознание в	1	1
1405	поэтому можно	1	1
1406	смысле в	3	1
1407	конечно если	2	1
1408	происходит это	1	1
1409	и легко	1	1
1410	смысле то	2	1
1411	сравнить с	2	1
1412	слов в	6	1
1413	в тюрьму	1	1
1414	как нет	1	1
1415	его произведения	1	1
1416	восприятие в	1	1
1417	поэзии ни	1	1
1418	тот который	1	1
1419	каждом шагу	1	1
1420	лучше чем	1	1
1421	слово не	6	1
1422	с нашей	1	1
1423	xix века	1	1
1424	к определению	1	1
1425	себе не	6	1
1426	и бесконечно	1	1
1427	искусство то	1	1
1428	их если	1	1
1429	художника не	1	1
1430	у него	3	1
1431	по некоторым	1	1
1432	поэзии не	1	1
1433	этим языком	1	1
1434	себе путь	1	1
1435	находятся и	1	1
1436	бы только	1	1
1437	сознания таким	1	1
1438	столько же	2	1
1439	наш ответ	1	1
1440	же значение	1	1
1441	на создание	1	1
1442	как по	1	1
1443	ее развития	1	1
1444	восприятия с	1	1
1445	которое в	2	1
1446	образом мы	1	1
1447	на одну	1	1
1448	качества и	1	1
1449	возможны только	3	1
1450	я и	3	1
1451	мере того	8	1
1452	тела не	1	1
1453	и связи	2	1
1454	теми или	1	1
1455	этом последнем	2	1
1456	же оно	1	1
1457	эти три	1	1
1458	встречается в	1	1
1459	прибавить что	5	1
1460	рядом с	2	1
1461	основано на	1	1
1462	того и	2	1
1463	его жизни	2	1
1464	искусства а	2	1
1465	связанным с	1	1
1466	себе и	1	1
1467	вне связи	2	1
1468	точек зрения	1	1
1469	словами мы	1	1
1470	как ряд	1	1
1471	о предмете	2	1
1472	языке не	1	1
1473	а другой	1	1
1474	связанная с	3	1
1475	мира все	1	1
1476	на себе	3	1
1477	его деятельность	1	1
1478	утилитарных целей	1	1
1479	этой вещи	1	1
1480	нельзя не	1	1
1481	через этот	1	1
1482	человека а	2	1
1483	искусства поэтому	1	1
1484	знания а	1	1
1485	в рассуждениях	1	1
1486	мы приведем	1	1
1487	совершенно другой	1	1
1488	звуков если	1	1
1489	к новой	1	1
1490	нами как	1	1
1491	как сущность	1	1
1492	для его	1	1
1493	и быть	3	1
1494	если оно	1	1
1495	для развития	3	1
1496	только путем	1	1
1497	и ближайшим	1	1
1498	факт не	1	1
1499	границы между	1	1
1500	как число	1	1
1501	что даже	5	1
1502	к слову	3	1
1503	что нет	1	1
1504	как действительность	1	1
1505	под содержанием	1	1
1506	но менее	1	1
1507	можно играть	1	1
1508	стремится к	3	1
1509	если не	6	1
1510	искусства к	1	1
1511	нашего сознания	1	1
1512	и безразлично	1	1
1513	понятие о	3	1
1514	и необходимость	1	1
1515	нет но	1	1
1516	мы всегда	1	1
1517	не принадлежит	2	1
1518	меняется в	1	1
1519	языка для	2	1
1520	было только	1	1
1521	они получают	1	1
1522	к чему-то	1	1
1523	можно сделать	1	1
1524	и внутреннюю	2	1
1525	не были	4	1
1526	хотя в	3	1
1527	чем больше	3	1
1528	отдельное произведение	1	1
1529	над другими	1	1
1530	и искусство	1	1
1531	например при	2	1
1532	из двух	4	1
1533	в остальных	1	1
1534	уже потому	1	1
1535	различные направления	1	1
1536	ни одно	2	1
1537	содержание но	1	1
1538	с общим	2	1
1539	и хотя	3	1
1540	независимое от	1	1
1541	для мысли	5	1
1542	человека по	1	1
1543	и затем	3	1
1544	это влияние	1	1
1545	чтобы их	1	1
1546	это может	1	1
1547	содержание этого	2	1
1548	сравнительно с	6	1
1549	мы здесь	1	1
1550	другая сторона	1	1
1551	или наконец	1	1
1552	всего на	1	1
1553	сознание только	1	1
1554	того кто	2	1
1555	а тем	3	1
1556	дает ей	1	1
1557	нечто вроде	2	1
1558	например не	2	1
1559	другому в	1	1
1560	или меньшей	1	1
1561	истории не	1	1
1562	чем она	1	1
1563	их связи	2	1
1564	значения их	1	1
1565	оно еще	1	1
1566	его звуковая	1	1
1567	не один	2	1
1568	на который	2	1
1569	о первоначальном	2	1
1570	и никогда	1	1
1571	определенное значение	1	1
1572	оно имеет	3	1
1573	вера в	1	1
1574	оснований для	1	1
1575	особенно ясно	1	1
1576	и каждый	1	1
1577	мыслью но	1	1
1578	не исчерпывают	2	1
1579	слове именно	2	1
1580	когда они	1	1
1581	однако от	1	1
1582	образование в	1	1
1583	было дано	1	1
1584	художественные произведения	1	1
1585	которое мы	2	1
1586	мысль в	3	1
1587	нашей точки	1	1
1588	ум в	1	1
1589	чувственного восприятия	2	1
1590	искусства может	1	1
1591	что только	7	1
1592	роль играет	1	1
1593	и прочно	1	1
1594	выражение что	1	1
1595	нигде нет	1	1
1596	теми же	1	1
1597	его пониманием	1	1
1598	образом в	4	1
1599	теперь при	1	1
1600	формы слова	3	1
1601	есть а	1	1
1602	значило бы	1	1
1603	этот элемент	1	1
1604	и языка	1	1
1605	бы эти	1	1
1606	значение как	1	1
1607	она для	1	1
1608	о роли	1	1
1609	мысли на	1	1
1610	его к	2	1
1611	заключается именно	1	1
1612	развития в	2	1
1613	еще менее	1	1
1614	от ее	2	1
1615	них уже	1	1
1616	человека но	1	1
1617	гораздо более	1	1
1618	иначе не	1	1
1619	меньшей степени	1	1
1620	внешним и	1	1
1621	чувства или	1	1
1622	само становится	1	1
1623	одного и	2	1
1624	многие другие	3	1
1625	лишь по	1	1
1626	словах в	1	1
1627	было такое	1	1
1628	для многих	1	1
1629	и человеком	1	1
1630	это внутреннее	1	1
1631	своего рода	1	1
1632	речи то	1	1
1633	было на	1	1
1634	не мешает	1	1
1635	есть однако	1	1
1636	это неверно	1	1
1637	бы невозможно	3	1
1638	одном месте	1	1
1639	на деле	8	1
1640	всего того	1	1
1641	и стало	2	1
1642	языка нам	1	1
1643	а потому	8	1
1644	не скажет	1	1
1645	смысла а	2	1
1646	было как	1	1
1647	самое слово	4	1
1648	произведение и	1	1
1649	он уже	1	1
1650	за ним	4	1
1651	что касается	1	1
1652	как объект	1	1
1653	и должны	1	1
1654	понятие и	1	1
1655	известно что	4	1
1656	своего собственного	1	1
1657	как объекта	1	1
1658	видя в	1	1
1659	отличное от	4	1
1660	из таких	1	1
1661	и одно	1	1
1662	нужно прибавить	2	1
1663	с миром	1	1
1664	такой степени	5	1
1665	воспринимается только	1	1
1666	и философии	1	1
1667	почему вообще	1	1
1668	языка между	1	1
1669	говорим не	1	1
1670	отражением в	1	1
1671	из средств	1	1
1672	новое содержание	1	1
1673	связанное с	3	1
1674	мы замечаем	1	1
1675	нашего времени	2	1
1676	из которых	1	1
1677	переходит от	2	1
1678	этот не	1	1
1679	в область	1	1
1680	же нам	3	1
1681	когда его	1	1
1682	предмета с	1	1
1683	то с	1	1
1684	предполагают уже	1	1
1685	или со	1	1
1686	бы при	2	1
1687	мере и	1	1
1688	том и	1	1
1689	языков хотя	1	1
1690	под этим	1	1
1691	и силы	2	1
1692	и приобретает	1	1
1693	и самая	1	1
1694	порядок и	1	1
1695	из остальных	1	1
1696	этого единства	2	1
1697	языка из	1	1
1698	простым и	1	1
1699	как чего-то	1	1
1700	следовательно в	1	1
1701	что у	4	1
1702	своей стороны	1	1
1703	поэзии то	1	1
1704	о самом	1	1
1705	лишь изредка	1	1
1706	оно есть	4	1
1707	этого отражения	1	1
1708	каком мы	1	1
1709	звук не	2	1
1710	образ этот	1	1
1711	то время	7	1
1712	упуская из	1	1
1713	же слово	2	1
1714	такое явление	1	1
1715	они называют	1	1
1716	на наш	2	1
1717	смысл вообще	2	1
1718	может получить	1	1
1719	действительность с	1	1
1720	предметы и	1	1
1721	к таким	1	1
1722	оно связано	1	1
1723	не знал	1	1
1724	и такая	1	1
1725	них новые	1	1
1726	таких которые	1	1
1727	с такими	1	1
1728	меньшей мере	1	1
1729	и признаки	1	1
1730	которые могут	1	1
1731	лежащие в	2	1
1732	этим в	1	1
1733	явлений и	3	1
1734	форма слова	4	1
1735	как наука	1	1
1736	здесь может	1	1
1737	на внутреннюю	1	1
1738	поэзии и	8	1
1739	о котором	2	1
1740	собою в	1	1
1741	предмету но	1	1
1742	чувственный образ	27	1
1743	из которого	1	1
1744	но вместе	5	1
1745	знает что	1	1
1746	которая не	2	1
1747	на каждом	1	1
1748	выводы в	1	1
1749	на смысл	1	1
1750	философии но	1	1
1751	отчета в	1	1
1752	по крайней	8	1
1753	содержание при	1	1
1754	и определения	1	1
1755	слова к	1	1
1756	к природе	1	1
1757	о единстве	3	1
1758	принадлежит ему	2	1
1759	слова для	4	1
1760	других наук	1	1
1761	нет ничего	2	1
1762	одинаково может	1	1
1763	большей или	1	1
1764	этому поводу	1	1
1765	именно тем	1	1
1766	не видеть	2	1
1767	и состоит	2	1
1768	бы с	1	1
1769	сначала все	2	1
1770	его слово	1	1
1771	взятое в	1	1
1772	видим что	1	1
1773	более сложные	2	1
1774	такой случай	1	1
1775	слово было	1	1
1776	и заставляет	1	1
1777	очень немногое	1	1
1778	поэтического и	1	1
1779	на той	2	1
1780	но здесь	1	1
1781	мы его	2	1
1782	практическое значение	1	1
1783	значений и	1	1
1784	нам так	1	1
1785	таком виде	1	1
1786	жизни из	1	1
1787	быть не	4	1
1788	которое не	2	1
1789	напротив это	1	1
1790	если для	1	1
1791	вызывает в	2	1
1792	с а	2	1
1793	в понятие	1	1
1794	поэтическим произведением	1	1
1795	этом рассказе	1	1
1796	а через	1	1
1797	может произойти	1	1
1798	слово а	1	1
1799	тех пор	5	1
1800	ими в	1	1
1801	языке по	1	1
1802	не сам	1	1
1803	явлений есть	1	1
1804	каким мы	1	1
1805	план и	1	1
1806	остается только	2	1
1807	можно думать	3	1
1808	с которой	2	1
1809	можем судить	1	1
1810	те или	1	1
1811	для меня	5	1
1812	только возможность	1	1
1813	приводит в	1	1
1814	очень хорошо	1	1
1815	в первых	1	1
1816	впрочем и	2	1
1817	этим словом	1	1
1818	и наиболее	1	1
1819	вслед за	6	1
1820	взаимодействий которые	1	1
1821	сверху и	1	1
1822	образом они	1	1
1823	что существуют	1	1
1824	при определении	1	1
1825	у человека	1	1
1826	чем не	1	1
1827	он есть	1	1
1828	и возможность	1	1
1829	тогда как	8	1
1830	это различие	1	1
1831	сознание или	1	1
1832	еще один	1	1
1833	только это	1	1
1834	и наоборот	5	1
1835	законам и	1	1
1836	этим образом	1	1
1837	наука не	1	1
1838	связанной с	1	1
1839	и а	1	1
1840	чем с	1	1
1841	а слово	3	1
1842	два различных	1	1
1843	и там	1	1
1844	и делается	1	1
1845	познания так	1	1
1846	слово с	4	1
1847	его художественного	1	1
1848	к науке	2	1
1849	она входит	2	1
1850	же язык	1	1
1851	этой категории	1	1
1852	легче чем	1	1
1853	речи в	1	1
1854	мог бы	1	1
1855	отличны от	1	1
1856	положения что	1	1
1857	оно заставляет	3	1
1858	имеет своим	1	1
1859	сходится с	1	1
1860	из первых	1	1
1861	в образе	4	1
1862	бы уместно	1	1
1863	звук слова	1	1
1864	ней самой	1	1
1865	были уже	1	1
1866	лишится своего	1	1
1867	ли можно	1	1
1868	котором мы	2	1
1869	восприятием и	1	1
1870	мысли не	5	1
1871	его для	1	1
1872	причинной связи	1	1
1873	даже без	1	1
1874	своего содержания	2	1
1875	еще дальше	1	1
1876	деле в	2	1
1877	вместе как	1	1
1878	была вложена	1	1
1879	по меньшей	1	1
1880	не имел	1	1
1881	это значение	1	1
1882	понять что	1	1
1883	ее содержание	1	1
1884	стороны эти	1	1
1885	его пониманию	1	1
1886	след в	1	1
1887	только содержание	2	1
1888	направления то	1	1
1889	с совершенною	1	1
1890	если только	1	1
1891	который и	1	1
1892	только о	2	1
1893	сторону от	1	1
1894	содержания какое	1	1
1895	слова от	3	1
1896	быть частью	1	1
1897	внешнее и	1	1
1898	и следует	2	1
1899	к содержанию	4	1
1900	меня не	1	1
1901	живописи и	1	1
1902	что отдельное	2	1
1903	сам этот	1	1
1904	формы не	1	1
1905	которого он	1	1
1906	с предшествующим	1	1
1907	от простого	1	1
1908	слова так	2	1
1909	как нельзя	1	1
1910	не передается	1	1
1911	события и	1	1
1912	дает нам	3	1
1913	душе и	1	1
1914	остается для	1	1
1915	что единство	1	1
1916	к самим	1	1
1917	и развивается	1	1
1918	но на	2	1
1919	явления которые	1	1
1920	мышления в	1	1
1921	нее как	1	1
1922	только одно	1	1
1923	содержания а	2	1
1924	предложении в	1	1
1925	положение что	2	1
1926	от внешних	3	1
1927	то увидим	1	1
1928	художник должен	1	1
1929	состояние сознания	1	1
1930	может не	1	1
1931	благодаря этому	1	1
1932	она так	2	1
1933	не во	1	1
1934	словом не	2	1
1935	сырой материал	1	1
1936	не изображает	1	1
1937	в ущерб	1	1
1938	того как	10	1
1939	этого она	1	1
1940	о значении	2	1
1941	противоречия и	1	1
1942	же речь	1	1
1943	не будем	1	1
1944	литературы должна	1	1
1945	сказать от	1	1
1946	из предшествующего	1	1
1947	еще и	1	1
1948	чего не	1	1
1949	когда мир	1	1
1950	понятия к	1	1
1951	а это	2	1
1952	от полноты	1	1
1953	что так	1	1
1954	то слово	3	1
1955	положениях и	1	1
1956	в общих	2	1
1957	что с	2	1
1958	случае его	1	1
1959	понятие имеет	1	1
1960	многое в	1	1
1961	если даже	1	1
1962	на которой	4	1
1963	не переходя	1	1
1964	его сознание	2	1
1965	как следующее	1	1
1966	нужно знать	1	1
1967	им с	1	1
1968	есть акт	2	1
1969	слова а	1	1
1970	представлений и	5	1
1971	масс и	1	1
1972	вовсе нет	1	1
1973	нет знания	1	1
1974	них и	1	1
1975	видим не	1	1
1976	он умрет	1	1
1977	быть вполне	1	1
1978	же именно	1	1
1979	со словами	1	1
1980	оно только	1	1
1981	дальнейшему развитию	1	1
1982	п мы	1	1
1983	больше чем	1	1
1984	а ради	1	1
1985	себе что	2	1
1986	из предложений	1	1
1987	жизни это	1	1
1988	этого не	3	1
1989	слова которые	1	1
1990	что к	2	1
1991	замещения одного	1	1
1992	внутреннюю форму	8	1
1993	другие стороны	1	1
1994	а также	1	1
1995	самые разнообразные	1	1
1996	слова но	3	1
1997	от камня	1	1
1998	языка вообще	2	1
1999	не природа	1	1
2000	от а	1	1
2001	в бытии	1	1
2002	в ту	2	1
2003	начале развития	2	1
2004	на понимание	1	1
2005	факт тем	2	1
2006	это возможно	1	1
2007	слова слово	1	1
2008	а то	2	1
2009	что сами	1	1
2010	между собою	13	1
2011	вещь как	1	1
2012	для науки	1	1
2013	можно считать	1	1
2014	к ряду	1	1
2015	отдельное слово	5	1
2016	в стороне	1	1
2017	художника и	2	1
2018	самого поэта	1	1
2019	и совсем	1	1
2020	языка может	1	1
2021	не подлежит	2	1
2022	найти такой	1	1
2023	е не	1	1
2024	входящий в	2	1
2025	не языка	1	1
2026	если и	2	1
2027	может только	1	1
2028	есть в	6	1
2029	можно выразить	1	1
2030	перестать быть	1	1
2031	первоначального замысла	1	1
2032	оставалось бы	1	1
2033	есть но	1	1
2034	силу этого	1	1
2035	так нельзя	2	1
2036	на одном	2	1
2037	по своему	2	1
2038	без этого	1	1
2039	за другим	4	1
2040	своего пути	1	1
2041	есть уже	13	1
2042	впечатления от	1	1
2043	бы мы	2	1
2044	и художественного	1	1
2045	причем и	1	1
2046	эти содержания	1	1
2047	та что	1	1
2048	звук как	2	1
2049	вследствие чего	1	1
2050	тонкие и	1	1
2051	об этом	4	1
2052	целого и	1	1
2053	было ни	1	1
2054	это так	2	1
2055	и вообще	4	1
2056	не все	5	1
2057	она только	1	1
2058	лишенным всякой	1	1
2059	новые более	1	1
2060	способен удовлетворить	1	1
2061	находится под	1	1
2062	ему не	2	1
2063	на них	2	1
2064	тоже не	1	1
2065	и бессознательно	1	1
2066	поэзии эта	1	1
2067	как слово	4	1
2068	этого он	1	1
2069	и завершать	1	1
2070	всю совокупность	2	1
2071	быть во	1	1
2072	слово взятое	1	1
2073	творчества так	1	1
2074	осуществления так	1	1
2075	уже готовыми	1	1
2076	за то	1	1
2077	и человека	1	1
2078	до тех	5	1
2079	мы получим	1	1
2080	получить не	1	1
2081	основанного на	1	1
2082	как же	1	1
2083	а его	1	1
2084	которую мы	1	1
2085	с первым	1	1
2086	случае если	2	1
2087	это слияние	1	1
2088	его внутреннюю	2	1
2089	в самых	1	1
2090	многих из	1	1
2091	другими словами	3	1
2092	связь и	2	1
2093	если представить	1	1
2094	познания природы	1	1
2095	существует независимо	1	1
2096	может считаться	1	1
2097	то нужно	1	1
2098	в течение	2	1
2099	что новый	1	1
2100	но столь	1	1
2101	языку и	2	1
2102	искусств и	1	1
2103	это для	1	1
2104	для кого	1	1
2105	довольно часто	1	1
2106	вопрос как	1	1
2107	к значению	1	1
2108	с языком	3	1
2109	и произведения	1	1
2110	но очевидно	2	1
2111	отдельного слова	3	1
2112	отнесено к	1	1
2113	есть всегда	1	1
2114	то конечно	1	1
2115	связана с	1	1
2116	не находит	1	1
2117	к тем	4	1
2118	не существовало	1	1
2119	и отвлеченной	1	1
2120	как отрицание	1	1
2121	есть и	3	1
2122	общем не	1	1
2123	а прежде	1	1
2124	совершенно невозможно	1	1
2125	в начале	3	1
2126	говоря о	5	1
2127	явлений в	1	1
2128	в нашей	1	1
2129	факт что	1	1
2130	можно найти	1	1
2131	человека с	2	1
2132	меняются и	1	1
2133	этих случаях	1	1
2134	как материалом	1	1
2135	с понятием	3	1
2136	собственно говоря	2	1
2137	художника или	1	1
2138	развивается в	1	1
2139	к понятию	1	1
2140	его отношение	1	1
2141	его места	1	1
2142	была уже	1	1
2143	всего то	1	1
2144	последнее слово	1	1
2145	следует сделать	1	1
2146	мы назовем	1	1
2147	допустить что	1	1
2148	например а	1	1
2149	безразлично как	1	1
2150	почему не	2	1
2151	он останавливается	1	1
2152	так можно	1	1
2153	изображается это	1	1
2154	и понятия	4	1
2155	которые в	1	1
2156	языке мы	1	1
2157	мы бы	1	1
2158	имеет еще	1	1
2159	выражен в	1	1
2160	связи между	1	1
2161	может показаться	1	1
2162	самой природы	1	1
2163	довести до	1	1
2164	бытия и	1	1
2165	право на	1	1
2166	не имеющий	1	1
2167	смысле совокупности	1	1
2168	и новые	1	1
2169	явление которое	1	1
2170	бы от	1	1
2171	эти два	1	1
2172	быть названы	2	1
2173	мы различаем	2	1
2174	к работе	1	1
2175	что иное	1	1
2176	ни был	3	1
2177	других случаях	2	1
2178	только одну	2	1
2179	и оно	3	1
2180	эту идею	1	1
2181	наоборот от	1	1
2182	последнее и	1	1
2183	художественное творчество	1	1
2184	другое направление	2	1
2185	их отношении	1	1
2186	с соответствующими	1	1
2187	тот для	1	1
2188	нас это	1	1
2189	вообще как	2	1
2190	художественное значение	1	1
2191	иное как	1	1
2192	души есть	1	1
2193	степени и	1	1
2194	слова только	1	1
2195	меньше чем	1	1
