N	2gram	Trubetskoy	Dialekti
1304	должны признать	2	1
1305	эти планы	1	1
1306	в создании	2	1
1307	известной степени	1	1
1308	все более	1	1
1309	черный цвет	1	1
1310	слишком отвлеченны	1	1
1311	ничего подобного	1	1
1312	иногда даже	1	1
1313	которой нет	1	1
1314	именно заключается	1	1
1315	и живых	1	1
1316	без помощи	2	1
1317	религии мы	1	1
1318	он существует	1	1
