N	2gram	Potebnia_M	Literetu
1310	в мир	1	1
1311	ни были	3	1
1312	она по	1	1
1313	времени и	3	1
1314	только тем	2	1
1315	более и	2	1
1316	что такая	2	1
1317	например для	1	1
1318	он есть	3	1
1319	в каком	7	1
1320	единство человеческой	1	1
1321	свободы в	1	1
1322	жизни что	1	1
1323	разумеется и	1	1
1324	вообще может	1	1
1325	однако нужно	1	1
1326	без участия	2	1
1327	что здесь	1	1
1328	и там	1	1
1329	его если	1	1
1330	на две	2	1
1331	ее не	1	1
1332	объективного содержания	1	1
1333	событий в	1	1
1334	если мы	5	1
1335	и во	6	1
1336	принадлежит к	1	1
1337	значение имеет	1	1
1338	произведения и	1	1
1339	только при	3	1
1340	для всего	1	1
1341	нам его	1	1
1342	его связи	1	1
1343	на этот	2	1
1344	этот последний	1	1
1345	свобода есть	1	1
1346	только потому	4	1
1347	и слог	1	1
1348	в деятельности	4	1
1349	движения и	3	1
1350	значении слова	1	1
1351	нет дела	1	1
1352	такое соединение	1	1
1353	другого и	1	1
1354	так велика	1	1
1355	внешнее и	1	1
1356	высшей степени	1	1
1357	уже для	1	1
1358	слова так	3	1
1359	именно к	1	1
1360	она бы	1	1
1361	душе и	3	1
1362	и произведение	1	1
1363	и прямо	1	1
1364	равно и	2	1
1365	ничем не	2	1
1366	многих других	2	1
1367	есть дар	1	1
1368	себя только	3	1
1369	мысль только	1	1
1370	на бесконечно	1	1
1371	сам собою	1	1
1372	язык является	1	1
1373	что несмотря	1	1
1374	сам он	1	1
1375	того как	12	1
1376	нас не	1	1
1377	б мы	3	1
1378	роль и	1	1
1379	по своим	1	1
1380	человека или	1	1
1381	в xviii	1	1
1382	всякого человека	1	1
1383	не одни	1	1
1384	души не	2	1
1385	на что	3	1
1386	есть два	1	1
1387	воли в	1	1
1388	от которого	2	1
1389	этой мысли	1	1
1390	что первое	1	1
1391	ни на	1	1
1392	в основании	3	1
1393	которое должно	1	1
1394	зрения по	1	1
1395	быть вместе	1	1
1396	может показаться	1	1
1397	все это	3	1
1398	жизни все	2	1
1399	указание на	2	1
1400	и произволом	1	1
1401	уже были	1	1
1402	вытекающее из	1	1
1403	возвышает и	1	1
1404	но одно	1	1
1405	слова а	3	1
1406	о ее	1	1
1407	в движение	2	1
1408	слова не	2	1
1409	когда же	2	1
1410	в виде	1	1
1411	общей жизни	3	1
1412	в таких	2	1
1413	что ни	2	1
1414	от друга	3	1
1415	отказаться от	1	1
1416	речи становится	1	1
1417	больше в	1	1
1418	или в	4	1
1419	когда оно	1	1
1420	бытия по	1	1
1421	что будет	1	1
1422	не иметь	1	1
1423	нам от	1	1
1424	но эта	1	1
1425	нас только	1	1
1426	б с	1	1
1427	но впоследствии	1	1
1428	воля но	1	1
1429	совсем иное	1	1
1430	других то	1	1
1431	сама по	4	1
1432	на память	2	1
1433	в стороне	5	1
1434	случае не	1	1
1435	и совсем	1	1
1436	ни есть	1	1
1437	случае человек	1	1
1438	не подлежит	1	1
1439	не предполагает	1	1
1440	как речь	1	1
1441	что а	3	1
1442	других в	2	1
1443	или даже	3	1
1444	а их	1	1
1445	есть мысль	1	1
1446	есть только	16	1
1447	перейти к	3	1
1448	на одном	1	1
1449	на все	5	1
1450	системы как	2	1
1451	не всем	2	1
1452	света и	3	1
1453	один и	1	1
1454	по его	7	1
1455	не создает	2	1
1456	мы находим	3	1
1457	нисколько не	2	1
1458	восприятия еще	2	1
1459	в условиях	1	1
1460	это было	3	1
1461	или менее	6	1
1462	в одной	2	1
1463	при виде	3	1
1464	мысли в	11	1
1465	не все	3	1
1466	дела до	1	1
1467	бы ни	8	1
1468	бы это	1	1
1469	свидетельствует что	1	1
1470	нам лишь	1	1
1471	как средство	2	1
1472	этих двух	1	1
1473	и логически	1	1
1474	человека к	1	1
1475	что эти	1	1
1476	к одному	3	1
1477	которая как	1	1
1478	становится одним	1	1
1479	слова как	1	1
1480	и первые	1	1
1481	когда по	1	1
1482	сказали бы	1	1
1483	существует только	2	1
1484	и эти	1	1
1485	что от	1	1
1486	как ни	1	1
1487	окружающего мира	1	1
1488	по которому	2	1
1489	и народа	5	1
1490	же от	1	1
1491	на задний	1	1
1492	а просто	1	1
1493	мы воспринимаем	1	1
1494	усомниться в	1	1
1495	в чем-то	1	1
1496	в самых	2	1
1497	две стороны	1	1
1498	согласиться что	1	1
1499	с новыми	1	1
1500	этимологическое значение	1	1
1501	человек всегда	1	1
1502	бы назвать	1	1
1503	есть произведение	1	1
1504	это приводит	1	1
1505	вопрос как	1	1
1506	к отождествлению	1	1
1507	и слова	2	1
1508	есть всегда	2	1
1509	и деятельность	1	1
1510	и их	6	1
1511	то начало	1	1
1512	по одним	1	1
1513	тогда еще	1	1
1514	в трех	1	1
1515	говоря о	3	1
1516	но дело	2	1
1517	не следует	6	1
1518	и своя	1	1
1519	которую я	1	1
1520	он обладал	1	1
1521	и всякая	1	1
1522	разумеется в	1	1
1523	развивается в	1	1
1524	но то	1	1
1525	значение слова	2	1
1526	существует как	1	1
1527	нами и	1	1
1528	иначе в	1	1
1529	от животного	1	1
1530	именно тогда	1	1
1531	к ней	3	1
1532	по всей	2	1
1533	место не	1	1
1534	действительности не	2	1
1535	отношений в	1	1
1536	того времени	2	1
1537	дух в	1	1
1538	обращаться к	1	1
1539	же можно	1	1
1540	может как	1	1
1541	к новому	2	1
1542	можно будет	1	1
1543	образом развивается	1	1
1544	только после	2	1
1545	который весь	1	1
1546	в создании	6	1
1547	в теле	2	1
1548	душевной жизни	15	1
1549	не сумеет	1	1
1550	которое мы	5	1
1551	само по	6	1
1552	на народ	1	1
1553	самая сущность	1	1
1554	жизнью и	1	1
1555	иное как	2	1
1556	для другого	1	1
1557	божественного откровения	1	1
1558	со мною	2	1
1559	меня и	1	1
1560	себе а	1	1
1561	языков но	2	1
