N	2gram	Bakhtin_fo	VeschiIm
1305	никого не	1	1
1306	или иной	4	1
1307	в человеческой	2	1
1308	же в	6	1
1309	нет как	1	1
1310	всех предыдущих	1	1
1311	иной раз	2	1
1312	эта категория	1	1
1313	этого реального	1	1
1314	в данный	1	1
1315	всего на	1	1
1316	категории как	1	1
1317	в античной	1	1
1318	все другие	2	1
1319	в эти	1	1
1320	у людей	1	1
1321	а как	3	1
1322	его сущности	1	1
1323	который был	1	1
1324	надо было	1	1
1325	речи о	1	1
1326	в так	1	1
1327	в него	2	1
1328	всех этих	9	1
1329	таким же	1	1
1330	право не	1	1
1331	которой мы	1	1
1332	в один	2	1
1333	от них	1	1
1334	понятия и	1	1
1335	было что	1	1
1336	одного и	6	1
1337	различий между	1	1
1338	и наконец	6	1
1339	него это	1	1
1340	вообще нет	1	1
1341	общественная жизнь	1	1
1342	нас это	2	1
1343	существовать как	1	1
1344	и самый	3	1
1345	дается как	1	1
1346	момент его	2	1
1347	меньше чем	1	1
