N	2gram	Bakhtin_sl	Tvorches
1305	менее всего	3	1
1306	и эта	2	1
1307	вообще не	4	1
1308	наконец даже	2	1
1309	только два	2	1
1310	последние два	1	1
1311	еще далеко	1	1
1312	с той	1	1
1313	в какой	2	1
1314	есть в	1	1
1315	но по	2	1
1316	почти до	1	1
1317	диалога как	1	1
1318	идеологии и	1	1
1319	на фоне	11	1
1320	к концу	1	1
1321	а иногда	3	1
1322	материала то	1	1
1323	по своему	2	1
1324	в действительной	1	1
1325	ней нет	1	1
1326	нашло свое	1	1
1327	это было	2	1
1328	от личности	1	1
1329	лежит в	5	1
1330	предшественников диккенса	1	1
1331	свет на	1	1
1332	очень важную	1	1
1333	единство и	4	1
1334	его же	4	1
1335	выражения авторской	1	1
1336	играют в	1	1
1337	тем более	1	1
1338	в меру	1	1
1339	но конечно	1	1
1340	за этой	1	1
1341	другом случае	3	1
1342	ему не	2	1
1343	не была	3	1
1344	стоит и	1	1
1345	же деле	1	1
1346	из вильгельма	1	1
1347	того или	2	1
1348	и эти	2	1
1349	как ни	2	1
1350	вырождается в	2	1
1351	силы и	1	1
1352	не укладывается	2	1
1353	делают эту	1	1
1354	а его	2	1
1355	а просто	2	1
1356	с первым	1	1
1357	оторванные от	1	1
1358	в реплике	1	1
1359	должно быть	3	1
1360	с новыми	1	1
1361	и почти	3	1
1362	его не	4	1
1363	две точки	1	1
1364	и ни	1	1
1365	говорим о	1	1
1366	восприятие и	1	1
1367	оказывалось что	1	1
1368	основном путем	1	1
1369	вставные новеллы	1	1
1370	своей книге	1	1
1371	лежащую в	1	1
1372	на стиль	1	1
1373	способы передачи	1	1
1374	идет уже	2	1
1375	не о	1	1
1376	всеми этими	1	1
1377	свою жизнь	1	1
1378	его всегда	2	1
1379	есть и	1	1
1380	дает им	2	1
1381	частности в	1	1
1382	но такое	1	1
1383	единство романа	1	1
1384	конечно в	2	1
1385	когда оно	1	1
1386	за каждым	1	1
1387	в пределах	27	1
1388	стороны и	3	1
1389	людях и	2	1
1390	и времени	1	1
1391	и экспрессивные	5	1
1392	с установкой	4	1
1393	глубокого и	1	1
1394	к которой	1	1
1395	на всю	3	1
1396	при всем	3	1
1397	в большинстве	16	1
1398	с человеком	1	1
1399	и часто	7	1
1400	что социальное	1	1
1401	быту и	1	1
1402	еще на	1	1
1403	на это	1	1
1404	в рамках	1	1
1405	этом на	1	1
1406	передаче в	1	1
1407	на образ	4	1
1408	явление в	2	1
1409	этом с	1	1
1410	лежащая в	2	1
1411	и сразу	1	1
1412	и борьба	2	1
1413	ремарки к	1	1
1414	начале xx	1	1
1415	которые в	4	1
1416	сказать в	1	1
1417	в эстетической	1	1
1418	анализа и	1	1
1419	элементов романа	1	1
1420	как сон	1	1
1421	или иной	13	1
1422	ряде случаев	1	1
1423	этот рассказ	1	1
1424	и прежде	1	1
1425	язык в	9	1
1426	писания романа	1	1
1427	романе мы	2	1
1428	на ту	2	1
1429	на то	2	1
1430	героя обычно	1	1
1431	мы видели	3	1
1432	людей как	1	1
1433	на всем	1	1
1434	в эти	1	1
1435	этого стиля	2	1
1436	человек не	1	1
1437	и самый	2	1
1438	толстого в	1	1
1439	ни был	1	1
1440	для этого	4	1
1441	здесь они	1	1
1442	для эпохи	1	1
1443	эта романная	1	1
1444	именно это	1	1
1445	эпохи и	2	1
1446	не можем	1	1
1447	не предмет	2	1
1448	своих произведений	1	1
1449	и предметом	4	1
1450	себе а	1	1
1451	из своих	2	1
