N	2gram	Bakhtin_Pr	Psycholo
1318	что такой	1	2
1319	и герой	3	2
1320	на минуту	1	2
1321	вследствие этого	2	2
1322	эта внутренняя	1	2
1323	нет в	1	2
1324	непосредственно ни	1	2
1325	как один	2	2
1326	впечатление что	1	2
1327	тем или	2	2
1328	себе автор	1	2
1329	для всякой	1	2
1330	в значительной	1	2
1331	наконец в	4	2
1332	героя является	2	2
1333	человека от	1	2
1334	оно является	2	2
1335	остается только	1	2
1336	надо еще	1	2
1337	еще один	1	2
1338	статьи в	1	2
1339	в письме	2	2
1340	автором как	2	2
1341	новые и	1	2
1342	внешних условий	1	2
1343	мысли но	1	2
1344	деле в	1	2
1345	как предмет	4	2
1346	является только	1	2
1347	именно этот	1	2
1348	идей и	1	2
1349	входящих в	1	2
1350	во времени	3	2
1351	при изображении	1	2
1352	жизни не	2	2
1353	часто и	1	2
1354	этого нового	2	2
1355	к содержанию	1	2
1356	полагаем что	1	2
1357	именно к	2	2
1358	характера но	1	2
1359	не поддается	2	2
1360	чем эти	1	2
1361	он делает	1	2
1362	противоречия и	2	2
1363	для всякого	1	2
1364	быть отнесены	1	2
1365	ничего кроме	1	2
1366	этом он	1	2
1367	в литературе	4	2
1368	которого я	1	2
1369	же явления	2	2
1370	сходятся в	1	2
1371	его сознание	1	2
1372	различия между	1	2
1373	со словами	1	2
1374	ведь это	4	2
1375	такого что	3	2
1376	и показать	2	2
1377	и всякое	3	2
1378	и вы	2	2
1379	всего романа	1	2
1380	направлениях и	1	2
1381	в сферу	1	2
1382	входящий в	2	2
1383	иной раз	1	2
1384	самого произведения	1	2
1385	и со	4	2
1386	и могут	3	2
1387	в условиях	2	2
1388	материал его	2	2
1389	ему не	2	2
1390	читателя в	1	2
1391	и хочет	1	2
1392	это объясняется	1	2
1393	лежит не	1	2
1394	это как	1	2
1395	есть одна	1	2
1396	героев как	1	2
1397	позволяет нам	1	2
1398	не оставляет	1	2
1399	же что	5	2
1400	в начале	1	2
1401	истины в	1	2
1402	для других	2	2
1403	когда ее	1	2
1404	или еще	1	2
1405	время и	1	2
1406	явление в	1	2
1407	стиле и	1	2
1408	вообще не	2	2
1409	конечно совершенно	1	2
1410	или иной	1	2
1411	никому не	2	2
1412	даже прямо	1	2
1413	направленных на	1	2
1414	более сложном	1	2
1415	человек не	1	2
1416	представьте себе	1	2
1417	ведь и	4	2
1418	в мышлении	1	2
1419	мы сказали	3	2
1420	мечты и	1	2
1421	не надо	1	2
1422	к идее	2	2
1423	что было	6	2
1424	уже во	1	2
1425	как два	1	2
1426	которая была	1	2
1427	тему о	1	2
1428	в произведение	1	2
1429	на эти	1	2
1430	убедимся в	1	2
1431	между собою	5	2
1432	которая в	1	2
1433	любовь к	1	2
1434	свою мысль	1	2
1435	за собой	1	2
1436	толстого не	1	2
1437	или иному	1	2
1438	он совершенно	1	2
1439	он просто	1	2
1440	в борьбе	1	2
1441	в рассказ	1	2
1442	к более	2	2
1443	при том	1	2
1444	ведет к	1	2
1445	смысл ее	1	2
1446	они и	1	2
1447	как с	1	2
1448	но у	4	2
1449	в степени	1	2
1450	своему герою	1	2
1451	тенденция к	1	2
1452	же прием	1	2
1453	серьезностью и	1	2
1454	художественного восприятия	1	2
1455	для автора	4	2
1456	на этой	1	2
1457	всю ту	1	2
1458	не между	2	2
1459	мере не	1	2
1460	выходит из	1	2
1461	согласны с	1	2
1462	но то	1	2
1463	тело и	2	2
1464	и показывает	1	2
1465	бы дать	1	2
1466	не об	2	2
1467	чем его	1	2
1468	почти совершенно	1	2
1469	совершенно неправильно	2	2
1470	до того	1	2
1471	всегда и	1	2
1472	мы привыкли	1	2
1473	тех которые	1	2
1474	у себя	1	2
1475	силой но	1	2
1476	которых может	2	2
1477	жизни как	1	2
1478	с большим	1	2
1479	в самое	1	2
1480	для разработки	1	2
1481	входят в	2	2
1482	говорит сам	2	2
1483	а следовательно	2	2
1484	эта тенденция	1	2
1485	благодаря чему	2	2
1486	основное и	1	2
1487	и становится	1	2
1488	смысле как	1	2
1489	другом случае	2	2
1490	от ее	3	2
1491	надо понимать	1	2
1492	мы замечаем	2	2
1493	героев в	4	2
1494	первом случае	1	2
1495	что каждая	1	2
1496	идеология как	1	2
1497	узком смысле	2	2
1498	своими собственными	2	2
1499	творчества так	1	2
1500	совершенно необходимо	1	2
1501	полной мере	1	2
1502	не от	1	2
1503	этими двумя	1	2
1504	эта форма	3	2
1505	но этого	2	2
1506	про себя	2	2
1507	опоры для	2	2
1508	прямо не	1	2
1509	между этими	1	2
1510	следовательно что	2	2
1511	учение о	1	2
1512	в изображении	2	2
1513	есть та	1	2
1514	которой она	1	2
1515	следовательно и	3	2
1516	вот на	1	2
1517	две вещи	1	2
1518	не был	2	2
1519	они действительно	2	2
1520	это последнее	2	2
1521	вошел в	1	2
1522	мысль с	1	2
1523	находит свое	2	2
1524	бы к	2	2
1525	так или	1	2
1526	оказалось бы	1	2
1527	для художника	1	2
1528	не приходится	1	2
1529	ее художественного	1	2
1530	что бы	1	2
1531	имеет значение	2	2
1532	не учитывает	1	2
1533	друг другу	3	2
1534	это ощущение	1	2
1535	действительно в	1	2
1536	ней в	1	2
1537	бы оно	2	2
1538	плане и	1	2
1539	п в	1	2
1540	то впечатление	1	2
1541	видим и	1	2
1542	и ту	1	2
1543	сюжета который	1	2
1544	и сколько	1	2
1545	слова это	1	2
1546	во втором	1	2
1547	как одна	1	2
1548	переходит в	1	2
1549	живет в	1	2
1550	возможно большее	1	2
1551	все зависит	1	2
1552	этот принцип	3	2
1553	их как	1	2
1554	в обычном	2	2
1555	не видим	1	2
1556	поэтому и	4	2
1557	внутренние противоречия	1	2
1558	что должно	1	2
1559	они даны	2	2
1560	есть лишь	1	2
1561	однако что	1	2
1562	следовательно в	1	2
1563	в россии	2	2
1564	что могло	1	2
1565	как момент	1	2
1566	если принять	1	2
1567	от его	1	2
1568	чтобы убедиться	1	2
1569	множественном числе	1	2
1570	своей жизни	2	2
1571	по крайней	2	2
1572	самое это	1	2
1573	сразу и	1	2
1574	на самую	2	2
1575	художественный образ	2	2
1576	почти никогда	1	2
1577	мы переходим	2	2
1578	а может	1	2
1579	при всех	2	2
1580	всего на	2	2
1581	или иных	1	2
1582	тому или	1	2
1583	времени отсюда	2	2
1584	он есть	6	2
1585	она все	1	2
1586	автора в	4	2
1587	вещь а	1	2
1588	не за	3	2
1589	но именно	3	2
1590	же закон	1	2
1591	показал как	1	2
1592	просто на	1	2
1593	наконец он	2	2
1594	друг друга	4	2
1595	заставляя его	1	2
1596	его мысль	1	2
1597	во внешних	1	2
1598	или к	3	2
1599	сказать в	1	2
1600	выходит за	1	2
1601	нему и	2	2
1602	о человеке	1	2
1603	переход к	1	2
1604	п все	2	2
1605	указание на	1	2
1606	со своим	2	2
1607	из своих	1	2
1608	на которой	1	2
1609	этой формы	1	2
1610	не выражается	1	2
1611	и слова	2	2
1612	этой реакции	1	2
1613	героев или	1	2
1614	а о	1	2
1615	является предметом	2	2
1616	на героя	1	2
1617	художественной форме	1	2
1618	первой части	1	2
1619	и художественного	2	2
1620	бы действительно	1	2
1621	бы сразу	1	2
1622	только к	1	2
1623	он это	1	2
1624	слово это	1	2
1625	другими словами	1	2
1626	он принимает	1	2
1627	как уже	1	2
1628	же самыми	1	2
1629	вся жизнь	1	2
1630	в новый	1	2
1631	может понять	1	2
1632	социальную и	1	2
1633	в характере	1	2
1634	пор не	1	2
1635	только у	3	2
1636	это однако	1	2
1637	лежат в	1	2
1638	что из	2	2
1639	и всех	1	2
1640	в книге	2	2
1641	следует только	1	2
1642	в литературном	1	2
1643	к событию	1	2
1644	литературное произведение	1	2
1645	бы он	4	2
1646	речь и	2	2
1647	и неожиданно	1	2
1648	тех или	1	2
1649	для толстого	1	2
1650	сделать их	1	2
1651	таким же	3	2
1652	его творчество	2	2
1653	на ту	1	2
1654	было так	1	1
1655	его материал	2	1
1656	котором они	1	1
1657	элементов построения	1	1
1658	в настоящем	2	1
1659	в каждую	1	1
1660	проникнув в	1	1
1661	эти исследователи	1	1
1662	рассказ от	1	1
1663	с двух	1	1
1664	с толку	1	1
1665	которые здесь	1	1
1666	трех моментах	1	1
1667	указывает как	1	1
1668	некоторой степени	1	1
1669	и имеет	2	1
1670	в пародийном	1	1
1671	степени как	1	1
1672	где дело	1	1
1673	людей но	1	1
1674	не философия	1	1
1675	тоже из	1	1
1676	и над	1	1
1677	в нашу	1	1
1678	и был	1	1
1679	сцен и	1	1
1680	вопрос он	1	1
1681	б я	1	1
1682	как остаются	1	1
1683	и лучше	1	1
1684	всякая идеология	1	1
1685	и само	2	1
1686	но чтоб	1	1
1687	же эти	1	1
1688	личностью а	1	1
1689	там что	1	1
1690	волевого акта	3	1
1691	в драматическом	1	1
1692	как образ	3	1
1693	в художественную	1	1
1694	в духе	4	1
1695	слышать два	1	1
1696	себе то	1	1
1697	делает в	1	1
1698	кто и	1	1
1699	такими же	1	1
1700	с соответствующим	1	1
1701	героя как	2	1
1702	относится и	2	1
1703	с прямым	2	1
1704	основной принцип	1	1
1705	и каково	1	1
1706	не исторический	1	1
1707	та точка	1	1
1708	и полное	1	1
1709	предметом его	2	1
1710	и построения	3	1
1711	эти черты	1	1
1712	целое и	1	1
1713	формы идеологического	1	1
1714	можно еще	1	1
1715	и старается	4	1
1716	ставит нас	2	1
1717	что говорят	1	1
1718	случайно и	2	1
1719	лица в	1	1
1720	как более	1	1
1721	обычном смысле	1	1
1722	по этим	1	1
1723	построения как	1	1
1724	события для	1	1
1725	мысль как	2	1
1726	мир и	5	1
1727	понято как	1	1
1728	из героев	2	1
1729	не его	1	1
1730	комизм и	1	1
1731	каждую эпоху	1	1
1732	и образ	1	1
1733	первый взгляд	1	1
1734	ними и	1	1
1735	имея никакого	1	1
1736	и отчасти	1	1
1737	восприятия и	1	1
1738	изображает как	1	1
1739	при условии	2	1
1740	не непосредственно	1	1
1741	лежит на	1	1
1742	вещи они	1	1
1743	в целые	1	1
1744	с полным	1	1
1745	о чем-то	1	1
1746	делая их	1	1
1747	не сделал	2	1
1748	письме к	2	1
1749	в пределе	1	1
1750	всякий спор	1	1
1751	противоречия между	1	1
1752	их восприятия	1	1
1753	на рынок	1	1
1754	другу как	1	1
1755	для разрешения	1	1
1756	всем этим	2	1
1757	но эти	4	1
1758	зрения только	1	1
1759	героя поэтому	1	1
1760	истину и	1	1
1761	потому и	1	1
1762	которую по	1	1
1763	характер в	1	1
1764	сознания в	1	1
1765	того нового	1	1
1766	их объективного	1	1
1767	слова при	1	1
1768	из своего	3	1
1769	свете этого	1	1
1770	точками зрения	2	1
1771	собственно не	1	1
1772	и нужна	2	1
1773	роман или	1	1
1774	не обязательно	1	1
1775	достигают своего	1	1
1776	рассказа не	1	1
1777	и взаимная	1	1
1778	не выражают	1	1
1779	от структуры	1	1
1780	дать ответ	1	1
1781	художественного замысла	4	1
1782	же его	1	1
1783	себе в	1	1
1784	свой материал	2	1
1785	быть более	3	1
1786	идеалистической философии	1	1
1787	идеологии в	1	1
1788	черты своего	1	1
1789	и резкой	1	1
1790	именно его	1	1
1791	поэтому все	1	1
1792	есть действительно	1	1
1793	сплошь из	1	1
1794	для всей	1	1
1795	в контексте	2	1
1796	повести но	2	1
1797	его слова	3	1
1798	что отличает	1	1
1799	подошли к	2	1
1800	этим что	1	1
1801	эти вопросы	1	1
1802	увидим в	1	1
1803	будем говорить	1	1
1804	века но	1	1
1805	значимое и	1	1
1806	не умеет	1	1
1807	нем не	1	1
1808	условность в	1	1
1809	по одной	1	1
1810	достоевского но	9	1
1811	в противном	1	1
1812	роман как	1	1
1813	от человека	1	1
1814	идея или	1	1
1815	тщательного анализа	1	1
1816	что обычно	1	1
1817	возбуждать в	1	1
1818	этом плане	1	1
1819	которого была	1	1
1820	в распоряжении	1	1
1821	даже по	1	1
1822	за одним	1	1
1823	образа с	1	1
1824	и мир	1	1
1825	по природе	2	1
1826	он уж	1	1
1827	к их	1	1
1828	заставляя ее	1	1
1829	сюжет в	1	1
1830	его чрезвычайно	1	1
1831	в частном	1	1
1832	с трагедией	1	1
1833	то будет	2	1
1834	об одном	1	1
1835	тона каждого	1	1
1836	явления но	1	1
1837	личной жизни	2	1
1838	так он	1	1
1839	тоном как	1	1
1840	это я	2	1
1841	к творчеству	1	1
1842	законченной системы	1	1
1843	сюжет не	4	1
1844	или иными	1	1
1845	фантастической и	1	1
1846	важное место	1	1
1847	к речи	1	1
1848	она или	1	1
1849	и скрытыми	1	1
1850	бытия и	1	1
1851	которого здесь	1	1
1852	вопрос для	1	1
1853	отказывается от	1	1
1854	художника не	1	1
1855	то она	1	1
1856	воспринимается как	3	1
1857	а за	3	1
1858	различных формах	1	1
1859	мере усиления	2	1
1860	жизней в	1	1
1861	ряд и	1	1
1862	противоречит тому	1	1
1863	на себя	4	1
1864	автору для	2	1
1865	xviii века	1	1
1866	предмете и	1	1
1867	или иная	1	1
1868	с одним	1	1
1869	у тургенева	6	1
1870	настоящим и	1	1
1871	их он	1	1
1872	не вытекает	1	1
1873	прозаической речи	1	1
1874	роман он	1	1
1875	особенности в	1	1
1876	для социологии	1	1
1877	больше всего	1	1
1878	который создает	1	1
1879	людей в	1	1
1880	не нужно	2	1
1881	к некоторым	1	1
1882	есть своя	1	1
1883	вы в	1	1
1884	для удобства	1	1
1885	человека а	1	1
1886	есть чем	1	1
1887	смысле его	1	1
1888	самого романа	2	1
1889	несколько иное	2	1
1890	воли с	1	1
1891	становится здесь	2	1
1892	человек как	1	1
1893	мире таким	1	1
1894	я в	2	1
1895	сюжетом его	1	1
1896	его творчестве	3	1
1897	от героев	1	1
1898	не переносит	1	1
1899	приводит его	2	1
1900	в устах	2	1
1901	и однако	1	1
1902	о предмете	1	1
1903	иногда же	2	1
1904	положения в	1	1
1905	этой своей	1	1
1906	стиля в	1	1
1907	него есть	1	1
1908	трагической катастрофы	1	1
1909	случаев в	2	1
1910	каким является	1	1
1911	три раза	1	1
1912	только материал	1	1
1913	автор для	1	1
1914	моя я	1	1
1915	романы и	1	1
1916	нами уже	2	1
1917	романы достоевского	2	1
1918	нашего рассмотрения	1	1
1919	другая линия	1	1
1920	как объект	5	1
1921	своего времени	2	1
1922	существенное для	1	1
1923	нужно сказать	1	1
1924	все может	1	1
1925	все построение	1	1
1926	где же	1	1
1927	делают его	2	1
1928	сознания что	1	1
1929	которые сами	1	1
1930	в особом	4	1
1931	нет но	2	1
1932	вот в	1	1
1933	то во	1	1
1934	и порядок	1	1
1935	как возможное	1	1
1936	она игнорирует	1	1
1937	говорили что	1	1
1938	и речи	1	1
1939	внешнее выражение	1	1
1940	ж делать	1	1
1941	допустить и	1	1
1942	меняется и	1	1
1943	он еще	1	1
1944	становится как	1	1
1945	опять к	1	1
1946	сущности ничего	1	1
1947	в направлении	4	1
1948	центр тяжести	1	1
1949	истории и	1	1
1950	так значит	1	1
1951	одного сознания	9	1
1952	человеческих отношений	1	1
1953	нами был	1	1
1954	совершенно особый	1	1
1955	но есть	2	1
1956	строится на	1	1
1957	но прежде	1	1
1958	них не	1	1
1959	этой действительности	2	1
1960	они отрешаются	1	1
1961	слова что	2	1
1962	в зеркале	1	1
1963	все одинаково	1	1
1964	миром в	1	1
1965	они составляют	1	1
1966	анализируя этот	1	1
1967	и жизнью	1	1
1968	отдельные моменты	1	1
1969	все истинное	1	1
1970	которая у	1	1
1971	который был	1	1
1972	приходится признать	1	1
1973	себе героя	1	1
1974	достоевского говорит	4	1
1975	условность и	1	1
1976	что другое	1	1
1977	я сам	1	1
1978	слова она	2	1
1979	вообще нет	1	1
1980	эту последнюю	1	1
1981	героя он	1	1
1982	в ткань	2	1
1983	построения всего	1	1
1984	в статье	1	1
1985	пути по	1	1
1986	своего рода	1	1
1987	имеют все	1	1
1988	так всегда	1	1
1989	нет а	1	1
1990	из произведений	1	1
1991	один голос	2	1
1992	речи здесь	1	1
1993	оставил не	1	1
1994	однако с	1	1
1995	он уже	1	1
1996	их под	1	1
1997	и принципиальной	1	1
1998	в последнем	1	1
1999	часто не	1	1
2000	также что	1	1
2001	фантазии не	1	1
2002	и свое	1	1
2003	мы чувствуем	1	1
2004	скажу что	1	1
2005	и романа	2	1
2006	сюда относится	1	1
2007	оно ощущается	1	1
2008	она дана	1	1
2009	самую существенную	1	1
2010	мне и	1	1
2011	действует в	1	1
2012	поэтому в	3	1
2013	другому от	1	1
2014	быть поняты	1	1
2015	речи как	3	1
2016	к сознанию	2	1
2017	хоть одно	1	1
2018	второй части	2	1
2019	не вещь	1	1
2020	он вводит	1	1
2021	конечно и	3	1
2022	сознание не	1	1
2023	не нашло	1	1
2024	себя на	2	1
2025	нашла свое	1	1
2026	героев но	1	1
2027	сказать по	1	1
2028	вступает с	1	1
2029	автор говорит	1	1
2030	и неожиданных	1	1
2031	только такой	1	1
2032	есть или	1	1
2033	автор пользуется	1	1
2034	быть даже	1	1
2035	напротив мы	2	1
2036	же слово	1	1
2037	двусмысленность и	1	1
2038	полной и	1	1
2039	есть что	1	1
2040	и они	2	1
2041	сразу с	1	1
2042	здесь автор	1	1
2043	ними не	1	1
2044	задание не	1	1
2045	души все	1	1
2046	не место	2	1
2047	каждая мысль	2	1
2048	своего предмета	1	1
2049	произведении что	1	1
2050	этот образ	1	1
2051	эта последняя	1	1
2052	конструкции и	1	1
2053	как следствие	1	1
2054	сколько-нибудь существенных	1	1
2055	п так	1	1
2056	слова о	3	1
2057	что позволяет	2	1
2058	не входит	5	1
2059	чисто художественные	2	1
2060	бы о	1	1
2061	но оно	1	1
2062	во множественном	1	1
2063	изображение у	1	1
2064	и довольно	1	1
2065	следовательно принцип	1	1
2066	предмета изображения	1	1
2067	не перед	1	1
2068	и переживания	1	1
2069	здесь чисто	1	1
2070	и пр	5	1
2071	далее и	2	1
2072	своей собственной	1	1
2073	тогда я	1	1
2074	тотчас же	1	1
2075	принципиально не	1	1
2076	совсем другой	1	1
2077	изображения и	6	1
2078	всех элементов	2	1
2079	место он	1	1
2080	сил как	1	1
2081	значение этого	1	1
2082	во мне	1	1
2083	и какое	1	1
2084	и объективных	1	1
2085	героем и	2	1
2086	целого как	1	1
2087	и независимо	1	1
2088	каждом слове	1	1
2089	прямой и	3	1
2090	другой вопрос	1	1
2091	художественное задание	1	1
2092	создал бы	1	1
2093	я называю	1	1
2094	идея не	1	1
2095	вы говорите	1	1
2096	принцип его	2	1
2097	перед ее	1	1
2098	и наиболее	1	1
2099	с автором	1	1
2100	а те	1	1
2101	и различные	2	1
2102	каждого слова	1	1
2103	в мир	4	1
2104	характером героя	1	1
2105	она берет	1	1
2106	и посвящена	1	1
2107	и земли	2	1
2108	типы и	1	1
2109	тогда как	1	1
2110	стороны эта	1	1
2111	связанных с	1	1
2112	героев более	1	1
2113	и изобразить	1	1
2114	всех возможных	4	1
2115	слово с	5	1
2116	понимать так	1	1
2117	с собою	4	1
2118	в данной	1	1
2119	самого героя	8	1
2120	он получил	1	1
2121	о смысле	1	1
2122	помог ему	1	1
2123	за пределами	2	1
2124	лица с	1	1
2125	этом так	1	1
2126	пути своего	1	1
2127	поэтического языка	1	1
2128	формы для	1	1
2129	взаимодействия с	1	1
2130	нужны автору	1	1
2131	они еще	1	1
2132	до известной	1	1
2133	преимуществу в	1	1
2134	как недостаток	1	1
2135	влиять на	1	1
2136	к полному	1	1
2137	человеке по	1	1
2138	последнего времени	1	1
2139	высшего порядка	1	1
2140	как другой	3	1
2141	слово то	2	1
2142	бывает в	1	1
2143	слова так	1	1
2144	лишь материал	1	1
2145	на языке	2	1
2146	менее чем	1	1
2147	на какой-то	1	1
2148	предметного значения	1	1
2149	тех конкретных	1	1
2150	автору и	1	1
2151	ли бы	1	1
2152	его форма	1	1
2153	и ты	1	1
2154	за собою	3	1
2155	объяснения из	1	1
2156	романа но	3	1
2157	действительность а	1	1
2158	существа и	1	1
2159	этой мысли	1	1
2160	они входят	1	1
2161	не теряя	1	1
2162	для всего	1	1
2163	и сознание	1	1
2164	определять его	1	1
2165	произведения или	1	1
2166	чтобы преодолеть	1	1
2167	не достигает	1	1
2168	романах достоевского	6	1
2169	художественного задания	3	1
2170	самой этой	2	1
2171	сам себе	1	1
2172	нет мы	1	1
2173	нет это	1	1
2174	для испытания	1	1
2175	силу и	1	1
2176	оказался человек	1	1
2177	с их	7	1
2178	образом но	2	1
2179	до своих	3	1
2180	быть или	2	1
2181	два примера	1	1
2182	действительности или	1	1
2183	зрения того	1	1
2184	всю его	1	1
2185	себе но	2	1
2186	до последней	1	1
2187	относится например	1	1
2188	к некоторому	1	1
2189	в свои	1	1
2190	три основных	1	1
2191	основой художественного	1	1
2192	третьего но	1	1
2193	и беспокойство	1	1
2194	же нет	2	1
2195	всегда лежит	1	1
2196	менее всего	7	1
2197	формальная структура	1	1
2198	вместить в	1	1
2199	пользуются для	1	1
2200	ближе подходит	2	1
2201	ведь он	2	1
2202	из конкретных	1	1
2203	мы ее	2	1
2204	романы с	1	1
2205	если и	1	1
2206	или даже	2	1
2207	него но	1	1
2208	что ж	4	1
2209	другом месте	1	1
2210	противном случае	1	1
2211	форму оно	2	1
2212	ней так	1	1
2213	а другого	1	1
2214	это первоначальное	1	1
2215	не создает	1	1
2216	только и	1	1
2217	предмета но	1	1
2218	говорит об	1	1
2219	особенно в	2	1
2220	как попытка	1	1
2221	она только	2	1
2222	эти же	1	1
2223	возникли из	1	1
2224	свои мысли	2	1
2225	принципу единства	1	1
2226	которая как	3	1
2227	в данную	1	1
2228	его произведениях	2	1
2229	а его	2	1
2230	которая для	1	1
2231	достаточно назвать	1	1
2232	он развивает	1	1
2233	его слов	1	1
2234	привело бы	1	1
2235	дальше как	1	1
2236	одну из	1	1
2237	так резко	1	1
2238	и художественный	1	1
2239	говорить не	1	1
2240	своего творчества	1	1
2241	такой способ	1	1
2242	как таковые	1	1
2243	народного духа	1	1
2244	есть и	5	1
2245	с любимой	1	1
2246	форма есть	1	1
2247	или другого	1	1
2248	всякое слово	1	1
2249	ним как	3	1
2250	внутри одного	1	1
2251	но дело	1	1
2252	которой раскрывается	1	1
2253	ним не	1	1
2254	людях и	1	1
2255	человека с	1	1
2256	два смысла	1	1
2257	оно никогда	1	1
2258	и всякая	1	1
2259	каждом романе	2	1
2260	карамазова и	3	1
2261	ведь мы	2	1
2262	в рамках	2	1
2263	художником и	2	1
2264	числе и	1	1
2265	он их	1	1
2266	стороны по	1	1
2267	как вывод	2	1
2268	а скорее	1	1
2269	разобранным нами	1	1
2270	человека из	4	1
2271	во многом	1	1
2272	оно должно	2	1
2273	они тоже	1	1
2274	зрения героя	1	1
2275	своим художественным	1	1
2276	возникает та	1	1
2277	голосов в	6	1
2278	имеет еще	1	1
2279	из условий	1	1
2280	не успел	1	1
2281	себе слово	1	1
2282	далека от	1	1
2283	какою она	1	1
2284	вся художественная	1	1
2285	другой и	1	1
2286	дело конечно	1	1
2287	социальной среде	1	1
2288	то стало	1	1
2289	как слова	1	1
2290	нам те	1	1
2291	последних пределов	1	1
2292	идея и	1	1
2293	из идей	1	1
2294	же может	1	1
2295	его художественные	1	1
2296	себе еще	4	1
2297	образ его	1	1
2298	же это	1	1
2299	социологического и	1	1
2300	всякое литературное	2	1
2301	сам для	1	1
2302	противоречии с	1	1
2303	и обратно	1	1
2304	на слово	2	1
2305	художественное творчество	1	1
2306	и себе	1	1
2307	и всякую	1	1
2308	поэтому мы	1	1
2309	анализа мы	1	1
2310	слово имеет	1	1
2311	элементов как	1	1
2312	изображает не	1	1
2313	привыкли видеть	1	1
2314	бы вбирает	1	1
2315	сам сознает	1	1
2316	этого в	1	1
2317	уж не	1	1
2318	они друг	1	1
2319	прямого пути	1	1
2320	совершенно нового	1	1
2321	зрения своего	2	1
2322	построен так	1	1
2323	в момент	1	1
2324	всего человека	1	1
2325	части мы	1	1
2326	тех кто	1	1
2327	есть прежде	1	1
2328	сверх того	1	1
2329	в одних	1	1
2330	это лишь	1	1
2331	найти и	1	1
2332	творчества для	1	1
2333	и героя	1	1
2334	плоскости с	4	1
2335	чужую речь	4	1
2336	я для	2	1
2337	ни стало	1	1
2338	одно это	1	1
2339	которой они	1	1
2340	его особенностью	1	1
2341	человек есть	1	1
2342	отношении друг	1	1
2343	и свой	2	1
2344	и достоевский	1	1
2345	пушкину как	1	1
2346	стать не	1	1
2347	случае он	1	1
2348	одной плоскости	7	1
2349	по мере	4	1
2350	на события	1	1
2351	всего могут	1	1
2352	было как	1	1
2353	элементами из	1	1
2354	которая нашла	1	1
2355	на свой	6	1
2356	же идеология	1	1
2357	проблемы в	1	1
2358	введенное в	1	1
2359	один элемент	2	1
2360	герои и	1	1
2361	сущности не	1	1
2362	но самое	1	1
2363	которые происходят	2	1
2364	искусства его	1	1
2365	и должен	1	1
2366	показаться что	1	1
2367	самому герою	1	1
2368	правда в	2	1
2369	и внутренне	4	1
2370	предмет и	1	1
2371	а именно	2	1
2372	проповедь и	1	1
2373	деле нет	1	1
2374	в одно	4	1
2375	ценности в	1	1
2376	значение не	1	1
2377	людьми а	1	1
2378	образ или	1	1
2379	я их	1	1
2380	у достоевского	29	1
2381	он по	1	1
2382	мы упоминали	1	1
2383	всего можно	1	1
2384	на таком	1	1
2385	сожалению до	1	1
2386	и относится	1	1
2387	смысла слово	1	1
2388	могут оказаться	2	1
2389	совершенно безразлично	1	1
2390	от различных	1	1
2391	на материале	5	1
2392	всякого рода	1	1
2393	не подчиняется	2	1
2394	между героем	1	1
2395	было не	1	1
2396	в формальной	1	1
2397	случае они	1	1
2398	не нашла	1	1
2399	дать такую	1	1
2400	аналогию с	1	1
2401	же автора	1	1
2402	среды в	1	1
2403	может использовать	1	1
2404	дан весь	1	1
2405	как принцип	1	1
2406	каково бы	1	1
2407	наоборот он	1	1
2408	входит в	9	1
2409	и идеологической	1	1
2410	для определенного	2	1
2411	и стиль	1	1
2412	и т.п	1	1
2413	но каждая	1	1
2414	о достоевском	7	1
2415	он получает	1	1
2416	между отдельными	2	1
2417	в различных	3	1
2418	художественный смысл	1	1
2419	самый факт	3	1
2420	его именно	2	1
2421	называя его	1	1
2422	чтобы эта	1	1
2423	и противоречивость	5	1
2424	даже с	1	1
2425	здесь имеет	1	1
2426	именно такие	1	1
2427	мы полагаем	1	1
2428	этого мира	6	1
2429	когда-то было	1	1
2430	между материалом	1	1
2431	не становится	6	1
2432	она ни	1	1
2433	и всяких	1	1
2434	частности на	1	1
2435	нем он	1	1
2436	и оценки	1	1
2437	одном слове	3	1
2438	он ведь	2	1
2439	на другого	1	1
2440	не показал	1	1
2441	это а	1	1
2442	простое и	1	1
2443	гораздо правильнее	1	1
2444	отсюда возникает	1	1
2445	материалов и	1	1
2446	с собственной	1	1
2447	выступает и	1	1
2448	и входит	2	1
2449	той сложнейшей	2	1
2450	верное определение	2	1
2451	с введением	1	1
2452	в связь	1	1
2453	этот основной	1	1
2454	чисто формальный	1	1
2455	слово без	1	1
2456	но сама	1	1
2457	их предметом	1	1
2458	он считал	1	1
2459	что имеет	1	1
2460	мысли ни	1	1
2461	вся эта	1	1
2462	того о	1	1
2463	героя не	5	1
2464	ее как	4	1
2465	ум и	1	1
2466	него как	3	1
2467	от автора	6	1
2468	зрения может	1	1
2469	то оно	2	1
2470	как второй	1	1
2471	виктор гюго	1	1
2472	что господин	1	1
2473	в обеих	1	1
2474	от поэтического	1	1
2475	эта особенность	4	1
2476	его собственных	2	1
2477	он действует	1	1
2478	в повестях	1	1
2479	какой-то другой	1	1
2480	есть у	1	1
2481	его видеть	2	1
2482	вы и	2	1
2483	есть его	1	1
2484	ведь они	2	1
2485	творчество достоевского	5	1
2486	конечно во	1	1
2487	а и	1	1
2488	его лежит	1	1
2489	резче и	1	1
2490	этого плана	1	1
2491	него самого	2	1
2492	обстояло дело	1	1
