N	2gram	Bakhtin_Pr	Analitik
1300	темы с	1	1
1301	себе и	3	1
1302	точек зрения	5	1
1303	был не	2	1
1304	к мысли	1	1
1305	рассказа не	1	1
1306	из одного	4	1
1307	героя из	1	1
1308	делает его	1	1
1309	собою и	1	1
1310	формы героя	1	1
1311	и у	6	1
1312	такова например	1	1
1313	человека а	2	1
1314	своей монологической	1	1
1315	на последнем	1	1
1316	и мир	4	1
1317	всей их	1	1
1318	точкой зрения	3	1
1319	рождается в	1	1
1320	природе событийна	1	1
1321	если оно	1	1
1322	того в	1	1
1323	есть за	1	1
1324	его внутреннюю	1	1
1325	сводит его	1	1
1326	диалоге с	1	1
1327	приводит его	3	1
1328	не он	2	1
1329	и понимает	3	1
1330	под определенные	1	1
1331	становится и	1	1
1332	т.п все	2	1
1333	зрения художественного	1	1
1334	человека он	1	1
1335	и однако	1	1
1336	как субъект	1	1
1337	тон в	1	1
1338	слово такого	2	1
1339	ответом на	1	1
1340	персонажей с	1	1
1341	достоевского оно	1	1
1342	к роману	1	1
1343	и остался	2	1
1344	опыт и	1	1
1345	ивана ильича	2	1
1346	со многими	1	1
1347	все остальные	1	1
1348	изображенного в	1	1
1349	т.п и	1	1
1350	с образами	1	1
1351	не тип	1	1
1352	в работе	1	1
1353	и речи	1	1
1354	совсем не	1	1
1355	эти слова	1	1
1356	и веселья	1	1
1357	ставит перед	1	1
1358	или может	1	1
1359	в поступках	1	1
1360	на множество	1	1
1361	нам еще	1	1
1362	делает в	1	1
1363	именно потому	3	1
1364	плана и	1	1
1365	как объект	4	1
1366	свобода его	1	1
1367	если же	3	1
1368	должны быть	1	1
1369	реалистического романа	1	1
1370	дуни в	1	1
1371	но только	3	1
1372	себя на	2	1
1373	лишь один	2	1
1374	как автор	2	1
1375	его жизнь	2	1
1376	бы уже	2	1
1377	и затем	1	1
1378	проникнуть в	2	1
1379	сознания героя	2	1
1380	не способна	2	1
1381	то во	1	1
1382	в нее	1	1
1383	другой голос	1	1
1384	отношения с	1	1
1385	как один	1	1
1386	о мире	6	1
1387	имеет значение	2	1
1388	различных по	1	1
1389	между несколькими	1	1
1390	она была	1	1
1391	жизнь личности	2	1
1392	не совпадает	2	1
1393	того кто	1	1
1394	и несколько	1	1
1395	например не	1	1
1396	я это	2	1
1397	герой из	1	1
1398	в связь	1	1
1399	каков бы	1	1
1400	но вы	1	1
1401	ту сторону	2	1
1402	характеристик и	1	1
1403	человеческих отношений	1	1
1404	мы их	1	1
1405	я вам	1	1
1406	и никогда	1	1
1407	что для	4	1
1408	или лучше	1	1
1409	и каждый	1	1
1410	перекликаются и	1	1
1411	его личности	4	1
1412	работы мы	1	1
1413	в новый	1	1
1414	материала в	1	1
1415	в художественную	1	1
1416	но ее	1	1
1417	видения жизни	1	1
1418	одновременно в	1	1
1419	героев для	1	1
1420	случайна и	1	1
1421	лучше сказать	1	1
1422	даже если	1	1
1423	вне этого	1	1
1424	с которым	1	1
1425	и беспокойство	1	1
1426	подходе к	2	1
1427	внутренний и	1	1
1428	высшего порядка	1	1
1429	пушкиным в	1	1
1430	же мы	2	1
1431	и вызывает	2	1
1432	поэтического творчества	2	1
1433	позицией автора	1	1
1434	процесса и	2	1
1435	автора как	3	1
1436	рассказ в	1	1
1437	за себя	2	1
1438	радости и	1	1
1439	голодной смерти	1	1
1440	себе как	1	1
1441	одно слово	1	1
1442	между собою	1	1
1443	с идеей	4	1
1444	что произведения	1	1
1445	действительной жизни	1	1
1446	сливаются в	1	1
1447	несовпадения человека	1	1
1448	своего бытия	2	1
1449	познания в	1	1
1450	предположение о	1	1
1451	сущности не	1	1
1452	героя он	2	1
1453	лишь по	1	1
1454	подчеркивает его	1	1
1455	органическое единство	2	1
1456	которая и	1	1
1457	к автору	1	1
1458	таков например	1	1
1459	можно только	1	1
1460	уже на	1	1
1461	она сама	1	1
1462	уже с	1	1
1463	как теперь	1	1
1464	от нее	1	1
1465	ткани повествования	1	1
1466	определить и	1	1
1467	слов о	2	1
1468	а потому	4	1
1469	в последующих	2	1
1470	быть только	3	1
1471	и против	1	1
1472	он уже	2	1
1473	как необходимый	1	1
1474	как одна	1	1
1475	и устойчивые	1	1
1476	которого лежит	1	1
1477	они и	3	1
1478	этой проблемы	1	1
1479	пускается в	1	1
1480	котором не	1	1
1481	его уже	1	1
1482	он стремится	4	1
1483	них в	2	1
1484	лет сряду	1	1
1485	этими же	1	1
1486	забывать о	1	1
1487	чиновника но	1	1
1488	жизни а	2	1
1489	в основном	2	1
1490	не поглощает	1	1
1491	мире так	1	1
1492	его с	2	1
1493	живет в	1	1
1494	с позицией	1	1
1495	на ее	2	1
1496	оглядкой на	1	1
1497	есть без	1	1
1498	событийна и	2	1
1499	с миром	2	1
1500	другого человека	4	1
1501	не всякий	1	1
1502	структурные моменты	1	1
1503	самое поразительное	1	1
1504	что ли?	1	1
1505	я никогда	1	1
1506	это уже	1	1
1507	наибольший интерес	1	1
1508	и души	2	1
1509	как объекты	1	1
1510	этот принцип	3	1
1511	все те	2	1
1512	речи как	1	1
1513	с внешней	1	1
1514	разных сознаний	1	1
1515	их как	1	1
1516	нашего тезиса	9	1
1517	да ведь	4	1
1518	для них	3	1
1519	как смысловая	1	1
1520	и делает	1	1
1521	неразрывное единство	1	1
1522	и вновь	1	1
1523	и вполне	2	1
1524	мы встречаемся	1	1
1525	него слов	1	1
1526	не на	6	1
1527	как с	1	1
1528	обращено к	3	1
1529	они были	1	1
1530	как вы	4	1
1531	мире он	2	1
1532	ориентировано на	1	1
1533	низводится до	1	1
1534	автора там	1	1
1535	на внутренний	1	1
1536	конечно и	5	1
1537	мы понимаем	1	1
1538	сознание не	2	1
1539	наблюдений над	1	1
1540	с ней	1	1
1541	их и	3	1
1542	вместо этого	1	1
1543	подлинная жизнь	3	1
1544	что существенно	1	1
1545	вступает с	1	1
1546	первый внутренний	1	1
1547	резко отличается	1	1
1548	существенно и	3	1
1549	взаимодействии с	1	1
1550	определение личности	1	1
1551	нами не	1	1
1552	тем менее	1	1
1553	развития в	1	1
1554	уже говорили	2	1
1555	же самый	1	1
1556	то время	3	1
1557	во множестве	1	1
1558	у шекспира	2	1
1559	полной и	1	1
1560	присутствует в	1	1
1561	из тех	3	1
1562	также не	2	1
1563	ни даже	1	1
1564	как момент	1	1
1565	как не	9	1
1566	другой плоскости	1	1
1567	быть понято	1	1
1568	возникает лишь	1	1
1569	и так	1	1
1570	глубине и	1	1
1571	и герой	2	1
1572	в которых	2	1
1573	не приводит	1	1
1574	том смысле	1	1
1575	правда не	1	1
1576	о церкви	1	1
1577	слова это	1	1
1578	он есть	5	1
1579	собою в	2	1
1580	русского и	1	1
1581	своего отца	1	1
1582	хотел бы	2	1
1583	к человеку	3	1
1584	на их	1	1
1585	нет в	1	1
1586	соприкосновения разных	1	1
1587	не входит	3	1
1588	к той	2	1
1589	строится в	1	1
1590	показать как	1	1
1591	над ним	1	1
1592	личной жизни	2	1
1593	является для	2	1
1594	к индивидуальному	1	1
1595	и резко	1	1
1596	художественный образ	2	1
1597	романа то	1	1
1598	ни на	2	1
1599	события его	1	1
1600	достигается не	1	1
1601	когда ее	1	1
1602	основную тему	1	1
1603	не допускает	1	1
1604	не характер	2	1
1605	поэтому не	2	1
1606	ему принадлежит	1	1
1607	в главе	1	1
1608	становится героем	1	1
1609	время оно	1	1
1610	реплики и	1	1
1611	сливается с	6	1
1612	ни у	1	1
1613	видим что	2	1
1614	сюжетного развертывания	1	1
1615	лишь одним	2	1
1616	об одном	1	1
1617	тогда я	1	1
1618	внутренней свободой	1	1
1619	чего нет	1	1
1620	зрения как	1	1
1621	не любил	1	1
1622	к сверхличному	1	1
1623	на том	1	1
1624	можно лишь	1	1
1625	к чужой	1	1
1626	не дал	1	1
1627	ее до	1	1
1628	совершается как	1	1
1629	уже отмечали	2	1
1630	а может	3	1
1631	он во	1	1
1632	особый тип	2	1
1633	тезис о	1	1
1634	этим углом	2	1
1635	и сказать	1	1
1636	слова и	2	1
1637	и уже	3	1
1638	авторского замысла	4	1
1639	есть он	2	1
1640	и теперь	1	1
1641	диалога и	1	1
1642	всего на	1	1
1643	для меня	2	1
1644	только один	2	1
1645	то все	1	1
1646	есть то	4	1
1647	области литературы	1	1
1648	не могло	1	1
1649	значение для	2	1
1650	вы говорите	1	1
1651	в университете	1	1
1652	отношении к	3	1
1653	да в	1	1
1654	мне в	1	1
1655	ощущается как	1	1
1656	как достоевский	3	1
1657	и наиболее	1	1
1658	точке выхода	1	1
1659	частности и	1	1
1660	идет не	6	1
1661	ни были	2	1
1662	художник и	2	1
1663	и объектное	1	1
1664	этот спор	1	1
1665	в совершенно	2	1
1666	является главным	1	1
1667	в истории	3	1
1668	всю полноту	1	1
1669	руках и	1	1
1670	могут нести	1	1
1671	так называемого	1	1
1672	в каком	2	1
1673	убеждения о	1	1
1674	быть это	1	1
1675	жизни на	1	1
1676	через него	1	1
1677	случае осуществляется	1	1
1678	потому и	2	1
1679	всех трех	1	1
1680	имеем в	2	1
1681	о способах	2	1
1682	претендовать на	1	1
1683	слова были	1	1
1684	выбора в	1	1
1685	есть его	1	1
1686	непосредственно в	2	1
1687	между людьми	1	1
1688	и там	1	1
1689	эту концепцию	1	1
1690	не совсем	2	1
1691	в данной	1	1
1692	в сфере	4	1
1693	всех цветов	1	1
1694	если мы	1	1
1695	и многих	1	1
1696	он все	2	1
1697	рассказа что	1	1
1698	то для	1	1
1699	собою то	1	1
1700	объяснение и	1	1
1701	в образе	4	1
1702	мира где	1	1
1703	только при	3	1
1704	точке этого	2	1
1705	слова он	1	1
1706	диалогическое взаимодействие	1	1
1707	в каждый	1	1
1708	основная особенность	1	1
1709	художественным заданием	1	1
1710	бы сказать	1	1
1711	мире в	3	1
1712	бы как	2	1
1713	выход за	1	1
1714	одного художественного	1	1
1715	и дуни	1	1
1716	отношения то	1	1
1717	почти вовсе	1	1
1718	со словом	1	1
1719	как композиционно	1	1
1720	pro и	1	1
1721	событий как	1	1
1722	а вовсе	1	1
1723	не видит	1	1
1724	самим по	1	1
1725	сама она	1	1
1726	автора ибо	1	1
1727	взаимодействие с	1	1
1728	на этих	1	1
1729	друг друга	10	1
1730	своего становления	1	1
1731	из него	1	1
1732	и contra	1	1
1733	автора то	2	1
1734	ото всех	1	1
1735	или вовсе	1	1
1736	точку зрения	9	1
1737	иногда в	1	1
1738	формы и	1	1
1739	внешнее и	1	1
1740	свободой и	1	1
1741	заключенных в	1	1
1742	человека но	2	1
1743	меня не	1	1
1744	его поступка	1	1
1745	и быть	1	1
1746	единство в	1	1
1747	он должен	1	1
1748	прийти к	1	1
1749	бывает в	1	1
1750	к лицу	1	1
1751	будто он	1	1
1752	связан с	1	1
1753	именно к	2	1
1754	во внешних	1	1
1755	нам известно	1	1
1756	диалога с	1	1
1757	себе достаточно	1	1
1758	но на	2	1
1759	в более	1	1
1760	что оно	2	1
1761	и всякий	1	1
1762	мышления в	1	1
1763	есть согласие	1	1
1764	не поддается	3	1
1765	этим можно	1	1
1766	выходит за	2	1
1767	ничем не	2	1
1768	звучащий в	1	1
1769	уже два	1	1
1770	многих других	1	1
1771	хоть и	3	1
1772	на трех	1	1
1773	но прежде	1	1
1774	не во	3	1
1775	на тех	1	1
1776	этот процесс	1	1
1777	сам он	5	1
1778	того как	1	1
1779	голоса в	2	1
1780	душу человека	1	1
1781	весь целиком	1	1
1782	требует множественности	1	1
1783	оно само	1	1
1784	романа но	3	1
1785	он становится	1	1
1786	динамическое единство	1	1
1787	которых он	1	1
1788	одного произведения	1	1
1789	во взаимодействии	1	1
1790	такая постановка	1	1
1791	и сознание	2	1
1792	своей не	1	1
1793	повестей которые	1	1
1794	как художественный	1	1
1795	романов и	5	1
1796	не значит	4	1
1797	не достигает	1	1
1798	романе достоевского	11	1
1799	тут не	2	1
1800	и тут	1	1
1801	не изолированно	1	1
1802	сознания и	9	1
1803	первом месте	1	1
1804	лицом к	1	1
1805	о герое	5	1
1806	возможно только	1	1
1807	по ту	2	1
1808	слова а	3	1
1809	что каждый	1	1
1810	не превращает	2	1
1811	волю в	1	1
1812	в третьей	1	1
1813	даже самая	1	1
1814	героя слово	1	1
1815	значение этих	1	1
1816	материал для	1	1
1817	бы для	1	1
1818	от друга	2	1
1819	отказаться от	1	1
1820	содержание в	1	1
1821	значение только	1	1
1822	является таким	1	1
1823	и внутренних	1	1
1824	героев или	1	1
1825	к научной	1	1
1826	становления и	1	1
1827	и социальные	1	1
1828	только сам	1	1
1829	пусть и	1	1
1830	на нее	1	1
1831	композиционной формой	1	1
1832	места в	1	1
1833	и диалога	1	1
1834	позицию по	2	1
1835	в бытии	1	1
1836	внешних и	1	1
1837	и другое	1	1
1838	сознания но	3	1
1839	не могли	3	1
1840	их художественного	1	1
1841	чтобы быть	2	1
1842	на равных	2	1
1843	личности совершается	1	1
1844	его поступки	1	1
1845	бы оно	1	1
1846	участие в	1	1
1847	как она	2	1
1848	большими и	1	1
1849	если и	2	1
1850	может только	1	1
1851	эти две	1	1
1852	и само	2	1
1853	является не	3	1
1854	как можно	3	1
1855	общественных отношений	1	1
1856	это происходит	1	1
1857	к концу	1	1
1858	и большого	1	1
1859	по убеждению	1	1
1860	как ее	2	1
1861	в авторском	4	1
1862	в событие	1	1
1863	которые обычно	1	1
1864	согласие с	1	1
1865	только и	1	1
1866	нисколько не	2	1
1867	единства бытия	1	1
1868	но уже	1	1
1869	идеи и	2	1
1870	материал его	2	1
1871	художественного внимания	1	1
1872	к изображаемому	2	1
1873	положений для	1	1
1874	в каждой	3	1
1875	бы действительно	1	1
1876	единство и	1	1
1877	говорит об	2	1
1878	ему как	1	1
1879	своей значимости	1	1
1880	а так	1	1
1881	действующие лица	1	1
1882	справедливо говорит	1	1
1883	одно сознание	3	1
1884	степени является	1	1
1885	выражение и	1	1
1886	ему не	2	1
1887	на них	1	1
1888	сознанию и	1	1
1889	свобода и	1	1
1890	от голоса	2	1
1891	от подлинного	1	1
1892	я люблю	1	1
1893	но его	1	1
1894	свой мир	1	1
1895	в стиле	1	1
1896	ними нет	1	1
1897	как предмета	1	1
1898	этого несовпадения	1	1
1899	также что	1	1
1900	о тебе	1	1
1901	что очень	1	1
1902	и других	8	1
1903	может претендовать	1	1
1904	приговоренный к	1	1
1905	тут и	2	1
1906	каждая из	1	1
1907	и происходит	1	1
1908	творческий процесс	1	1
1909	xx века	1	1
1910	в предисловии	1	1
1911	а его	3	1
1912	на свои	1	1
1913	случае если	1	1
1914	и утверждение	1	1
1915	личности самого	1	1
1916	чужой для	1	1
1917	таков наш	1	1
1918	автора он	1	1
1919	их взаимная	1	1
1920	и изображается	1	1
1921	автора к	1	1
1922	позволяет ему	2	1
1923	который мы	2	1
1924	выше в	1	1
1925	здесь только	1	1
1926	воспринимается как	3	1
1927	к жизненному	1	1
1928	его завершения	1	1
1929	смерти если	1	1
1930	самого автора	7	1
1931	этом мы	1	1
1932	нельзя назвать	1	1
1933	есть нечто	2	1
1934	судьбу как	1	1
1935	что достоевский	3	1
1936	мировой литературы	2	1
1937	есть как	1	1
1938	быть и	1	1
1939	этого художественного	1	1
1940	и во-вторых	1	1
1941	для авторской	1	1
1942	европейской художественной	1	1
1943	характерно для	2	1
1944	а по	1	1
1945	есть и	2	1
1946	дает им	1	1
1947	в науке	2	1
1948	герои как	2	1
1949	интерес представляет	2	1
1950	ним как	1	1
1951	независима от	1	1
1952	только такие	1	1
1953	стороны его	3	1
1954	совершенно новый	1	1
1955	всего художественного	1	1
1956	веры в	1	1
1957	изолированно а	1	1
1958	ним не	1	1
1959	стороны и	1	1
1960	только то	3	1
1961	в голосе	1	1
1962	с постоянным	1	1
1963	себя наше	1	1
1964	и противопоставить	1	1
1965	у бальзака	2	1
1966	личность как	1	1
1967	вы не	1	1
1968	к которой	1	1
1969	ведь если	1	1
1970	никакой надобности	1	1
1971	во мне	2	1
1972	на всю	1	1
1973	у нее	1	1
1974	или как	5	1
1975	признать что	1	1
1976	и всех	2	1
1977	чем является	2	1
1978	пределы одного	5	1
1979	знает и	2	1
1980	статье о	1	1
1981	действительности является	1	1
1982	числе и	1	1
1983	всех в	1	1
1984	как их	3	1
1985	вступают в	3	1
1986	сохраняет свою	1	1
1987	этот кругозор	2	1
1988	в книге	4	1
1989	к ней	1	1
1990	что если	4	1
1991	по всей	1	1
1992	со своими	6	1
1993	в большой	3	1
1994	и вы	2	1
1995	самой своей	1	1
1996	в плане	5	1
1997	реальность в	1	1
1998	действительности не	1	1
1999	роман и	1	1
2000	выражения в	1	1
2001	сталкиваются в	2	1
2002	завершающего слова	1	1
2003	к чужому	2	1
2004	связи между	1	1
2005	здесь остается	1	1
2006	обращаться к	1	1
2007	и отдельным	1	1
2008	действительно не	1	1
2009	сохраняя свою	1	1
2010	в голову	1	1
2011	друг от	2	1
2012	художественным целым	1	1
2013	слово за	1	1
2014	вся художественная	1	1
2015	что о	1	1
2016	другой и	1	1
2017	принимает его	1	1
2018	происходит в	1	1
2019	три момента	1	1
2020	художественное значение	3	1
2021	в виде	1	1
2022	свою речь	1	1
2023	и эта	3	1
2024	себе еще	2	1
2025	гораздо ближе	1	1
2026	это в	3	1
2027	конце концов	7	1
2028	таковой и	1	1
2029	бытия в	3	1
2030	всего романа	3	1
2031	не появляется	1	1
2032	он видел	2	1
2033	возможна только	1	1
2034	все возможные	5	1
2035	образ героя	6	1
2036	суда над	1	1
2037	своего облика	1	1
2038	дело обстоит	1	1
2039	само по	4	1
2040	голоса не	1	1
2041	ни принимало	1	1
2042	не слышит	1	1
2043	говорит не	1	1
2044	в е	2	1
2045	мира с	1	1
2046	себе а	1	1
