N	2gram	Bakhtin_KF	Problema
1306	отношении к	2	1
1307	но сам	1	1
1308	невозможна в	1	1
1309	излишен и	1	1
1310	жизни только	1	1
1311	вне его	1	1
1312	связанных с	1	1
1313	процесс и	2	1
1314	не случаен	1	1
1315	его содержимым	1	1
1316	вообще ни	1	1
1317	нас важно	2	1
1318	лучше всего	1	1
1319	мысли но	1	1
1320	в религии	1	1
1321	и будущего	1	1
1322	процессе познания	1	1
1323	содержание научного	1	1
1324	к содержанию	2	1
1325	мыслить как	1	1
1326	это-то и	1	1
1327	как к	2	1
1328	отнюдь еще	1	1
1329	их для	2	1
1330	мир в	12	1
1331	и также	1	1
1332	смысловой стороны	1	1
1333	здесь есть	1	1
1334	в последней	1	1
1335	мысль моя	1	1
1336	человек это	1	1
1337	делает возможным	1	1
1338	не могущий	1	1
1339	которых он	1	1
1340	этой мысли	1	1
1341	нашей точки	1	1
1342	причем все	1	1
1343	он становится	1	1
1344	смысле этого	1	1
1345	в движение	1	1
1346	различия между	1	1
1347	отступает на	1	1
1348	впервые делает	1	1
1349	остается и	1	1
1350	смысла его	1	1
1351	имеет место	1	1
1352	мистерий в	1	1
1353	все силы	1	1
1354	за свою	1	1
1355	и единственным	1	1
1356	к единству	1	1
1357	определяется с	2	1
1358	как все	1	1
1359	она только	1	1
1360	в системах	1	1
1361	не единственное	1	1
1362	я люблю	1	1
1363	не нужна	1	1
1364	на задний	1	1
1365	а просто	1	1
1366	с пустым	1	1
1367	можно взять	1	1
1368	до акта	1	1
1369	контекстов для	1	1
1370	не по	4	1
1371	в акте	3	1
1372	другой в	1	1
1373	моменты но	1	1
1374	следующие строки	1	1
1375	свою жизнь	2	1
1376	самого факта	2	1
1377	самое что	1	1
1378	он за	1	1
1379	этот факт	2	1
1380	не следует	2	1
1381	содержания а	1	1
1382	сознания для	1	1
1383	том кто	1	1
1384	нет не	1	1
1385	к которой	2	1
1386	это единственная	1	1
1387	пространства и	2	1
1388	бы по	1	1
1389	поскольку оно	1	1
1390	образом действительности	1	1
1391	того именно	2	1
1392	произведения не	1	1
1393	всем том	1	1
1394	и необходимое	1	1
1395	своей единственной	3	1
1396	и нашей	2	1
1397	бытия и	10	1
1398	конечно дело	1	1
1399	было с	1	1
1400	и единственный	5	1
1401	человечества но	1	1
1402	в мышлении	1	1
1403	главным образом	1	1
1404	всякий предмет	2	1
1405	и предметом	1	1
1406	может претендовать	1	1
1407	мир не	1	1
1408	этих объектов	1	1
1409	какого бы	1	1
1410	созерцания но	1	1
1411	тон его	1	1
1412	и индивидуального	1	1
1413	своем я	1	1
1414	которой все	2	1
1415	при созерцании	1	1
1416	он предполагает	1	1
1417	чтобы дать	2	1
1418	различия в	2	1
1419	объективного и	1	1
1420	единственной точке	1	1
1421	средних веков	1	1
1422	его построения	1	1
1423	все люди	1	1
1424	отвлеченный смысл	1	1
1425	это лишь	1	1
1426	но совсем	1	1
1427	под ним	2	1
1428	в противоречие	1	1
1429	или нет	1	1
1430	о каком-то	1	1
1431	содержания нет	1	1
1432	в принципе	2	1
1433	своей истории	2	1
1434	всего мы	1	1
1435	расположены в	1	1
1436	противоречие с	1	1
1437	контекст в	1	1
1438	нельзя жить	1	1
1439	не сможет	1	1
1440	меня а	1	1
1441	та область	1	1
1442	этим путем	2	1
1443	истины и	2	1
1444	он имеет	2	1
1445	акте в	1	1
1446	должна находиться	1	1
1447	вся его	1	1
1448	стороны в	3	1
1449	как необходимые	1	1
1450	и превращает	1	1
1451	выражения и	1	1
1452	выйти из	1	1
1453	именно при	1	1
1454	и специально	2	1
1455	может дать	3	1
1456	прочим и	1	1
1457	или сознания	1	1
1458	свое бытие	2	1
1459	я буду	3	1
1460	не заинтересованное	1	1
1461	сторона и	1	1
1462	не я	3	1
1463	сделать в	1	1
1464	сторона не	1	1
1465	где этот	2	1
1466	это с	1	1
1467	отсюда и	3	1
1468	будет со	1	1
1469	этой возможности	1	1
1470	вмещается в	1	1
1471	обозначает предмет	1	1
1472	психологии которая	1	1
1473	есть своеобразный	1	1
1474	стать человеческим	1	1
1475	не имеем	3	1
1476	в различных	1	1
1477	связь между	1	1
1478	всего человеческого	1	1
1479	единый план	3	1
1480	мира для	1	1
1481	и фактического	1	1
1482	бы два	1	1
1483	как таковую	1	1
1484	поступков в	1	1
1485	и эстетического	1	1
1486	в средние	1	1
1487	это существенно	1	1
1488	по которой	1	1
1489	этих последних	1	1
1490	и даль	1	1
1491	это область	2	1
1492	и волевой	1	1
1493	в контекст	2	1
1494	нам остается	1	1
1495	охватить и	1	1
1496	были в	1	1
1497	имеем и	1	1
1498	и входит	1	1
1499	в движении	1	1
1500	системах философии	1	1
1501	но конечно	3	1
1502	построения и	1	1
1503	действительно ли	2	1
1504	при установлении	1	1
1505	факт но	1	1
1506	и эстетических	1	1
1507	ведь можно	1	1
1508	что язык	1	1
1509	оставив только	1	1
1510	я есмь	4	1
1511	оперировать с	1	1
1512	только обозначает	1	1
1513	к человеку	1	1
1514	первом случае	1	1
1515	имеют в	1	1
1516	сознание в	1	1
1517	смысле в	2	1
1518	данном контексте	1	1
1519	форма не	1	1
1520	тобой и	1	1
1521	конечно здесь	1	1
1522	я во	1	1
1523	и этим	3	1
1524	слово не	3	1
1525	не субъективно	1	1
1526	и элементарная	1	1
1527	не от	1	1
1528	это очень	1	1
1529	лежит в	1	1
1530	понятиями но	1	1
1531	не была	1	1
1532	не мир	1	1
1533	о возможности	1	1
1534	раньше до	1	1
1535	всех его	2	1
1536	как жизнь	1	1
1537	познания поскольку	1	1
1538	и последняя	1	1
1539	мы познаем	1	1
1540	здесь же	1	1
1541	недостаток всех	1	1
1542	себя как	2	1
1543	эту особенность	1	1
1544	в мире	8	1
1545	в теоретических	6	1
1546	не существенно	1	1
1547	я есть	1	1
1548	его смысловую	1	1
1549	только слепо	1	1
1550	людьми и	1	1
1551	но никто	1	1
1552	дальше отходит	1	1
1553	единственный момент	1	1
1554	всех своих	4	1
1555	и отсюда	2	1
1556	не сказали	1	1
1557	акт как	2	1
1558	в содержание	1	1
1559	должен иметь	1	1
1560	как истинного	1	1
1561	действия в	1	1
1562	он вступает	1	1
1563	в живой	1	1
1564	данный момент	3	1
1565	имеют дело	1	1
1566	нет но	1	1
1567	не более	1	1
1568	так называемые	1	1
1569	оно ни	1	1
1570	в форме	1	1
1571	единичному как	1	1
1572	самого смысла	1	1
1573	в современной	3	1
1574	мыслить это	1	1
1575	значит быть	1	1
1576	единицы и	1	1
1577	всякого другого	1	1
1578	образом то	1	1
1579	мысль в	1	1
1580	случайна и	1	1
1581	содержание можно	1	1
1582	он пытается	1	1
1583	отражается и	1	1
1584	к живому	1	1
1585	в данный	3	1
1586	ни одно	5	1
1587	еще менее	1	1
1588	эти различения	2	1
1589	познания в	2	1
1590	наше время	1	1
1591	на пользу	1	1
1592	ли однако	1	1
1593	в оценке	1	1
1594	красота и	1	1
1595	всех отношениях	2	1
1596	мы прежде	1	1
1597	положения и	3	1
1598	вне себя	1	1
1599	в план	1	1
1600	такова же	1	1
1601	поскольку мы	4	1
1602	которого есть	1	1
1603	факта что	1	1
1604	в специальном	1	1
1605	сознания о	1	1
1606	другой именно	1	1
1607	и теоретической	1	1
1608	и из	1	1
1609	звучит для	1	1
1610	имеет с	1	1
1611	предполагает не	1	1
1612	искусства который	1	1
1613	смыслу и	2	1
1614	должен здесь	1	1
1615	в единый	1	1
1616	когена и	1	1
1617	него нет	1	1
1618	в единстве	8	1
1619	она становится	1	1
1620	которого все	1	1
1621	только описанием	1	1
1622	как не	1	1
1623	могут стать	2	1
1624	действительности только	1	1
1625	к пределу	1	1
1626	единая и	4	1
1627	мы отбросили	1	1
1628	а изображение	1	1
1629	и навсегда	2	1
1630	в моем	6	1
1631	показать что	1	1
1632	месте и	1	1
1633	конечно уже	1	1
1634	эстетики и	1	1
1635	отсюда ясно	1	1
1636	ничто в	1	1
1637	которые могут	1	1
1638	меня я	1	1
1639	не знать	1	1
1640	человек со	1	1
1641	который я	1	1
1642	который им	1	1
1643	своей жизни	1	1
1644	его самого	1	1
1645	стремится выразить	1	1
1646	я должен	7	1
1647	как целое	1	1
1648	что ей	1	1
1649	ни у	2	1
1650	даже к	1	1
1651	в историю	1	1
1652	смерти и	1	1
1653	как одно	1	1
1654	ее ни	1	1
1655	это событие	1	1
1656	задний план	1	1
1657	можно установить	1	1
1658	но здесь	3	1
1659	не знаю	1	1
1660	лежат в	3	1
1661	но лишь	7	1
1662	само это	1	1
1663	план и	1	1
1664	притом не	1	1
1665	что теоретически	1	1
1666	в истинности	1	1
1667	правильно или	1	1
1668	смысл в	3	1
1669	познания но	2	1
1670	общее положение	1	1
1671	мире с	1	1
1672	нет места	1	1
1673	и находит	1	1
1674	же время	2	1
1675	ее уже	1	1
1676	только это	2	1
1677	через него	1	1
1678	это суть	2	1
1679	и будущее	2	1
1680	мы правильно	1	1
1681	но себя	1	1
1682	его целом	10	1
1683	психический процесс	2	1
1684	уже нужно	1	1
1685	акт и	4	1
1686	к следующему	1	1
1687	своем месте	2	1
1688	принципа для	3	1
1689	как представитель	1	1
1690	целом в	1	1
1691	или более	1	1
1692	от научных	1	1
1693	этих терминов	1	1
1694	все с	1	1
1695	действительно в	1	1
1696	нее и	1	1
1697	этого момента	1	1
1698	поэтому он	1	1
1699	своего места	2	1
1700	стихийные силы	1	1
1701	события и	2	1
1702	или просто	1	1
1703	проникает в	5	1
1704	и точности	1	1
1705	и было	1	1
1706	даже для	1	1
1707	за которую	1	1
1708	понятен и	1	1
1709	суждения но	1	1
1710	этого она	1	1
1711	все во	2	1
1712	именно ее	1	1
1713	и небо	1	1
1714	их смыслового	1	1
1715	может породить	1	1
1716	эстетического созерцания	5	1
1717	она будет	1	1
1718	я теперь	1	1
1719	день и	1	1
1720	и мне	1	1
1721	отделить от	1	1
1722	эти бесконечные	1	1
1723	событие но	1	1
1724	эта функция	1	1
1725	категории являются	1	1
1726	когда оно	1	1
1727	смысловых моментов	2	1
1728	как таковая	1	1
1729	субъекта но	1	1
1730	знать о	1	1
1731	становления и	1	1
1732	человечества все	1	1
1733	мышлением и	1	1
1734	вошли в	2	1
1735	жизни может	1	1
1736	же будет	1	1
1737	ведь только	1	1
1738	один момент	1	1
1739	не подлежит	1	1
1740	им и	1	1
1741	там увы	1	1
1742	этого человека	1	1
1743	из бесконечных	1	1
1744	и оно	1	1
1745	является еще	1	1
1746	целого и	1	1
1747	чем эта	1	1
1748	он ни	2	1
1749	их развития	1	1
1750	может возникнуть	1	1
1751	не могу	3	1
1752	человека все	1	1
1753	и имеют	1	1
1754	он принимает	1	1
1755	с определенной	1	1
1756	субъекта и	1	1
1757	мы наблюдали	1	1
1758	бытия в	5	1
1759	разные моменты	1	1
1760	есть всегда	1	1
1761	к совершенно	1	1
1762	пор не	1	1
1763	где его	2	1
1764	закон но	1	1
1765	в большинстве	1	1
1766	его жизнью	1	1
1767	как из	1	1
1768	контекста в	2	1
1769	нами и	1	1
1770	но эту	1	1
1771	по всей	1	1
1772	далеко от	1	1
1773	нужно помнить	1	1
1774	и каждая	1	1
1775	единство он	1	1
1776	в категориях	4	1
1777	и экономической	1	1
1778	связи между	1	1
1779	меня самого	1	1
1780	момента и	2	1
1781	познание мира	1	1
1782	путем скачка	1	1
1783	жизни которой	1	1
1784	ни был	2	1
1785	не это	1	1
1786	чистого смысла	1	1
1787	а эти	1	1
