N	2gram	Vygotskiy_	Literetu
1302	других в	1	1
1303	или даже	2	1
1304	есть только	1	1
1305	перейти к	4	1
1306	на одном	2	1
1307	на все	7	1
1308	стороны на	1	1
1309	и со	1	1
1310	собой мы	1	1
1311	один и	5	1
1312	мы находим	1	1
1313	нисколько не	2	1
1314	в условиях	3	1
1315	это было	1	1
1316	потребности и	1	1
1317	свою внутреннюю	2	1
1318	с другом	10	1
1319	его же	2	1
1320	мысль его	1	1
1321	говорит об	2	1
1322	или менее	1	1
1323	в одной	2	1
1324	мысли в	5	1
1325	и полностью	2	1
1326	в меру	4	1
1327	за этой	1	1
1328	этих двух	4	1
1329	что эти	4	1
1330	к одному	4	1
1331	которая как	2	1
1332	альфа и	1	1
1333	тем чем	2	1
1334	существует только	2	1
1335	имеет своей	1	1
1336	истина и	1	1
1337	тем сильнее	1	1
1338	и эти	2	1
1339	с практической	2	1
1340	высшей стадии	1	1
1341	по которому	1	1
1342	известном отношении	2	1
1343	ли уже	1	1
1344	таинственный и	1	1
1345	просто как	1	1
1346	а просто	2	1
1347	мы рассмотрели	2	1
1348	нужно в	1	1
1349	возможным и	1	1
1350	в самых	4	1
1351	он легко	1	1
1352	две стороны	1	1
1353	предметом нашего	1	1
1354	согласиться что	1	1
1355	т.п и	1	1
1356	словами то	1	1
1357	при участии	1	1
1358	бы назвать	1	1
1359	сохраняют свою	1	1
1360	мы узнаем	1	1
1361	это приводит	1	1
1362	есть альфа	1	1
1363	вопрос как	4	1
1364	не сказал	1	1
1365	и слова	1	1
1366	новой для	1	1
1367	необходимым для	1	1
1368	и деятельность	1	1
1369	к тем	1	1
1370	под натиском	1	1
1371	и их	4	1
1372	он этого	1	1
1373	плана в	1	1
1374	ситуация в	2	1
1375	и признается	1	1
1376	оказывается что	1	1
1377	кто не	2	1
1378	конечно в	1	1
1379	в трех	1	1
1380	говоря о	2	1
1381	на всю	2	1
1382	нам о	1	1
1383	развивается в	1	1
1384	поздний и	1	1
1385	и влечет	1	1
1386	но то	1	1
1387	значение слова	4	1
1388	знает и	1	1
1389	является главной	1	1
1390	ту самую	1	1
1391	человека которая	1	1
1392	решающую роль	1	1
1393	с различными	1	1
1394	частный случай	4	1
1395	к ней	1	1
1396	условиях но	1	1
1397	в плане	2	1
1398	к опыту	1	1
1399	отношений в	4	1
1400	в четвертом	2	1
1401	является той	1	1
1402	того времени	1	1
1403	в царство	1	1
1404	в высшей	3	1
1405	обращаться к	1	1
1406	эту мысль	2	1
1407	это означает	1	1
1408	сознания я	2	1
1409	тем чтобы	1	1
1410	к личному	1	1
1411	к новому	1	1
1412	в период	1	1
1413	и тому	2	1
1414	письма в	1	1
1415	т.д и	2	1
1416	языка если	1	1
1417	а слова	1	1
1418	эти два	1	1
1419	которое мы	1	1
1420	не хватает	1	1
1421	конце концов	2	1
1422	лучшем случае	4	1
1423	как ему	1	1
1424	не тому	2	1
1425	в года	1	1
1426	по нашему	1	1
1427	дальше в	1	1
1428	само по	2	1
1429	и конец	1	1
1430	вопроса не	1	1
1431	иное как	2	1
1432	для другого	4	1
1433	себе а	1	1
