N	2gram	Medvedev_F	Vvedenie
1298	же всего	1	1
1299	или с	1	1
1300	сторон в	1	1
1301	языке мы	1	1
1302	они должны	2	1
1303	первостепенное значение	1	1
1304	и глубокого	1	1
1305	не задает	1	1
1306	установка на	3	1
1307	теоретической мысли	3	1
1308	техники и	3	1
1309	искусств и	1	1
1310	языка к	2	1
1311	анализа и	1	1
1312	остается еще	1	1
1313	в высшей	4	1
1314	к которому	2	1
1315	в реальном	1	1
1316	истории русской	1	1
1317	на отдельные	2	1
1318	не значит	1	1
1319	материала к	1	1
1320	части этой	1	1
1321	только при	2	1
1322	действительно не	1	1
1323	своеобразия и	1	1
1324	и от	9	1
1325	слове в	1	1
1326	у разных	1	1
1327	них как	1	1
1328	и техника	2	1
1329	бы сказать	1	1
1330	явлений у	1	1
1331	образом в	1	1
1332	искусства со	1	1
1333	настоящее время	11	1
1334	понимает как	1	1
1335	же в	4	1
1336	науки как	1	1
1337	в способах	1	1
1338	самом процессе	1	1
1339	самый материал	1	1
1340	русской литературы	2	1
1341	русского литературного	2	1
1342	конкретное единство	2	1
1343	что без	1	1
1344	момент в	1	1
1345	литература в	4	1
1346	науке о	1	1
1347	и прежде	3	1
1348	содержанию и	2	1
1349	каждое из	1	1
1350	этого и	1	1
1351	же мы	1	1
1352	что содержание	2	1
1353	до тех	1	1
1354	стремлением к	3	1
1355	социального общения	8	1
1356	наук она	1	1
1357	и задачи	1	1
1358	он был	1	1
1359	более точного	1	1
1360	язык или	1	1
1361	как момент	1	1
1362	не лучше	2	1
1363	очень трудно	1	1
1364	вопросов и	2	1
1365	мира в	2	1
1366	как предмет	3	1
1367	были в	1	1
1368	новых художественных	2	1
1369	язык например	2	1
1370	своему материалу	1	1
1371	на элемент	1	1
1372	была поддержана	1	1
1373	которые одновременно	1	1
1374	и новые	1	1
1375	изучать не	1	1
1376	приходится с	1	1
1377	каким был	1	1
1378	в отдельных	1	1
1379	для исследования	1	1
1380	исследователя литературы	1	1
1381	совокупности всех	2	1
1382	или иного	8	1
1383	к этим	2	1
1384	могут дать	1	1
1385	ведь и	1	1
1386	остановиться на	2	1
1387	та или	1	1
1388	идей и	1	1
1389	только потому	1	1
1390	что литературное	1	1
1391	для этой	2	1
1392	всем что	1	1
1393	и входит	1	1
1394	в системе	3	1
1395	если можно	1	1
1396	бы уже	1	1
1397	своих основных	1	1
1398	есть система	1	1
1399	можно с	1	1
1400	и искусство	1	1
1401	меньшей степени	1	1
1402	чтобы не	2	1
1403	в совершенстве	1	1
1404	именно это	1	1
1405	языке как	5	1
1406	то или	1	1
1407	в самой	2	1
1408	в настоящее	11	1
1409	дело обстоит	2	1
1410	имеет значение	1	1
1411	культуры или	1	1
1412	был быть	1	1
1413	с языком	1	1
1414	и особенно	3	1
1415	искусства науки	2	1
1416	увидим далее	1	1
1417	литературы не	1	1
1418	словом чтобы	1	1
1419	что на	3	1
1420	познания в	1	1
1421	почти не	2	1
1422	не то	3	1
1423	слова и	5	1
1424	должно изучать	1	1
1425	нее не	2	1
1426	мы скорее	1	1
1427	действительно в	1	1
1428	с разных	1	1
1429	можно указать	1	1
1430	эту формулу	1	1
1431	искусства в	4	1
1432	в первой	2	1
1433	вся эта	2	1
1434	о ней	1	1
1435	и самый	3	1
1436	в составе	1	1
1437	он действительно	2	1
1438	он должен	4	1
1439	того о	1	1
1440	более того	6	1
1441	эту задачу	1	1
1442	исследования в	2	1
1443	языков но	1	1
1444	этом необходимо	1	1
1445	проявлялось в	1	1
