N	2gram	Losev_Dial	Freidism
1316	иметь в	4	1
1317	что хотя	1	1
1318	но его	1	1
1319	пр все	1	1
1320	в каждом	4	1
1321	многом и	1	1
1322	не говоря	1	1
1323	проявляет себя	1	1
1324	на те	1	1
1325	отношении совершенно	1	1
1326	сон в	1	1
1327	того или	1	1
1328	только ему	1	1
1329	нами как	1	1
1330	же все	1	1
1331	может иметь	6	1
1332	человек как	1	1
1333	поэтому и	3	1
1334	в опыте	1	1
1335	и быть	2	1
1336	это конечно	5	1
1337	и других	1	1
1338	а к	1	1
1339	виду их	1	1
1340	как ни	3	1
1341	в мифологии	7	1
1342	тут и	2	1
1343	только путем	1	1
1344	борьбы за	1	1
1345	при чтении	1	1
1346	данный момент	1	1
1347	оно конечно	1	1
1348	которую мы	1	1
1349	себе свою	2	1
1350	надо было	1	1
1351	образ по	1	1
1352	связи с	3	1
1353	говорил о	2	1
1354	показывает что	2	1
1355	философской и	1	1
1356	может даже	1	1
1357	все остальные	1	1
1358	но при	1	1
1359	так мы	1	1
1360	– он	1	1
1361	другом и	1	1
1362	и почти	6	1
1363	и научно	1	1
1364	который мы	1	1
1365	т д	28	1
1366	его голову	1	1
1367	на женщину	1	1
1368	или не	5	1
1369	тому как	1	1
1370	не по	2	1
1371	по этой	2	1
1372	других обстоятельствах	1	1
1373	что всякий	1	1
1374	и собственно	1	1
1375	узком в	1	1
1376	есть так	2	1
1377	самого организма	2	1
1378	взглянуть на	1	1
1379	и нигде	4	1
1380	сходство того	1	1
1381	кажется что	1	1
1382	значит –	2	1
1383	не будет	2	1
1384	с ужасом	1	1
1385	но она	4	1
1386	реакции на	1	1
1387	не с	5	1
1388	мыслей чувств	1	1
1389	что эта	5	1
1390	одно и	8	1
1391	она хочет	1	1
1392	пор не	1	1
1393	можно с	1	1
1394	как он	5	1
1395	в тех	2	1
1396	становится на	1	1
1397	до чего	1	1
1398	от земли	2	1
1399	можно было	5	1
1400	их бытие	1	1
1401	оказывается что	1	1
1402	кто не	1	1
1403	есть лишь	1	1
1404	вот что	1	1
1405	– ровно	1	1
1406	говоря о	2	1
1407	сами эти	1	1
1408	еще в	2	1
1409	три основных	1	1
1410	болезнь и	1	1
1411	даже не	4	1
1412	социального контекста	1	1
1413	стороны и	4	1
1414	убивает в	1	1
1415	во вне	1	1
1416	и глубину	1	1
1417	и времени	4	1
1418	в современной	2	1
1419	ни разу	1	1
1420	чтобы их	1	1
1421	можно найти	2	1
1422	как же	8	1
1423	не касается	1	1
1424	при других	1	1
1425	но этот	1	1
1426	сама она	1	1
1427	эту идею	1	1
1428	явление будет	1	1
1429	как то	1	1
1430	узкого круга	1	1
1431	вы видите	1	1
1432	самую точку	1	1
1433	нет нужды	1	1
1434	и всех	4	1
1435	физическое явление	1	1
1436	у которого	1	1
1437	форме мы	1	1
1438	мысль о	2	1
1439	такова первая	1	1
1440	могла бы	2	1
1441	и совершенно	4	1
1442	нем и	2	1
1443	или еще	1	1
1444	но всегда	2	1
1445	ни одной	1	1
1446	я в	3	1
1447	диалектической но	1	1
1448	всех его	1	1
1449	истории и	1	1
1450	никакого отношения	1	1
1451	что можно	1	1
1452	миф –	10	1
1453	мы всегда	2	1
1454	переходит на	1	1
1455	свое учение	2	1
1456	что если	4	1
1457	него и	1	1
1458	и объективно	1	1
1459	чем она	2	1
1460	со своими	2	1
1461	– наиболее	2	1
1462	мир –	1	1
1463	одного из	1	1
1464	– увы	2	1
1465	общего с	6	1
1466	культуры и	1	1
1467	в понимании	1	1
1468	и самого	1	1
1469	и борьба	1	1
1470	все больше	1	1
1471	и глубокое	1	1
1472	нуждаются для	1	1
1473	друг другу	4	1
1474	и каждый	1	1
1475	с самых	1	1
1476	сновидений и	1	1
1477	которые в	1	1
1478	дополняют друг	1	1
1479	когда они	3	1
1480	выражения в	2	1
1481	только по	1	1
1482	всем том	1	1
1483	сказать я	1	1
1484	это дает	1	1
1485	еще одно	1	1
1486	мы будем	2	1
1487	сознания конечно	1	1
1488	отождествляется с	7	1
1489	же в	2	1
1490	бытия и	1	1
1491	действительно в	2	1
1492	формуле в	1	1
1493	впасть в	1	1
1494	мы теперь	1	1
1495	общества и	1	1
1496	иной раз	7	1
1497	нужно отнести	1	1
1498	как будто	7	1
1499	представление об	1	1
1500	на то	5	1
1501	основная и	1	1
1502	вот –	4	1
1503	себе самому	1	1
1504	процесса и	1	1
1505	бы ни	3	1
1506	в данный	1	1
1507	из глубины	1	1
1508	на мир	2	1
1509	же это	6	1
1510	здесь мы	1	1
1511	– тот	1	1
1512	может и	5	1
1513	себе как	3	1
1514	верно только	1	1
1515	есть ли	3	1
1516	случае это	1	1
1517	человека но	2	1
1518	разве только	1	1
1519	и чем	1	1
1520	от всего	2	1
1521	данное в	1	1
1522	в один	3	1
1523	им не	1	1
1524	следует за	2	1
1525	происходит в	2	1
1526	что на	2	1
1527	есть не	8	1
1528	иное как	4	1
1529	жизненных явлений	1	1
1530	и самый	1	1
1531	превращаются в	1	1
1532	он действительно	1	1
1533	– дурная	1	1
1534	оно или	3	1
1535	и объективен	2	1
1536	себе а	2	1
