N	2gram	Bakhtin_Pr	Literetu
1302	художественной воли	4	1
1303	процесса и	2	1
1304	которые были	3	1
1305	первое из	1	1
1306	о тебе	1	1
1307	приходится признать	1	1
1308	за себя	2	1
1309	в точке	5	1
1310	радости и	1	1
1311	независимо от	1	1
1312	всех этих	3	1
1313	плену в	1	1
1314	в один	2	1
1315	мир но	1	1
1316	не показывает	1	1
1317	и особенно	2	1
1318	он должен	1	1
1319	это он	1	1
1320	одного и	2	1
1321	точкам зрения	1	1
1322	в пространстве	3	1
1323	наше время	1	1
1324	мы видели	3	1
1325	лишь по	1	1
1326	которая и	1	1
1327	принципом видения	1	1
1328	романы достоевского	3	1
1329	уже тем	1	1
1330	в единство	8	1
1331	можно только	1	1
1332	быть он	1	1
1333	пути по	1	1
1334	нет а	1	1
1335	преступления и	2	1
1336	в последующих	2	1
1337	социальной жизни	2	1
1338	до сих	3	1
1339	он уже	2	1
1340	и здесь	5	1
1341	является здесь	1	1
1342	не позволяет	2	1
1343	достоевского в	21	1
1344	во множестве	1	1
1345	котором не	1	1
1346	его уже	1	1
1347	них в	2	1
1348	и свою	2	1
1349	тут мы	1	1
1350	не служит	2	1
1351	в основном	2	1
1352	достоевского всегда	2	1
1353	наиболее существенных	2	1
1354	его с	2	1
1355	образа и	1	1
1356	материала но	1	1
1357	дороги и	1	1
1358	другого человека	4	1
1359	своего образа	1	1
1360	герой нашего	1	1
1361	представляют собой	1	1
1362	что это	1	1
1363	становится человеком	2	1
1364	своей сущности	1	1
1365	эту жизнь	1	1
1366	если именно	1	1
1367	художественном отношении	1	1
1368	в большом	3	1
1369	его внутреннего	1	1
1370	явление в	1	1
1371	его на	2	1
1372	не исчерпывается	3	1
1373	от этой	1	1
1374	поэтому в	2	1
1375	в человеке	15	1
1376	все те	2	1
1377	их как	1	1
1378	к сознанию	2	1
1379	его мир	2	1
1380	и делает	1	1
1381	опоры для	2	1
1382	узнать все	1	1
1383	него нет	3	1
1384	не могут	6	1
1385	ждет от	1	1
1386	себя этим	1	1
1387	и сделать	2	1
1388	его собственными	1	1
1389	творчества и	2	1
1390	ряде других	2	1
1391	оказывается в	1	1
1392	из величайших	1	1
1393	своего романа	2	1
1394	именно оно	1	1
1395	иметь в	1	1
1396	в моем	1	1
1397	ни одно	1	1
1398	каждой индивидуальной	1	1
1399	сознание от	1	1
1400	это конечно	1	1
1401	не размыкает	1	1
1402	свою жизнь	2	1
1403	как при	1	1
1404	бы им	1	1
1405	мышления о	1	1
1406	одно слово	1	1
1407	этот тип	1	1
1408	не делает	1	1
1409	роман о	1	1
1410	и действительно	1	1
1411	в процессе	4	1
1412	не знал	1	1
1413	есть нечто	2	1
1414	как личность	1	1
1415	может стать	1	1
1416	подхода к	2	1
1417	и так	1	1
1418	с собою	3	1
1419	сознания при	1	1
1420	от его	1	1
1421	и герой	2	1
1422	них он	1	1
1423	диалогическими отношениями	1	1
1424	правда не	1	1
1425	быть назван	1	1
1426	души все	1	1
1427	и были	1	1
1428	подлинный и	1	1
1429	слова это	1	1
1430	в которых	2	1
1431	к героям	1	1
1432	толстого и	2	1
1433	не приводит	1	1
1434	ему и	1	1
1435	о котором	1	1
1436	именно поэтому	1	1
1437	под собою	1	1
1438	зависимости от	5	1
1439	в известном	1	1
1440	достоевского это	2	1
1441	друг от	2	1
1442	и умеет	1	1
1443	своих границах	1	1
1444	в воздухе	1	1
1445	первой главе	1	1
1446	к другому	2	1
1447	слова о	1	1
1448	что позволяет	1	1
1449	и умирает	1	1
1450	то здесь	1	1
1451	увидел себя	1	1
1452	новые идеи	1	1
1453	автора но	2	1
1454	изучение поэтики	1	1
1455	ее на	1	1
1456	но тут	1	1
1457	второго порядка	2	1
1458	и осмысленной	1	1
1459	в диалоге	3	1
1460	перейти в	1	1
1461	же я	1	1
1462	не перед	1	1
1463	а внутри	1	1
1464	отличается от	3	1
1465	карамазова и	5	1
1466	что мы	2	1
1467	что нередко	1	1
1468	совершенно иной	1	1
1469	не считал	1	1
1470	жизненной позицией	1	1
1471	как пример	1	1
1472	где есть	1	1
1473	слышат друг	2	1
1474	было стать	1	1
1475	совпадает с	3	1
1476	задний план	1	1
1477	высказывания и	1	1
1478	к сверхличному	1	1
1479	мы его	2	1
1480	в иной	1	1
1481	бы по	1	1
1482	можно лишь	1	1
1483	путь которым	1	1
1484	героем и	2	1
1485	человека от	2	1
1486	самого автора	7	1
1487	героев достоевского	5	1
1488	остается только	1	1
1489	авторского замысла	4	1
1490	именно на	2	1
1491	значение для	2	1
1492	чужое сознание	2	1
1493	впрочем и	1	1
1494	ощущается как	1	1
1495	чтобы она	1	1
1496	они все	1	1
1497	переходит к	2	1
1498	и наиболее	1	1
1499	с автором	1	1
1500	ее с	3	1
1501	как проблема	1	1
1502	он по	1	1
1503	в мир	4	1
1504	ни были	2	1
1505	борьбу и	1	1
1506	времени и	1	1
1507	и земли	2	1
1508	теперь не	1	1
1509	он есть	5	1
1510	в каком	2	1
1511	иным его	1	1
1512	сознаний с	5	1
1513	потому и	2	1
1514	своей индивидуальной	1	1
1515	и идеи	6	1
1516	глубокое и	3	1
1517	и там	1	1
1518	на две	1	1
1519	и поскольку	1	1
1520	средствами это	1	1
1521	общением с	1	1
1522	если мы	1	1
1523	окружающий его	1	1
1524	и во	2	1
1525	принадлежит к	1	1
1526	в самую	2	1
1527	россии где	1	1
1528	произведения и	2	1
1529	пьер безухов	1	1
1530	но именно	5	1
1531	литературой о	1	1
1532	за пределами	2	1
1533	человека из	4	1
1534	только при	3	1
1535	характера и	2	1
1536	в определенном	1	1
1537	диалогическое взаимодействие	1	1
1538	в каждый	1	1
1539	рождается в	1	1
1540	котором мы	2	1
1541	пути своего	1	1
1542	на этот	2	1
1543	к прошлому	1	1
1544	взаимодействия с	1	1
1545	и достоевского	1	1
1546	познающий субъект	1	1
1547	не стоит	1	1
1548	здесь и	2	1
1549	же автора	1	1
1550	я вам	1	1
1551	у которого	1	1
1552	чистой функции	1	1
1553	воспитания и	1	1
1554	лишь за	1	1
1555	в произведениях	5	1
1556	мира не	2	1
1557	последнего времени	1	1
1558	нет дела	1	1
1559	другого и	1	1
1560	высшего порядка	1	1
1561	в другое	3	1
1562	мир во	1	1
1563	внешнее и	1	1
1564	смерти как	1	1
1565	нашему мнению	3	1
1566	поэтому он	1	1
1567	высшей степени	2	1
1568	не знают	2	1
1569	слова так	1	1
1570	именно к	2	1
1571	его автора	1	1
1572	в диалогическое	1	1
1573	говорил в	1	1
1574	последовательно в	1	1
1575	даже когда	1	1
1576	опоры вне	1	1
1577	после которого	1	1
1578	быть художником	1	1
1579	выходит за	2	1
1580	ничем не	2	1
1581	многих других	1	1
1582	нет ни	5	1
1583	хоть и	3	1
1584	внутренней личности	1	1
1585	с начала	2	1
1586	такого героя	3	1
1587	сам он	5	1
1588	того как	1	1
1589	роль и	1	1
1590	голоса в	2	1
1591	по своим	4	1
1592	человека или	1	1
1593	всякий человек	1	1
1594	всякого человека	1	1
1595	художников слова	1	1
1596	которых он	1	1
1597	и принципиально	1	1
1598	или с	1	1
1599	этой мысли	1	1
1600	человек является	1	1
1601	к субъективному	1	1
1602	своей не	1	1
1603	ни на	2	1
1604	развитии и	1	1
1605	не риторически	1	1
1606	сознания это	2	1
1607	в вечности	1	1
1608	романе достоевского	11	1
1609	может показаться	1	1
1610	все это	12	1
1611	миры еще	1	1
1612	художественного задания	3	1
1613	самом во	1	1
1614	и позицией	1	1
1615	личности его	1	1
1616	и страшной	1	1
1617	этого пути	1	1
1618	по ту	2	1
1619	слова а	3	1
1620	над героем	1	1
1621	в движение	1	1
1622	слова не	1	1
1623	собственного слова	1	1
1624	чужим сознанием	1	1
1625	в виде	1	1
1626	целиком в	1	1
1627	прошлому и	1	1
1628	вся художественная	1	1
1629	что ни	1	1
1630	себе но	2	1
1631	материал для	1	1
1632	от друга	2	1
1633	отказаться от	1	1
1634	или в	2	1
1635	и внутренних	1	1
1636	и единственного	1	1
1637	и вы	2	1
1638	полноправного субъекта	1	1
1639	но эта	4	1
1640	же по	3	1
1641	места в	1	1
1642	в бытии	1	1
1643	единой и	1	1
1644	внешних и	1	1
1645	сознания но	3	1
1646	тяготение к	1	1
1647	кому я	1	1
1648	вообще не	1	1
1649	чтобы быть	2	1
1650	сама по	3	1
1651	более что	2	1
1652	случае не	1	1
1653	ведь он	2	1
1654	ни есть	1	1
1655	а некоторая	1	1
1656	не предполагает	1	1
1657	лежит на	1	1
1658	я бы	1	1
1659	или даже	2	1
1660	не слышат	1	1
1661	человеком в	1	1
1662	является принципом	1	1
1663	общественных отношений	1	1
1664	иной раз	1	1
1665	есть только	5	1
1666	живой и	1	1
1667	смысловой итог	1	1
1668	перейти к	1	1
1669	на одном	1	1
1670	в соединении	1	1
1671	не столь	1	1
1672	и со	3	1
1673	действительным и	1	1
1674	и всякой	2	1
1675	как слова	1	1
1676	не создает	1	1
1677	в новом	1	1
1678	только и	1	1
1679	нисколько не	2	1
1680	в условиях	4	1
1681	войти в	2	1
1682	это было	3	1
1683	свою внутреннюю	2	1
1684	с другом	4	1
1685	но особенно	1	1
1686	два десятилетия	1	1
1687	мысль его	1	1
1688	говорит об	2	1
1689	ему как	1	1
1690	или менее	1	1
1691	в одной	9	1
1692	мысли в	2	1
1693	не все	2	1
1694	дела до	1	1
1695	герой как	3	1
1696	бы ни	1	1
1697	бы это	1	1
1698	нам лишь	1	1
1699	остается вне	2	1
1700	выражение и	1	1
1701	ему не	2	1
1702	активности и	1	1
1703	как угодно	1	1
1704	ко мне	1	1
1705	он строит	2	1
1706	к одному	1	1
1707	критиков и	1	1
1708	вопрос не	1	1
1709	которая как	1	1
1710	становится одним	1	1
1711	своего индивидуального	1	1
1712	своего сознания	2	1
1713	существует только	2	1
1714	бы во	2	1
1715	там ни	1	1
1716	и эти	1	1
1717	и сила	2	1
1718	воли к	1	1
1719	отсюда и	2	1
1720	на задний	1	1
1721	борьбы за	1	1
1722	как художника	1	1
1723	объективного мира	1	1
1724	сам его	1	1
1725	двух основных	1	1
1726	есть борьба	1	1
1727	личности самого	1	1
1728	главные герои	1	1
1729	он легко	1	1
1730	две стороны	1	1
1731	он нам	1	1
1732	т.п и	1	1
1733	ни один	5	1
1734	нечто прямо	1	1
1735	воспринимается как	3	1
1736	с полным	1	1
1737	другому сознанию	1	1
1738	вся жизнь	1	1
1739	в новый	1	1
1740	не сказал	1	1
1741	своего творчества	1	1
1742	быть и	1	1
1743	и слова	1	1
1744	этого художественного	1	1
1745	андрей болконский	1	1
1746	и их	7	1
1747	плана в	2	1
1748	одного человека	2	1
1749	что образ	2	1
1750	конечно в	2	1
1751	тень в	1	1
1752	резко отличается	1	1
1753	не следует	1	1
1754	и времени	1	1
1755	в голосе	1	1
1756	лишь как	6	1
1757	человека с	1	1
1758	ведь если	1	1
1759	на всю	1	1
1760	почти никогда	2	1
1761	и всех	2	1
1762	каждый жест	1	1
1763	пространства и	1	1
1764	не другой	1	1
1765	в колею	1	1
1766	знает и	2	1
1767	индивидуальной души	1	1
1768	с различными	1	1
1769	сознания вполне	1	1
1770	в книге	4	1
1771	к ней	1	1
1772	по всей	1	1
1773	и вне	2	1
1774	достоевского с	8	1
1775	данного произведения	2	1
1776	действительной жизни	1	1
1777	в литературном	1	1
1778	характер не	2	1
1779	в плане	5	1
1780	как другое	1	1
1781	реальность в	1	1
1782	к произведениям	1	1
1783	действительности не	1	1
1784	уж не	1	1
1785	своим художественным	1	1
1786	у меня	4	1
1787	он знает	3	1
1788	в темах	1	1
1789	приводит их	1	1
1790	к чужому	2	1
1791	в высшей	2	1
1792	обращаться к	1	1
1793	далека от	1	1
1794	был уверен	1	1
1795	сознания его	1	1
1796	контексте его	1	1
1797	обращенными к	1	1
1798	сознаний все	1	1
1799	особенно интересны	1	1
1800	идет не	6	1
1801	в создании	1	1
1802	и эта	3	1
1803	а говоря	1	1
1804	теории искусства	1	1
1805	мира с	1	1
1806	основных идей	1	1
1807	конце концов	7	1
1808	лучшем случае	3	1
1809	по нашему	5	1
1810	дальше в	1	1
1811	само по	4	1
1812	самосознания в	5	1
1813	возможна только	1	1
1814	себе а	1	1
