N	2gram	Vygotskiy_	Analitik
1299	пространственных и	1	1
1300	действительной жизни	1	1
1301	предположение о	1	1
1302	которые могут	3	1
1303	встречающихся в	1	1
1304	лишь по	1	1
1305	которая и	1	1
1306	уже на	1	1
1307	слова еще	1	1
1308	уже с	1	1
1309	от нее	4	1
1310	знаков и	1	1
1311	на деле	6	1
1312	связи и	4	1
1313	собственном смысле	12	1
1314	вопрос почему	1	1
1315	ни малейшего	2	1
1316	характерная для	1	1
1317	ошибочно и	1	1
1318	обоих этих	1	1
1319	отношению ко	1	1
1320	в последнем	1	1
1321	существенным для	2	1
1322	этой проблемы	2	1
1323	не мешает	1	1
1324	внимание как	1	1
1325	словом которое	1	1
1326	представить себе	3	1
1327	и сейчас	1	1
1328	как содержание	1	1
1329	происходит нечто	1	1
1330	в основном	6	1
1331	часто с	1	1
1332	высшая форма	1	1
1333	он только	1	1
1334	итак мы	1	1
1335	его с	1	1
1336	но едва	1	1
1337	уже содержит	1	1
1338	третьей и	1	1
1339	на ее	1	1
1340	ср с	1	1
1341	говорит нам	1	1
1342	иметь возможность	1	1
1343	эту фазу	1	1
1344	что вопреки	1	1
1345	к общему	2	1
1346	же образом	2	1
1347	подлежит никакому	2	1
1348	к установлению	2	1
1349	различных форм	1	1
1350	целого ряда	2	1
1351	ситуацией и	1	1
1352	в действии	8	1
1353	в область	2	1
1354	задолго до	2	1
1355	в живых	1	1
1356	все те	1	1
1357	речи как	4	1
1358	с внешней	2	1
1359	к выводу	2	1
1360	интеллектуальной операции	2	1
1361	формой мышления	3	1
1362	что начальные	1	1
1363	для них	3	1
1364	и делает	1	1
1365	однако он	1	1
1366	переходя к	1	1
1367	будет иметь	1	1
1368	речи от	2	1
1369	и вновь	1	1
1370	мы встречаемся	1	1
1371	в темноте	1	1
1372	не на	2	1
1373	как с	4	1
1374	они были	1	1
1375	из сказанного	1	1
1376	задачи как	2	1
1377	уже неоднократно	1	1
1378	эти понятия	1	1
1379	этого процесса	10	1
1380	о природе	1	1
1381	функции и	2	1
1382	говорящего и	1	1
1383	приобретает в	1	1
1384	однако мы	1	1
1385	благодаря своей	1	1
1386	наблюдений над	2	1
1387	с ней	4	1
1388	в наших	2	1
1389	ситуаций или	1	1
1390	одновременно с	2	1
1391	основанием для	1	1
1392	с прежним	1	1
1393	том виде	4	1
1394	развития в	4	1
1395	ведущие к	1	1
1396	поведения то	1	1
1397	уже говорили	6	1
1398	же самый	1	1
1399	судить по	1	1
1400	то время	5	1
1401	и хотя	1	1
1402	другой как	1	1
1403	ту или	1	1
1404	к которым	8	1
1405	относятся к	4	1
1406	в любых	1	1
1407	также не	2	1
1408	иных элементов	1	1
1409	к действительному	1	1
1410	не выступают	1	1
1411	возникает лишь	1	1
1412	с полной	1	1
1413	является одновременно	1	1
1414	в которых	3	1
1415	не приводит	2	1
1416	том смысле	3	1
1417	правда не	1	1
1418	так называемая	4	1
1419	он есть	1	1
1420	том как	1	1
1421	внешняя речь	1	1
1422	между ним	1	1
1423	что вообще	1	1
1424	своей внешней	1	1
1425	или простого	1	1
1426	скажем в	1	1
1427	аналогии с	2	1
1428	стороны с	1	1
1429	слов которые	2	1
1430	не входит	1	1
1431	к той	2	1
1432	без которых	1	1
1433	это глубокое	1	1
1434	зрения что	1	1
1435	смысле что	2	1
1436	он выступает	1	1
1437	другой для	1	1
1438	является для	2	1
1439	без наличия	1	1
1440	особенно для	1	1
1441	одним и	5	1
1442	свое внимание	1	1
1443	оказывается достаточно	1	1
1444	ни на	3	1
1445	функцию в	1	1
1446	к конкретным	1	1
1447	один ряд	2	1
1448	поэтому не	2	1
1449	виду не	1	1
1450	вытекает из	2	1
1451	столько с	1	1
1452	является также	1	1
1453	сливается с	1	1
1454	это понятие	2	1
1455	видим что	2	1
1456	принципиальная разница	1	1
1457	об одном	1	1
1458	оба эти	5	1
1459	всеми остальными	3	1
1460	на той	1	1
1461	и между	4	1
1462	на том	3	1
1463	это все	1	1
1464	понятия это	1	1
1465	явления и	1	1
1466	с потенциальным	1	1
1467	к разрешению	3	1
1468	а другой	3	1
1469	с а	1	1
1470	которого никогда	1	1
1471	тезис о	1	1
1472	отличаясь от	1	1
1473	перейдем к	1	1
1474	слова и	8	1
1475	как данный	1	1
1476	только один	1	1
1477	то все	1	1
1478	и вся	1	1
1479	не могло	1	1
1480	совпадают с	5	1
1481	значение для	4	1
1482	в это	1	1
1483	направленной на	2	1
1484	этот переход	1	1
1485	идет не	1	1
1486	целый ряд	4	1
1487	ни были	2	1
1488	себе ничего	1	1
1489	случае с	1	1
1490	этот спор	1	1
1491	к совершенно	2	1
1492	тот факт	7	1
1493	в совершенно	5	1
1494	в истории	9	1
1495	идет об	1	1
1496	это имеет	1	1
1497	цели и	2	1
1498	так называемого	1	1
1499	в каком	3	1
1500	крайне существенным	1	1
1501	вопрос можно	1	1
1502	через него	1	1
1503	смысла с	1	1
1504	непосредственного отношения	1	1
1505	можем констатировать	1	1
1506	на третьей	1	1
1507	на что	1	1
1508	ли есть	1	1
1509	первое может	1	1
1510	между людьми	1	1
1511	что здесь	2	1
1512	и там	1	1
1513	переход от	5	1
1514	мышления но	1	1
1515	в данной	1	1
1516	пока лишь	1	1
1517	в сфере	3	1
1518	если мы	12	1
1519	то для	1	1
1520	всех остальных	2	1
1521	их с	3	1
1522	последнего в	1	1
1523	может оказаться	1	1
1524	только при	2	1
1525	оно предполагает	1	1
1526	слова он	2	1
1527	бы сказать	5	1
1528	того с	1	1
1529	же самого	3	1
1530	раньше других	1	1
1531	не того	1	1
1532	со словом	2	1
1533	мышление в	5	1
1534	свою силу	2	1
1535	стороны не	1	1
1536	не видит	1	1
1537	самим по	1	1
1538	начала но	1	1
1539	не свидетельствует	1	1
1540	узнаем из	1	1
1541	друг друга	7	1
1542	и после	1	1
1543	что одно	2	1
1544	исключительно в	1	1
1545	быть распространено	1	1
1546	присущей ему	1	1
1547	точку зрения	1	1
1548	сомнения в	1	1
1549	обнаруживают себя	1	1
1550	формы и	3	1
1551	по произволу	1	1
1552	заключенных в	1	1
1553	прийти к	1	1
1554	бедным и	1	1
1555	не выдерживает	1	1
1556	бывает в	1	1
1557	выступают с	2	1
1558	по мнению	1	1
1559	связан с	2	1
1560	именно к	1	1
1561	нам известно	2	1
1562	они возникают	1	1
1563	но на	3	1
1564	в гораздо	1	1
1565	что оно	8	1
1566	мышления в	29	1
1567	когда речь	1	1
1568	выходит за	1	1
1569	ничем не	2	1
1570	многих других	3	1
1571	они оба	1	1
1572	то вторая	1	1
1573	не во	2	1
1574	этот процесс	4	1
1575	в границах	2	1
1576	по сходству	2	1
1577	того как	5	1
1578	иерархические отношения	1	1
1579	опыта к	1	1
1580	что одна	1	1
1581	это свойственно	1	1
1582	он становится	1	1
1583	одна и	1	1
1584	который мог	1	1
1585	основе которого	1	1
1586	не станем	5	1
1587	принципиально иного	1	1
1588	которых он	2	1
1589	и сознание	1	1
1590	поднимается на	1	1
1591	она будет	1	1
1592	ход эксперимента	1	1
1593	связь в	1	1
1594	от исторически	1	1
1595	деле не	1	1
1596	для данной	1	1
1597	это ни	1	1
1598	или отсутствие	1	1
1599	входя в	1	1
1600	этих слов	1	1
1601	в наличии	1	1
1602	то мы	2	1
1603	силу и	1	1
1604	этим именем	5	1
1605	чем он	1	1
1606	что каждый	2	1
1607	поэтому оно	1	1
1608	есть уже	1	1
1609	согласно которому	1	1
1610	или можно	1	1
1611	сказанного выше	1	1
1612	к внутренней	2	1
1613	не исчерпывает	1	1
1614	при виде	1	1
1615	от друга	2	1
1616	с чисто	1	1
1617	внутренняя речь	5	1
1618	значение только	1	1
1619	не обладает	2	1
1620	когда оно	2	1
1621	слова которые	2	1
1622	звуков или	1	1
1623	начала в	1	1
1624	речи ее	1	1
1625	за этим	1	1
1626	было в	1	1
1627	составляют основу	1	1
1628	принципиально важным	1	1
1629	и другое	7	1
1630	не могли	3	1
1631	роднит их	1	1
1632	научной объективности	1	1
1633	из общей	1	1
1634	бы оно	1	1
1635	ничего более	1	1
1636	этот жест	2	1
1637	в уме	1	1
1638	как она	4	1
1639	не подлежит	2	1
1640	идут по	1	1
1641	поведения и	2	1
1642	этот раз	2	1
1643	моментом без	1	1
1644	виде в	4	1
1645	но по	3	1
1646	исходили из	1	1
1647	достаточно было	2	1
1648	является не	6	1
1649	фазу в	5	1
1650	как можно	1	1
1651	толкование которое	1	1
1652	любопытно что	1	1
1653	его мышлением	1	1
1654	это происходит	1	1
1655	и высшей	1	1
1656	как ее	1	1
1657	мы находим	3	1
1658	только и	2	1
1659	нисколько не	3	1
1660	для которого	1	1
1661	к любому	1	1
1662	говорит об	2	1
1663	произведение и	1	1
1664	и вообще	1	1
1665	ссылка на	1	1
1666	это явление	2	1
1667	своих слов	1	1
1668	за этой	2	1
1669	ему не	1	1
1670	высокой ступени	2	1
1671	анализа которые	1	1
1672	на одни	2	1
1673	начале своего	1	1
1674	отказа от	1	1
1675	том случае	2	1
1676	речь что	1	1
1677	и других	4	1
1678	напомнить что	1	1
1679	план в	1	1
1680	частные моменты	1	1
1681	встречаемся с	1	1
1682	имя с	2	1
1683	на свои	1	1
1684	усомниться в	1	1
1685	случае если	2	1
1686	в наши	2	1
1687	это нечто	1	1
1688	могут служить	2	1
1689	в самых	1	1
1690	доступной человеческому	1	1
1691	который мы	2	1
1692	выше в	1	1
1693	что является	2	1
1694	самого автора	1	1
1695	этом мы	1	1
1696	обнаруживается и	1	1
1697	на периферии	1	1
1698	есть нечто	1	1
1699	и вынуждает	1	1
1700	и во-вторых	1	1
1701	связана с	3	1
1702	в него	4	1
1703	характерно для	1	1
1704	употребления в	1	1
1705	а по	3	1
1706	который служит	1	1
1707	есть и	2	1
1708	самое что	1	1
1709	отношений между	1	1
1710	к анализу	1	1
1711	перед исследователем	3	1
1712	этот факт	1	1
1713	факт что	7	1
1714	стороны его	1	1
1715	что нам	3	1
1716	совершенно новый	1	1
1717	некий общий	1	1
1718	и ночи	1	1
1719	стороны и	1	1
1720	во вне	1	1
1721	только то	1	1
1722	останавливаться на	1	1
1723	а этот	1	1
1724	эти авторы	2	1
1725	чтобы прийти	1	1
1726	слова или	5	1
1727	или как	2	1
1728	при всем	2	1
1729	признать что	1	1
1730	рода что	1	1
1731	элементы и	1	1
1732	на несколько	1	1
1733	слова если	1	1
1734	оно вытекает	1	1
1735	себе этот	1	1
1736	или еще	1	1
1737	числе и	3	1
1738	что можно	1	1
1739	как их	2	1
1740	вступают в	2	1
1741	сохраняет свою	1	1
1742	к ней	2	1
1743	что если	3	1
1744	и вы	1	1
1745	совершенно иного	1	1
1746	к изучению	2	1
1747	лицо и	1	1
1748	в плане	2	1
1749	все больше	1	1
1750	на иллюзии	1	1
1751	внутри себя	1	1
1752	в другую	3	1
1753	это также	1	1
1754	выражения в	1	1
1755	этом и	2	1
1756	они суть	1	1
1757	течение всего	1	1
1758	связи между	6	1
1759	дня и	1	1
1760	потом к	1	1
1761	друг от	2	1
1762	могут принадлежать	1	1
1763	другой и	1	1
1764	способно привести	1	1
1765	выработанного в	1	1
1766	происходит в	1	1
1767	в виде	4	1
1768	и отношений	1	1
1769	процессе его	1	1
1770	поведении и	1	1
1771	и эта	4	1
1772	черный цвет	1	1
1773	определить как	1	1
1774	это в	1	1
1775	является ли	1	1
1776	впоследствии в	1	1
1777	ли может	1	1
1778	эти два	1	1
1779	связи совершенно	1	1
1780	конце концов	1	1
1781	не появляется	2	1
1782	дело обстоит	1	1
1783	само по	3	1
1784	включающий в	1	1
1785	чем выше	1	1
1786	по смежности	2	1
1787	вообще как	2	1
1788	говорит не	3	1
1789	и конец	1	1
1790	степени и	1	1
1791	эмоциональные реакции	1	1
1792	себе а	1	1
