N	2gram	Bakhtin_Fr	Mirosoze
1318	указывали на	2	1
1319	вечность и	1	1
1320	связываются с	1	1
1321	исключительно и	1	1
1322	миру но	1	1
1323	существенное в	2	1
1324	он говорит	6	1
1325	встречаемся с	2	1
1326	правда о	1	1
1327	у тех	1	1
1328	эпоху в	1	1
1329	ибо они	1	1
1330	в бытовой	1	1
1331	культуре и	1	1
1332	то чего	1	1
1333	есть одна	1	1
1334	человека все	1	1
1335	видит и	1	1
1336	церкви и	1	1
1337	в течение	3	1
1338	против нее	1	1
1339	ее жизни	1	1
1340	стихия в	1	1
1341	самой жизни	2	1
1342	во второй	2	1
1343	в частности	4	1
1344	я вас	3	1
1345	это начало	1	1
1346	нельзя понять	2	1
1347	свою жизнь	1	1
1348	она оказалась	1	1
1349	правды которая	1	1
1350	в нескольких	1	1
1351	пор не	1	1
1352	что образ	1	1
1353	каждый раз	1	1
1354	в трех	1	1
1355	в нашей	2	1
1356	совершенно новый	1	1
1357	его чувство	1	1
1358	ним не	1	1
1359	как явление	1	1
1360	своей основе	1	1
1361	в xix	3	1
1362	с великим	1	1
1363	идеи о	1	1
1364	клеветы на	1	1
1365	мир к	1	1
1366	это единственная	1	1
1367	это его	1	1
1368	границ и	1	1
1369	одного из	3	1
1370	были и	4	1
1371	не осталось	1	1
1372	истин не	1	1
1373	бы еще	1	1
1374	уж тут	1	1
1375	слова в	3	1
1376	в голову	1	1
1377	в узком	3	1
1378	на тебя	2	1
1379	она очень	1	1
1380	же в	2	1
1381	и прежде	4	1
1382	но быть	1	1
1383	видят и	1	1
1384	право на	2	1
1385	об этой	1	1
1386	в области	5	1
1387	нуждается в	4	1
1388	в эти	2	1
1389	которая и	1	1
1390	это в	4	1
1391	в гневе	2	1
1392	бог у	1	1
1393	ад в	1	1
1394	которой мы	1	1
1395	эпохи и	3	1
1396	в целом	3	1
1397	он с	2	1
1398	или точнее	2	1
1399	веков в	1	1
1400	и характеристику	1	1
1401	он полон	1	1
1402	и благополучия	1	1
1403	и наконец	5	1
1404	что на	2	1
1405	вплоть до	5	1
1406	за их	1	1
1407	возможна только	1	1
1408	меньше чем	3	1
