N	2gram	Bakhtin_Fr	Narrotol
1301	как мир	1	1
1302	только то	1	1
1303	в xix	2	1
1304	т.п но	1	1
1305	с кем	1	1
1306	но напротив	1	1
1307	или как	1	1
1308	иной степени	1	1
1309	еще на	2	1
1310	знает и	2	1
1311	иначе в	1	1
1312	причем это	1	1
1313	животных в	1	1
1314	и ей	1	1
1315	в книге	3	1
1316	место не	1	1
1317	в плане	2	1
1318	мировой литературы	7	1
1319	на других	2	1
1320	к словесным	1	1
1321	благодаря этому	4	1
1322	иначе он	1	1
1323	в кухню	1	1
1324	в будущее	2	1
1325	отграничено от	2	1
1326	свидетельствуют о	1	1
1327	на двух	1	1
1328	достаточно вспомнить	1	1
1329	нуждается в	1	1
1330	художественная литература	2	1
1331	не остаются	1	1
1332	однако все	1	1
1333	разрушила бы	1	1
1334	для этого	1	1
1335	себе весь	1	1
1336	героического эпоса	1	1
1337	автора может	1	1
1338	в лице	1	1
1339	настоящего времени	1	1
1340	особенно у	2	1
1341	неотделимый от	1	1
1342	даже самых	1	1
1343	есть не	1	1
1344	в готовом	1	1
1345	как символ	1	1
1346	совершается в	1	1
1347	более того	3	1
1348	ними но	1	1
