N	2gram	Potebnia_M	Narrotol
1313	догадаться что	1	1
1314	указанием на	3	1
1315	поздно и	1	1
1316	его можно	1	1
1317	человека но	1	1
1318	как кажется	2	1
1319	что есть	3	1
1320	в тесном	2	1
1321	события и	1	1
1322	сознание может	1	1
1323	душе и	1	1
1324	мысль то	1	1
1325	находятся в	3	1
1326	но на	2	1
1327	на языке	2	1
1328	что оно	12	1
1329	что ему	1	1
1330	и многие	3	1
1331	мышления в	1	1
1332	я так	1	1
1333	своего голоса	1	1
1334	тоже не	1	1
1335	ничем не	1	1
1336	его мы	1	1
1337	так как	20	1
1338	смысле что	2	1
1339	многих других	2	1
1340	может не	1	1
1341	и было	1	1
1342	не изображает	1	1
1343	этот процесс	1	1
1344	о человеке	5	1
1345	жизни следует	1	1
1346	того как	10	1
1347	перестает быть	5	1
1348	в первый	1	1
1349	можно в	1	1
1350	уже в	10	1
1351	одним и	4	1
1352	который бы	1	1
1353	слово а	1	1
1354	сознании не	1	1
1355	в художественной	1	1
1356	связи между	1	1
1357	нам не	2	1
1358	себя мир	1	1
1359	упускать из	2	1
1360	образ и	6	1
1361	должно происходить	1	1
1362	мира но	1	1
1363	не отделен	1	1
1364	представления на	2	1
1365	прежней жизни	1	1
1366	которые все	1	1
1367	неизмеримо более	1	1
1368	и восприятия	1	1
1369	ее в	2	1
1370	указание на	2	1
1371	а предмет	1	1
1372	руку к	1	1
1373	нет это	1	1
1374	этом следует	2	1
1375	эта природа	1	1
1376	себе указание	1	1
1377	что каждый	1	1
1378	о ее	1	1
1379	с их	1	1
1380	слова не	2	1
1381	видим не	1	1
1382	речь но	1	1
1383	быть вполне	1	1
1384	а еще	1	1
1385	легко представить	1	1
1386	что ни	3	1
1387	от друга	2	1
1388	что к	2	1
1389	и бесконечно	1	1
1390	слова но	3	1
1391	определить место	1	1
1392	не природа	1	1
1393	чтобы осмыслить	1	1
1394	и которая	1	1
1395	было для	3	1
1396	имело бы	1	1
1397	том виде	2	1
1398	не ограничивается	1	1
1399	было без	1	1
1400	здесь все	1	1
1401	как нечто	3	1
1402	с конца	1	1
1403	более что	1	1
1404	обнаруживаются только	1	1
1405	в стороне	1	1
1406	именно внутренняя	1	1
1407	художника и	2	1
1408	и без	9	1
1409	языка может	1	1
1410	себя от	2	1
1411	которым не	1	1
1412	означает нечто	1	1
1413	виде в	1	1
1414	есть мера	1	1
1415	возможно и	1	1
1416	говорят о	1	1
1417	есть только	9	1
1418	однако это	1	1
1419	противном случае	1	1
1420	и со	1	1
1421	и я	3	1
1422	в такой	2	1
1423	на всем	1	1
1424	остановимся на	1	1
1425	в новом	2	1
1426	нисколько не	1	1
1427	и оно	3	1
1428	все слова	1	1
1429	и смысл	1	1
1430	на его	4	1
1431	с другом	1	1
1432	детской души	1	1
1433	вследствие чего	1	1
1434	то можно	1	1
1435	сомнение в	1	1
1436	то хотя	1	1
1437	чего в	2	1
1438	не глядя	1	1
1439	мы тем	3	1
1440	ему не	2	1
1441	не нуждаются	1	1
1442	жизнь и	1	1
1443	приведенном выше	2	1
1444	не говоря	3	1
1445	еще до	3	1
1446	содержание своего	1	1
1447	всю совокупность	2	1
1448	и оставаться	1	1
1449	предположить что	4	1
1450	достаточно для	1	1
1451	может иметь	1	1
1452	том случае	2	1
1453	более обширного	1	1
1454	слова однако	1	1
1455	ним третьей	1	1
1456	то какое	1	1
1457	же с	7	1
1458	с самого	1	1
1459	совершенно ошибочно	1	1
1460	одного лица	1	1
1461	случае если	2	1
1462	бы от	1	1
1463	в самых	1	1
1464	он легко	1	1
1465	рассказе может	1	1
1466	другими словами	3	1
1467	здесь можно	1	1
1468	в столь	1	1
1469	вопрос как	1	1
1470	сознания так	1	1
1471	мы должны	6	1
1472	отделен от	1	1
1473	в мертвых	1	1
1474	в искусстве	6	1
1475	отдельного слова	3	1
1476	исследования в	1	1
1477	невозможно но	3	1
1478	не находит	1	1
1479	своего мира	1	1
1480	не существовало	1	1
1481	нужно было	2	1
1482	слово стремится	1	1
1483	но она	1	1
1484	и их	4	1
1485	даже из	1	1
1486	но даже	3	1
1487	свою историю	1	1
1488	отношений между	2	1
1489	не видим	1	1
1490	от убеждения	1	1
1491	смотрит на	2	1
1492	конечно в	1	1
1493	в нашей	1	1
1494	на людей	1	1
1495	только то	1	1
1496	и нередко	1	1
1497	этих случаях	1	1
1498	но напротив	1	1
1499	или как	1	1
1500	нам о	1	1
1501	его отношение	1	1
1502	их по	1	1
1503	сложности и	1	1
1504	чем они	1	1
1505	и б	2	1
1506	ошибочно как	1	1
1507	сколько их	1	1
1508	с какою	5	1
1509	что можно	1	1
1510	ради того	1	1
1511	но совершенно	1	1
1512	чувства а	1	1
1513	по всей	1	1
1514	самой своей	1	1
1515	пламя и	1	1
1516	крайней мере	8	1
1517	для такого	1	1
1518	все содержание	2	1
1519	всей вероятности	1	1
1520	уже результат	2	1
1521	ему самому	3	1
1522	благодаря этому	1	1
1523	произведения не	2	1
1524	вызывает в	2	1
1525	сменяя друг	1	1
1526	может показаться	1	1
1527	оно живет	1	1
1528	в голову	3	1
1529	в словаре	1	1
1530	в одинаковой	1	1
1531	происходит в	2	1
1532	своим голосом	1	1
1533	как внутренняя	1	1
1534	и относительно	2	1
1535	действительного мира	1	1
1536	человек не	4	1
1537	в разговоре	2	1
1538	может и	1	1
1539	нас по	1	1
1540	место из	1	1
1541	для этого	1	1
1542	первое впечатление	1	1
1543	виду что	2	1
1544	который однако	1	1
1545	настоящего времени	3	1
1546	само по	6	1
1547	внутреннюю и	1	1
1548	есть не	9	1
1549	говорит не	1	1
1550	как символ	1	1
1551	степени и	1	1
1552	без помощи	1	1
1553	возможна только	1	1
1554	течением времени	2	1
1555	себе а	4	1
