N	2gram	Medvedev_V	Myslijsy
1302	данные в	1	1
1303	творчества с	1	1
1304	отдельных частей	1	1
1305	его таким	1	1
1306	сознает свою	1	1
1307	сознания человека	1	1
1308	и целого	1	1
1309	сводится к	3	1
1310	нет никакого	1	1
1311	мере и	1	1
1312	быть сведены	1	1
1313	одну и	1	1
1314	о природе	1	1
1315	нам в	1	1
1316	за его	1	1
1317	обыкновенно не	1	1
1318	на данном	3	1
1319	может не	2	1
1320	это состояние	1	1
1321	с целью	1	1
1322	меньшей мере	1	1
1323	этого отражения	1	1
1324	сущности в	1	1
1325	доходит до	1	1
1326	и выражением	2	1
1327	них новые	1	1
1328	и бессознательное	2	1
1329	это время	1	1
1330	на эту	1	1
1331	форма по	1	1
1332	ними не	1	1
1333	и просто	2	1
1334	как понимает	1	1
1335	впрочем эта	1	1
1336	приводит к	6	1
1337	духовной и	1	1
1338	собою в	1	1
1339	сравнению с	1	1
1340	них по	1	1
1341	совокупность понятий	1	1
1342	пока он	1	1
1343	в которые	1	1
1344	что рассказывает	3	1
1345	как произведение	1	1
1346	сразу и	1	1
1347	случае является	1	1
1348	бросается в	1	1
1349	совершенно не	1	1
1350	свести все	1	1
1351	чем же	4	1
1352	не является	5	1
1353	представления понятия	1	1
1354	изучение его	1	1
1355	современных писателей	3	1
1356	как говорит	5	1
1357	что нередко	1	1
1358	связи а	1	1
1359	и общие	1	1
1360	схему и	1	1
1361	часть или	1	1
1362	единства в	1	1
1363	работы то	1	1
1364	то во-первых	1	1
1365	тем такая	1	1
1366	на основе	5	1
1367	по сравнению	1	1
1368	каждое художественное	1	1
1369	не быть	2	1
1370	на известной	1	1
1371	всеми этими	1	1
1372	познания на	1	1
1373	так называемым	1	1
1374	и счастье	1	1
1375	нужно уметь	1	1
1376	обойтись без	1	1
1377	произведения от	1	1
1378	свою мать	1	1
1379	те или	1	1
1380	быть выражена	1	1
1381	на некоторые	1	1
1382	в следующей	1	1
1383	как комплекс	1	1
1384	числе и	2	1
1385	этой жизни	1	1
1386	существует ли	1	1
1387	все случайное	1	1
1388	действительность в	2	1
1389	свои произведения	2	1
1390	знает что	1	1
1391	никаких оснований	2	1
1392	связанных с	1	1
1393	образа его	1	1
1394	принята в	1	1
1395	связанной с	1	1
1396	потому и	1	1
1397	образом не	3	1
1398	и идеи	1	1
1399	приблизительно в	1	1
1400	из остальных	1	1
1401	и недостаточность	1	1
1402	его художественного	2	1
1403	видим в	1	1
1404	связана с	2	1
1405	этой категории	1	1
1406	примеров можно	2	1
1407	что ее	1	1
1408	от которой	1	1
1409	ответа на	1	1
1410	теории откровения	1	1
1411	виде не	1	1
1412	действия не	1	1
1413	из моментов	1	1
1414	забывать что	1	1
1415	к изучению	1	1
1416	в понятиях	1	1
1417	этот последний	1	1
1418	впечатлений в	1	1
1419	по меньшей	1	1
1420	и значит	2	1
1421	увидим ниже	1	1
1422	является только	1	1
1423	у них	2	1
1424	так называемое	1	1
1425	многие из	2	1
1426	если только	1	1
1427	стороны он	1	1
1428	о начале	1	1
1429	не постепенно	1	1
1430	а об	1	1
1431	о бессознательном	1	1
1432	я то	1	1
1433	открытие и	1	1
1434	на время	2	1
1435	образом для	1	1
1436	время нет	1	1
1437	именно к	1	1
1438	мысль то	1	1
1439	понятие или	1	1
1440	творчества не	1	1
1441	у гоголя	1	1
1442	художник должен	1	1
1443	гораздо сложнее	1	1
1444	вот например	7	1
1445	свидетельствует о	1	1
1446	понять откуда	1	1
1447	художник в	1	1
1448	том числе	2	1
1449	противоречия и	1	1
1450	будет ясно	1	1
1451	обе эти	1	1
1452	литературы должна	1	1
1453	его можно	1	1
1454	что самые	1	1
1455	форму в	1	1
1456	образом без	1	1
1457	мышления в	2	1
1458	говорит и	8	1
1459	богатство и	1	1
1460	нет это	1	1
1461	из форм	1	1
1462	чем он	1	1
1463	и художественное	3	1
1464	себя это	1	1
1465	них и	1	1
1466	и смысл	1	1
1467	развития не	1	1
1468	только очень	2	1
1469	и никакой	1	1
1470	и понятий	1	1
1471	ее нельзя	1	1
1472	а о	2	1
1473	наконец в	1	1
1474	жизни это	1	1
1475	а также	1	1
1476	самые разнообразные	1	1
1477	который как	1	1
1478	их внутреннего	1	1
1479	даже из	1	1
1480	раз навсегда	1	1
1481	чем отличается	1	1
1482	непосредственно как	1	1
1483	и качеств	1	1
1484	в сферу	1	1
1485	что перед	1	1
1486	эта способность	2	1
1487	нас к	1	1
1488	чтобы ответить	1	1
1489	памяти если	1	1
1490	или наконец	2	1
1491	говорят о	1	1
1492	в математическом	1	1
1493	только начинается	1	1
1494	первоначального замысла	1	1
1495	наблюдений и	1	1
1496	мира и	3	1
1497	силу этого	4	1
1498	этим самым	1	1
1499	а иногда	1	1
1500	современных художников	1	1
1501	видим что	1	1
1502	первой части	1	1
1503	принимается за	1	1
1504	и художественного	3	1
1505	себя или	1	1
1506	действительностью в	1	1
1507	поэтической деятельности	1	1
1508	стороне этого	1	1
1509	целого и	1	1
1510	справедливо говорит	2	1
1511	что художественные	1	1
1512	можно утверждать	4	1
1513	связаны с	1	1
1514	сил в	1	1
1515	это явление	1	1
1516	войны и	2	1
1517	жизнь и	1	1
1518	бы его	1	1
1519	сущность явлений	1	1
1520	того или	2	1
1521	сне не	2	1
1522	своего опыта	1	1
1523	ними нет	1	1
1524	с бессознательным	1	1
1525	фактов не	1	1
1526	например у	2	1
1527	это как	1	1
1528	в основных	3	1
1529	внимания то	1	1
1530	многих из	1	1
1531	и ни	1	1
1532	и образов	5	1
1533	однако если	1	1
1534	это для	1	1
1535	впечатлений и	1	1
1536	в частностях	1	1
1537	все кроме	1	1
1538	в частности	12	1
1539	а по	1	1
1540	выйти за	1	1
1541	не подлежащих	1	1
1542	до этой	1	1
1543	к области	1	1
1544	или другого	1	1
1545	еще в	1	1
1546	в пределах	5	1
1547	и интенсивность	1	1
1548	при всем	3	1
1549	этому поводу	7	1
1550	было указано	1	1
1551	впечатлений но	1	1
1552	и ту	1	1
1553	его разработки	1	1
1554	эти восприятия	1	1
1555	всего не	2	1
1556	это происходит	1	1
1557	показывает как	2	1
1558	за жизнь	1	1
1559	явление очень	1	1
1560	не впасть	1	1
1561	со своими	1	1
1562	все данные	1	1
1563	ним во	1	1
1564	очень часто	1	1
1565	для такого	1	1
1566	в ходе	1	1
1567	и которая	1	1
1568	выражения в	1	1
1569	это видно	2	1
1570	благодаря этому	1	1
1571	этом и	2	1
1572	группы только	1	1
1573	не повторяют	1	1
1574	в порядке	6	1
1575	его хотя	1	1
1576	проявляются в	1	1
1577	его качество	1	1
1578	человека это	1	1
1579	в стихотворении	2	1
1580	к пониманию	1	1
1581	к идее	1	1
1582	во-первых не	1	1
1583	доказывается тем	1	1
1584	тождественны но	1	1
1585	их на	1	1
1586	вообще вне	1	1
1587	некоторых из	2	1
1588	к работе	3	1
1589	всей духовной	1	1
1590	это подтверждается	1	1
1591	художественное творчество	6	1
1592	начинает с	1	1
1593	некоторые черты	1	1
1594	своих произведений	1	1
1595	жизнью и	1	1
1596	расположением к	1	1
1597	в воображении	2	1
