N	2gram	Potebnia_M	formyVre
1312	которые он	1	1
1313	выше но	1	1
1314	но такая	2	1
1315	есть для	2	1
1316	на те	2	1
1317	и движения	1	1
1318	никакого определенного	1	1
1319	что это	5	1
1320	одни из	1	1
1321	он что	1	1
1322	иное значение	1	1
1323	никак не	3	1
1324	здесь для	1	1
1325	он на	1	1
1326	одном и	3	1
1327	в другой	4	1
1328	стороны в	1	1
1329	времени когда	1	1
1330	его во	1	1
1331	о которой	2	1
1332	и выйти	1	1
1333	не служат	1	1
1334	же нам	1	1
1335	требованиям и	1	1
1336	и делает	1	1
1337	для человека	3	1
1338	известно например	1	1
1339	но чтобы	1	1
1340	виду у	1	1
1341	подобно тому	7	1
1342	иначе если	2	1
1343	укажем только	1	1
1344	связанная с	1	1
1345	такого же	2	1
1346	должен был	1	1
1347	или непосредственно	1	1
1348	из сказанного	1	1
1349	пути или	1	1
1350	психологии и	1	1
1351	не произошло	1	1
1352	этой точки	2	1
1353	дух и	1	1
1354	не более	4	1
1355	мы понимаем	1	1
1356	отличаются от	1	1
1357	которых и	2	1
1358	разложения и	1	1
1359	условиях не	1	1
1360	то на	4	1
1361	оно совершенно	1	1
1362	научного характера	1	1
1363	оно делает	1	1
1364	и степень	1	1
1365	говорим здесь	1	1
1366	это состояние	1	1
1367	любовь и	1	1
1368	всегда строго	1	1
1369	он будет	1	1
1370	и особенности	1	1
1371	имеет дело	2	1
1372	превращаются в	1	1
1373	не делает	1	1
1374	взгляда на	2	1
1375	новые формы	1	1
1376	и действительно	1	1
1377	значении этого	1	1
1378	может получить	1	1
1379	свой собственный	1	1
1380	эти явления	3	1
1381	состоит из	1	1
1382	как не	4	1
1383	есть нечто	7	1
1384	от чего	1	1
1385	ними не	1	1
1386	и вопрос	3	1
1387	необходимо предполагает	1	1
1388	и просто	1	1
1389	должны принять	1	1
1390	человека на	1	1
1391	в словах	6	1
1392	тем которые	1	1
1393	приводит к	1	1
1394	форма слова	2	1
1395	же мало	2	1
1396	роли в	1	1
1397	будем в	1	1
1398	на каждом	1	1
1399	стало быть	6	1
1400	его части	1	1
1401	но с	3	1
1402	существование в	1	1
1403	дальше и	1	1
1404	будем рассматривать	1	1
1405	растет и	1	1
1406	словами и	1	1
1407	это самое	2	1
1408	миром но	1	1
1409	как произведение	1	1
1410	необходимых для	2	1
1411	нею в	1	1
1412	того на	1	1
1413	мира поэтому	1	1
1414	только одно	1	1
1415	и выбора	1	1
1416	своего выражения	1	1
1417	не нужен	2	1
1418	разные времена	2	1
1419	всем этом	2	1
1420	поэтому не	1	1
1421	не полное	1	1
1422	и основные	1	1
1423	только воплощение	1	1
1424	такую же	2	1
1425	к отдельным	1	1
1426	с нами	2	1
1427	человек вовсе	1	1
1428	первой из	1	1
1429	таком виде	2	1
1430	не должно	2	1
1431	это все	1	1
1432	и слушающего	1	1
1433	нас вопроса	1	1
1434	быть не	7	1
1435	природе и	1	1
1436	свое движение	1	1
1437	по значению	1	1
1438	из его	1	1
1439	тот и	1	1
1440	тех пор	2	1
1441	в современном	1	1
1442	хотя это	1	1
1443	остается только	6	1
1444	значение вообще	2	1
1445	развития и	3	1
1446	для нее	4	1
1447	с чувством	2	1
1448	что если	7	1
1449	народа и	2	1
1450	из которого	3	1
1451	и вся	1	1
1452	его образом	1	1
1453	слов и	5	1
1454	переходить в	1	1
1455	ее с	2	1
1456	как невозможно	1	1
1457	и полно	1	1
1458	при помощи	2	1
1459	цели и	1	1
1460	что можно	3	1
1461	обществе и	2	1
1462	разумеется и	1	1
1463	им в	1	1
1464	и легкость	1	1
1465	которому мы	2	1
1466	в данных	1	1
1467	из чувства	1	1
1468	значение мы	1	1
1469	есть его	1	1
1470	человек должен	1	1
1471	между словом	1	1
1472	о причинах	2	1
1473	она может	3	1
1474	единства человеческого	1	1
1475	мира но	1	1
1476	его только	2	1
1477	какие мы	1	1
1478	на этот	2	1
1479	сила его	1	1
1480	частного и	1	1
1481	его силы	1	1
1482	мысли но	2	1
1483	на ряд	1	1
1484	как во	2	1
1485	всего к	1	1
1486	указывает ему	1	1
1487	имеет и	1	1
1488	утверждая что	1	1
1489	это впечатление	1	1
1490	есть к	1	1
1491	какие бы	1	1
1492	на значение	1	1
1493	только с	1	1
1494	когда нам	1	1
1495	дает в	1	1
1496	стороны он	1	1
1497	чувств могут	1	1
1498	а вместе	7	1
1499	но есть	1	1
1500	в формах	3	1
1501	уже с	2	1
1502	как к	1	1
1503	время жизни	1	1
1504	вместе со	3	1
1505	ничего и	1	1
1506	что единство	2	1
1507	что оно	5	1
1508	что ему	2	1
1509	которым он	1	1
1510	тоже не	1	1
1511	же люди	1	1
1512	мог быть	1	1
1513	вперед и	1	1
1514	себя только	3	1
1515	исторической жизни	1	1
1516	нас не	1	1
1517	общего и	1	1
1518	о значении	1	1
1519	делает возможным	2	1
1520	себе они	1	1
1521	для всякого	3	1
1522	без основания	1	1
1523	из основных	2	1
1524	видеть в	3	1
1525	целом а	1	1
1526	законам природы	1	1
1527	от которого	2	1
1528	кукольного театра	1	1
1529	напротив все	1	1
1530	на одно	1	1
1531	все упомянутые	1	1
1532	к первой	2	1
1533	а это	1	1
1534	только его	1	1
1535	такое же	3	1
1536	из души	2	1
1537	о нем	1	1
1538	нам еще	1	1
1539	в людях	1	1
1540	на самом	2	1
1541	на которой	1	1
1542	смерть то	1	1
1543	богатство и	1	1
1544	сознания и	2	1
1545	смысле этого	3	1
1546	слово в	2	1
1547	целом он	1	1
1548	в виде	1	1
1549	путеводною нитью	1	1
1550	и первое	2	1
1551	говорим о	1	1
1552	новой и	1	1
1553	тогда еще	1	1
1554	когда оно	1	1
1555	есть с	1	1
1556	и действует	1	1
1557	плане но	1	1
1558	за этим	1	1
1559	даже на	1	1
1560	на нее	2	1
1561	было для	1	1
1562	движение в	1	1
1563	они могли	2	1
1564	будем называть	1	1
1565	человека при	1	1
1566	указывает на	2	1
1567	сама по	4	1
1568	и без	4	1
1569	следовало бы	1	1
1570	не подлежит	1	1
1571	не предполагает	1	1
1572	оно стало	1	1
1573	страха и	1	1
1574	виде в	1	1
1575	говорили все	1	1
1576	он никогда	1	1
1577	чем мы	1	1
1578	или что	3	1
1579	вероятно не	1	1
1580	по его	7	1
1581	не создает	2	1
1582	нисколько не	2	1
1583	как между	1	1
1584	строении и	1	1
1585	и оно	1	1
1586	причем и	1	1
1587	пока не	1	1
1588	применении к	3	1
1589	явлений из	1	1
1590	вследствие чего	1	1
1591	жил и	1	1
1592	для нашей	1	1
1593	или менее	6	1
1594	быть для	2	1
1595	а так	4	1
1596	форм к	1	1
1597	определенное место	4	1
1598	необходимы и	1	1
1599	совершенно ясно	1	1
1600	но разумеется	1	1
1601	людей в	1	1
1602	особенности его	1	1
1603	между явлениями	2	1
1604	о такой	1	1
1605	в области	1	1
1606	этих двух	1	1
1607	что эти	1	1
1608	к одному	3	1
1609	но его	1	1
1610	ко всему	1	1
1611	когда по	1	1
1612	их характер	1	1
1613	это развитие	1	1
1614	ее неизбежности	1	1
1615	и живой	1	1
1616	что от	1	1
1617	и человека	1	1
1618	а к	1	1
1619	в полной	1	1
1620	как ни	1	1
1621	образа как	1	1
1622	выше и	1	1
1623	же от	1	1
1624	которую мы	1	1
1625	эти последние	3	1
1626	мы воспринимаем	1	1
1627	это как	1	1
1628	связи и	1	1
1629	определенности и	2	1
1630	языке в	2	1
1631	этих изменениях	1	1
1632	другу то	1	1
1633	от всяких	1	1
1634	можем в	1	1
1635	это выражается	1	1
1636	на последующее	1	1
1637	а из	1	1
1638	тому как	8	1
1639	для поддержания	1	1
1640	не по	4	1
1641	но всегда	3	1
1642	человек всегда	1	1
1643	бы назвать	1	1
1644	природы как	1	1
1645	в теории	2	1
1646	на такие	2	1
1647	для кого	2	1
1648	в отношениях	2	1
1649	слагаются из	1	1
1650	первое и	1	1
1651	единство и	1	1
1652	есть как	2	1
1653	во второй	1	1
1654	быть сведены	1	1
1655	когда он	1	1
1656	что касается	2	1
1657	два человека	1	1
1658	именно к	1	1
1659	всего его	1	1
1660	не подлежащих	1	1
1661	отношений между	5	1
1662	говоря о	3	1
1663	явлений в	3	1
1664	в нашей	2	1
1665	факт что	1	1
1666	общий характер	1	1
1667	от оков	1	1
1668	не следует	6	1
1669	например и	1	1
1670	только то	3	1
1671	этого образа	1	1
1672	их реальные	1	1
1673	от того	9	1
1674	но вместе	4	1
1675	определенное отношение	1	1
1676	что из	2	1
1677	оно лишено	1	1
1678	ли этот	1	1
1679	встречаем и	2	1
1680	рассматривать как	1	1
1681	развитие этих	1	1
1682	мысли об	2	1
1683	самим человеком	1	1
1684	что будет	1	1
1685	какой мы	1	1
1686	единство с	2	1
1687	оно должно	5	1
1688	содержанием и	1	1
1689	и деятельность	1	1
1690	кажется почти	1	1
1691	и самого	2	1
1692	понятия которые	1	1
1693	и понятия	2	1
1694	в друга	1	1
1695	людях более	1	1
1696	тела с	1	1
1697	произведения не	1	1
1698	даже для	1	1
1699	дни и	2	1
1700	может показаться	1	1
1701	теперь когда	1	1
1702	проявлениях но	1	1
1703	выражением его	1	1
1704	никому не	1	1
1705	такой же	4	1
1706	некоторая примесь	1	1
1707	эти предметы	2	1
1708	себя а	2	1
1709	на то	5	1
1710	разъединены а	1	1
1711	в создании	6	1
1712	уже глубоко	1	1
1713	их на	1	1
1714	нуждается в	2	1
1715	когда наконец	1	1
1716	некоторых из	1	1
1717	чисто внешней	1	1
1718	действие на	2	1
1719	может и	1	1
1720	которых не	1	1
1721	значения не	1	1
1722	таким же	3	1
1723	слова в	7	1
1724	близких к	2	1
1725	некоторые черты	1	1
1726	своих произведений	1	1
1727	жизнью и	1	1
1728	со мною	2	1
