N	2gram	Bakhtin_Fr	Mirosoze
1317	раз в	2	1
1318	а на	4	1
1319	века и	1	1
1320	что является	1	1
1321	иногда и	1	1
1322	для других	1	1
1323	остается и	1	1
1324	а также	8	1
1325	за этим	1	1
1326	ибо все	1	1
1327	на нее	1	1
1328	по существу	8	1
1329	в ту	3	1
1330	всего романа	2	1
1331	уже совершенно	2	1
1332	и новых	2	1
1333	указывает на	1	1
1334	между собою	3	1
1335	этой темы	1	1
1336	царство и	1	1
1337	мира эти	1	1
1338	все народы	1	1
1339	но по	3	1
1340	иной раз	2	1
1341	стремление к	1	1
1342	так в	1	1
1343	и высшей	2	1
1344	а иногда	1	1
1345	философская мысль	1	1
1346	на одном	7	1
1347	в новом	1	1
1348	начале романа	1	1
1349	через весь	2	1
1350	вовсе не	11	1
1351	это так	1	1
1352	в одной	5	1
1353	мысли в	1	1
1354	тем более	1	1
1355	из источников	1	1
1356	нее нет	1	1
1357	большое место	1	1
1358	может иметь	2	1
1359	и эти	2	1
1360	на них	3	1
1361	за то	4	1
1362	стремиться к	1	1
1363	связываются с	1	1
1364	он говорит	2	1
1365	же от	1	1
1366	он понимал	1	1
1367	завершение в	1	1
1368	борьбы за	1	1
1369	это связано	1	1
1370	она должна	1	1
1371	и утверждение	1	1
1372	то чего	1	1
1373	характера в	1	1
1374	мире есть	1	1
1375	яркой форме	1	1
1376	ее так	1	1
1377	этим он	1	1
1378	силе и	1	1
1379	в течение	2	1
1380	степени не	1	1
1381	для кого	1	1
1382	через которые	1	1
1383	было также	2	1
1384	по прямой	2	1
1385	характерный для	1	1
1386	во вселенной	2	1
1387	во второй	3	1
1388	и может	2	1
1389	отвращение к	1	1
1390	не свободное	1	1
1391	в частности	2	1
1392	момент когда	1	1
1393	о путях	2	1
1394	свою жизнь	2	1
1395	как отрицание	2	1
1396	тех же	2	1
1397	здравому смыслу	1	1
1398	ее всю	1	1
1399	что образ	4	1
1400	каждый раз	3	1
1401	ним как	1	1
1402	показать его	1	1
1403	в трех	2	1
1404	явлений в	1	1
1405	спуска в	1	1
1406	в xix	1	1
1407	вопросами о	1	1
1408	или как	1	1
1409	мир к	1	1
1410	и всех	1	1
1411	которому принадлежал	1	1
1412	идет о	1	1
1413	на это	1	1
1414	переходит на	1	1
1415	средневекового человека	4	1
1416	и преисподняя	1	1
1417	одного из	3	1
1418	были и	2	1
1419	не осталось	2	1
1420	нам необходимо	1	1
1421	и каждая	1	1
1422	та или	1	1
1423	в вольной	1	1
1424	и борьба	1	1
1425	для такого	1	1
1426	дух в	1	1
1427	бы еще	2	1
1428	и всякую	1	1
1429	может показаться	1	1
1430	слова в	1	1
1431	и связанной	1	1
1432	в узком	1	1
1433	же в	2	1
1434	и прежде	2	1
1435	культуры с	1	1
1436	вход в	4	1
1437	все царства	1	1
1438	может знать	1	1
1439	в области	3	1
1440	в эти	2	1
1441	же это	1	1
1442	это в	4	1
1443	также о	1	1
1444	ад в	1	1
1445	которой мы	1	1
1446	в целом	1	1
1447	безумии и	1	1
1448	человеческих поколений	1	1
1449	в лице	2	1
1450	и наконец	6	1
1451	что на	1	1
1452	говорит не	1	1
1453	все внимание	1	1
1454	поднимается из	1	1
1455	своим исключительным	1	1
1456	меньше чем	1	1
