N	2gram	Tiupa_Lite	Psycholo
1307	с полным	1	1
1308	совершенно особое	1	1
1309	в пределе	1	1
1310	а отнюдь	1	1
1311	из принципа	1	1
1312	но эти	1	1
1313	потому и	1	1
1314	различных его	1	1
1315	одной фразы	1	1
1316	сознания в	14	1
1317	этой связи	1	1
1318	путь для	1	1
1319	лишает его	1	1
1320	периоды его	1	1
1321	с общей	1	1
1322	от своей	1	1
1323	стихи о	1	1
1324	себе в	3	1
1325	за рамки	1	1
1326	так называемых	2	1
1327	и начинает	1	1
1328	читателя зрителя	5	1
1329	от эстетического	3	1
1330	именно его	1	1
1331	этого чувства	1	1
1332	вновь и	1	1
1333	для всей	2	1
1334	ключ к	1	1
1335	в контексте	1	1
1336	но разве	1	1
1337	именно так	3	1
1338	конструктивный фактор	1	1
1339	не переставая	1	1
1340	не умеет	1	1
1341	не удивительно	1	1
1342	достоевского но	1	1
1343	не автора	1	1
1344	в отдельных	1	1
1345	лет а	1	1
1346	что едва	1	1
1347	и подобные	2	1
1348	оказались бы	1	1
1349	составляет неотъемлемую	1	1
1350	два стиха	1	1
1351	его эстетическую	1	1
1352	той мере	1	1
1353	воображения так	1	1
1354	поскольку в	3	1
1355	я тебя	1	1
1356	нам быть	1	1
1357	об одном	1	1
1358	встает перед	1	1
1359	и поэт	1	1
1360	это я	1	1
1361	к творчеству	1	1
1362	или иными	1	1
1363	например с	1	1
1364	от всякой	2	1
1365	законы на	1	1
1366	глаза на	1	1
1367	бытия и	1	1
1368	или иную	2	1
1369	говоря словами	3	1
1370	ощущать себя	1	1
1371	материалом поэзии	1	1
1372	художника не	1	1
1373	дела с	1	1
1374	процессов в	1	1
1375	воспринимается как	1	1
1376	а за	3	1
1377	полное отсутствие	1	1
1378	есть стремление	1	1
1379	совершенно без	1	1
1380	на себя	4	1
1381	всем что	1	1
1382	xviii века	2	1
1383	еще при	1	1
1384	простой и	1	1
1385	я совершенно	1	1
1386	с жизнью	2	1
1387	и мал	1	1
1388	от читателя	2	1
1389	герой в	1	1
1390	во главе	2	1
1391	чтобы после	1	1
1392	путь в	1	1
1393	в употреблении	1	1
1394	художественного развития	1	1
1395	он обладал	1	1
1396	что слово	1	1
1397	всему свету	1	1
1398	людей в	1	1
1399	здесь этому	1	1
1400	вы в	1	1
1401	человека а	2	1
1402	жизнь не	1	1
1403	на слух	1	1
1404	имеет ничего	1	1
1405	я на	3	1
1406	этой и	1	1
1407	состояние общественного	1	1
1408	достаточно сопоставить	1	1
1409	человек как	1	1
1410	это вполне	1	1
1411	я в	12	1
1412	системе и	1	1
1413	такой связи	1	1
1414	и однако	1	1
1415	свое место	1	1
1416	когда ты	1	1
1417	не тот	2	1
1418	нас всех	1	1
1419	к истине	1	1
1420	теперь уже	1	1
1421	от содержания	1	1
1422	другими я	1	1
1423	есть так	1	1
1424	бедного и	1	1
1425	этой причине	2	1
1426	обычно на	1	1
1427	точно в	1	1
1428	он стал	1	1
1429	романы достоевского	1	1
1430	пушкин совершенно	1	1
1431	объект как	1	1
1432	как объект	1	1
1433	новых и	2	1
1434	своего времени	2	1
1435	ближе может	1	1
1436	нем же	1	1
1437	вот в	1	1
1438	в историческом	1	1
1439	для жизни	1	1
1440	которого в	1	1
1441	опять к	1	1
1442	где каждый	1	1
1443	и дурных	1	1
1444	я это	3	1
1445	что никакого	1	1
1446	одного сознания	1	1
1447	культуры и	2	1
1448	сидя в	1	1
1449	эпохе в	1	1
1450	и признания	1	1
1451	в зеркале	1	1
1452	и судьба	1	1
1453	путь и	3	1
1454	приходится признать	1	1
1455	психология это	1	1
1456	ту самую	1	1
1457	такое произведение	2	1
1458	таких же	2	1
1459	в статье	2	1
1460	пути по	1	1
1461	своего рода	22	1
1462	при жизни	1	1
1463	мире и	1	1
1464	нет а	1	1
1465	не мешает	1	1
1466	преступления и	1	1
1467	нет конца	1	1
1468	однако с	2	1
1469	он уже	1	1
1470	на платформе	1	1
1471	отношению ко	2	1
1472	мы встретились	1	1
1473	это действительность	1	1
1474	представлял собой	1	1
1475	оказался не	1	1
1476	за ними	1	1
1477	есть общая	1	1
1478	и закон	1	1
1479	эти и	2	1
1480	легко переходит	1	1
1481	мы чувствуем	2	1
1482	мне и	1	1
1483	поэтому в	1	1
1484	в работах	1	1
1485	с тобой	6	1
1486	к сознанию	1	1
1487	и сальери	1	1
1488	нередко и	1	1
1489	не принял	1	1
1490	это становится	1	1
1491	после прочтения	1	1
1492	и прямо	1	1
1493	наиболее вероятный	1	1
1494	создает произведение	1	1
1495	одновременно с	2	1
1496	вот и	1	1
1497	искусство должно	1	1
1498	и будет	2	1
1499	и пусть	1	1
1500	к разработке	1	1
1501	в памяти	1	1
1502	сила и	1	1
1503	самого онегина	1	1
1504	наша цель	1	1
1505	что яд	1	1
1506	не приводит	1	1
1507	роли в	1	1
1508	своего предмета	1	1
1509	ключом к	1	1
1510	этот образ	1	1
1511	что позволяет	1	1
1512	это самое	1	1
1513	необходимых для	1	1
1514	как некий	2	1
1515	только язык	1	1
1516	десятилетий с	1	1
1517	виду не	2	1
1518	не перед	1	1
1519	своей собственной	2	1
1520	все хотят	2	1
1521	его существования	1	1
1522	в роли	3	1
1523	во мне	2	1
1524	в гранитных	1	1
1525	героем и	1	1
1526	не сам	2	1
1527	философа в	1	1
1528	нам для	1	1
1529	искусством в	1	1
1530	и потребности	1	1
1531	с автором	1	1
1532	без другого	1	1
1533	а те	1	1
1534	в мир	1	1
1535	образом от	1	1
1536	теперь не	1	1
1537	тогда как	20	1
1538	к объекту	2	1
1539	жизни на	3	1
1540	жизни по	1	1
1541	такие например	1	1
1542	ход мысли	1	1
1543	мышления но	1	1
1544	искусстве оказалось	1	1
1545	негой и	1	1
1546	не слышали	1	1
1547	игра с	1	1
1548	для изучения	1	1
1549	жизни к	1	1
1550	из первых	1	1
1551	за пределами	1	1
1552	под знаком	1	1
1553	лев толстой	2	1
1554	пути своего	1	1
1555	взаимодействия с	1	1
1556	искусства об	1	1
1557	говорится в	2	1
1558	культурной жизни	1	1
1559	по этой	2	1
1560	в основании	1	1
1561	движения и	1	1
1562	искусству в	1	1
1563	последнего времени	1	1
1564	высшего порядка	1	1
1565	пример в	2	1
1566	всеми и	1	1
1567	а нам	1	1
1568	на коллизии	1	1
1569	это речь	1	1
1570	поэтому было	1	1
1571	тогда в	1	1
1572	и произведение	1	1
1573	смерть и	1	1
1574	движения души	1	1
1575	вниманию читателя	1	1
1576	вы увидите	1	1
1577	на челе	1	1
1578	всех нас	1	1
1579	на языке	1	1
1580	в цель	1	1
1581	с известными	1	1
1582	над формой	1	1
1583	не самоцелью	1	1
1584	этому произведению	1	1
1585	надежду на	1	1
1586	и ты	4	1
1587	ни единой	1	1
1588	внешнем мире	1	1
1589	эстетических отношений	2	1
1590	произведения или	1	1
1591	в жизнь	2	1
1592	сознания по	1	1
1593	то самое	1	1
1594	художественного задания	1	1
1595	но одна	1	1
1596	писал что	2	1
1597	самой этой	1	1
1598	все та	2	1
1599	сам себе	1	1
1600	силу и	1	1
1601	в заключительной	1	1
1602	с их	3	1
1603	говорил он	1	1
1604	это всегда	1	1
1605	этого рода	2	1
1606	больше в	1	1
1607	что будет	1	1
1608	не иметь	1	1
1609	преодоления и	1	1
1610	друг я	1	1
1611	и тому	1	1
1612	о жизни	1	1
1613	он один	3	1
1614	удовольствия от	1	1
1615	собственное отражение	1	1
1616	каждого элемента	1	1
1617	органической связи	1	1
1618	мы ее	1	1
1619	но беда	1	1
1620	если и	1	1
1621	в переводе	1	1
1622	что ж	1	1
1623	другом месте	1	1
1624	линия и	1	1
1625	нет у	1	1
1626	света и	1	1
1627	с литературной	1	1
1628	только и	1	1
1629	отступление от	1	1
1630	а он	1	1
1631	исходило из	1	1
1632	которая как	1	1
1633	сто крат	1	1
1634	проза с	1	1
1635	же от	1	1
1636	жизненный путь	2	1
1637	это мне	1	1
1638	начать с	1	1
1639	в поле	2	1
1640	силу своих	1	1
1641	к цели	1	1
1642	из ряда	1	1
1643	жизни человека	1	1
1644	к материалу	1	1
1645	одну из	2	1
1646	всей своей	2	1
1647	поступает как	1	1
1648	а по	2	1
1649	есть и	1	1
1650	и эстетической	1	1
1651	но дело	1	1
1652	например и	2	1
1653	сила которая	1	1
1654	как явление	1	1
1655	человека с	1	1
1656	и всякая	1	1
1657	карамазова и	1	1
1658	впервые увидевший	1	1
1659	ведь мы	2	1
1660	солдат и	2	1
1661	в рамках	9	1
1662	жизни однако	1	1
1663	самого искусства	1	1
1664	искусство перестает	1	1
1665	он их	1	1
1666	существу в	1	1
1667	решающую роль	1	1
1668	же природы	1	1
1669	а скорее	2	1
1670	оно должно	1	1
1671	к изучению	1	1
1672	решении этой	1	1
1673	момент своего	1	1
1674	собственные законы	1	1
1675	прорастает из	1	1
1676	и малое	1	1
1677	действительности же	1	1
1678	которая так	1	1
1679	эту тему	1	1
1680	далека от	1	1
1681	раз его	1	1
1682	вся художественная	1	1
1683	как слова	1	1
1684	право на	4	1
1685	же это	3	1
1686	зрителя слушателя	4	1
1687	в разговоре	2	1
1688	в эпоху	1	1
1689	и зрителя	1	1
1690	художественное творчество	2	1
1691	невозможно да	1	1
1692	здесь стих	1	1
1693	и трудно	1	1
1694	ранее в	1	1
1695	оказывается невозможным	1	1
1696	свое начало	1	1
1697	пушкин в	1	1
1698	мужества и	1	1
1699	не единственный	1	1
1700	этого в	1	1
1701	в момент	1	1
1702	можно и	2	1
1703	самого себя	3	1
1704	тех кто	3	1
1705	трактуется как	1	1
1706	сверх того	1	1
1707	всей жизни	1	1
1708	от литературной	2	1
1709	оказывается не	2	1
1710	а вот	2	1
1711	конца не	1	1
1712	играет с	1	1
1713	угодно но	1	1
1714	в принципе	7	1
1715	в поэзию	1	1
1716	направляет на	1	1
1717	совершенно аналогична	1	1
1718	почему мы	1	1
1719	такие отношения	1	1
1720	главу угла	1	1
1721	отношений в	1	1
1722	литературы для	1	1
1723	сознательно или	1	1
1724	это должно	1	1
1725	эстетической деятельности	7	1
1726	письма что	1	1
1727	а во-вторых	1	1
1728	состав произведения	1	1
1729	поддается научному	1	1
1730	на существование	1	1
1731	сущности не	1	1
1732	является психологическим	1	1
1733	искусства было	2	1
1734	искусства его	1	1
1735	от личной	1	1
1736	и превращение	1	1
1737	эстетических достоинств	1	1
1738	разговоре с	2	1
1739	смерть как	1	1
1740	начинается с	1	1
1741	продолжением и	1	1
1742	а именно	1	1
1743	языка на	1	1
1744	творческого акта	1	1
1745	у достоевского	2	1
1746	он по	1	1
1747	собственно говоря	1	1
1748	уже через	1	1
1749	для эстетического	1	1
1750	вся картина	1	1
1751	не таков	1	1
1752	брать только	1	1
1753	социальная роль	1	1
1754	в дальнейшем	1	1
1755	ее понимании	1	1
1756	не подчиняется	1	1
1757	сам же	2	1
1758	большей части	1	1
1759	у которых	1	1
1760	на человека	1	1
1761	системы как	1	1
1762	искусстве с	1	1
1763	о недавней	1	1
1764	же автора	1	1
1765	он играет	1	1
1766	по тем	2	1
1767	принципиальное различие	2	1
1768	восходит к	2	1
1769	человеческих характеров	1	1
1770	однако его	2	1
1771	не отменяет	1	1
1772	духовной жизни	4	1
1773	откуда в	1	1
1774	самого субъекта	1	1
1775	что подобное	1	1
1776	обнаруживается при	1	1
1777	понятия в	1	1
1778	не должен	3	1
1779	а нередко	1	1
1780	с нашим	1	1
1781	уже о	2	1
1782	время чумы	1	1
1783	которых не	1	1
1784	уже было	1	1
1785	и т.п	14	1
1786	сохраняет в	1	1
1787	своего раннего	1	1
1788	скорее его	1	1
1789	художник это	1	1
1790	похожей на	1	1
1791	в различных	1	1
1792	обращаясь к	4	1
1793	это во-первых	1	1
1794	отказом от	1	1
1795	жил и	2	1
1796	означает не	1	1
1797	художественная деятельность	3	1
1798	что препятствует	1	1
1799	или чаще	1	1
1800	что писал	1	1
1801	тоже дело	1	1
1802	о художественной	1	1
1803	же автор	1	1
1804	бы потому	1	1
1805	самом начале	1	1
1806	неизвестное нам	1	1
1807	по которой	1	1
1808	духа и	1	1
1809	на другого	2	1
1810	раньше не	1	1
1811	и прозы	1	1
1812	я с	1	1
1813	бы само	1	1
1814	никогда от	1	1
1815	нам остается	1	1
1816	что отделяет	1	1
1817	выступает и	1	1
1818	роль например	1	1
1819	для созерцания	1	1
1820	в системе	1	1
1821	свою судьбу	1	1
1822	более важное	1	1
1823	где все	1	1
1824	в обращении	1	1
1825	и усиливает	1	1
1826	не имеющим	1	1
1827	все предметы	1	1
1828	все мы	1	1
1829	индивидуального сознания	2	1
1830	таком ее	1	1
1831	стороны к	1	1
1832	или бессознательно	1	1
1833	него как	1	1
1834	и последующим	1	1
1835	от автора	2	1
1836	не противоречит	1	1
1837	места для	1	1
1838	а сам	1	1
1839	более с	2	1
1840	превращает в	1	1
1841	в повестях	4	1
1842	разумеется в	1	1
1843	есть у	1	1
1844	поводу как	1	1
1845	его основная	1	1
1846	любит и	1	1
1847	и сама	1	1
1848	в тот	1	1
1849	существенное изменение	1	1
1850	поэта в	1	1
1851	ударение на	2	1
1852	на нашем	1	1
1853	что вы	1	1
1854	человеческое общество	1	1
1855	нашей мысли	1	1
1856	исходит от	1	1
1857	деятельности в	4	1
1858	этом есть	1	1
1859	сами себе	1	1
1860	наконец в-третьих	1	1
1861	хх столетия	2	1
1862	приступать к	1	1
1863	жизни после	1	1
1864	и своего	1	1
1865	и характеризуется	1	1
1866	теми или	1	1
1867	между прочим	1	1
1868	к далекому	1	1
1869	самого художественного	2	1
1870	и оказывается	1	1
1871	века в	3	1
1872	и ближе	1	1
1873	не вследствие	1	1
1874	себя мы	1	1
1875	человек то	1	1
1876	например как	1	1
1877	как полагал	1	1
1878	менее важным	2	1
1879	текст и	1	1
1880	как сказано	2	1
1881	я был	2	1
1882	творчество в	1	1
1883	всех своих	3	1
1884	в индивидуальном	2	1
1885	от чужого	1	1
1886	страшится и	1	1
1887	во главу	1	1
1888	как глубоко	1	1
1889	за ту	1	1
1890	не сводится	3	1
1891	которых в	1	1
1892	например все	2	1
1893	личность художника	1	1
1894	возникающее в	1	1
1895	и остаться	1	1
1896	в специальной	1	1
1897	жизнь то	1	1
1898	границы и	1	1
1899	не исчерпывается	1	1
1900	для наших	1	1
1901	как человек	1	1
1902	к новым	2	1
1903	поскольку от	1	1
1904	надежд и	1	1
1905	творческому акту	1	1
1906	в образы	1	1
1907	господствовать над	1	1
1908	в детстве	1	1
1909	которого состоит	1	1
1910	предшествующим и	1	1
1911	и определяет	1	1
1912	в основание	1	1
1913	двумя или	1	1
1914	смысл которой	1	1
1915	для личной	1	1
1916	сравнительно с	1	1
1917	в землю	1	1
1918	и выше	2	1
1919	у которого	1	1
1920	прийти в	1	1
1921	нас свои	1	1
1922	но без	2	1
1923	не учит	1	1
1924	что ты	2	1
1925	жизнь как	1	1
1926	держится на	1	1
1927	его создателя	1	1
1928	каждый человек	1	1
1929	мы отрицаем	1	1
1930	мысль в	2	1
1931	как частный	1	1
1932	и развитием	1	1
1933	коллектива и	1	1
1934	писателя в	2	1
1935	человека или	1	1
1936	которым это	1	1
1937	которые были	1	1
1938	идеи или	1	1
1939	из глубины	1	1
1940	сама с	1	1
1941	границу между	1	1
1942	сознания однако	1	1
1943	основе всех	1	1
1944	нет не	2	1
1945	и особенно	1	1
1946	поэзия в	1	1
1947	быть он	1	1
1948	человеческой личности	1	1
1949	не позволяет	1	1
1950	о работе	1	1
1951	с душой	1	1
1952	приближается к	1	1
1953	самих себя	1	1
1954	от самой	1	1
1955	не мыслит	1	1
1956	предметы и	1	1
1957	но за	1	1
1958	на проблему	1	1
1959	во власти	1	1
1960	со своего	1	1
1961	и одно	1	1
1962	как океан	1	1
1963	жизнь моя	1	1
1964	своем составе	2	1
1965	это уже	2	1
1966	нашего времени	2	1
1967	из крупнейших	1	1
1968	и автор	1	1
1969	него нет	1	1
1970	за это	1	1
1971	капитанской дочке	1	1
1972	оказывается в	1	1
1973	оказываются как	1	1
1974	которых и	1	1
1975	путь наш	1	1
1976	своего романа	1	1
1977	собой и	1	1
1978	начала с	1	1
1979	не искусство	1	1
1980	в различные	1	1
1981	не делает	1	1
1982	другой из	1	1
1983	она поддается	1	1
1984	оказывается на	1	1
1985	что-то другое	2	1
1986	своего ремесла	1	1
1987	в сравнении	2	1
1988	исходил из	1	1
1989	в капитанской	1	1
1990	к родине	1	1
1991	в итоге	2	1
1992	свое время	1	1
1993	автора но	1	1
1994	было у	2	1
1995	с восприятием	3	1
1996	в большинстве	1	1
1997	освобождает от	1	1
1998	на россию	1	1
1999	другому а	1	1
2000	восприятия а	1	1
2001	как пример	1	1
2002	энергии но	1	1
2003	переживает все	1	1
2004	тайна в	1	1
2005	но лишь	4	1
2006	самого автора	1	1
2007	искусства что	1	1
2008	эта мысль	2	1
2009	против истины	1	1
2010	о своем	3	1
2011	каким угодно	1	1
2012	всегда больше	1	1
2013	перед глазами	1	1
2014	поэт говорит	2	1
2015	самого пушкина	3	1
2016	не достаточно	1	1
2017	и тяжелое	1	1
2018	затруднительное положение	1	1
2019	образом не	1	1
2020	как сгусток	1	1
2021	между людьми	1	1
2022	поэт был	1	1
2023	и сидя	1	1
2024	соответствии с	3	1
2025	и многих	1	1
2026	во внешней	1	1
2027	поэзия а	1	1
2028	эстетики но	1	1
2029	не подозревая	1	1
2030	тенденции к	1	1
2031	но исключительно	1	1
2032	здесь и	1	1
2033	художественным творчеством	1	1
2034	искусство если	1	1
2035	же он	1	1
2036	толстой в	1	1
2037	есть неотъемлемая	1	1
2038	чуть ли	2	1
2039	в художественных	1	1
2040	принадлежит ему	1	1
2041	это едва	1	1
2042	дело как	1	1
2043	из камня	1	1
2044	поэтому что	1	1
2045	даже когда	1	1
2046	ему в	2	1
2047	человека искусство	1	1
2048	например стихотворение	1	1
2049	принципе и	1	1
2050	свидетельствует о	3	1
2051	спрашивает он	1	1
2052	уверен что	1	1
2053	второй половине	1	1
2054	том числе	2	1
2055	ненависть к	1	1
2056	единственно нужное	1	1
2057	и нашедшая	1	1
2058	вовне в	1	1
2059	поэт который	1	1
2060	день и	1	1
2061	чтобы сделаться	1	1
2062	в-третьих эта	1	1
2063	и странным	1	1
2064	из форм	1	1
2065	и страшной	1	1
2066	все той	2	1
2067	стих на	1	1
2068	непосредственно в	1	1
2069	же именно	1	1
2070	в г	1	1
2071	что к	1	1
2072	как утверждает	2	1
2073	начала в	1	1
2074	существует как	1	1
2075	когда ребенок	1	1
2076	эстетики а	1	1
2077	единство так	1	1
2078	в глубине	1	1
2079	на вымышленный	1	1
2080	произведение обретает	1	1
2081	свет и	1	1
2082	в литературу	1	1
2083	положение в	1	1
2084	искусство скорее	1	1
2085	что перед	1	1
2086	позволить себе	1	1
2087	а был	1	1
2088	что а	1	1
2089	своей души	1	1
2090	природу и	1	1
2091	и следовало	1	1
2092	в реальности	1	1
2093	художника как	2	1
2094	живой и	1	1
2095	мира и	1	1
2096	значении есть	1	1
2097	собственной жизни	2	1
2098	исходные предпосылки	1	1
2099	в новом	1	1
2100	камня на	1	1
2101	совершенно иной	1	1
2102	единственную возможность	1	1
2103	чему нельзя	1	1
2104	ему как	1	1
2105	эстетических ценностей	1	1
2106	и логически	1	1
2107	он строит	1	1
2108	не говоря	3	1
2109	в стиле	1	1
2110	тем вернее	1	1
2111	личности в	4	1
2112	такую же	1	1
2113	переживается как	1	1
2114	его тем	1	1
2115	борьбы за	1	1
2116	которая может	1	1
2117	поэт не	1	1
2118	психологии психология	1	1
2119	быть сказано	1	1
2120	нашел в	1	1
2121	а от	1	1
2122	этимологическое значение	1	1
2123	как может	1	1
2124	на поле	1	1
2125	и описана	1	1
2126	бы представить	1	1
2127	во второй	2	1
2128	слову но	1	1
2129	о границах	1	1
2130	теперь начинает	1	1
2131	уже у	1	1
2132	люди с	1	1
2133	отказ от	7	1
2134	частности в	1	1
2135	целого в	1	1
2136	сознание в	3	1
2137	резко отличается	1	1
2138	земли и	1	1
2139	не станет	1	1
2140	поэтому для	2	1
2141	которую я	1	1
2142	существование в	2	1
2143	было указано	1	1
2144	еще на	1	1
2145	по утверждению	1	1
2146	значение слова	1	1
2147	как награда	1	1
2148	по той	1	1
2149	героя с	2	1
2150	не нуждается	1	1
2151	действительности не	1	1
2152	нас самих	2	1
2153	только по	1	1
2154	этом и	1	1
2155	отрывается от	1	1
2156	читатель и	1	1
2157	начала жизни	2	1
2158	как наиболее	1	1
2159	искусство это	1	1
2160	об этой	1	1
2161	а жизнь	1	1
2162	глазами и	1	1
2163	в эти	1	1
2164	и новые	1	1
2165	когда наконец	1	1
2166	стал почти	1	1
2167	будущей жизни	1	1
2168	на войне	1	1
2169	от эпохи	1	1
2170	а эти	1	1
2171	здесь этот	1	1
2172	событие это	1	1
