N	2gram	Propp_Morf	KulturaY
1306	вообще с	1	1
1307	здесь один	1	1
1308	или другого	1	1
1309	в некое	1	1
1310	до этого	1	1
1311	что некоторые	2	1
1312	б в	2	1
1313	следовательно в	1	1
1314	оно есть	1	1
1315	их следует	1	1
1316	одновременно с	1	1
1317	со мной	1	1
1318	чего следует	2	1
1319	обращается к	1	1
1320	уже известны	1	1
1321	или наоборот	2	1
1322	тайну своего	1	1
1323	даже просто	1	1
1324	пропасть и	1	1
1325	пр таким	1	1
1326	к таким	1	1
1327	практически это	1	1
1328	самая постановка	1	1
1329	которые могут	1	1
1330	этим в	1	1
1331	дело идет	1	1
1332	явлений и	1	1
1333	увидим как	1	1
1334	ниже мы	2	1
1335	не такое	1	1
1336	себя и	2	1
1337	мы имели	1	1
1338	тему в	1	1
1339	важное значение	1	1
1340	в итоге	2	1
1341	что необходимо	1	1
1342	как частная	1	1
1343	мы однако	1	1
1344	другими формами	1	1
1345	не входит	2	1
1346	они по	1	1
1347	бы нас	1	1
1348	сразу и	2	1
1349	же просто	1	1
1350	такое положение	1	1
1351	для сравнения	1	1
1352	функцию в	1	1
1353	объединены одним	1	1
1354	в основе	2	1
1355	он требует	2	1
1356	формы мы	1	1
1357	думается что	1	1
1358	на новые	2	1
1359	сказки и	6	1
1360	в очень	2	1
1361	в пример	1	1
1362	это явление	5	1
1363	такой случай	2	1
1364	и изучаться	1	1
1365	бы по	1	1
1366	можно лишь	2	1
1367	мы уже	4	1
1368	явления и	1	1
1369	и независимо	1	1
1370	из его	2	1
1371	а через	1	1
1372	есть путь	1	1
1373	самых разнообразных	2	1
1374	в середине	2	1
1375	так скоро	1	1
1376	те случаи	1	1
1377	и больше	2	1
1378	то все	1	1
1379	не носит	1	1
1380	первом и	1	1
1381	предположение если	1	1
1382	которые должны	1	1
1383	же относятся	1	1
1384	в приложении	1	1
1385	тому или	1	1
1386	как функции	1	1
1387	более и	1	1
1388	типы и	1	1
1389	при помощи	12	1
1390	влияет на	1	1
1391	непосредственно к	1	1
1392	и наоборот	4	1
1393	а во	3	1
1394	им в	1	1
1395	она все	1	1
1396	входить в	2	1
1397	предполагает уже	1	1
1398	простейший случай	1	1
1399	из одной	1	1
1400	может ли	1	1
1401	из наиболее	1	1
1402	к двум	1	1
1403	ее не	1	1
1404	к следующему	1	1
1405	от учителей	1	1
1406	в деревне	1	1
1407	таких случаев	2	1
1408	к созданию	1	1
1409	другим но	1	1
1410	жизни языка	1	1
1411	без всякой	2	1
1412	и наши	1	1
1413	задачи а	1	1
1414	как во	1	1
1415	теперь может	1	1
1416	это сделано	1	1
1417	к основной	1	1
1418	еще в	1	1
1419	двумя дочерьми	1	1
1420	материал и	1	1
1421	оно имеет	1	1
1422	же он	1	1
1423	у вас	1	1
1424	если только	1	1
1425	указанием на	1	1
1426	не сообщает	2	1
1427	меня не	1	1
1428	тогда мы	1	1
1429	каковы будут	1	1
1430	формы не	1	1
1431	к началу	4	1
1432	сл в	1	1
1433	то они	2	1
1434	это законы	1	1
1435	знать что	2	1
1436	же представляет	1	1
1437	что ему	1	1
1438	формы которые	3	1
1439	которым он	1	1
1440	нам еще	2	1
1441	ему в	1	1
1442	о помощи	3	1
1443	многих других	2	1
1444	одном случае	1	1
1445	образом верно	1	1
1446	приводят к	3	1
1447	может не	2	1
1448	в коем	1	1
1449	зависит и	1	1
1450	но прежде	1	1
1451	раз при	1	1
1452	ряд других	2	1
1453	всякого ущерба	1	1
1454	часто повторяющиеся	1	1
1455	предмет его	1	1
1456	сам он	3	1
1457	случаев когда	1	1
1458	в последней	1	1
1459	который может	3	1
1460	что существуют	1	1
1461	лишь весьма	1	1
1462	основных проблем	1	1
1463	сколько в	1	1
1464	при таких	1	1
1465	все таки	1	1
1466	для известной	1	1
1467	материала и	1	1
1468	е все	1	1
1469	или с	3	1
1470	пор как	1	1
1471	мы нашли	1	1
1472	две основные	1	1
1473	ситуация и	1	1
1474	бьют по	1	1
1475	можно на	1	1
1476	которых каждый	1	1
1477	выбор и	1	1
1478	есть но	1	1
1479	что каждый	1	1
1480	первом месте	1	1
1481	имеет смысла	1	1
1482	эта функция	4	1
1483	не существует	3	1
1484	этим мы	1	1
1485	д словом	1	1
1486	здесь нет	1	1
1487	читателя в	1	1
1488	на каком	1	1
1489	и гораздо	1	1
1490	ко второму	1	1
1491	в главе	1	1
1492	теми же	1	1
1493	как указано	1	1
1494	что совершенно	1	1
1495	что элементы	1	1
1496	самые разнообразные	1	1
1497	и художественной	1	1
1498	на грамматику	1	1
1499	с теми	4	1
1500	здесь возможны	1	1
1501	такое же	1	1
1502	систему и	1	1
1503	учреждений и	1	1
1504	далее мы	2	1
1505	за которым	2	1
1506	как целое	1	1
1507	но по	1	1
1508	самые простые	1	1
1509	а их	1	1
1510	не дают	1	1
1511	очерке не	1	1
1512	такие формы	1	1
1513	остановимся на	1	1
1514	средство в	1	1
1515	что им	1	1
1516	может рассматриваться	1	1
1517	видим что	12	1
1518	что например	1	1
1519	форма в	3	1
1520	можно показать	2	1
1521	свет на	1	1
1522	требует специального	1	1
1523	и таким	2	1
1524	чего в	1	1
1525	метод и	1	1
1526	другом случае	1	1
1527	этой формы	3	1
1528	реагирует на	3	1
1529	обычно в	2	1
1530	он был	1	1
1531	что очень	1	1
1532	вне этой	1	1
1533	то какое	1	1
1534	с самого	1	1
1535	бы считать	2	1
1536	в предисловии	1	1
1537	значит что	4	1
1538	что действительно	2	1
1539	не отвечает	1	1
1540	будет видно	1	1
1541	явление это	2	1
1542	может возникнуть	1	1
1543	то чего	1	1
1544	чтобы овладеть	2	1
1545	приветствие и	1	1
1546	его не	1	1
1547	где я	1	1
1548	и ни	1	1
1549	как уже	3	1
1550	далее можно	2	1
1551	может считаться	6	1
1552	уже только	1	1
1553	происходит при	1	1
1554	обстоит дело	1	1
1555	в ход	3	1
1556	изучение которое	1	1
1557	вопрос как	3	1
1558	иное чем	3	1
1559	были включены	1	1
1560	показать наличность	1	1
1561	требуют от	1	1
1562	входит в	4	1
1563	во второй	2	1
1564	формы могут	1	1
1565	что там	2	1
1566	по земле	1	1
1567	составные части	10	1
1568	и некоторые	1	1
1569	с ее	1	1
1570	рассчитанное на	1	1
1571	лес и	2	1
1572	принадлежит и	1	1
1573	имеем здесь	1	1
1574	такое которое	1	1
1575	из приведенных	3	1
1576	вплотную к	1	1
1577	свист и	1	1
1578	нет не	1	1
1579	и объявление	1	1
1580	чем задача	1	1
1581	ли этот	2	1
1582	на формах	1	1
1583	роль играют	1	1
1584	функций которые	1	1
1585	что далеко	1	1
1586	способные к	2	1
1587	образом они	1	1
1588	этой новой	1	1
1589	же самое	1	1
1590	с различными	1	1
1591	вступают в	3	1
1592	этот может	1	1
1593	этого нет	2	1
1594	и вне	3	1
1595	но морфологически	1	1
1596	относятся только	1	1
1597	что подобные	1	1
1598	нужно помнить	1	1
1599	форма как	1	1
1600	формы является	1	1
1601	и много	1	1
1602	что изучение	3	1
1603	и ее	5	1
1604	бы он	1	1
1605	это видно	1	1
1606	этом и	1	1
1607	ее из	2	1
1608	как за	2	1
1609	теперь когда	1	1
1610	действительно не	1	1
1611	общим признаком	1	1
1612	в голову	1	1
1613	достаточный материал	1	1
1614	другой и	1	1
1615	его имени	1	1
1616	он во	1	1
1617	наши общие	1	1
1618	все еще	3	1
1619	право на	2	1
1620	по законам	1	1
1621	можно утверждать	1	1
1622	же может	2	1
1623	все другие	1	1
1624	само собой	1	1
1625	если на	1	1
1626	на чужих	1	1
1627	сущности к	1	1
1628	из приемов	1	1
1629	после смерти	1	1
1630	этому вопросу	1	1
1631	дело обстоит	1	1
1632	как выше	1	1
1633	и совершенно	1	1
1634	в лице	1	1
1635	а сама	1	1
1636	совершается в	2	1
1637	быть поставлен	1	1
