N	2gram	Losev_Vesc	Narrotol
1314	и смысл	1	1
1315	его внутренние	1	1
1316	с другом	2	1
1317	то можно	1	1
1318	также к	1	1
1319	для осмысления	1	1
1320	ничего нельзя	1	1
1321	а так	3	1
1322	ее жизнь	1	1
1323	их переживания	1	1
1324	бы это	1	1
1325	выражение и	2	1
1326	ему не	3	1
1327	жизнь и	2	1
1328	вопрос не	1	1
1329	всей полнотой	1	1
1330	которая как	1	1
1331	интересующей нас	1	1
1332	еще до	1	1
1333	и оставаться	1	1
1334	обычно в	1	1
1335	в полной	2	1
1336	то какое	1	1
1337	окружающего мира	1	1
1338	с самого	1	1
1339	оно в	1	1
1340	смысловую структуру	1	1
1341	первый способ	1	1
1342	таково например	1	1
1343	образцом для	1	1
1344	в самых	1	1
1345	другими словами	9	1
1346	связанные между	1	1
1347	другой в	1	1
1348	в столь	1	1
1349	и ничто	2	1
1350	с совершенно	1	1
1351	в противоположность	1	1
1352	вопрос как	3	1
1353	ведь и	6	1
1354	мы должны	5	1
1355	в мертвых	1	1
1356	он достиг	1	1
1357	или что-нибудь	1	1
1358	не существовало	1	1
1359	нужно было	3	1
1360	эта сторона	1	1
1361	но она	3	1
1362	два человека	1	1
1363	и их	11	1
1364	но даже	3	1
1365	принципе не	1	1
1366	кто не	3	1
1367	конечно в	1	1
1368	только у	1	1
1369	у кого	1	1
1370	только благодаря	1	1
1371	в нашей	1	1
1372	одного слова	1	1
1373	только то	4	1
1374	в xix	1	1
1375	какая это	3	1
1376	с кем	1	1
1377	или как	3	1
1378	как то	1	1
1379	нам о	1	1
1380	еще на	1	1
1381	знает и	2	1
1382	что можно	1	1
1383	и ей	1	1
1384	но совершенно	4	1
1385	ясно не	1	1
1386	эту тему	1	1
1387	рассуждение можно	1	1
1388	в книге	1	1
1389	него и	1	1
1390	в плане	1	1
1391	крайней мере	10	1
1392	для такого	2	1
1393	этого внутреннего	1	1
1394	отличаться от	2	1
1395	смыслом но	1	1
1396	к словесным	1	1
1397	они суть	2	1
1398	вызывает в	1	1
1399	а явление	1	1
1400	и вопреки	1	1
1401	не важно	4	1
1402	отграничено от	1	1
1403	в одинаковой	1	1
1404	все еще	3	1
1405	на двух	2	1
1406	нуждается в	2	1
1407	но слишком	1	1
1408	надо было	1	1
1409	может и	3	1
1410	его внутреннее	1	1
1411	для этого	5	1
1412	дороже и	1	1
1413	именно это	1	1
1414	а я	3	1
1415	как вещь	9	1
1416	и совершенно	2	1
1417	им не	1	1
1418	само по	4	1
1419	голоса в	1	1
1420	есть не	17	1
1421	же самым	1	1
1422	как символ	1	1
1423	степени и	2	1
1424	себе а	1	1
