N	2gram	Potebnia_M	Mirosoze
1312	в обществе	1	1
1313	как например	2	1
1314	но без	2	1
1315	несмотря на	2	1
1316	в какие	2	1
1317	на которые	1	1
1318	и идеи	1	1
1319	известного рода	2	1
1320	между людьми	2	1
1321	и делается	1	1
1322	сердце в	1	1
1323	всего своего	1	1
1324	видим в	1	1
1325	указывают на	3	1
1326	ее не	4	1
1327	тем же	6	1
1328	от которой	1	1
1329	имеет своим	1	1
1330	при котором	2	1
1331	во всю	1	1
1332	своего я	1	1
1333	одной из	3	1
1334	действия не	1	1
1335	из первых	1	1
1336	с нею	5	1
1337	в глазах	3	1
1338	друга а	1	1
1339	человечества и	1	1
1340	в сознании	36	1
1341	его для	1	1
1342	внешних условий	1	1
1343	имеет и	1	1
1344	к новой	1	1
1345	и значит	1	1
1346	сама она	1	1
1347	образа если	2	1
1348	ведет ко	1	1
1349	как все	1	1
1350	не из	4	1
1351	достигается в	2	1
1352	если только	1	1
1353	только о	2	1
1354	есть тот	1	1
1355	ко многим	1	1
1356	формы и	2	1
1357	меня не	1	1
1358	всего того	1	1
1359	есть те	1	1
1360	слова так	2	1
1361	есть много	1	1
1362	сознание может	1	1
1363	душе и	1	1
1364	в свое	2	1
1365	то они	1	1
1366	что ему	1	1
1367	не образ	2	1
1368	и иначе	1	1
1369	и соответствует	1	1
1370	смысле что	2	1
1371	берет на	1	1
1372	состояние сознания	1	1
1373	не во	1	1
1374	на вопрос	2	1
1375	ее на	1	1
1376	без них	2	1
1377	не нужен	1	1
1378	за собою	4	1
1379	в первый	1	1
1380	иметь право	1	1
1381	наших глазах	2	1
1382	не без	1	1
1383	этой мысли	2	1
1384	мира но	1	1
1385	религия в	1	1
1386	а это	2	1
1387	не отражается	1	1
1388	которое должно	1	1
1389	будет ли	3	1
1390	сторона в	1	1
1391	такое же	5	1
1392	что только	7	1
1393	многое в	1	1
1394	на которой	4	1
1395	его сознание	2	1
1396	со словами	1	1
1397	имеет смысла	1	1
1398	чем он	1	1
1399	а все	1	1
1400	возможно только	6	1
1401	им с	1	1
1402	слово в	6	1
1403	слова а	1	1
1404	участие в	1	1
1405	сила не	1	1
1406	и смысл	1	1
1407	в виде	3	1
1408	самой мысли	1	1
1409	что ни	3	1
1410	ее нельзя	1	1
1411	бы для	2	1
1412	с места	1	1
1413	а о	1	1
1414	таинственная связь	1	1
1415	согласно с	4	1
1416	единственная причина	1	1
1417	остается и	1	1
1418	а также	1	1
1419	страданием и	1	1
1420	на нее	2	1
1421	же нет	1	1
1422	в ту	2	1
1423	за тем	3	1
1424	уже совершенно	1	1
1425	его раскрывает	1	1
1426	указывает на	8	1
1427	между собою	13	1
1428	быть признано	1	1
1429	сама по	3	1
1430	в стороне	1	1
1431	его вполне	1	1
1432	ее со	1	1
1433	помнить что	1	1
1434	есть это	1	1
1435	можно будет	1	1
1436	перестать быть	1	1
1437	стремление к	1	1
1438	так в	4	1
1439	силу этого	1	1
1440	на одном	2	1
1441	и могут	1	1
1442	должно стать	1	1
1443	за более	1	1
1444	в новом	2	1
1445	человека или	1	1
1446	и оно	3	1
1447	с другом	1	1
1448	вовсе не	13	1
1449	это так	2	1
1450	в одной	1	1
1451	мысли в	2	1
1452	тем более	9	1
1453	друга до	1	1
1454	с первого	2	1
1455	стоит и	1	1
1456	нее нет	1	1
1457	этого он	1	1
1458	искать в	1	1
1459	может иметь	1	1
1460	том случае	2	1
1461	и эти	1	1
1462	на них	2	1
1463	за то	1	1
1464	а еще	1	1
1465	до тех	5	1
1466	он говорит	3	1
1467	есть первичное	1	1
1468	все человеческое	1	1
1469	значение но	1	1
1470	к чему-то	1	1
1471	произведения искусства	2	1
1472	есть знание	1	1
1473	ее так	1	1
1474	как перед	1	1
1475	в течение	2	1
1476	бы назвать	1	1
1477	один в	1	1
1478	них идет	1	1
1479	ее жизни	1	1
1480	для кого	1	1
1481	еще менее	1	1
1482	может понять	1	1
1483	себе что	2	1
1484	в искусстве	6	1
1485	во второй	1	1
1486	основы и	1	1
1487	и может	4	1
1488	личности на	1	1
1489	опыта с	1	1
1490	как отрицание	1	1
1491	тех же	1	1
1492	пор не	2	1
1493	от земли	2	1
1494	что образ	1	1
1495	каждый раз	3	1
1496	явлений в	1	1
1497	в нашей	1	1
1498	факт что	1	1
1499	его чувство	1	1
1500	образа который	1	1
1501	цену но	1	1
1502	была самая	1	1
1503	и нередко	1	1
1504	или как	1	1
1505	его я	3	1
1506	его или	1	1
1507	случае для	1	1
1508	силу на	1	1
1509	может одинаково	1	1
1510	это знание	1	1
1511	на это	4	1
1512	последнее слово	1	1
1513	которая дает	1	1
1514	люди не	2	1
1515	чтобы образ	1	1
1516	самой своей	1	1
1517	одного из	1	1
1518	указывать на	2	1
1519	оно должно	1	1
1520	для такого	1	1
1521	сказать в	1	1
1522	даже для	1	1
1523	это можно	4	1
1524	тот путь	1	1
1525	может показаться	1	1
1526	эту мысль	1	1
1527	слова в	7	1
1528	чтобы оправдать	1	1
1529	в голову	3	1
1530	же в	3	1
1531	нет как	1	1
1532	сходства между	1	1
1533	многие другие	3	1
1534	душах и	1	1
1535	право на	1	1
1536	об этой	1	1
1537	себе он	1	1
1538	себе всю	1	1
1539	в области	3	1
1540	же это	1	1
1541	это в	2	1
1542	бы от	1	1
1543	в разговоре	2	1
1544	ни был	3	1
1545	которой нет	2	1
1546	образа но	1	1
1547	в целом	5	1
1548	он с	1	1
1549	или точнее	1	1
1550	самосознания в	1	1
1551	и наконец	3	1
1552	что на	3	1
1553	нам эти	1	1
1554	говорит не	1	1
1555	возможна только	1	1
1556	такие явления	1	1
1557	можно только	3	1
1558	меньше чем	1	1
