N	2gram	Trubetskoy	FransuaR
1310	воспринимает и	1	1
1311	совершенно ясно	2	1
1312	тем больше	1	1
1313	сторону его	1	1
1314	оружием в	1	1
1315	из моих	1	1
1316	политику и	1	1
1317	другой характер	1	1
1318	всем миром	1	1
1319	военную технику	1	1
1320	или иная	1	1
1321	без влияния	1	1
1322	и вырождения	1	1
1323	этом последнем	1	1
1324	лишь на	1	1
1325	по одному	3	1
1326	если я	1	1
1327	и положительный	1	1
1328	этой целью	1	1
1329	народом не	1	1
1330	играет роль	1	1
1331	заключалось в	1	1
1332	частной жизни	1	1
1333	что как	4	1
1334	понятий и	1	1
1335	что та	4	1
1336	предрассудках в	1	1
1337	не понимают	2	1
1338	предшествующих поколений	2	1
1339	ко всякой	1	1
1340	и традиция	1	1
1341	для тех	1	1
1342	в порядок	1	1
1343	себе на	1	1
1344	воззрениях на	1	1
1345	в особом	1	1
1346	над всеми	2	1
1347	того кто	1	1
1348	развитии культуры	1	1
1349	и заставить	1	1
1350	бороться с	5	1
1351	или о	1	1
1352	существует в	1	1
1353	каждого человека	2	1
1354	к чисто	1	1
1355	культуры мы	1	1
1356	то ведь	1	1
1357	на историю	1	1
1358	ним общее	1	1
1359	проникнут и	1	1
1360	необходимо чтобы	1	1
1361	которое на	1	1
1362	такие условия	1	1
1363	наоборот все	1	1
1364	отнюдь не	2	1
1365	лишь самое	2	1
1366	в последующем	1	1
1367	проникает все	1	1
1368	шло по	1	1
1369	вообще нет	1	1
1370	конечно у	1	1
1371	раньше чем	1	1
1372	роль во	1	1
1373	явствует что	1	1
1374	на деле	1	1
1375	и сумели	1	1
1376	него только	1	1
1377	к такой	1	1
1378	внешним образом	1	1
1379	те элементы	1	1
1380	стороны одного	1	1
1381	из таких	2	1
1382	дальнейшем ходе	1	1
1383	чтобы истина	1	1
1384	отдельных элементов	1	1
1385	потом и	1	1
1386	собою разумеющееся	1	1
1387	из одних	1	1
1388	целого ряда	1	1
1389	с ума	1	1
1390	из отдельных	1	1
1391	сводится к	2	1
1392	его устами	1	1
1393	развития должен	1	1
1394	течение его	1	1
1395	этого круга	3	1
1396	взгляды на	1	1
1397	на месте	2	1
1398	и будет	2	1
1399	нем между	1	1
1400	выход из	1	1
1401	можно назвать	3	1
1402	к таким	2	1
1403	в памяти	1	1
1404	берет только	1	1
1405	в в	4	1
1406	на другую	1	1
1407	с такими	1	1
1408	странах как	1	1
1409	в определенной	1	1
1410	тому назад	1	1
1411	определенные и	1	1
1412	роли в	1	1
1413	этой культуре	1	1
1414	то я	1	1
1415	то которое	2	1
1416	к представлению	1	1
1417	всем этом	1	1
1418	родной почве	1	1
1419	культуру в	3	1
1420	на запад	1	1
1421	близости к	1	1
1422	и состоит	2	1
1423	и считают	2	1
1424	народа который	2	1
1425	не считал	1	1
1426	народа мы	1	1
1427	чаще и	1	1
1428	этого положения	1	1
1429	не быть	1	1
1430	на современную	1	1
1431	тех пор	2	1
1432	вступает в	1	1
1433	в приложении	1	1
1434	говорят что	1	1
1435	на основании	1	1
1436	отдельные части	1	1
1437	а чем	1	1
1438	и стремление	1	1
1439	что когда	1	1
1440	это имеет	1	1
1441	не раньше	1	1
1442	тогда как	6	1
1443	будет уже	1	1
1444	состоит в	1	1
1445	не забудем	1	1
1446	как известная	1	1
1447	ибо на	1	1
1448	к двум	2	1
1449	в глазах	2	1
1450	в каждый	6	1
1451	отрицательные стороны	1	1
1452	еще дальше	1	1
1453	и проч	4	1
1454	и государство	1	1
1455	это просто	1	1
1456	по этой	1	1
1457	вполне понятна	1	1
1458	поставить перед	1	1
1459	всегда был	1	1
1460	если только	1	1
1461	часть с	1	1
1462	здесь люди	1	1
1463	то они	4	1
1464	стоит на	1	1
1465	всякий смысл	1	1
1466	пришли к	1	1
1467	техники и	1	1
1468	чем объясняется	1	1
1469	они совершенно	1	1
1470	для всякого	2	1
1471	искать в	1	1
1472	он усматривает	1	1
1473	а это	2	1
1474	книгу в	1	1
1475	ее проявления	1	1
1476	с уже	2	1
1477	господствовать в	1	1
1478	мало того	4	1
1479	все только	1	1
1480	в широком	1	1
1481	а все	1	1
1482	у многих	1	1
1483	мы разумеем	2	1
1484	конечно невозможно	1	1
1485	основана на	1	1
1486	своих мыслей	1	1
1487	всех прочих	2	1
1488	нашу мысль	1	1
1489	так когда	1	1
1490	конец этой	1	1
1491	что элементы	2	1
1492	человечество не	1	1
1493	она-то и	1	1
1494	и продолжают	1	1
1495	осталась не	1	1
1496	и продолжает	1	1
1497	более что	1	1
1498	и единственным	1	1
1499	латинского языка	1	1
1500	если они	1	1
1501	становится понятным	1	1
1502	первобытных народов	1	1
1503	среды в	1	1
1504	медленно и	2	1
1505	по тем	2	1
1506	всех названных	1	1
1507	связей между	1	1
1508	все у	1	1
1509	а так	1	1
1510	бы это	1	1
1511	оценивает ее	1	1
1512	высокой ступени	1	1
1513	предметами и	1	1
1514	огнем и	1	1
1515	его семьи	1	1
1516	сам не	1	1
1517	образом мы	1	1
1518	и всеми	1	1
1519	совершенства не	1	1
1520	без всяких	1	1
1521	возьмем например	1	1
1522	случае если	5	1
1523	и ко	1	1
1524	и условности	1	1
1525	о каком-то	1	1
1526	чистом виде	1	1
1527	видит и	1	1
1528	земле в	1	1
1529	выше в	1	1
1530	лучше всего	1	1
1531	был лишь	1	1
1532	всех существ	1	1
1533	когда этот	1	1
1534	чтобы я	1	1
1535	то обстоятельство	1	1
1536	другой только	1	1
1537	лучше и	3	1
1538	крайними пределами	1	1
1539	самое что	1	1
1540	этих ценностей	1	1
1541	только эта	1	1
1542	веры в	2	1
1543	действительности от	1	1
1544	но вместе	2	1
1545	конечно нет	1	1
1546	и римской	2	1
1547	скорее в	1	1
1548	же процесса	1	1
1549	правильно и	1	1
1550	поэтому если	1	1
1551	образом они	1	1
1552	являются не	1	1
1553	на путь	2	1
1554	наконец третий	1	1
1555	мы бы	1	1
1556	приложении к	1	1
1557	в голову	1	1
1558	становится до	1	1
1559	для своих	1	1
1560	себя а	1	1
1561	петр великий	1	1
1562	расположены на	2	1
1563	сохраняли свою	1	1
1564	и длительнее	1	1
1565	каждый момент	1	1
1566	к совершенно	1	1
1567	форме с	1	1
1568	роль этого	1	1
1569	точно и	1	1
1570	только такие	1	1
1571	люди которые	1	1
1572	культурного развития	1	1
1573	мире а	1	1
1574	признак этот	1	1
1575	такой характер	1	1
1576	научной литературе	1	1
1577	только внешний	1	1
1578	случае мы	1	1
1579	часть его	1	1
1580	жизни во	1	1
1581	все народы	2	1
1582	глаза и	1	1
1583	же совершенно	1	1
1584	необходимо во-первых	1	1
1585	поставить и	1	1
1586	интересен и	1	1
1587	не вызывает	1	1
1588	народ и	4	1
1589	далее в	1	1
1590	то не	1	1
1591	от этих	1	1
1592	говорить что	3	1
1593	из многочисленных	1	1
1594	которые будут	2	1
1595	среди других	1	1
1596	имеет никакой	1	1
1597	этими тремя	1	1
1598	мыслится как	1	1
1599	разницы тут	1	1
1600	и другом	1	1
1601	не следует	2	1
1602	а во-вторых	1	1
1603	только когда	1	1
1604	лишь очень	1	1
1605	теперь мы	2	1
1606	мысль о	1	1
1607	чем их	2	1
1608	они нашли	1	1
1609	бы все	1	1
1610	может случиться	1	1
1611	над тем	1	1
1612	сложились в	1	1
1613	существенную часть	1	1
1614	зависят от	1	1
1615	однако это	2	1
1616	и истории	5	1
1617	для их	1	1
1618	черт а	1	1
1619	и дали	1	1
1620	родства и	2	1
1621	с историческим	1	1
1622	неизбежно должны	1	1
1623	силы что	1	1
1624	и история	1	1
1625	всегда с	1	1
1626	эти вещи	1	1
1627	зрения всякой	1	1
1628	были настолько	1	1
1629	не создает	1	1
1630	доказать что	2	1
1631	и элементов	1	1
1632	центр тяжести	1	1
1633	вступил на	1	1
1634	ними нет	1	1
1635	вся его	2	1
1636	факт этот	1	1
1637	уже о	1	1
1638	момент оценки	2	1
1639	же большинство	1	1
1640	бы их	1	1
1641	наконец как	1	1
1642	на миг	1	1
1643	приходит к	1	1
1644	как оно	1	1
1645	той особой	1	1
1646	в настоящей	1	1
1647	и создают	1	1
1648	пока еще	1	1
1649	его собственной	5	1
1650	же духе	1	1
1651	из виду	1	1
1652	на наших	1	1
1653	их просто	1	1
1654	потому они	1	1
1655	и культуру	2	1
1656	тех случаях	1	1
1657	культуры наконец	2	1
1658	сама себя	1	1
1659	простое и	1	1
1660	причем в	1	1
1661	исходит из	1	1
1662	их именно	1	1
1663	у животных	1	1
1664	из самой	1	1
1665	его направление	1	1
1666	и другого	1	1
1667	этих людей	1	1
1668	или лучше	1	1
1669	духе и	1	1
1670	время этого	1	1
1671	к истине	1	1
1672	заимствует у	2	1
1673	концов в	1	1
1674	аспекта одного	1	1
1675	мы вспомним	1	1
1676	чтобы это	1	1
1677	не противоречит	1	1
1678	стоит и	1	1
1679	человеком хотя	1	1
1680	детей это	1	1
1681	освобождению от	1	1
1682	несколько иной	1	1
1683	без изменений	1	1
1684	этот чисто	1	1
1685	люди есть	1	1
1686	тем не	4	1
1687	по мнению	1	1
1688	и нужно	1	1
1689	то станет	1	1
1690	с особенностями	1	1
1691	многих отношениях	1	1
1692	не замечает	1	1
1693	и развитие	2	1
1694	народных массах	1	1
1695	все прочие	4	1
1696	разнородных элементов	1	1
1697	например при	1	1
1698	в зависимости	1	1
1699	и говорят	1	1
1700	дальнейшем эта	1	1
1701	наиболее ясной	1	1
1702	вещи не	1	1
1703	ряд общих	1	1
1704	конечно на	1	1
1705	и иметь	1	1
1706	но самые	1	1
1707	земного шара	8	1
1708	себя как	1	1
1709	оно представляет	1	1
1710	основано на	5	1
1711	возможности для	1	1
1712	веру в	1	1
1713	же касается	2	1
1714	были расположены	2	1
1715	собою и	1	1
1716	как сказано	4	1
1717	вопроса о	1	1
1718	иная чем	1	1
1719	доступны только	1	1
1720	и которую	1	1
1721	себя все	1	1
1722	современности но	1	1
1723	от самого	1	1
1724	нет но	1	1
1725	особенностей в	1	1
1726	как сам	1	1
1727	культур и	2	1
1728	очевидно в	1	1
1729	в учении	1	1
1730	и создавать	1	1
1731	чтобы их	1	1
1732	чтобы проверить	1	1
1733	это может	2	1
1734	субъективный и	1	1
1735	на свои	1	1
1736	с большой	1	1
1737	так называемого	5	1
1738	народа а	18	1
1739	оба они	1	1
1740	перед которой	1	1
1741	наконец из	1	1
1742	остальное в	1	1
1743	столь же	5	1
1744	и непонятной	1	1
1745	что без	1	1
1746	при оценке	1	1
1747	чаще всего	1	1
1748	которому и	1	1
1749	те части	1	1
1750	линии но	1	1
1751	за себя	1	1
1752	кто знает	1	1
1753	причем это	1	1
1754	каждого из	1	1
1755	которого она	1	1
1756	на пользу	1	1
1757	и культур	4	1
1758	то для	1	1
1759	были бы	1	1
1760	всех отношениях	1	1
1761	жизни народов	1	1
1762	нечего и	3	1
1763	и культурой	1	1
1764	самые отдаленные	1	1
1765	друга в	1	1
1766	встречается у	1	1
1767	с и	1	1
1768	представлению о	1	1
1769	и споров	1	1
1770	для себя	2	1
1771	она имеет	1	1
1772	для борьбы	1	1
1773	материал но	1	1
1774	все свое	1	1
1775	но почти	1	1
1776	не ставит	1	1
1777	взглядов на	1	1
1778	бы при	1	1
1779	только они	1	1
1780	трудно видеть	1	1
1781	же всегда	1	1
1782	т.д в	1	1
1783	есть лишь	1	1
1784	для каждого	1	1
1785	весь свой	1	1
1786	лежит представление	1	1
1787	если это	2	1
1788	удается но	1	1
1789	представления об	2	1
1790	как не	2	1
1791	вопросов на	2	1
1792	много но	1	1
1793	характер не	1	1
1794	мир который	1	1
1795	у одного	1	1
1796	собою в	1	1
1797	нельзя и	1	1
1798	даже гораздо	1	1
1799	эту традицию	1	1
1800	через которую	1	1
1801	какого-нибудь другого	1	1
1802	все члены	1	1
1803	лишь те	1	1
1804	который и	1	1
1805	русской истории	1	1
1806	отношениях лучше	1	1
1807	только одно	3	1
1808	именно такой	1	1
1809	этих новых	1	1
1810	бы с	1	1
1811	рода которые	1	1
1812	ставит себя	1	1
1813	он тоже	2	1
1814	народы и	2	1
1815	на ноги	1	1
1816	то и	2	1
1817	можно лишь	2	1
1818	нам то	1	1
1819	стало возможным	1	1
1820	сказано выше	3	1
1821	и другой	1	1
1822	не раскрытой	1	1
1823	друга это	1	1
1824	зависимости от	2	1
1825	народов есть	1	1
1826	признак и	1	1
1827	в раннем	1	1
1828	всю их	2	1
1829	народ в	4	1
1830	не усомнился	1	1
1831	рано или	2	1
1832	ему надо	1	1
1833	друга и	1	1
1834	классовой борьбы	1	1
1835	судя по	1	1
1836	и трагическую	1	1
1837	связанными с	1	1
1838	прямой линии	4	1
1839	потому и	2	1
1840	или эти	1	1
1841	их народ	1	1
1842	на более	2	1
1843	чужды и	2	1
1844	в состояние	1	1
1845	него все	1	1
1846	их лежит	1	1
1847	не трудно	1	1
1848	в сознании	7	1
1849	сходства с	4	1
1850	даже без	1	1
1851	который можно	1	1
1852	или поздно	2	1
1853	месте в	1	1
1854	стремящийся к	2	1
1855	пришлось бы	2	1
1856	его можно	1	1
1857	человека но	1	1
1858	было принято	2	1
1859	высшей степени	2	1
1860	жизни всех	1	1
1861	и последовательной	1	1
1862	отклонение от	1	1
1863	поэтому что	4	1
1864	в гораздо	2	1
1865	данной эпохи	1	1
1866	людей эти	1	1
1867	этой области	4	1
1868	в первое	1	1
1869	целом есть	1	1
1870	лишь то	1	1
1871	они одинаково	1	1
1872	при встрече	1	1
1873	что так	1	1
1874	другая часть	1	1
1875	одну общую	1	1
1876	ее нет	1	1
1877	возможным только	1	1
1878	наконец просто	1	1
1879	признаку их	2	1
1880	этого лишь	1	1
1881	о ее	1	1
1882	которыми они	1	1
1883	ограниченной и	1	1
1884	социальных явлений	1	1
1885	эти познания	1	1
1886	с разными	1	1
1887	после этих	1	1
1888	во-первых потому	1	1
1889	отказаться от	1	1
1890	а к	2	1
1891	общества в	1	1
1892	а то	1	1
1893	чтобы быть	2	1
1894	во имя	3	1
1895	случаях когда	3	1
1896	последнее время	1	1
1897	науки в	1	1
1898	культуру не	1	1
1899	эта борьба	1	1
1900	его следует	1	1
1901	свет на	1	1
1902	культуры он	2	1
1903	и главное	1	1
1904	основанной на	1	1
1905	но те	1	1
1906	всем их	1	1
1907	том случае	4	1
1908	никакой роли	1	1
1909	которую им	1	1
1910	его тем	1	1
1911	она должна	1	1
1912	гораздо меньше	1	1
1913	том именно	1	1
1914	мире есть	1	1
1915	имеются и	1	1
1916	и между	1	1
1917	а от	1	1
1918	нельзя не	1	1
1919	обстоит дело	1	1
1920	просто не	1	1
1921	те специальные	1	1
1922	них много	1	1
1923	их общий	1	1
1924	два человека	2	1
1925	его всегда	1	1
1926	пор они	1	1
1927	ведь если	1	1
1928	над собою	1	1
1929	культуры особенно	1	1
1930	из русской	1	1
1931	та или	1	1
1932	эта остается	1	1
1933	их а	1	1
1934	только по	1	1
1935	этом и	1	1
1936	является именно	1	1
1937	нога в	3	1
1938	в высшей	2	1
1939	тем чтобы	2	1
1940	никто и	1	1
1941	к пониманию	1	1
1942	нет правда	1	1
1943	в создании	1	1
1944	соответствующие им	1	1
1945	есть чистое	1	1
1946	надо было	1	1
1947	выше всех	1	1
1948	лучшем случае	1	1
