N	2gram	Medvedev_F	Mirosoze
1310	как утверждение	1	1
1311	все наши	1	1
1312	вообразить себе	1	1
1313	сталкивается с	1	1
1314	его скорее	1	1
1315	вовсе не	18	1
1316	мысли в	2	1
1317	тем более	1	1
1318	быть от	1	1
1319	мере в	1	1
1320	белый в	1	1
1321	чтобы сделать	1	1
1322	этих двух	2	1
1323	в иные	1	1
1324	и тех	1	1
1325	большое место	2	1
1326	может иметь	1	1
1327	том случае	2	1
1328	и эти	1	1
1329	быть наиболее	1	1
1330	на них	1	1
1331	стремиться к	1	1
1332	до тех	1	1
1333	борьбы за	1	1
1334	она должна	3	1
1335	ибо они	1	1
1336	печальную и	1	1
1337	у художника	1	1
1338	культуре и	1	1
1339	есть одна	1	1
1340	к чему-то	1	1
1341	произведения искусства	4	1
1342	и почти	1	1
1343	совершается не	2	1
1344	это за	1	1
1345	ее так	1	1
1346	и историческим	1	1
1347	еще менее	1	1
1348	самой жизни	1	1
1349	характерный для	1	1
1350	твердую почву	1	1
1351	себе что	1	1
1352	в искусстве	6	1
1353	во второй	3	1
1354	и такую	1	1
1355	и может	6	1
1356	в частности	4	1
1357	нельзя понять	3	1
1358	как отрицание	1	1
1359	тех же	2	1
1360	в нескольких	1	1
1361	толстой не	1	1
1362	который тоже	1	1
1363	но такое	1	1
1364	человеком человек	1	1
1365	явлений в	1	1
1366	учения о	2	1
1367	начала что	1	1
1368	своей основе	1	1
1369	с позитивизмом	7	1
1370	без остатка	1	1
1371	берется не	1	1
1372	и всякая	2	1
1373	и всех	1	1
1374	идет о	3	1
1375	последнее слово	1	1
1376	и всякое	5	1
1377	одного из	4	1
1378	были и	1	1
1379	оно должно	3	1
1380	от науки	1	1
1381	та или	1	1
1382	всегда является	1	1
1383	пути к	1	1
1384	истин не	1	1
1385	сказать в	2	1
1386	русской критики	1	1
1387	может показаться	1	1
1388	слова в	2	1
1389	в узком	1	1
1390	не поддаются	1	1
1391	же в	4	1
1392	к пониманию	1	1
1393	многие другие	1	1
1394	своеобразия и	1	1
1395	и прежде	3	1
1396	культуры с	2	1
1397	против идеализма	1	1
1398	бывает лишь	1	1
1399	жизни их	1	1
1400	в области	6	1
1401	в эти	1	1
1402	же это	2	1
1403	это в	1	1
1404	бытия в	3	1
1405	лишь с	1	1
1406	культуры или	1	1
1407	эпохи и	2	1
1408	в целом	7	1
1409	в лице	2	1
1410	и наконец	7	1
1411	что на	3	1
1412	к формальному	1	1
1413	совершается в	2	1
1414	и укрепить	1	1
1415	меньше чем	1	1
